root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,ehlvrecniq75twr96d8ex4mxg,V. Cutiño,Defender,13,18.0,15.0,,22.0,,1.0,2.0,1.0,16.0,,10.0,11.0,5.0,4.0,55.0,1.0,3.0,2.0,6.0,4.0,2.0,4.0,23.0,16.0,5.0,10.0,,7.0,61.0,15.0,3.0,31.0,5.0,11.0,5.0,,6.0,126.0,25.0,30.0,1.0,36.0,,1.0,60.0,13.0,30.0,3.0,3.0,184.0,7.0,3.0,17.0,19.0,,0.0,1.0,3.0,4.0,1.0,1.0,1.0,,2.0,,3.0,2.0,2.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,bdjwwjr7bp716gf6up9y1hmok,L. García,Defender,18,1.0,14.0,3.0,25.0,2.0,5.0,4.0,,19.0,,10.0,12.0,3.0,1.0,40.0,2.0,3.0,3.0,,6.0,4.0,1.0,13.0,8.0,7.0,10.0,,14.0,77.0,13.0,3.0,41.0,4.0,12.0,11.0,,13.0,104.0,28.0,36.0,2.0,51.0,2.0,3.0,66.0,,37.0,1.0,6.0,270.0,23.0,7.0,28.0,14.0,1.0,0.0,,,5.0,,1.0,4.0,,1.0,,5.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,1unaih8n1sd1nwp70cyj6vw2c,L. Hernández,Defender,9,,79.0,2.0,22.0,,13.0,1.0,1.0,92.0,2.0,10.0,5.0,13.0,8.0,75.0,5.0,4.0,4.0,23.0,10.0,14.0,3.0,20.0,17.0,48.0,33.0,13.0,16.0,72.0,35.0,4.0,47.0,46.0,44.0,1.0,,6.0,196.0,41.0,25.0,11.0,25.0,5.0,,60.0,,36.0,2.0,9.0,360.0,5.0,1.0,14.0,18.0,20.0,0.0,2.0,8.0,7.0,,2.0,5.0,,1.0,,5.0,14.0,3.0,3.0,,2.0,1.0,,1.0,4.0,1.0,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,7.0,2.0,2.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,3vq409062hhveyj0plh1tg9p0,C. Herrera,Defender,3,12.0,29.0,,8.0,,3.0,,,32.0,,10.0,4.0,8.0,4.0,22.0,4.0,4.0,1.0,6.0,6.0,4.0,3.0,5.0,2.0,14.0,15.0,1.0,11.0,32.0,9.0,4.0,22.0,14.0,18.0,4.0,,,79.0,22.0,10.0,3.0,15.0,,,30.0,1.0,21.0,2.0,6.0,146.0,5.0,1.0,13.0,10.0,5.0,0.0,,,4.0,3.0,,4.0,,,1.0,4.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,aznxsqzddynux6jffryku0b2s,L. Juanes,Midfielder,8,1.0,17.0,2.0,15.0,,3.0,,1.0,20.0,,10.0,4.0,5.0,5.0,27.0,,4.0,3.0,4.0,5.0,7.0,2.0,12.0,12.0,12.0,7.0,3.0,16.0,59.0,22.0,4.0,40.0,10.0,8.0,4.0,,1.0,88.0,39.0,19.0,1.0,24.0,1.0,,59.0,,40.0,,4.0,199.0,7.0,2.0,18.0,14.0,2.0,0.0,,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,jt0qehl4jusxl20tcxjwemms,L. Kindelán,Midfielder,6,,11.0,,3.0,,,1.0,,11.0,,10.0,3.0,3.0,1.0,11.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,6.0,5.0,6.0,1.0,4.0,29.0,10.0,2.0,23.0,5.0,6.0,3.0,,,46.0,23.0,6.0,,14.0,1.0,,28.0,,23.0,,1.0,134.0,3.0,,13.0,12.0,1.0,0.0,,2.0,2.0,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,11133oh3nsypg4phijpu72l1w,R. Morales,Forward,19,1.0,,,4.0,,,,,,,10.0,2.0,,,7.0,,1.0,,,1.0,,1.0,3.0,2.0,,,,,7.0,2.0,1.0,2.0,,,1.0,,,13.0,2.0,5.0,,5.0,1.0,,7.0,,2.0,1.0,1.0,17.0,2.0,,,2.0,,0.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,9kjwpjth8tcp3mdwpbliwgxlg,C. Pérez,Defender,5,,1.0,3.0,3.0,,5.0,1.0,1.0,6.0,,10.0,3.0,,,7.0,,1.0,1.0,,4.0,2.0,,4.0,5.0,3.0,1.0,,7.0,22.0,5.0,1.0,16.0,,3.0,2.0,,1.0,30.0,15.0,6.0,2.0,8.0,,1.0,21.0,,15.0,,3.0,90.0,2.0,4.0,11.0,6.0,,0.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,4oqmkluqebmmnz87b7njhkoic,I. Pérez,Goalkeeper,1,,1.0,,23.0,,,,1.0,1.0,,10.0,10.0,,,35.0,,3.0,2.0,,10.0,,1.0,,10.0,1.0,,1.0,8.0,60.0,1.0,3.0,27.0,1.0,,6.0,,11.0,88.0,16.0,33.0,,42.0,,,14.0,,8.0,,9.0,234.0,33.0,6.0,26.0,22.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,,21.0,2.0,12.0,3.0,2.0,27.0,,8.0,,1.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Cuba Under 17,Cuba_Under_17,6ptktw3n78yjbpt5kcvz9nj84,J. Quiñones,Forward,17,1.0,44.0,1.0,18.0,,2.0,,,46.0,1.0,10.0,5.0,5.0,3.0,57.0,2.0,4.0,3.0,18.0,6.0,7.0,2.0,17.0,4.0,18.0,27.0,5.0,21.0,53.0,18.0,4.0,31.0,17.0,28.0,,,,115.0,31.0,22.0,1.0,21.0,1.0,,50.0,,30.0,1.0,6.0,253.0,5.0,,13.0,9.0,7.0,0.0,,11.0,7.0,1.0,1.0,5.0,,1.0,3.0,5.0,9.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
