liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Hartford Athletic,c99yg0ykkr6o17ykicw27e68k,S. Anaku,Forward,17,1.0,2.0,,6.0,4.0,2.0,2.0,,1.0,,,2.0,2.0,,,,4.0,,1.0,1.0,2.0,1.0,,,,,,,2.0,1.0,1.0,2.0,,15.0,,,,3.0,4.0,2.0,,,2.0,7.0,1.0,2.0,0.0,4.0,2.0,,,1.0,,2.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,8qqehla9xvhut6uua4a0zcju2,S. Anderson,Defender,2,2.0,14.0,10.0,12.0,3.0,9.0,24.0,23.0,2.0,,,10.0,2.0,8.0,1.0,4.0,59.0,7.0,2.0,1.0,5.0,3.0,4.0,2.0,,4.0,1.0,1.0,46.0,31.0,24.0,46.0,3.0,180.0,,,3.0,25.0,64.0,51.0,4.0,2.0,13.0,117.0,12.0,8.0,0.0,2.0,1.0,3.0,,24.0,10.0,,4.0,1.0,3.0,2.0,1.0,,,10.0,,,5.0,3.0,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,5.0,1.0,,,,,,,,,,1.0,,,,,,,6.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,2zrrdws3k5b5zt7yqhjo9zjf8,Enzo Carvalho,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,7i9qesz7fugndupldntvshwd0,S. Careaga,Midfielder,10,2.0,10.0,2.0,9.0,1.0,8.0,21.0,7.0,2.0,,,8.0,,8.0,1.0,,38.0,1.0,3.0,,8.0,9.0,,1.0,,,,3.0,29.0,20.0,11.0,27.0,2.0,123.0,,,3.0,15.0,40.0,31.0,2.0,2.0,9.0,63.0,8.0,8.0,1.0,1.0,1.0,1.0,,14.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,,,3.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,5vnwvsze01ja9eiy6p2v7jkoa,B. Coffey,Midfielder,16,2.0,6.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,,,3.0,2.0,1.0,2.0,,15.0,,3.0,2.0,4.0,2.0,1.0,,,,,,11.0,7.0,4.0,10.0,1.0,65.0,2.0,1.0,,8.0,15.0,11.0,1.0,,4.0,31.0,5.0,2.0,0.0,,,1.0,,1.0,5.0,1.0,,,1.0,1.0,,,2.0,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,15,1.0,,21.0,8.0,3.0,5.0,3.0,41.0,1.0,,,5.0,2.0,3.0,1.0,,63.0,11.0,,,3.0,1.0,,1.0,,,,1.0,46.0,22.0,24.0,34.0,1.0,90.0,1.0,,,22.0,63.0,46.0,2.0,,17.0,87.0,18.0,8.0,0.0,3.0,1.0,2.0,,21.0,11.0,,1.0,,2.0,2.0,1.0,,,,,,9.0,,,,,,,,,4.0,,,,,,1.0,,,,,2.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,1795jw1oc3pkthyq0kqexh65m,B. Fischer,Defender,25,2.0,5.0,18.0,13.0,7.0,6.0,7.0,46.0,2.0,,,5.0,3.0,2.0,3.0,,95.0,8.0,3.0,,11.0,41.0,,2.0,,,,1.0,73.0,31.0,45.0,64.0,,180.0,,,1.0,25.0,98.0,76.0,,3.0,22.0,125.0,15.0,10.0,0.0,8.0,4.0,2.0,,6.0,10.0,3.0,7.0,,,,1.0,1.0,,,,1.0,12.0,,,,,,,,,6.0,,,,,,,,,,,4.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,9ie6oja1bojocjl4fg4wingno,S. Gordon,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,88039fvxfyrkdjk7sbu22esbt,C. Hadjipaschalis,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Hartford Athletic,2nq2msqwp3fp9a45yt65ig1nu,A. Hernández,Midfielder,20,1.0,3.0,,5.0,3.0,2.0,3.0,4.0,1.0,,,4.0,2.0,2.0,1.0,,14.0,,,,,7.0,,,,,,1.0,9.0,6.0,3.0,9.0,,32.0,1.0,,1.0,8.0,14.0,9.0,,,5.0,24.0,4.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,4.0,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
