liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Portland Hearts of Pine SC,blzz9pnbehjnxt77cuoxjye0a,A. Armour,Defender,3,,,,3.0,24.0,,25.0,1.0,17.0,6.0,11.0,33.0,49.0,2.0,,3.0,,2.0,,2.0,,,,17.0,6.0,11.0,,,1.0,4.0,102.0,,,,13.0,6.0,,12.0,,28.0,1.0,,,2.0,1.0,1.0,,,2.0,,4.0,69.0,35.0,37.0,68.0,3.0,2.0,2.0,15.0,198.0,1.0,,,9.0,3.0,4.0,43.0,105.0,,72.0,5.0,3.0,33.0,160.0,3.0,3.0,,14.0,24.0,12.0,19.0,2.0,,,0.0,,4.0,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,f1wazatqa5c7eivxpltzlmb1m,A. Camara,Forward,9,8.0,6.0,2.0,5.0,7.0,,11.0,2.0,15.0,9.0,6.0,23.0,10.0,,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0,3.0,4.0,,,,6.0,28.0,,,,2.0,4.0,,1.0,1.0,6.0,,,2.0,1.0,1.0,4.0,,,1.0,1.0,,17.0,14.0,4.0,18.0,,1.0,,,154.0,1.0,,1.0,,1.0,2.0,18.0,29.0,2.0,18.0,1.0,4.0,11.0,44.0,,,1.0,2.0,11.0,,9.0,,0.0,1.0,0.0,,,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,8n9umqd0jz78jd3lpaerljoph,Diogo Barbosa,Midfielder,18,6.0,3.0,3.0,7.0,17.0,,24.0,,38.0,22.0,16.0,27.0,51.0,5.0,,7.0,,5.0,2.0,3.0,,,,32.0,19.0,13.0,,,4.0,35.0,128.0,,,,9.0,13.0,8.0,17.0,,26.0,4.0,,,2.0,1.0,5.0,,,4.0,1.0,2.0,102.0,60.0,43.0,101.0,1.0,4.0,,,273.0,3.0,,,9.0,11.0,4.0,34.0,129.0,,103.0,5.0,2.0,26.0,176.0,,,2.0,14.0,14.0,12.0,12.0,3.0,,,0.0,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,eur2vbdzfmcxyfathakjghyqc,J. Drack,Defender,99,17.0,5.0,12.0,7.0,35.0,3.0,43.0,,49.0,19.0,30.0,57.0,74.0,2.0,,7.0,,7.0,4.0,3.0,,,,32.0,14.0,18.0,,,1.0,5.0,150.0,,,,23.0,6.0,2.0,17.0,,38.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,6.0,107.0,57.0,54.0,102.0,3.0,2.0,6.0,36.0,366.0,5.0,1.0,,20.0,9.0,13.0,65.0,152.0,4.0,108.0,5.0,2.0,44.0,269.0,3.0,2.0,2.0,17.0,34.0,13.0,27.0,4.0,,,0.0,1.0,1.0,,3.0,11.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,25i9apjtweaa9kfl8kndd0vvu,E. Espinosa,Defender,25,3.0,1.0,2.0,2.0,1.0,,21.0,,7.0,2.0,5.0,9.0,38.0,,,2.0,,1.0,,1.0,,,,4.0,1.0,3.0,,,,32.0,78.0,,,,10.0,1.0,,3.0,,9.0,,2.0,,2.0,,,,,,,3.0,59.0,21.0,40.0,58.0,1.0,2.0,4.0,2.0,180.0,,,,8.0,1.0,,25.0,80.0,2.0,61.0,3.0,1.0,19.0,112.0,1.0,1.0,,14.0,16.0,4.0,5.0,,,,0.0,,1.0,,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,22,17.0,7.0,10.0,5.0,11.0,,44.0,,22.0,8.0,14.0,7.0,141.0,1.0,,5.0,,8.0,5.0,3.0,,,,5.0,1.0,4.0,,,2.0,54.0,241.0,,,,12.0,2.0,2.0,10.0,,46.0,2.0,4.0,1.0,5.0,,,,,,,27.0,188.0,55.0,143.0,171.0,1.0,1.0,,1.0,450.0,,,,27.0,1.0,2.0,56.0,252.0,5.0,198.0,2.0,5.0,54.0,308.0,,,,38.0,34.0,20.0,16.0,,,,0.0,3.0,3.0,,9.0,25.0,,,,,,,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,4vlivz3ymfh48f68i65vu5y50,S. Faye,Defender,44,11.0,3.0,8.0,3.0,2.0,,8.0,,17.0,7.0,10.0,4.0,16.0,,,3.0,,1.0,1.0,,,,,6.0,4.0,2.0,,,,7.0,26.0,,,,3.0,2.0,1.0,5.0,,2.0,,2.0,1.0,1.0,,2.0,,,,,5.0,16.0,6.0,11.0,12.0,,2.0,,,121.0,,,,13.0,3.0,,10.0,27.0,3.0,17.0,2.0,4.0,10.0,53.0,,,,8.0,5.0,5.0,2.0,1.0,,,0.0,2.0,1.0,,2.0,7.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,eww96g5jjmoae1rmt6peiv7my,K. Georgallides,Midfielder,21,10.0,8.0,2.0,6.0,12.0,1.0,42.0,1.0,32.0,16.0,16.0,54.0,21.0,2.0,,6.0,1.0,3.0,2.0,1.0,1.0,1.0,,22.0,8.0,14.0,,1.0,4.0,11.0,62.0,,,,18.0,10.0,5.0,12.0,,19.0,5.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,6.0,46.0,39.0,13.0,41.0,,5.0,,1.0,238.0,3.0,,,2.0,3.0,5.0,33.0,63.0,4.0,47.0,5.0,6.0,16.0,119.0,8.0,4.0,2.0,3.0,20.0,4.0,13.0,,0.0,1.0,0.0,,3.0,,,2.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,7vbkgx432w9lz60z7ov4a6puy,K. Green,Defender,66,17.0,6.0,11.0,8.0,10.0,1.0,80.0,1.0,30.0,14.0,16.0,3.0,105.0,1.0,,8.0,,9.0,5.0,4.0,,,,13.0,8.0,5.0,,,,100.0,268.0,,,,39.0,3.0,2.0,16.0,,86.0,,,,8.0,1.0,,,,,,11.0,230.0,56.0,204.0,249.0,2.0,1.0,,1.0,719.0,,,,48.0,3.0,2.0,41.0,301.0,,260.0,3.0,2.0,41.0,387.0,,,,28.0,31.0,10.0,13.0,2.0,,,0.0,12.0,7.0,,4.0,17.0,,,,,,,,,,,,,1.0,23.0,23.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_League_One,2026,Portland Hearts of Pine SC,f1ccrahr4o4a5ogeltjx94ys4,K. Hersi,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
