liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Index,Interceptions,Last Player Tackle,Leftside Passes,Open Play Passes,Penalties Conceded,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Corners Won,Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Headed Goals,Hit Woodwork,Key Passes (Attempt Assists),Left Foot Goals,Offsides,Overruns,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Successful Corners into Box,Successful Dribbles,Successful Lay-offs,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Shots,Unsuccessful Corners into Box,Unsuccessful Dribbles,Unsuccessful lay-offs,Home Goals,Away Goals,Foul Won Penalty,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Saves made - caught,Clearances Off the Line,Own Goal Scored,Red Cards - 2nd Yellow,Total Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Other Goals,Crosses not Claimed,Straight Red Cards,Direct Corner Goals,Direct Setpiece Goals,Penalties Off Target
USA_MLS,2025,New England Revolution,ei1xwfu1blceujrbuqbw8xi7e,T. Beason,Defender,4,60.0,26.0,34.0,27.0,73.0,1.0,27.0,134.0,7.0,161.0,57.0,104.0,5.0,456.0,4.0,3.0,27.0,3.0,34.0,28.0,6.0,101.0,31.0,70.0,,10.0,21.0,,106.0,945.0,,3.0,56.0,18.0,9.0,50.0,331.0,22.0,9.0,5.0,3.0,3.0,9.0,70.0,774.0,261.0,535.0,723.0,19.0,32.0,2.0,2.0,9.0,1948.0,123.0,8.0,17.0,199.0,966.0,793.0,51.0,9.0,173.0,1290.0,9.0,9.0,51.0,101.0,124.0,58.0,72.0,1.0,0.0,1.0,,,3.0,1.0,,,,,,,3.0,,,,,,,,,2.0,,2.0,,4.0,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,29,,,,11.0,26.0,,1.0,13.0,,14.0,9.0,5.0,8.0,21.0,1.0,,11.0,,9.0,6.0,3.0,14.0,9.0,5.0,,10.0,1.0,,17.0,81.0,,,6.0,9.0,5.0,8.0,19.0,,,11.0,1.0,1.0,,4.0,62.0,39.0,26.0,60.0,3.0,2.0,,1.0,2.0,165.0,3.0,2.0,,28.0,83.0,64.0,5.0,7.0,19.0,116.0,1.0,1.0,3.0,6.0,13.0,7.0,13.0,,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,25pwi3q1y4tx1in9425eyln56,B. Bye,Defender,15,56.0,23.0,33.0,26.0,93.0,2.0,13.0,68.0,3.0,102.0,45.0,57.0,56.0,173.0,2.0,,26.0,,22.0,16.0,6.0,46.0,22.0,24.0,,10.0,10.0,1.0,152.0,427.0,,,42.0,26.0,11.0,47.0,17.0,12.0,6.0,14.0,9.0,9.0,1.0,15.0,339.0,184.0,171.0,331.0,8.0,8.0,1.0,10.0,93.0,1098.0,38.0,4.0,1.0,159.0,435.0,346.0,16.0,27.0,89.0,735.0,33.0,33.0,9.0,21.0,97.0,25.0,68.0,,0.0,,,,8.0,,,,,,,1.0,14.0,,1.0,2.0,,,,,6.0,1.0,,7.0,1.0,9.0,3.0,1.0,,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,cill28qniq1r7s5xy7eli31wq,L. Campana,Forward,9,92.0,49.0,43.0,24.0,105.0,12.0,5.0,95.0,1.0,208.0,129.0,79.0,23.0,80.0,8.0,,24.0,,30.0,24.0,6.0,116.0,80.0,36.0,2.0,10.0,2.0,,99.0,353.0,,2.0,37.0,25.0,15.0,35.0,106.0,20.0,9.0,4.0,,,,14.0,264.0,186.0,115.0,287.0,8.0,10.0,1.0,,5.0,1648.0,28.0,39.0,7.0,169.0,390.0,301.0,18.0,79.0,89.0,652.0,8.0,8.0,1.0,5.0,80.0,17.0,84.0,5.0,2.0,1.0,,,8.0,1.0,7.0,7.0,6.0,1.0,1.0,,16.0,3.0,5.0,,,,3.0,,31.0,21.0,,11.0,24.0,28.0,2.0,11.0,4.0,52.0,,6.0,7.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,4ycrwypa0l9dd9frhpcyv1tgq,B. Ceballos,Defender,3,97.0,46.0,51.0,29.0,83.0,,22.0,353.0,8.0,238.0,100.0,138.0,6.0,510.0,18.0,3.0,29.0,3.0,40.0,34.0,6.0,141.0,54.0,87.0,3.0,10.0,43.0,,478.0,1352.0,,3.0,187.0,32.0,23.0,111.0,303.0,29.0,3.0,,3.0,3.0,17.0,89.0,1183.0,325.0,881.0,1114.0,17.0,34.0,2.0,,8.0,2554.0,146.0,39.0,19.0,213.0,1374.0,1203.0,51.0,18.0,171.0,1820.0,4.0,4.0,49.0,95.0,119.0,56.0,76.0,9.0,0.0,,,,1.0,,1.0,,1.0,,1.0,1.0,4.0,,3.0,2.0,,,,,9.0,2.0,,17.0,,13.0,1.0,1.0,,11.0,,7.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,3s5k43ngpwa66vj4ypvcdu8a2,T. Chancalay,Forward,7,29.0,20.0,9.0,26.0,128.0,8.0,1.0,165.0,1.0,153.0,88.0,65.0,56.0,79.0,10.0,,26.0,,22.0,21.0,1.0,124.0,68.0,56.0,2.0,10.0,1.0,,47.0,399.0,,3.0,71.0,27.0,16.0,49.0,157.0,12.0,7.0,14.0,16.0,7.0,,30.0,311.0,221.0,115.0,290.0,9.0,10.0,3.0,1.0,4.0,1169.0,11.0,33.0,21.0,213.0,411.0,320.0,19.0,43.0,91.0,706.0,43.0,22.0,6.0,21.0,116.0,18.0,70.0,4.0,0.0,2.0,2.0,29.0,16.0,2.0,4.0,3.0,4.0,,,,16.0,2.0,6.0,2.0,,,2.0,,22.0,23.0,8.0,16.0,31.0,29.0,4.0,8.0,3.0,45.0,17.0,13.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,6han4f5xq1d0ii0ol2drgi4bu,G. Diarbian,Midfielder,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,efr6uboj041gcgi2qxm0pa5be,L. Díaz,Forward,11,10.0,6.0,4.0,19.0,36.0,3.0,,58.0,,77.0,33.0,44.0,,20.0,5.0,,19.0,,6.0,5.0,1.0,67.0,27.0,40.0,,10.0,2.0,,48.0,128.0,,1.0,31.0,6.0,1.0,18.0,27.0,1.0,1.0,18.0,5.0,5.0,1.0,1.0,105.0,75.0,38.0,107.0,7.0,6.0,,,8.0,383.0,2.0,8.0,21.0,77.0,131.0,108.0,13.0,30.0,23.0,268.0,14.0,14.0,3.0,4.0,28.0,9.0,19.0,2.0,0.0,1.0,,,5.0,1.0,,,,,,,5.0,,3.0,1.0,,,,,4.0,6.0,,6.0,5.0,16.0,3.0,1.0,,10.0,,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2025,New England Revolution,1zs83jkejm70g1uzm1i71puqd,A. Farrell,Defender,88,1.0,1.0,,3.0,3.0,,,1.0,,3.0,1.0,2.0,1.0,4.0,,,3.0,,2.0,2.0,,2.0,,2.0,,10.0,,,2.0,8.0,,,,1.0,1.0,1.0,1.0,,,3.0,,,,2.0,7.0,4.0,5.0,7.0,1.0,,,1.0,,21.0,2.0,,1.0,2.0,10.0,9.0,1.0,,1.0,16.0,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
