liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Sacramento Republic FC,5m3bxdstyhzoplpzam8c94t90,F. Ajago,Forward,11,51.0,28.0,23.0,8.0,28.0,1.0,2.0,40.0,,98.0,59.0,39.0,80.0,23.0,2.0,8.0,6.0,4.0,47.0,31.0,16.0,2.0,4.0,36.0,107.0,1.0,23.0,4.0,3.0,19.0,21.0,5.0,7.0,4.0,1.0,4.0,1.0,77.0,60.0,18.0,77.0,,1.0,598.0,15.0,10.0,14.0,12.0,63.0,108.0,78.0,1.0,19.0,30.0,189.0,1.0,1.0,1.0,1.0,24.0,7.0,29.0,2.0,0.0,4.0,,1.0,3.0,,2.0,,1.0,,4.0,8.0,5.0,1.0,1.0,1.0,1.0,6.0,,4.0,3.0,2.0,1.0,0.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,Forward,10,17.0,9.0,8.0,8.0,57.0,3.0,,81.0,,74.0,35.0,39.0,189.0,84.0,6.0,8.0,7.0,4.0,57.0,26.0,31.0,9.0,10.0,66.0,219.0,1.0,38.0,27.0,10.0,30.0,30.0,12.0,8.0,6.0,,6.0,6.0,167.0,135.0,60.0,178.0,8.0,6.0,649.0,10.0,1.0,8.0,16.0,121.0,237.0,184.0,14.0,14.0,53.0,395.0,38.0,19.0,4.0,10.0,85.0,6.0,43.0,3.0,0.0,11.0,,,1.0,9.0,2.0,,,,2.0,6.0,6.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,0.0,1.0,25.0,2.0,11.0,4.0,,17.0,,,,,,,,,,,,,,,,,1.0,,,5.0,1.0,,,3.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,7y9k549gjh2183ylplvwg2q5l,M. Benítez,Defender,22,22.0,8.0,14.0,8.0,59.0,3.0,5.0,74.0,3.0,69.0,27.0,42.0,140.0,133.0,8.0,8.0,7.0,4.0,47.0,19.0,28.0,14.0,9.0,59.0,352.0,1.0,26.0,4.0,2.0,21.0,105.0,10.0,8.0,,8.0,1.0,14.0,293.0,184.0,123.0,283.0,9.0,15.0,720.0,2.0,13.0,12.0,4.0,104.0,356.0,297.0,24.0,12.0,59.0,553.0,17.0,6.0,11.0,22.0,66.0,10.0,37.0,3.0,1.0,2.0,,,,54.0,2.0,9.0,,,4.0,8.0,,3.0,,3.0,2.0,,,4.0,3.0,,2.0,1.0,1.0,17.0,1.0,10.0,3.0,,10.0,,,,,,2.0,,,,,,,,,,,3.0,3.0,2.0,6.0,1.0,,,3.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,603sxl8xsij9kep03px6s85m2,B. Cambridge,Forward,23,2.0,2.0,,4.0,6.0,1.0,,9.0,,10.0,6.0,4.0,20.0,3.0,,4.0,2.0,2.0,8.0,4.0,4.0,,2.0,3.0,12.0,,7.0,2.0,,2.0,1.0,3.0,,,,,1.0,11.0,11.0,4.0,11.0,1.0,,62.0,3.0,,1.0,2.0,11.0,13.0,12.0,1.0,3.0,1.0,34.0,2.0,2.0,,,3.0,,1.0,,0.0,1.0,1.0,4.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,cjjvy22j5q0piz5omn2tf18us,Pep Casas,Midfielder,24,2.0,2.0,,5.0,17.0,1.0,2.0,51.0,,21.0,12.0,9.0,48.0,38.0,1.0,5.0,5.0,4.0,19.0,10.0,9.0,2.0,2.0,31.0,115.0,1.0,22.0,2.0,2.0,8.0,30.0,2.0,2.0,1.0,,4.0,8.0,93.0,68.0,26.0,86.0,1.0,2.0,219.0,4.0,3.0,2.0,3.0,33.0,116.0,94.0,3.0,,22.0,150.0,1.0,1.0,1.0,3.0,19.0,4.0,19.0,,0.0,2.0,,3.0,3.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,966lbbfmwj4xudrqjs76ta6tw,R. Chivukula,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,Midfielder,27,9.0,4.0,5.0,6.0,54.0,1.0,1.0,83.0,3.0,35.0,21.0,14.0,43.0,96.0,7.0,6.0,4.0,3.0,26.0,17.0,9.0,11.0,1.0,101.0,354.0,1.0,29.0,8.0,7.0,28.0,115.0,1.0,6.0,,3.0,3.0,15.0,322.0,138.0,195.0,318.0,2.0,4.0,540.0,2.0,8.0,9.0,,44.0,366.0,333.0,6.0,,33.0,419.0,,,5.0,10.0,27.0,6.0,23.0,1.0,0.0,2.0,,,3.0,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,Defender,4,49.0,13.0,36.0,8.0,33.0,,4.0,121.0,3.0,75.0,27.0,48.0,16.0,202.0,6.0,8.0,7.0,4.0,26.0,14.0,12.0,6.0,3.0,84.0,545.0,1.0,64.0,4.0,3.0,36.0,248.0,3.0,8.0,,5.0,1.0,33.0,469.0,132.0,358.0,457.0,,5.0,720.0,2.0,50.0,12.0,7.0,85.0,567.0,490.0,5.0,5.0,77.0,670.0,1.0,1.0,21.0,48.0,59.0,19.0,29.0,1.0,0.0,,,,,1.0,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,9qceb4bpza8cpillphp31n1uc,B. Doolittle,Goalkeeper,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Sacramento Republic FC,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,Forward,71,22.0,10.0,12.0,8.0,4.0,3.0,,13.0,,30.0,15.0,15.0,34.0,8.0,,8.0,1.0,,8.0,5.0,3.0,1.0,1.0,7.0,25.0,,4.0,1.0,,3.0,7.0,2.0,1.0,1.0,,2.0,,13.0,9.0,5.0,14.0,,1.0,172.0,4.0,4.0,3.0,2.0,24.0,26.0,14.0,1.0,16.0,12.0,64.0,,,,,11.0,1.0,12.0,,0.0,2.0,,7.0,,,1.0,,1.0,,4.0,7.0,2.0,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
