liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,FC Cincinnati,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,,2.0,5.0,5.0,10.0,3.0,2.0,320.0,0.0,2.0,2.0,2.0,,43.0,80.0,54.0,225.0,,,145.0,63.0,,34.0,,9.0,54.0,82.0,20.0,,,,7.0,95.0,56.0,134.0,,,,,89.0,6.0,2.0,29.0,,1.0,14.0,14.0,7.0,3.0,47.0,1.0,13.0,,29.0,2.0,,19.0,7.0,3.0,8.0,4.0,47.0,11.0,,29.0,,7.0,50.0,18.0,18.0,1.0,5.0,1.0,2.0,8.0,1.0,,,,,8.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,,10.0,7.0,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0
USA_US_Open_Cup,2023,FC Cincinnati,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,3,,,2.0,2.0,10.0,1.0,,120.0,0.0,,1.0,,,6.0,55.0,41.0,87.0,,,72.0,22.0,,18.0,,9.0,8.0,46.0,7.0,,,,9.0,19.0,17.0,72.0,,,6.0,,55.0,6.0,2.0,33.0,,1.0,1.0,7.0,1.0,,12.0,,,6.0,4.0,,,2.0,,1.0,1.0,1.0,6.0,,6.0,4.0,,,11.0,2.0,8.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,6n4z60qfcxddwk1vselehwg2y,M. Angulo,Midfielder,8,,2.0,4.0,4.0,10.0,2.0,2.0,199.0,0.0,,2.0,2.0,,13.0,42.0,19.0,87.0,,,55.0,30.0,,14.0,,6.0,7.0,41.0,12.0,,,,1.0,25.0,13.0,55.0,,,2.0,,42.0,1.0,1.0,12.0,,2.0,4.0,9.0,3.0,2.0,24.0,,3.0,3.0,14.0,,3.0,7.0,,3.0,2.0,4.0,21.0,5.0,,17.0,,,12.0,7.0,7.0,,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,5nz0s9c3qorn5z6wzy1dr1fpx,S. Arias,Defender,13,,4.0,3.0,3.0,10.0,3.0,4.0,283.0,0.0,2.0,,1.0,,14.0,94.0,42.0,183.0,,,120.0,48.0,,42.0,,9.0,18.0,93.0,22.0,,,,3.0,30.0,24.0,118.0,,,4.0,1.0,96.0,2.0,1.0,49.0,,2.0,4.0,22.0,7.0,6.0,29.0,1.0,,5.0,9.0,2.0,4.0,1.0,3.0,3.0,6.0,8.0,24.0,6.0,1.0,13.0,3.0,,22.0,15.0,16.0,,5.0,3.0,5.0,4.0,21.0,,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0
USA_US_Open_Cup,2023,FC Cincinnati,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,,1.0,4.0,4.0,10.0,3.0,1.0,275.0,0.0,2.0,1.0,3.0,,13.0,46.0,8.0,92.0,,,64.0,34.0,,16.0,,1.0,18.0,46.0,7.0,,,,1.0,30.0,17.0,63.0,,,2.0,,47.0,2.0,2.0,14.0,,,,27.0,1.0,2.0,35.0,1.0,,15.0,14.0,3.0,7.0,7.0,2.0,,7.0,2.0,20.0,9.0,8.0,21.0,2.0,3.0,15.0,6.0,14.0,,2.0,1.0,,4.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,epikfk8pzyaixubsbq0ri21ka,Á. Barreal,Midfielder,31,,5.0,5.0,5.0,10.0,2.0,5.0,301.0,1.0,2.0,3.0,1.0,,61.0,106.0,42.0,244.0,,,145.0,67.0,,5.0,,5.0,34.0,101.0,20.0,,,,14.0,57.0,30.0,133.0,,,8.0,1.0,115.0,12.0,4.0,51.0,,2.0,3.0,37.0,5.0,7.0,33.0,1.0,4.0,1.0,15.0,5.0,1.0,6.0,9.0,3.0,4.0,9.0,32.0,13.0,,16.0,5.0,3.0,18.0,17.0,17.0,,6.0,2.0,1.0,3.0,29.0,,2.0,,1.0,5.0,3.0,,3.0,4.0,3.0,1.0,,,1.0,1.0,0.0,,,7.0,4.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0
USA_US_Open_Cup,2023,FC Cincinnati,bjprfeyv38xb284im3yuu3u21,A. Boupendza,Forward,9,,,1.0,1.0,10.0,1.0,,62.0,0.0,,,1.0,,5.0,12.0,6.0,28.0,,,19.0,8.0,,3.0,,2.0,5.0,12.0,1.0,,,,,10.0,7.0,19.0,,,,,12.0,1.0,,4.0,,1.0,3.0,5.0,,,8.0,,,2.0,5.0,,,1.0,,1.0,2.0,1.0,6.0,1.0,2.0,5.0,,,6.0,1.0,3.0,,2.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,g2s7y5pviwdn8hr20cohuk4q,R. Celentano,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,39t59x9q2xumbn2hphk7urp7u,I. Foster,Defender,33,,,1.0,1.0,10.0,1.0,,61.0,0.0,,,1.0,,5.0,8.0,7.0,37.0,,,15.0,3.0,,,,2.0,9.0,7.0,3.0,,,,1.0,13.0,7.0,15.0,,,,,8.0,,,5.0,,,3.0,3.0,1.0,3.0,7.0,,1.0,,2.0,,,1.0,4.0,1.0,1.0,3.0,7.0,,,2.0,3.0,1.0,7.0,5.0,5.0,,,,,1.0,10.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,FC Cincinnati,9gvhifwtxm19v78bjp8wr2c45,R. Gaddis,Defender,28,,3.0,4.0,4.0,10.0,2.0,3.0,220.0,0.0,,2.0,2.0,,25.0,62.0,18.0,108.0,,,71.0,32.0,,12.0,,3.0,9.0,58.0,5.0,,,,4.0,22.0,9.0,71.0,,,2.0,,62.0,3.0,3.0,31.0,,3.0,3.0,16.0,1.0,1.0,18.0,,,5.0,8.0,,3.0,2.0,3.0,1.0,3.0,4.0,13.0,1.0,2.0,11.0,3.0,,6.0,5.0,7.0,,,,2.0,2.0,9.0,,6.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
