liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Jamaica Under 17,cyy2ouf1m7hcx0sqi4rks7yfo,D. Blair,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,1fb5yprflbols5nrwxukrqhhw,Jaquan Brown,Defender,12,4.0,1.0,,3.0,,1.0,,11.0,1.0,11.0,1.0,79.0,4.0,1.0,9.0,98.0,33.0,1.0,1.0,2.0,2.0,,,20.0,1.0,63.0,1.0,13.0,1.0,2.0,2.0,3.0,,,,2.0,10.0,65.0,93.0,2.0,2.0,36.0,1.0,76.0,68.0,0.0,,1.0,,2.0,1.0,1.0,1.0,35.0,,,,22.0,,3.0,,3.0,,,,,,,5.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,2.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,8haas3ivr5ootp06dfkiwv2fo,R. Campbell-Dennis,Midfielder,6,29.0,3.0,1.0,1.0,2.0,,,25.0,,9.0,2.0,49.0,,7.0,,162.0,8.0,8.0,1.0,16.0,2.0,4.0,2.0,16.0,2.0,37.0,,39.0,,9.0,18.0,24.0,5.0,4.0,1.0,9.0,10.0,38.0,118.0,2.0,11.0,20.0,2.0,46.0,40.0,0.0,6.0,3.0,1.0,1.0,4.0,5.0,8.0,40.0,2.0,,1.0,5.0,,6.0,,3.0,2.0,,,,,,3.0,,,,,,,,,,8.0,1.0,2.0,18.0,8.0,1.0,,,11.0,1.0,17.0,6.0,3.0,,,3.0,1.0,,1.0,1.0,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,3mgieimb1sjgggk06uzpomfx0,E. Dennis,Defender,14,19.0,,1.0,,1.0,,,8.0,1.0,12.0,5.0,61.0,2.0,8.0,4.0,185.0,18.0,9.0,2.0,9.0,3.0,2.0,4.0,16.0,2.0,46.0,3.0,19.0,2.0,8.0,9.0,18.0,3.0,4.0,1.0,13.0,10.0,49.0,88.0,3.0,10.0,21.0,3.0,61.0,49.0,0.0,1.0,1.0,,1.0,3.0,1.0,4.0,32.0,3.0,,1.0,20.0,,2.0,,3.0,,,,,,,3.0,,,,,,,,,,1.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,7pxbq5t2gjlkqw0vruve6j3f8,A. Grimaud,Forward,18,19.0,3.0,,,,1.0,,6.0,2.0,4.0,,13.0,,1.0,1.0,60.0,2.0,8.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,9.0,2.0,19.0,,3.0,9.0,14.0,1.0,5.0,1.0,2.0,10.0,9.0,39.0,3.0,10.0,3.0,1.0,13.0,9.0,0.0,2.0,2.0,,1.0,,5.0,6.0,7.0,2.0,,,1.0,,9.0,,3.0,3.0,,,,,,,,,,,,,,,1.0,,,2.0,3.0,,,,,,,,,7.0,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,5cb36nzwaxz69vjrean03p7o4,J. Johnson,Defender,17,19.0,1.0,1.0,5.0,,,,14.0,,20.0,2.0,124.0,2.0,5.0,11.0,172.0,69.0,4.0,2.0,6.0,2.0,,6.0,15.0,2.0,87.0,4.0,22.0,2.0,9.0,9.0,10.0,3.0,,1.0,6.0,10.0,102.0,150.0,2.0,10.0,55.0,3.0,122.0,104.0,0.0,,6.0,,,3.0,9.0,9.0,35.0,,2.0,1.0,45.0,,2.0,,1.0,3.0,,,,,,17.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,acp1dlhdhxwyupmqcy4wnfj84,O. Jumpp,Midfielder,19,24.0,4.0,1.0,1.0,1.0,,,14.0,,17.0,3.0,110.0,2.0,6.0,7.0,238.0,39.0,7.0,2.0,13.0,3.0,4.0,3.0,29.0,3.0,80.0,1.0,22.0,1.0,10.0,15.0,20.0,3.0,2.0,2.0,10.0,10.0,90.0,146.0,3.0,9.0,27.0,3.0,107.0,93.0,0.0,3.0,2.0,4.0,2.0,5.0,4.0,25.0,54.0,1.0,1.0,2.0,29.0,,7.0,,5.0,2.0,,,,,,13.0,,,,,,,2.0,,,3.0,1.0,3.0,,,,,,,,,,3.0,,,,1.0,,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,6b85zufoikdcv0d2yn5svmv4k,C. Marsh,Midfielder,7,40.0,5.0,1.0,,1.0,,,20.0,,10.0,2.0,35.0,,3.0,,222.0,5.0,19.0,2.0,12.0,3.0,7.0,1.0,7.0,3.0,25.0,4.0,42.0,1.0,10.0,14.0,31.0,1.0,14.0,2.0,7.0,10.0,23.0,95.0,3.0,26.0,3.0,3.0,33.0,25.0,1.0,4.0,7.0,,2.0,,9.0,7.0,20.0,9.0,,1.0,18.0,2.0,20.0,,6.0,2.0,,,,,,,,,,,,,,,,5.0,1.0,4.0,11.0,,,1.0,1.0,,,1.0,,7.0,,,11.0,1.0,1.0,1.0,0.0,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,6w4jlajwyo649ncqyq3ikb7dg,A. McFarlane,Midfielder,20,3.0,,,,1.0,,,2.0,1.0,,,7.0,,1.0,,26.0,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,,7.0,1.0,3.0,1.0,,1.0,3.0,1.0,1.0,,1.0,10.0,7.0,13.0,1.0,2.0,1.0,1.0,7.0,7.0,0.0,,,,,,,,3.0,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Jamaica Under 17,1178tgm0k4c648uksqaxhdses,C. McLean,Defender,4,25.0,3.0,1.0,9.0,,,,12.0,,17.0,1.0,186.0,1.0,3.0,10.0,270.0,110.0,5.0,3.0,9.0,3.0,1.0,5.0,89.0,3.0,146.0,3.0,21.0,2.0,7.0,14.0,14.0,2.0,2.0,,8.0,10.0,163.0,215.0,3.0,11.0,72.0,4.0,179.0,169.0,0.0,3.0,6.0,,,2.0,11.0,6.0,59.0,2.0,,,19.0,,1.0,,1.0,5.0,,,,,,23.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
