liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,87.0,2.0,5.0,7.0,,6.0,1.0,,2.0,25.0,5.0,1.0,5.0,5.0,1.0,,14.0,7.0,47.0,10.0,,19.0,2.0,9.0,4.0,,21.0,27.0,4.0,1.0,5.0,1.0,,4.0,,10.0,21.0,6.0,1.0,1.0,16.0,3.0,1.0,,1.0,3.0,3.0,20.0,6.0,22.0,14.0,,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,,,3.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,1,180.0,2.0,23.0,,,10.0,2.0,,,40.0,,18.0,,,2.0,13.0,,,75.0,7.0,6.0,8.0,2.0,,13.0,,20.0,61.0,,,,23.0,,,4.0,10.0,,37.0,,,,30.0,2.0,,1.0,,,27.0,17.0,38.0,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,6.0,15.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,e4apyfs7gb0mzmde94nde8lih,Matheus Cassini,Midfielder,10,83.0,2.0,11.0,6.0,,10.0,1.0,,2.0,22.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,7.0,49.0,1.0,,4.0,2.0,5.0,6.0,1.0,14.0,26.0,4.0,,7.0,3.0,1.0,8.0,,10.0,14.0,6.0,,1.0,11.0,11.0,1.0,,,3.0,2.0,14.0,12.0,15.0,20.0,,0.0,0.0,0.0,1.0,2.0,,2.0,1.0,,1.0,2.0,,1.0,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,8,16.0,1.0,1.0,,,1.0,1.0,,,4.0,,1.0,,,1.0,,5.0,,7.0,3.0,,3.0,1.0,5.0,,,3.0,5.0,,,,,,1.0,,10.0,5.0,2.0,,,5.0,1.0,,,,2.0,1.0,3.0,,4.0,3.0,,0.0,0.0,0.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,cq2uqgo61tdyxh9mnhsldxsrt,C. Enriquez,Midfielder,13,113.0,2.0,6.0,2.0,1.0,4.0,1.0,,,50.0,2.0,4.0,4.0,,1.0,2.0,7.0,4.0,63.0,15.0,,15.0,2.0,5.0,9.0,,40.0,50.0,,2.0,16.0,2.0,2.0,4.0,,10.0,11.0,8.0,1.0,3.0,7.0,29.0,2.0,,,1.0,,44.0,11.0,44.0,10.0,,0.0,0.0,0.0,2.0,3.0,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,3okzvmqu8lonkpjadhd8vnq0a,A. Jepson,Forward,29,165.0,2.0,19.0,7.0,,23.0,2.0,,1.0,53.0,1.0,1.0,4.0,3.0,2.0,5.0,8.0,10.0,87.0,16.0,,28.0,2.0,7.0,11.0,1.0,34.0,54.0,2.0,3.0,18.0,1.0,3.0,18.0,,10.0,18.0,16.0,3.0,,14.0,10.0,2.0,2.0,,2.0,2.0,35.0,4.0,35.0,34.0,,0.0,0.0,0.0,1.0,5.0,9.0,7.0,,5.0,1.0,,1.0,,3.0,3.0,,2.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,5wwp0vvz3imr7f4gcku1gsjbp,A. Jones,Defender,16,12.0,1.0,,1.0,,2.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,6.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,10.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,2.0,,0.0,0.0,0.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,ate2xv18atyygibcdewjrwd0p,E. Leonard,Midfielder,3,119.0,2.0,6.0,2.0,,3.0,2.0,,,33.0,1.0,6.0,1.0,,2.0,4.0,3.0,2.0,57.0,2.0,3.0,9.0,2.0,2.0,3.0,,21.0,33.0,1.0,1.0,2.0,4.0,,2.0,,10.0,5.0,18.0,1.0,10.0,4.0,18.0,1.0,,9.0,1.0,1.0,27.0,11.0,27.0,8.0,,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,Midfielder,15,119.0,2.0,7.0,7.0,,5.0,2.0,,,53.0,,6.0,1.0,3.0,2.0,3.0,2.0,8.0,75.0,17.0,,16.0,2.0,2.0,7.0,,42.0,55.0,3.0,1.0,12.0,2.0,1.0,5.0,,10.0,10.0,13.0,1.0,1.0,9.0,32.0,1.0,1.0,1.0,1.0,,46.0,13.0,48.0,13.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Forward Madison FC,1fi8hsgic5vrhujjpfxxn4fhm,H. Martin,Defender,23,90.0,1.0,4.0,5.0,,4.0,,,,38.0,,,1.0,,,1.0,8.0,6.0,60.0,11.0,1.0,22.0,1.0,8.0,6.0,,35.0,39.0,1.0,3.0,20.0,1.0,1.0,3.0,,10.0,14.0,7.0,3.0,6.0,13.0,13.0,1.0,2.0,1.0,4.0,3.0,34.0,1.0,35.0,9.0,,0.0,0.0,0.0,,2.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
