liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,az92cg3hupara9nnhsnk5eqxh,J. Albín,Forward,10,1.0,37.0,10.0,1.0,20.0,17.0,,2.0,8.0,1.0,,186.0,3.0,14.0,173.0,241.0,12.0,24.0,69.0,80.0,15.0,63.0,12.0,72.0,1053.0,6.0,69.0,14.0,7.0,13.0,14.0,,1.0,,1.0,75.0,57.0,46.0,13.0,4.0,5.0,,26.0,43.0,188.0,139.0,10.0,7.0,14.0,2.0,15.0,16.0,,11.0,38.0,3.0,3.0,5.0,90.0,61.0,2.0,126.0,,455.0,5.0,1.0,12.0,,12.0,148.0,5.0,77.0,16.0,21.0,15.0,13.0,35.0,1.0,,2.0,1.0,6.0,263.0,6.0,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,l9s5sb47g3yvkdw1o39ck7v9,E. Andrade,Midfielder,18,1.0,31.0,10.0,1.0,8.0,17.0,,1.0,4.0,1.0,,208.0,3.0,11.0,200.0,256.0,3.0,17.0,33.0,60.0,14.0,87.0,6.0,60.0,699.0,16.0,48.0,11.0,3.0,10.0,7.0,,1.0,1.0,1.0,64.0,39.0,12.0,16.0,2.0,4.0,1.0,4.0,29.0,219.0,164.0,13.0,8.0,20.0,11.0,9.0,6.0,1.0,7.0,39.0,,2.0,8.0,97.0,66.0,,72.0,,426.0,3.0,2.0,12.0,,11.0,117.0,1.0,72.0,9.0,20.0,17.0,8.0,26.0,3.0,1.0,,1.0,6.0,283.0,3.0,,,,3.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,1.0,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,561rvss1aol2s555fc2iyqhg5,C. Calvo,Defender,3,,12.0,10.0,,3.0,,,,3.0,,,86.0,3.0,9.0,94.0,127.0,,2.0,23.0,27.0,1.0,35.0,1.0,10.0,506.0,14.0,20.0,9.0,7.0,1.0,1.0,,,,,34.0,15.0,11.0,5.0,23.0,5.0,2.0,8.0,15.0,96.0,35.0,2.0,1.0,3.0,10.0,13.0,10.0,,1.0,11.0,,,,74.0,61.0,,38.0,,254.0,3.0,,23.0,,,67.0,,14.0,6.0,9.0,8.0,6.0,20.0,3.0,1.0,,,11.0,130.0,1.0,,,,11.0,16.0,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,2ow9czrot2jhah5sde7i2tqdx,H. Cervantes,Defender,12,2.0,20.0,10.0,,19.0,,,2.0,,,,128.0,1.0,10.0,130.0,178.0,2.0,10.0,35.0,35.0,1.0,50.0,1.0,29.0,792.0,20.0,28.0,10.0,7.0,7.0,,,,,1.0,48.0,39.0,39.0,14.0,40.0,5.0,3.0,20.0,15.0,137.0,34.0,13.0,2.0,1.0,9.0,8.0,3.0,,3.0,8.0,,2.0,,98.0,103.0,,74.0,,326.0,1.0,2.0,17.0,,,63.0,,32.0,15.0,13.0,11.0,8.0,19.0,2.0,3.0,,2.0,20.0,185.0,2.0,,,,17.0,1.0,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,y0kcbcd98395d5zmm6wdk5at,D. Chávez,Defender,5,,1.0,10.0,,,1.0,,,2.0,,,44.0,,3.0,45.0,51.0,,1.0,2.0,3.0,1.0,16.0,1.0,2.0,150.0,2.0,4.0,3.0,,1.0,,,,,,6.0,1.0,,1.0,6.0,,1.0,,2.0,47.0,23.0,1.0,,1.0,3.0,,1.0,,,8.0,,,,27.0,25.0,,3.0,,75.0,1.0,,2.0,,1.0,11.0,,5.0,,3.0,2.0,3.0,2.0,,1.0,,,1.0,53.0,1.0,,,,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,85436l5up2xc6myludcmq2191,D. Chávez,Defender,293,,1.0,10.0,,,,,,,,,3.0,,1.0,3.0,4.0,,2.0,,1.0,,1.0,,2.0,27.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,3.0,3.0,,,,,,,,1.0,1.0,,,,,,,1.0,,8.0,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,65yv5s9uau2mfo8h4auhavdn9,H. Cid,Defender,29,,14.0,10.0,1.0,6.0,,,,1.0,,,160.0,3.0,10.0,175.0,219.0,,3.0,17.0,25.0,1.0,66.0,1.0,62.0,562.0,7.0,37.0,10.0,2.0,2.0,,,1.0,1.0,,44.0,20.0,12.0,11.0,12.0,1.0,,6.0,11.0,175.0,98.0,8.0,1.0,,15.0,7.0,,,1.0,20.0,,1.0,,71.0,78.0,3.0,37.0,,282.0,,,16.0,,1.0,60.0,1.0,28.0,5.0,8.0,6.0,6.0,10.0,4.0,2.0,,,13.0,219.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,5seuruocknsnp24elefzrwdsl,E. Esqueda,Forward,16,,10.0,10.0,,3.0,,,1.0,,1.0,,22.0,1.0,6.0,25.0,31.0,3.0,7.0,6.0,15.0,1.0,9.0,3.0,7.0,135.0,2.0,4.0,6.0,,2.0,3.0,,,,,6.0,13.0,4.0,1.0,,1.0,,1.0,5.0,25.0,20.0,,1.0,1.0,3.0,,2.0,,5.0,10.0,,1.0,,5.0,5.0,2.0,19.0,,62.0,1.0,1.0,,,,20.0,,7.0,1.0,1.0,1.0,,1.0,6.0,,,,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,e5c8ekd3xrmdnxnfms9315b6d,J. Fernández,Midfielder,25,,2.0,10.0,,1.0,1.0,,,1.0,,,23.0,2.0,2.0,22.0,28.0,,2.0,7.0,8.0,,7.0,,5.0,135.0,2.0,4.0,2.0,1.0,2.0,1.0,,,,,6.0,3.0,2.0,2.0,,,,1.0,6.0,24.0,13.0,,,,1.0,2.0,3.0,,,2.0,,,,16.0,11.0,,10.0,,52.0,,,2.0,,,8.0,,4.0,,5.0,5.0,2.0,3.0,,,,,4.0,30.0,,,,,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CD Tiburones Rojos de Veracruz,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Forward,11,1.0,66.0,10.0,4.0,54.0,,,4.0,1.0,,,257.0,,15.0,232.0,356.0,14.0,21.0,63.0,103.0,18.0,127.0,9.0,101.0,1283.0,7.0,118.0,15.0,9.0,8.0,5.0,,,4.0,,125.0,120.0,80.0,9.0,12.0,8.0,,26.0,37.0,263.0,206.0,9.0,8.0,7.0,6.0,23.0,27.0,4.0,13.0,86.0,,4.0,,74.0,58.0,22.0,183.0,,615.0,7.0,4.0,16.0,,1.0,224.0,1.0,116.0,27.0,30.0,24.0,14.0,17.0,1.0,1.0,6.0,1.0,4.0,388.0,6.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
