temporada,link,liga_url,cod_liga,folder
2027,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2027/99rj616h94evsq9qg2ohi2710/fixtures,concacaf-gold-cup-2027,99rj616h94evsq9qg2ohi2710,Concacaf_Concacaf_Gold_Cup
2025 USA / Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/fixtures,concacaf-gold-cup-2025-usa-canada,5r564yyrugptqzsrsphcyk7pw,Concacaf_Concacaf_Gold_Cup
2023 USA,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2023-usa/aln4bcqqbei83pgypog6h8rh0/results,concacaf-gold-cup-2023-usa,aln4bcqqbei83pgypog6h8rh0,Concacaf_Concacaf_Gold_Cup
2021,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2021/ecveqbaggkm48s6ty8fuz90q/results,concacaf-gold-cup-2021,ecveqbaggkm48s6ty8fuz90q,Concacaf_Concacaf_Gold_Cup
2019 USA / Costa Rica / Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2019-usa-costa-rica-jamaica/4jnci33be15y2npzrzwfvui5m/results,concacaf-gold-cup-2019-usa-costa-rica-jamaica,4jnci33be15y2npzrzwfvui5m,Concacaf_Concacaf_Gold_Cup
2017 USA,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2017-usa/576bmb74sm88n5t9aj7gwa0h5/results,concacaf-gold-cup-2017-usa,576bmb74sm88n5t9aj7gwa0h5,Concacaf_Concacaf_Gold_Cup
2015 USA/Canada,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2015-usa-canada/1u95s7m7q59ca2yy59iz2p239/results,concacaf-gold-cup-2015-usa-canada,1u95s7m7q59ca2yy59iz2p239,Concacaf_Concacaf_Gold_Cup
