liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,Club Tigres UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,3.0,113.0,10.0,,16.0,4.0,,1.0,8.0,,,581.0,12.0,19.0,585.0,715.0,25.0,22.0,149.0,252.0,37.0,291.0,41.0,96.0,1566.0,13.0,117.0,19.0,25.0,9.0,64.0,,1.0,2.0,,130.0,129.0,26.0,42.0,,14.0,,10.0,139.0,590.0,444.0,30.0,9.0,38.0,9.0,57.0,33.0,1.0,13.0,189.0,1.0,2.0,3.0,144.0,158.0,4.0,278.0,,1170.0,35.0,5.0,19.0,,12.0,303.0,12.0,149.0,21.0,20.0,14.0,19.0,83.0,,4.0,13.0,2.0,29.0,720.0,6.0,,,,6.0,2.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,,22.0,10.0,1.0,11.0,,,,1.0,,,471.0,5.0,12.0,496.0,614.0,2.0,2.0,47.0,60.0,7.0,99.0,3.0,236.0,1075.0,69.0,49.0,12.0,9.0,1.0,1.0,,,,,118.0,33.0,20.0,29.0,29.0,2.0,5.0,9.0,38.0,516.0,196.0,24.0,,2.0,45.0,13.0,9.0,,1.0,26.0,,,,273.0,320.0,1.0,80.0,,782.0,2.0,2.0,34.0,,,140.0,,86.0,6.0,14.0,10.0,12.0,38.0,,5.0,1.0,,28.0,634.0,4.0,,,,27.0,1.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,13,,3.0,10.0,,1.0,,,,1.0,,,42.0,,1.0,42.0,46.0,,,3.0,5.0,,1.0,,17.0,72.0,2.0,2.0,1.0,1.0,,1.0,,,,,4.0,4.0,2.0,1.0,1.0,2.0,,1.0,2.0,42.0,20.0,1.0,,,,2.0,,,,16.0,,,,12.0,22.0,,7.0,,58.0,,,3.0,,,6.0,,1.0,2.0,,,,3.0,1.0,,,,1.0,46.0,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,cwd9n2pi4gpyy486mnm7hvqhh,G. Castillo,Midfielder,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,,45.0,10.0,1.0,6.0,,,2.0,10.0,,,253.0,6.0,15.0,254.0,309.0,17.0,10.0,78.0,115.0,11.0,25.0,14.0,145.0,1065.0,5.0,51.0,15.0,10.0,6.0,24.0,,,2.0,,56.0,51.0,14.0,29.0,7.0,10.0,,8.0,70.0,256.0,189.0,23.0,1.0,44.0,3.0,24.0,17.0,,4.0,102.0,,2.0,,40.0,81.0,6.0,129.0,,553.0,44.0,4.0,9.0,,14.0,151.0,14.0,91.0,15.0,16.0,12.0,14.0,36.0,1.0,1.0,1.0,,6.0,312.0,4.0,,,,2.0,,,14.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,2.0,58.0,10.0,2.0,5.0,3.0,,2.0,7.0,,,701.0,4.0,18.0,743.0,840.0,6.0,19.0,55.0,108.0,16.0,226.0,8.0,293.0,1401.0,29.0,69.0,18.0,8.0,10.0,5.0,,,1.0,,98.0,63.0,10.0,21.0,5.0,22.0,1.0,5.0,50.0,768.0,519.0,17.0,5.0,13.0,67.0,19.0,24.0,1.0,9.0,160.0,1.0,2.0,1.0,187.0,257.0,6.0,118.0,,1058.0,12.0,5.0,20.0,,8.0,153.0,6.0,91.0,29.0,19.0,14.0,18.0,73.0,,1.0,1.0,2.0,13.0,866.0,5.0,,,,11.0,2.0,5.0,17.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,cje0cib3r1m2fdhxaxcyeevp,J. Espericueta,Midfielder,34,,2.0,10.0,,,2.0,,,,,,24.0,,1.0,25.0,27.0,1.0,1.0,,2.0,,11.0,,5.0,27.0,,2.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,25.0,20.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,10.0,6.0,,2.0,,34.0,,,,,1.0,5.0,,3.0,,,,,1.0,1.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,bhforubddmdvwp9r508bsdoet,J. Estrada,Forward,14,,3.0,10.0,,2.0,,,,1.0,,,20.0,1.0,2.0,21.0,26.0,1.0,,6.0,8.0,,1.0,,6.0,58.0,4.0,1.0,2.0,2.0,,2.0,,,,,5.0,5.0,3.0,2.0,,,,1.0,5.0,22.0,11.0,1.0,,3.0,2.0,3.0,1.0,,,3.0,,,,17.0,11.0,,11.0,,59.0,3.0,,1.0,,,13.0,,7.0,1.0,,,1.0,1.0,1.0,,,,4.0,27.0,,,,,3.0,3.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,dqvozoc1khvnkn6i1ctraiyfp,F. Fernández,Forward,5,1.0,7.0,10.0,,2.0,,,1.0,1.0,1.0,,38.0,2.0,10.0,38.0,42.0,,6.0,8.0,13.0,1.0,14.0,2.0,12.0,225.0,,4.0,10.0,1.0,1.0,1.0,,,,,4.0,9.0,4.0,4.0,,1.0,,2.0,6.0,40.0,30.0,2.0,,,2.0,1.0,1.0,,5.0,10.0,1.0,1.0,,8.0,10.0,1.0,17.0,,72.0,,,,,,13.0,,4.0,2.0,3.0,3.0,1.0,6.0,9.0,,1.0,1.0,1.0,44.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,Club Tigres UANL,4zjhf8g09in1aj4k6c7x485at,A. Gignac,Forward,10,2.0,77.0,10.0,,11.0,,,11.0,2.0,1.0,,278.0,2.0,18.0,268.0,358.0,22.0,69.0,66.0,127.0,13.0,130.0,29.0,85.0,1607.0,8.0,83.0,18.0,7.0,42.0,18.0,,2.0,9.0,4.0,91.0,88.0,27.0,3.0,8.0,10.0,,16.0,50.0,291.0,251.0,1.0,17.0,14.0,13.0,12.0,30.0,2.0,27.0,95.0,1.0,13.0,,72.0,45.0,13.0,154.0,,692.0,14.0,4.0,7.0,,5.0,221.0,5.0,98.0,26.0,21.0,14.0,18.0,22.0,,5.0,16.0,,3.0,382.0,7.0,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
