liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,FC Naples,48luq2cgvsxthnitv05jepyqc,W. Arevalo,Midfielder,19,2.0,4.0,,12.0,9.0,3.0,25.0,9.0,2.0,1.0,1.0,9.0,7.0,2.0,,1.0,23.0,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,13.0,3.0,14.0,,77.0,4.0,,1.0,20.0,24.0,15.0,,4.0,9.0,43.0,8.0,8.0,0.0,3.0,2.0,,3.0,7.0,,3.0,2.0,,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,d927xubxrwg5l3qnvmh7b3nu2,D. Bachstein,Forward,18,2.0,7.0,7.0,15.0,11.0,4.0,24.0,1.0,2.0,5.0,5.0,9.0,6.0,3.0,,2.0,13.0,4.0,1.0,,2.0,4.0,2.0,2.0,1.0,,,2.0,10.0,7.0,6.0,13.0,,167.0,3.0,,1.0,9.0,16.0,13.0,,13.0,3.0,36.0,3.0,3.0,0.0,6.0,5.0,,2.0,4.0,,4.0,,,,,3.0,3.0,,,,5.0,,,,3.0,1.0,,,,,,,1.0,1.0,1.0,,,0.0,1.0,,,,,1.0,,,,,,,,,,2.0,,2.0,2.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,53zmc257rzr74zaut60r0b7dg,I. Cerro,Midfielder,30,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,4.0,,,,,2.0,,,,,,,4.0,2.0,2.0,3.0,1.0,13.0,,,,,4.0,4.0,1.0,,,6.0,,,0.0,2.0,2.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,b20vm9evnp996el4wop064jmy,J. Cisneros,Defender,3,2.0,6.0,10.0,15.0,8.0,7.0,18.0,31.0,2.0,5.0,5.0,15.0,8.0,7.0,2.0,,60.0,3.0,1.0,,4.0,16.0,,2.0,1.0,,,,46.0,20.0,28.0,41.0,5.0,162.0,4.0,,1.0,27.0,62.0,48.0,6.0,3.0,14.0,104.0,13.0,8.0,0.0,,,1.0,2.0,9.0,1.0,2.0,4.0,,3.0,2.0,,3.0,,11.0,1.0,3.0,6.0,,,,2.0,,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,0.0,,,,7.0,,,,,,,,,,,1.0,,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,2.0,,2.0,1.0,,1.0,,16.0,2.0,5.0,5.0,1.0,,1.0,,,21.0,,,,11.0,14.0,,2.0,1.0,,,,18.0,1.0,30.0,30.0,,167.0,,,1.0,4.0,35.0,31.0,,,4.0,49.0,3.0,1.0,0.0,,,,,5.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,16.0,10.0,,1.0,,5.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,5r147g72666685wyzfupaqgwk,A. Ferrín,Midfielder,10,2.0,10.0,8.0,17.0,10.0,7.0,52.0,16.0,2.0,5.0,5.0,15.0,10.0,5.0,1.0,4.0,50.0,5.0,2.0,1.0,6.0,18.0,5.0,2.0,1.0,,,3.0,39.0,29.0,10.0,38.0,1.0,168.0,8.0,2.0,1.0,28.0,50.0,39.0,1.0,14.0,11.0,92.0,10.0,10.0,0.0,2.0,,,,6.0,1.0,,2.0,,1.0,1.0,3.0,1.0,,7.0,,3.0,1.0,,,2.0,3.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,5.0,,2.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,3vmjzpd99qcobzd4xivpbd7h0,L. Fitzgerald,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,4wgjayv8s85dueh5l88im6lwq,C. Garcia,Forward,11,1.0,3.0,11.0,12.0,5.0,7.0,23.0,3.0,1.0,4.0,4.0,12.0,5.0,7.0,,1.0,13.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,11.0,9.0,3.0,10.0,2.0,64.0,5.0,,4.0,12.0,14.0,11.0,2.0,4.0,3.0,38.0,5.0,3.0,0.0,,,,,7.0,,1.0,1.0,,3.0,1.0,1.0,,,1.0,,2.0,,2.0,,1.0,4.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,3o5p74ii3tuo8b41bvls0qdck,H. Gay,Defender,12,1.0,,4.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,4.0,1.0,,,1.0,,,,,,,,3.0,,4.0,3.0,,11.0,,,2.0,1.0,5.0,4.0,,,1.0,10.0,1.0,,0.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,b2ubf85td47silxgw4trnwl5g,J. Grant,Goalkeeper,99,1.0,,,,,,,2.0,1.0,,,,,,,,1.0,,,,2.0,2.0,,,,,,,1.0,,4.0,3.0,,13.0,,,,1.0,5.0,4.0,,,1.0,10.0,1.0,,0.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,4.0,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,4hdai9za2ls03tjpcw0ahu5wq,T. Gray,Forward,7,2.0,9.0,10.0,34.0,21.0,13.0,35.0,8.0,2.0,1.0,1.0,32.0,19.0,13.0,,2.0,31.0,5.0,1.0,,9.0,2.0,2.0,1.0,,3.0,3.0,4.0,24.0,15.0,12.0,22.0,2.0,116.0,14.0,,4.0,26.0,31.0,24.0,5.0,6.0,7.0,80.0,8.0,5.0,0.0,2.0,2.0,,2.0,12.0,,3.0,2.0,,3.0,3.0,,1.0,1.0,6.0,,2.0,2.0,,,,7.0,,,,,1.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,au03l8m1z31x05k3u23jz42s4,T. Halterman,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,FC Naples,9yjbv9btx4yhvugbr6e45asyc,L. Mastrantonio,Defender,5,2.0,2.0,16.0,8.0,6.0,2.0,2.0,35.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,,96.0,10.0,1.0,1.0,7.0,19.0,,2.0,1.0,,,,85.0,18.0,72.0,80.0,,135.0,1.0,,,13.0,101.0,90.0,1.0,1.0,11.0,113.0,8.0,2.0,0.0,5.0,4.0,,1.0,45.0,5.0,1.0,3.0,,,,,,,,,,9.0,,,,,,,,,1.0,,,,,,1.0,,,,,2.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
