liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Louisville City FC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,2.0,8.0,10.0,11.0,5.0,6.0,14.0,59.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,114.0,3.0,1.0,,7.0,44.0,1.0,2.0,1.0,,,,100.0,63.0,41.0,94.0,,176.0,,,1.0,15.0,118.0,104.0,,1.0,14.0,138.0,11.0,9.0,0.0,9.0,4.0,,1.0,7.0,4.0,1.0,3.0,,,,,,,7.0,,1.0,5.0,,,,,,,,,3.0,,,,,,,,,,,,10.0,5.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2026,Louisville City FC,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,Forward,47,1.0,7.0,11.0,6.0,2.0,4.0,24.0,4.0,1.0,1.0,1.0,4.0,,4.0,,2.0,17.0,5.0,,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,13.0,14.0,3.0,14.0,,71.0,,,2.0,10.0,19.0,15.0,,,4.0,34.0,7.0,4.0,0.0,2.0,2.0,,,7.0,,,,,3.0,1.0,,1.0,,1.0,,2.0,,4.0,1.0,1.0,,1.0,,,2.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,2ekg8ntkxc3szd8d9bnv20npw,B. Dayes,Defender,5,1.0,2.0,6.0,6.0,2.0,4.0,5.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,,,54.0,2.0,1.0,,5.0,22.0,,1.0,,,,,44.0,18.0,27.0,45.0,1.0,90.0,,,,10.0,55.0,45.0,1.0,3.0,10.0,67.0,5.0,4.0,0.0,4.0,1.0,1.0,,13.0,5.0,1.0,5.0,,,,1.0,1.0,,1.0,1.0,2.0,6.0,,,,,,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,2.0,7.0,8.0,8.0,4.0,4.0,34.0,16.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,39.0,5.0,2.0,1.0,3.0,16.0,2.0,1.0,,2.0,2.0,,28.0,19.0,11.0,28.0,2.0,102.0,2.0,1.0,,23.0,39.0,28.0,2.0,5.0,11.0,65.0,14.0,10.0,0.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,Forward,9,2.0,12.0,1.0,22.0,8.0,14.0,27.0,4.0,2.0,1.0,1.0,9.0,3.0,6.0,,3.0,27.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,,,,1.0,18.0,12.0,8.0,19.0,1.0,116.0,2.0,,4.0,15.0,29.0,20.0,1.0,8.0,9.0,48.0,7.0,9.0,0.0,13.0,5.0,,,7.0,,,2.0,,,,1.0,4.0,1.0,,1.0,5.0,,,,3.0,,,,,,,,2.0,2.0,2.0,1.0,,0.0,2.0,,,,1.0,8.0,,,,,,,,,,,,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,9qhpi9y9iujvkbocafhgrj04q,C. Duke,Midfielder,28,1.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,1.0,,,4.0,,,0.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,Midfielder,6,2.0,3.0,4.0,4.0,4.0,,11.0,12.0,2.0,1.0,1.0,4.0,4.0,,2.0,1.0,25.0,3.0,,,5.0,7.0,1.0,2.0,2.0,1.0,,,20.0,13.0,8.0,20.0,,68.0,,1.0,,8.0,25.0,20.0,,2.0,5.0,37.0,6.0,4.0,0.0,,,,3.0,3.0,1.0,4.0,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,486r7pszrdk085ot7cy2008dm,E. Davila,Midfielder,27,1.0,4.0,,5.0,4.0,1.0,18.0,13.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,41.0,,1.0,1.0,5.0,11.0,2.0,1.0,,,,,39.0,29.0,10.0,38.0,,90.0,1.0,,1.0,6.0,41.0,39.0,,2.0,2.0,51.0,5.0,1.0,0.0,1.0,1.0,,2.0,13.0,1.0,2.0,,,3.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2026,Louisville City FC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,12,1.0,,1.0,1.0,,1.0,,8.0,1.0,1.0,1.0,1.0,,1.0,,,7.0,,,,5.0,2.0,,1.0,,,,,2.0,3.0,2.0,1.0,,90.0,,,1.0,7.0,12.0,5.0,,,7.0,17.0,5.0,1.0,0.0,,,,,2.0,,,2.0,,,,,,,,,,6.0,,,,,,,,,4.0,,,,,,,,,,,1.0,4.0,,3.0,3.0,,2.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Louisville City FC,7lmf6beyvhncglhw9avm40qju,H. Fauroux,Goalkeeper,1,1.0,,,1.0,,1.0,,11.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,,,,3.0,,,1.0,,,,,1.0,2.0,2.0,1.0,1.0,90.0,,,,9.0,13.0,4.0,1.0,,9.0,17.0,6.0,,0.0,,,,,2.0,,,3.0,,,,,,,,,,9.0,,,,,,,,,2.0,,,,,,,,,,,,3.0,,5.0,8.0,,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
