liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,7s5o8rccymqtjwylx8r27g0lw,W. Agostoni,Forward,22,1.0,,,3.0,2.0,1.0,,,1.0,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,7.0,1.0,,1.0,1.0,,,,,,3.0,,,0.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,Midfielder,10,2.0,16.0,2.0,10.0,4.0,6.0,30.0,12.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,50.0,,5.0,3.0,11.0,9.0,2.0,1.0,,,,,43.0,31.0,13.0,40.0,1.0,108.0,1.0,,2.0,16.0,51.0,44.0,1.0,5.0,7.0,72.0,8.0,6.0,0.0,4.0,1.0,,1.0,14.0,2.0,1.0,1.0,,2.0,2.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,1ntf3x9ay255qut54al2mt0q,T. Amann,Forward,7,2.0,12.0,6.0,38.0,23.0,15.0,37.0,6.0,2.0,1.0,1.0,13.0,10.0,3.0,1.0,2.0,34.0,4.0,2.0,1.0,10.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,17.0,11.0,7.0,16.0,1.0,162.0,3.0,2.0,1.0,32.0,34.0,17.0,1.0,9.0,17.0,61.0,14.0,15.0,1.0,25.0,13.0,,5.0,7.0,,7.0,5.0,,2.0,2.0,1.0,3.0,,,,3.0,2.0,,,,2.0,,,,,1.0,4.0,2.0,2.0,2.0,,,2.0,0.0,,,,1.0,12.0,,,,,,,,,,1.0,,,3.0,,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,Defender,3,1.0,7.0,,2.0,1.0,1.0,18.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,27.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,,23.0,17.0,9.0,23.0,,60.0,,,1.0,8.0,28.0,24.0,,4.0,4.0,42.0,6.0,4.0,0.0,,,,,14.0,3.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,brojcl8p98obldm2m5shg29uy,S. Bassett,Forward,19,2.0,21.0,7.0,18.0,10.0,8.0,41.0,10.0,2.0,1.0,1.0,11.0,6.0,5.0,2.0,1.0,67.0,4.0,3.0,2.0,5.0,26.0,1.0,2.0,1.0,1.0,1.0,,59.0,39.0,23.0,58.0,2.0,162.0,5.0,,1.0,22.0,69.0,61.0,4.0,2.0,8.0,105.0,7.0,7.0,0.0,7.0,4.0,,1.0,12.0,,1.0,4.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,,,,,,,2.0,,,,,,3.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,1met2f3geoxe7rj8dcs8kxvmy,M. Budler,Goalkeeper,20,1.0,,,,,,,16.0,1.0,1.0,1.0,,,,,,8.0,,,,4.0,1.0,,1.0,,,,,6.0,5.0,5.0,4.0,,90.0,,,,8.0,18.0,10.0,,,8.0,22.0,8.0,,0.0,,,,,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,,,2.0,,,,,,,,,,,2.0,6.0,,4.0,6.0,,3.0,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,Forward,9,1.0,3.0,,3.0,3.0,,9.0,2.0,1.0,,,1.0,1.0,,,,7.0,,,,1.0,1.0,,,,,,,5.0,4.0,1.0,5.0,,30.0,,,,6.0,7.0,5.0,,2.0,2.0,13.0,3.0,2.0,0.0,2.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,Defender,8,2.0,6.0,,14.0,6.0,8.0,21.0,7.0,2.0,1.0,1.0,10.0,5.0,5.0,1.0,1.0,22.0,,2.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,17.0,4.0,18.0,2.0,67.0,2.0,,2.0,10.0,22.0,20.0,2.0,,2.0,42.0,5.0,1.0,0.0,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,8yvo7yziutph7kkjpny1wv384,A. Flowers,Forward,27,1.0,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,3.0,,,,1.0,1.0,,,,,,,2.0,,2.0,2.0,,17.0,1.0,,1.0,2.0,3.0,2.0,,,1.0,7.0,1.0,,0.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Pittsburgh Riverhounds SC,d3b8yjlx6aitma59vlpen39m2,J. Garcia,Midfielder,18,1.0,2.0,,3.0,3.0,,3.0,5.0,1.0,,,2.0,2.0,,,,14.0,,,,,5.0,,,,,,,12.0,6.0,6.0,12.0,,17.0,,,,2.0,14.0,12.0,,1.0,2.0,17.0,2.0,2.0,0.0,1.0,1.0,,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
