liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Real Salt Lake,iw8qwhb1vafrs9lbptiuquei,L. Arriaga,Midfielder,26,,,,1.0,,,,1.0,,,,,,,2.0,,3.0,2.0,,,,,,3.0,,3.0,1.0,,,,3.0,,3.0,,,,,,,1.0,1.0,,2.0,2.0,,,,,4.0,,,,,,,1.0,,4.0,1.0,,,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Midfielder,10,1.0,16.0,4.0,19.0,26.0,83.0,15.0,27.0,6.0,8.0,19.0,15.0,125.0,352.0,199.0,10.0,568.0,33.0,3.0,4.0,134.0,6.0,151.0,553.0,13.0,557.0,87.0,,,35.0,719.0,5.0,222.0,38.0,166.0,32.0,22.0,10.0,233.0,81.0,46.0,3.0,8.0,33.0,27.0,33.0,131.0,3.0,1083.0,34.0,16.0,298.0,7.0,16.0,26.0,253.0,15.0,2254.0,162.0,25.0,34.0,138.0,19.0,13.0,39.0,130.0,4.0,32.0,708.0,29.0,7.0,1.0,215.0,,,,,1.0,7.0,6.0,,6.0,1.0,,1.0,4.0,,13.0,7.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
USA_MLS,2019,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5,1.0,4.0,4.0,26.0,9.0,16.0,5.0,48.0,10.0,22.0,1.0,5.0,414.0,648.0,440.0,10.0,1285.0,27.0,9.0,,102.0,33.0,231.0,1183.0,38.0,1234.0,117.0,,,71.0,1516.0,,638.0,50.0,119.0,7.0,30.0,51.0,175.0,84.0,48.0,2.0,1.0,27.0,25.0,44.0,165.0,6.0,1848.0,32.0,8.0,291.0,2.0,26.0,14.0,236.0,102.0,2304.0,487.0,26.0,8.0,145.0,35.0,86.0,45.0,134.0,,17.0,1462.0,8.0,33.0,7.0,186.0,,,,,1.0,7.0,1.0,,1.0,,,1.0,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,eauhubbodki4io4oeyaxmdr6d,A. Beltran,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,,2.0,1.0,10.0,6.0,6.0,2.0,16.0,4.0,6.0,1.0,2.0,94.0,143.0,95.0,1.0,289.0,17.0,2.0,1.0,31.0,15.0,70.0,264.0,20.0,282.0,45.0,,,16.0,359.0,1.0,147.0,31.0,47.0,2.0,12.0,10.0,44.0,30.0,100.0,,10.0,17.0,7.0,8.0,56.0,1.0,478.0,11.0,3.0,92.0,,7.0,3.0,92.0,25.0,727.0,126.0,7.0,3.0,42.0,9.0,28.0,15.0,54.0,1.0,16.0,350.0,7.0,7.0,,61.0,,,,,,4.0,1.0,,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,,2.0,,9.0,3.0,14.0,2.0,18.0,2.0,9.0,1.0,2.0,358.0,290.0,208.0,4.0,987.0,24.0,17.0,,35.0,58.0,186.0,922.0,31.0,966.0,88.0,,,77.0,1173.0,,697.0,95.0,72.0,2.0,11.0,110.0,68.0,30.0,53.0,1.0,,24.0,16.0,17.0,111.0,9.0,1433.0,22.0,1.0,204.0,2.0,9.0,6.0,160.0,65.0,2154.0,539.0,24.0,2.0,104.0,10.0,82.0,21.0,114.0,,37.0,1148.0,,31.0,9.0,65.0,,,,,,6.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Real Salt Lake,28s54spgd7hf87yrp0yr6atat,Éverton Luiz,Midfielder,25,4.0,2.0,2.0,51.0,14.0,14.0,2.0,73.0,8.0,22.0,5.0,2.0,261.0,471.0,304.0,5.0,873.0,29.0,1.0,,115.0,23.0,131.0,838.0,25.0,840.0,166.0,,,50.0,1004.0,,402.0,42.0,134.0,28.0,42.0,34.0,163.0,143.0,38.0,2.0,3.0,29.0,24.0,41.0,83.0,9.0,1365.0,30.0,2.0,213.0,1.0,22.0,7.0,300.0,35.0,2279.0,276.0,26.0,14.0,110.0,32.0,21.0,46.0,166.0,,19.0,971.0,8.0,12.0,8.0,258.0,,,,,,6.0,,,,,,,1.0,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,61x1kpx0jlmmyzp497q42ro45,A. Henley,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Real Salt Lake,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,2.0,6.0,3.0,44.0,24.0,21.0,41.0,64.0,7.0,20.0,236.0,41.0,434.0,532.0,201.0,5.0,1091.0,34.0,19.0,,112.0,36.0,266.0,969.0,59.0,1058.0,141.0,,1.0,80.0,1357.0,,568.0,65.0,141.0,28.0,14.0,85.0,206.0,105.0,51.0,1.0,1.0,34.0,30.0,64.0,227.0,11.0,2192.0,39.0,,458.0,13.0,23.0,11.0,282.0,122.0,2948.0,516.0,33.0,24.0,162.0,15.0,104.0,36.0,193.0,,29.0,1312.0,2.0,32.0,9.0,217.0,,,,,42.0,9.0,9.0,,9.0,,,1.0,1.0,,2.0,9.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,
USA_MLS,2019,Real Salt Lake,1z750xyx7stmv6uf51h1y6ehh,E. Holt,Defender,20,,,,3.0,,1.0,,7.0,,4.0,1.0,,26.0,34.0,44.0,,109.0,5.0,7.0,,8.0,6.0,32.0,103.0,8.0,108.0,15.0,,,14.0,141.0,,75.0,9.0,11.0,2.0,1.0,13.0,9.0,9.0,22.0,1.0,,5.0,5.0,5.0,18.0,1.0,194.0,6.0,1.0,33.0,,4.0,,26.0,6.0,371.0,62.0,5.0,,17.0,4.0,15.0,6.0,14.0,,3.0,140.0,1.0,5.0,,17.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
