liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Inter Miami CF,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,Defender,18,24.0,61.0,6.0,14.0,1.0,14.0,4.0,2.0,6.0,20.0,4.0,13.0,4.0,174.0,17.0,296.0,51.0,,278.0,4.0,65.0,1.0,35.0,,31.0,3.0,352.0,5.0,12.0,7.0,497.0,2.0,301.0,28.0,99.0,27.0,114.0,1.0,,,1.0,90.0,2.0,8.0,480.0,4.0,2.0,4.0,196.0,7.0,8.0,17.0,3.0,6.0,10.0,23.0,38.0,30.0,2.0,346.0,5.0,21.0,0.0,2.0,6.0,,11.0,1.0,7.0,1.0,5.0,,5.0,,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,8.0,9.0,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,8.0,5.0,1.0,5.0,,,,,3.0,11.0,1.0,7.0,,20.0,7.0,35.0,16.0,,36.0,1.0,7.0,1.0,4.0,,3.0,,53.0,1.0,3.0,1.0,124.0,,37.0,9.0,21.0,,28.0,,,2.0,,16.0,1.0,2.0,76.0,,,,9.0,1.0,2.0,1.0,5.0,3.0,10.0,1.0,9.0,,,51.0,1.0,8.0,0.0,,1.0,,6.0,,9.0,,5.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,6mgwcjden6vbuyrcexaxu9ogk,T. Allende,Forward,21,25.0,17.0,5.0,34.0,1.0,25.0,,2.0,6.0,10.0,20.0,,11.0,11.0,13.0,77.0,21.0,,75.0,11.0,39.0,4.0,15.0,,1.0,,98.0,,5.0,21.0,386.0,4.0,77.0,45.0,14.0,6.0,26.0,,9.0,1.0,2.0,43.0,4.0,5.0,169.0,9.0,9.0,3.0,54.0,12.0,5.0,2.0,,6.0,10.0,2.0,21.0,6.0,2.0,98.0,4.0,24.0,0.0,1.0,1.0,1.0,4.0,,5.0,1.0,3.0,,3.0,,,1.0,1.0,,1.0,0.0,5.0,,,3.0,3.0,,,,,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,eyks55tzqu6xmvgvhypzhlwr8,T. Avilés,Defender,6,4.0,,,5.0,,,,,3.0,1.0,,,,1.0,4.0,6.0,1.0,,8.0,,1.0,,4.0,,,,9.0,,1.0,,27.0,,8.0,4.0,2.0,,6.0,,,3.0,,1.0,,1.0,16.0,,,,2.0,,1.0,,,3.0,10.0,,1.0,,,7.0,,4.0,0.0,1.0,1.0,,3.0,,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,bmuuex6k6mwfnqmvvq4ai0f10,Y. Bright,Midfielder,42,56.0,21.0,4.0,61.0,1.0,6.0,,,5.0,9.0,8.0,5.0,,47.0,34.0,162.0,30.0,1.0,155.0,4.0,22.0,2.0,22.0,,,,193.0,6.0,6.0,26.0,380.0,4.0,163.0,64.0,63.0,,60.0,,4.0,1.0,3.0,44.0,10.0,6.0,265.0,7.0,,2.0,104.0,22.0,6.0,2.0,3.0,5.0,10.0,8.0,25.0,,7.0,191.0,3.0,38.0,0.0,1.0,8.0,,24.0,,6.0,,16.0,,4.0,,,,,,,,7.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,Midfielder,5,36.0,31.0,6.0,98.0,1.0,3.0,,1.0,6.0,8.0,11.0,8.0,1.0,100.0,20.0,288.0,38.0,2.0,283.0,8.0,25.0,1.0,24.0,,,,347.0,5.0,8.0,19.0,515.0,,309.0,47.0,124.0,1.0,147.0,1.0,3.0,,3.0,41.0,8.0,8.0,398.0,1.0,,2.0,162.0,16.0,8.0,6.0,2.0,6.0,10.0,26.0,30.0,1.0,6.0,326.0,7.0,28.0,0.0,3.0,7.0,,13.0,,6.0,,6.0,,3.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,5q5ti9wmab56mk2995qk01ixg,B. Cremaschi,Midfielder,30,4.0,5.0,,8.0,,2.0,,1.0,5.0,2.0,3.0,,2.0,11.0,2.0,25.0,6.0,,24.0,1.0,4.0,,4.0,,,,31.0,,2.0,4.0,79.0,,25.0,7.0,8.0,1.0,12.0,,2.0,5.0,2.0,10.0,,4.0,42.0,,1.0,1.0,13.0,2.0,4.0,,,5.0,10.0,1.0,6.0,1.0,,31.0,,3.0,0.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,Midfielder,7,47.0,62.0,6.0,129.0,1.0,11.0,13.0,2.0,6.0,8.0,1.0,10.0,4.0,76.0,29.0,289.0,47.0,1.0,271.0,,59.0,1.0,31.0,,1.0,10.0,352.0,1.0,11.0,19.0,539.0,7.0,305.0,48.0,88.0,9.0,111.0,1.0,1.0,,7.0,94.0,6.0,9.0,456.0,11.0,2.0,4.0,198.0,18.0,9.0,13.0,1.0,6.0,10.0,34.0,37.0,23.0,4.0,334.0,19.0,29.0,0.0,,4.0,1.0,7.0,,3.0,1.0,3.0,,1.0,,,1.0,1.0,,1.0,0.0,3.0,,,,4.0,2.0,,,,,,5.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,9fz4lzq3u50914qgqhkuvydpl,M. Falcón,Defender,37,23.0,7.0,6.0,74.0,1.0,4.0,,1.0,6.0,6.0,11.0,4.0,2.0,72.0,15.0,205.0,12.0,,203.0,7.0,14.0,,17.0,,1.0,,228.0,7.0,2.0,12.0,467.0,,216.0,34.0,68.0,1.0,134.0,,4.0,,,16.0,4.0,7.0,282.0,1.0,1.0,1.0,82.0,8.0,7.0,,2.0,6.0,10.0,13.0,8.0,1.0,2.0,216.0,6.0,22.0,0.0,2.0,1.0,,7.0,,14.0,,6.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Inter Miami CF,87plrqqcwrv16d5v8mretfp7u,I. Fray,Defender,17,32.0,16.0,3.0,33.0,,5.0,,,4.0,5.0,3.0,1.0,,3.0,17.0,76.0,16.0,1.0,76.0,2.0,25.0,2.0,12.0,,16.0,,92.0,7.0,8.0,16.0,270.0,7.0,76.0,35.0,31.0,5.0,40.0,,1.0,1.0,,40.0,2.0,2.0,174.0,11.0,,2.0,37.0,15.0,2.0,,1.0,4.0,10.0,,15.0,5.0,,92.0,4.0,19.0,0.0,1.0,4.0,,8.0,2.0,7.0,,4.0,,2.0,,,,,,,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
