liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Austin FC,57bm0oc2lfkox7u0b641kb2s,Jorge Alastuey,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,dneo628ad0z1j9wjiznmlh52h,J. Bell,Defender,15,1.0,3.0,6.0,2.0,2.0,25.0,1.0,2.0,2.0,3.0,1.0,,21.0,73.0,5.0,24.0,,,,,,68.0,33.0,35.0,58.0,,90.0,,5.0,73.0,,68.0,,5.0,80.0,,,1.0,4.0,1.0,4.0,0.0,3.0,2.0,1.0,,4.0,,,,,1.0,,,10.0,,1.0,5.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,elvrjpt1jlko4henaqvfid7o4,M. Burton,Midfielder,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,e9g52c7vl608rt5wuf9o46l79,M. Desler,Defender,3,1.0,7.0,7.0,5.0,16.0,12.0,1.0,2.0,2.0,3.0,2.0,1.0,19.0,44.0,1.0,7.0,1.0,2.0,,1.0,1.0,38.0,22.0,18.0,38.0,4.0,78.0,1.0,7.0,45.0,2.0,39.0,3.0,6.0,61.0,,,,3.0,3.0,6.0,0.0,4.0,1.0,3.0,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,6dn08w1t5ihd1mpq0fbeaz85w,M. Đorđević,Defender,35,1.0,2.0,5.0,1.0,4.0,9.0,1.0,2.0,2.0,2.0,,1.0,14.0,30.0,2.0,5.0,1.0,1.0,,,,26.0,9.0,17.0,26.0,1.0,45.0,,7.0,30.0,1.0,26.0,1.0,4.0,40.0,,,1.0,1.0,3.0,3.0,0.0,3.0,2.0,1.0,,4.0,,1.0,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,8u9628byics80cynd60zexs0k,N. Dubersarsky,Midfielder,20,1.0,7.0,4.0,3.0,5.0,9.0,1.0,2.0,2.0,4.0,3.0,,19.0,39.0,1.0,10.0,,,,,,37.0,20.0,23.0,42.0,,64.0,3.0,2.0,45.0,1.0,43.0,1.0,2.0,52.0,,,1.0,2.0,,1.0,0.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,7m5wyvhq876dyap45egqs2tjo,E. Torres,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,bnbdnb8khsglc2ranxnorc5bd,F. Torres,Forward,11,1.0,13.0,5.0,2.0,29.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,12.0,46.0,2.0,18.0,2.0,,,1.0,,40.0,30.0,13.0,38.0,,90.0,,15.0,48.0,,42.0,1.0,6.0,62.0,6.0,,1.0,11.0,1.0,5.0,0.0,,,,1.0,3.0,,,,,1.0,,,4.0,1.0,1.0,1.0,1.0,2.0,,6.0,1.0,,,,2.0,,,,3.0,,3.0,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,3cbmr8hg3kszw5wl04p3ol27e,C. Fodrey,Midfielder,19,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,4.0,,,,,1.0,,,4.0,3.0,1.0,4.0,,26.0,1.0,1.0,4.0,2.0,4.0,3.0,,8.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,ecp53k8d0t7yczah3aebn0yne,J. Gallagher,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,6o2j11534agynjtkftpe1bgq2,Guilherme Biro,Defender,29,1.0,10.0,9.0,6.0,27.0,15.0,1.0,2.0,2.0,4.0,3.0,2.0,11.0,57.0,4.0,21.0,2.0,2.0,,2.0,2.0,49.0,37.0,14.0,48.0,7.0,90.0,1.0,13.0,57.0,2.0,49.0,2.0,8.0,78.0,2.0,,,6.0,4.0,8.0,0.0,5.0,2.0,3.0,1.0,3.0,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,2.0,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,4rrcs72owauveldlz4o1fwgyx,B. Hines-Ike,Defender,4,1.0,6.0,5.0,1.0,3.0,16.0,1.0,2.0,2.0,5.0,1.0,,18.0,55.0,3.0,18.0,,,,,,52.0,19.0,35.0,50.0,1.0,90.0,,4.0,58.0,,54.0,1.0,4.0,66.0,,,2.0,4.0,,2.0,0.0,,,,2.0,4.0,,1.0,,,1.0,,,4.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Austin FC,ev5e7r7m60jqpvaxigduuwa1,Ž. Kolmanič,Defender,23,1.0,,,,8.0,3.0,1.0,,,,,1.0,1.0,14.0,,10.0,1.0,,1.0,,,13.0,9.0,4.0,13.0,,12.0,,3.0,14.0,,13.0,,1.0,16.0,2.0,,,3.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
