liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Appearances,Leftside Passes,Total Passes,Unsuccessful Short Passes,Total Losses Of Possession,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Rightside Passes,Successful Passes Own Half,Unsuccessful Long Passes,Open Play Passes,Starts,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Saves Made from Inside Box,Total Clearances,Touches,Index,Penalties Faced,Punches,Recoveries,Unsuccessful Passes Own Half,Goals Conceded,Saves Made from Outside Box,Successful Short Passes,Goals Conceded Inside Box,Saves Made,Unsuccessful Passes Opposition Half,GK Successful Distribution,Unsuccessful Launches,Penalty Goals Conceded,Saves made - parried,Home Goals,Away Goals,Winning Goal,Total Tackles,Foul Attempted Tackle,Ground Duels,Duels,Successful Passes Opposition Half,Times Tackled,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Duels won,Ground Duels won,Duels lost,Successful Dribbles,Tackles Won,Total Fouls Won,Total Fouls Conceded,Ground Duels lost,Backward Passes,PutThrough/Blocked Distribution,Successful Long Passes,Aerial Duels,Interceptions,Aerial Duels lost,Throw Ins to Own Player,Aerial Duels won,Handballs conceded,Unsuccessful lay-offs,Throw Ins to Opposition Player,Tackles Lost,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Total Touches In Opposition Box,Successful Launches,Blocks,Penalties Conceded,Offsides,Blocked Shots,Key Passes (Attempt Assists),Right Foot Goals,Total Shots,Shots On Target ( inc goals ),Goals from Inside Box,GK Unsuccessful Distribution,Successful Crosses & Corners,Successful Lay-offs,Successful Crosses open play,Shots Off Target (inc woodwork),Goals from Outside Box,Assists (Intentional),Attempts from Set Pieces,Corners Won,Left Foot Goals,Overruns,Goal Assists,Clean Sheets,Goalkeeper Smother,Saves made - caught,Goal Kicks,Drops,Catches,Unsuccessful Corners into Box,Corners Taken (incl short corners),Headed Goals,Hit Woodwork,Foul Won Penalty,Successful Corners into Box,Penalties Taken,Penalty Goals,Through balls,Second Goal Assists,Saves from Penalty,Penalties Saved,Goals Conceded Outside Box,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,374d5vwsh5mshcsia66lve579,E. Alvarado,Goalkeeper,0.0,1.0,,,,,,1.0,,1.0,4.0,10.0,,3.0,6.0,3.0,4.0,,3.0,3.0,7.0,,7.0,11.0,,,11.0,100.0,,,2.0,3.0,,,2.0,,,,,2.0,,,0.0,0.0,0.0,,,1.0,1.0,4.0,,,,1.0,1.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,25qmad3kcnapvbf4fb9fw6ctm,J. Bennette,Forward,0.0,3.0,,1.0,,,,,3.0,3.0,4.0,35.0,6.0,20.0,14.0,8.0,27.0,6.0,9.0,2.0,35.0,3.0,27.0,221.0,,2.0,72.0,32.0,,,10.0,2.0,2.0,,27.0,2.0,,8.0,,2.0,,,0.0,0.0,0.0,4.0,2.0,20.0,24.0,20.0,3.0,3.0,1.0,9.0,9.0,15.0,2.0,2.0,3.0,7.0,11.0,11.0,2.0,,4.0,1.0,4.0,1.0,,1.0,,,2.0,2.0,2.0,3.0,,,,,,1.0,,3.0,2.0,,,2.0,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,2mmbvkcqy81b3w5wdpw426rx1,R. Blanco,Defender,0.0,6.0,,3.0,,,,,2.0,6.0,51.0,174.0,30.0,84.0,90.0,48.0,126.0,7.0,65.0,18.0,174.0,6.0,126.0,524.0,,13.0,330.0,35.0,,,34.0,24.0,5.0,,117.0,5.0,,38.0,,7.0,1.0,,0.0,0.0,0.0,24.0,5.0,48.0,52.0,62.0,4.0,1.0,2.0,28.0,28.0,24.0,3.0,17.0,1.0,7.0,20.0,26.0,9.0,9.0,4.0,11.0,4.0,50.0,,,,6.0,7.0,14.0,12.0,,4.0,2.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,2.0,,,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,7.0,1.0,,,,,,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,2.0,6.0,,1.0,4.0,21.0,,,,,,,1.0,,,1.0,,,,,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,aau4faihpdv6pyok673ii2yfp,C. Borges,Midfielder,0.0,13.0,2.0,1.0,,,,3.0,8.0,13.0,123.0,451.0,52.0,83.0,157.0,72.0,370.0,99.0,166.0,20.0,440.0,10.0,379.0,862.0,,22.0,572.0,58.0,,,66.0,27.0,6.0,,354.0,5.0,,49.0,,5.0,1.0,,2.0,0.0,2.0,23.0,11.0,66.0,88.0,215.0,2.0,1.0,5.0,56.0,38.0,32.0,3.0,10.0,12.0,14.0,28.0,72.0,10.0,25.0,22.0,13.0,4.0,,18.0,,1.0,,13.0,4.0,2.0,15.0,1.0,1.0,,,2.0,6.0,1.0,10.0,7.0,2.0,,2.0,3.0,,3.0,,2.0,2.0,2.0,,,2.0,,,,,,,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,3vqar43rau8xa567hxw29ekx6,J. Brenes,Midfielder,0.0,2.0,,1.0,,,,1.0,1.0,2.0,12.0,49.0,5.0,12.0,10.0,10.0,38.0,20.0,22.0,5.0,48.0,1.0,39.0,111.0,,2.0,68.0,76.0,,,8.0,3.0,1.0,,37.0,1.0,,7.0,,,,,0.0,0.0,0.0,4.0,2.0,13.0,14.0,17.0,1.0,,2.0,8.0,7.0,6.0,,4.0,3.0,2.0,6.0,7.0,3.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,6epv7s0kj0bd979mil2jvjget,K. Briceño,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,0.0,13.0,,1.0,,,,,1.0,13.0,55.0,524.0,38.0,109.0,223.0,92.0,407.0,216.0,312.0,54.0,492.0,13.0,432.0,1169.0,,62.0,718.0,58.0,,,61.0,33.0,8.0,,384.0,7.0,,61.0,2.0,14.0,1.0,,0.0,0.0,0.0,11.0,6.0,48.0,88.0,120.0,3.0,1.0,6.0,46.0,23.0,42.0,3.0,3.0,9.0,10.0,25.0,30.0,9.0,48.0,40.0,32.0,17.0,9.0,23.0,1.0,,9.0,8.0,2.0,2.0,15.0,1.0,17.0,,2.0,2.0,,,11.0,2.0,,,,,,9.0,,,,3.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,0.0,11.0,2.0,1.0,,,,1.0,2.0,11.0,70.0,276.0,60.0,203.0,96.0,78.0,180.0,45.0,60.0,18.0,250.0,10.0,198.0,935.0,,1.0,549.0,69.0,,,31.0,11.0,5.0,,186.0,4.0,,114.0,,1.0,,,0.0,2.0,2.0,7.0,7.0,131.0,180.0,165.0,35.0,16.0,1.0,88.0,76.0,92.0,25.0,5.0,44.0,13.0,55.0,65.0,4.0,12.0,49.0,4.0,37.0,2.0,12.0,,1.0,,2.0,47.0,10.0,18.0,,,,4.0,5.0,21.0,,16.0,8.0,2.0,,27.0,9.0,4.0,8.0,,1.0,3.0,18.0,2.0,,1.0,4.0,,,,,,21.0,35.0,,1.0,1.0,14.0,,,,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,56u0ykouaw86f3385b5onozjd,A. Contreras,Forward,0.0,4.0,2.0,,,,,1.0,1.0,4.0,15.0,46.0,11.0,28.0,11.0,15.0,30.0,9.0,9.0,4.0,45.0,3.0,31.0,256.0,,4.0,103.0,55.0,,,12.0,7.0,1.0,,31.0,1.0,,8.0,,4.0,,,1.0,1.0,0.0,3.0,3.0,21.0,39.0,22.0,5.0,3.0,5.0,17.0,11.0,22.0,1.0,2.0,7.0,4.0,10.0,11.0,9.0,,18.0,,12.0,1.0,6.0,,,,1.0,,,13.0,,,,1.0,3.0,1.0,2.0,6.0,4.0,2.0,,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,45sq43290segk2ijbc5zti5ed,Aaron Cruz,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,52cki9zte648usjhlutb0x239,Allan Cruz,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,a9yimyxegu9sx46hqvwswjs2d,Ó. Duarte,Defender,0.0,8.0,1.0,,,,,,1.0,8.0,138.0,352.0,26.0,67.0,138.0,56.0,273.0,52.0,209.0,30.0,327.0,8.0,296.0,714.0,,36.0,442.0,55.0,,,29.0,23.0,7.0,,235.0,6.0,,35.0,2.0,14.0,1.0,,1.0,0.0,0.0,13.0,1.0,28.0,64.0,87.0,1.0,,1.0,43.0,17.0,21.0,1.0,9.0,3.0,8.0,11.0,24.0,2.0,61.0,36.0,4.0,10.0,,26.0,,,,4.0,2.0,1.0,9.0,9.0,6.0,,,1.0,,,4.0,1.0,1.0,,,,,3.0,,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,efr6uboj041gcgi2qxm0pa5be,L. Díaz,Midfielder,0.0,1.0,,,,,,1.0,,1.0,,1.0,,7.0,,,1.0,1.0,,,1.0,,1.0,45.0,,1.0,17.0,42.0,,,2.0,,,,1.0,,,,,,,,0.0,0.0,0.0,2.0,,7.0,8.0,1.0,2.0,1.0,,5.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,ecd8biit041jkxew2a8a6kdt5,F. Faerron,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,373320n20gpzgazgw4i06dl62,K. Fuller,Defender,0.0,9.0,1.0,1.0,,,,2.0,2.0,9.0,44.0,136.0,22.0,73.0,58.0,33.0,95.0,9.0,59.0,11.0,127.0,7.0,103.0,642.0,,9.0,277.0,45.0,,,28.0,10.0,5.0,,92.0,4.0,,26.0,,7.0,,,0.0,1.0,0.0,16.0,5.0,52.0,61.0,46.0,8.0,1.0,,33.0,30.0,28.0,6.0,12.0,8.0,7.0,22.0,25.0,4.0,11.0,9.0,13.0,6.0,33.0,3.0,,,9.0,4.0,3.0,3.0,7.0,2.0,3.0,,2.0,,5.0,1.0,2.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,,1.0,,,1.0,3.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,byrnofz2ts7zkw2t6ibrrbdyi,O. Galo,Defender,0.0,8.0,,1.0,,,,3.0,4.0,8.0,22.0,95.0,20.0,35.0,47.0,27.0,63.0,13.0,39.0,7.0,90.0,5.0,68.0,361.0,,4.0,150.0,19.0,,,13.0,6.0,2.0,,63.0,2.0,,21.0,,4.0,,,0.0,0.0,0.0,9.0,7.0,42.0,54.0,30.0,5.0,,1.0,28.0,20.0,26.0,,5.0,12.0,11.0,22.0,13.0,1.0,5.0,12.0,1.0,4.0,,8.0,,,,4.0,,,5.0,2.0,4.0,,,2.0,3.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,5h4u3lqd2vmi373fi8ajsaimt,G. González,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,Costa Rica,2r9j2cp5okpsf1t0gq562tgwl,D. Guzmán,Midfielder,0.0,3.0,,1.0,,,,1.0,1.0,3.0,23.0,90.0,12.0,18.0,22.0,18.0,70.0,30.0,43.0,6.0,85.0,2.0,72.0,181.0,,2.0,104.0,17.0,,,10.0,5.0,1.0,,65.0,1.0,,13.0,,4.0,1.0,,0.0,0.0,0.0,2.0,1.0,12.0,14.0,29.0,,,,5.0,5.0,9.0,,2.0,3.0,4.0,7.0,15.0,1.0,7.0,2.0,2.0,2.0,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
