liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Real Salt Lake,bi8r4u9lcwsdv044kkxr1fbh1,C. Baird,Midfielder,10,136.0,18.0,147.0,3.0,4.0,17.0,242.0,130.0,119.0,43.0,16.0,160.0,147.0,25.0,13.0,3.0,5.0,103.0,2.0,6.0,21.0,379.0,21.0,31.0,21.0,28.0,25.0,16.0,508.0,106.0,5.0,5.0,25.0,389.0,492.0,15.0,1529.0,4.0,7.0,57.0,117.0,30.0,257.0,26.0,10.0,,5.0,373.0,12.0,12.0,6.0,13.0,79.0,27.0,71.0,14.0,14.0,791.0,30.0,13.0,10.0,52.0,78.0,1.0,78.0,137.0,32.0,66.0,0.0,2.0,0.0,1.0,13.0,2.0,,1.0,2.0,2.0,,,,,2.0,1.0,4.0,1.0,6.0,5.0,2.0,2.0,,5.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5,57.0,2.0,40.0,4.0,5.0,5.0,41.0,39.0,28.0,4.0,7.0,46.0,53.0,10.0,2.0,,6.0,24.0,,5.0,11.0,180.0,10.0,2.0,10.0,5.0,,2.0,216.0,18.0,2.0,4.0,3.0,188.0,211.0,,389.0,3.0,4.0,22.0,23.0,7.0,92.0,,8.0,,4.0,184.0,1.0,,5.0,7.0,19.0,7.0,23.0,3.0,2.0,277.0,7.0,10.0,2.0,18.0,21.0,,66.0,97.0,4.0,4.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,90.0,12.0,49.0,10.0,6.0,6.0,67.0,50.0,49.0,9.0,12.0,65.0,87.0,5.0,3.0,1.0,11.0,40.0,,5.0,10.0,210.0,12.0,2.0,12.0,17.0,1.0,2.0,278.0,30.0,6.0,5.0,10.0,229.0,275.0,1.0,568.0,2.0,3.0,25.0,33.0,8.0,116.0,1.0,19.0,3.0,8.0,228.0,1.0,1.0,6.0,6.0,18.0,7.0,40.0,2.0,8.0,360.0,15.0,19.0,6.0,20.0,30.0,,52.0,114.0,9.0,8.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,1udt0es1u7ffbh84vdsv2f4yd,M. Chang,Midfielder,16,49.0,32.0,90.0,11.0,7.0,12.0,194.0,93.0,100.0,27.0,20.0,116.0,114.0,11.0,13.0,2.0,15.0,62.0,4.0,2.0,6.0,246.0,19.0,13.0,19.0,34.0,30.0,6.0,370.0,76.0,14.0,10.0,13.0,270.0,369.0,10.0,1107.0,1.0,10.0,54.0,96.0,22.0,199.0,30.0,24.0,,8.0,269.0,2.0,8.0,11.0,3.0,98.0,20.0,65.0,31.0,15.0,605.0,23.0,24.0,9.0,44.0,49.0,4.0,117.0,87.0,26.0,48.0,0.0,1.0,1.0,1.0,8.0,2.0,,,,1.0,,,,2.0,1.0,,4.0,,1.0,16.0,,,,16.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,4wgjayv8s85dueh5l88im6lwq,C. Garcia,Forward,17,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,3.0,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,bkgs0bu84fid8674okqo4r7x1,J. Glad,Defender,15,119.0,18.0,82.0,20.0,3.0,14.0,176.0,98.0,131.0,4.0,37.0,167.0,302.0,7.0,3.0,1.0,27.0,81.0,,,33.0,598.0,17.0,3.0,17.0,46.0,13.0,5.0,778.0,74.0,10.0,39.0,30.0,647.0,764.0,22.0,1279.0,5.0,3.0,86.0,98.0,21.0,199.0,13.0,49.0,9.0,49.0,636.0,2.0,3.0,17.0,16.0,59.0,20.0,62.0,2.0,11.0,1021.0,69.0,57.0,20.0,47.0,51.0,,275.0,452.0,19.0,12.0,1.0,0.0,0.0,9.0,1.0,,,,,1.0,,,,1.0,1.0,,3.0,,2.0,4.0,4.0,,,4.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,28s54spgd7hf87yrp0yr6atat,Éverton Luiz,Midfielder,25,124.0,14.0,79.0,7.0,3.0,11.0,84.0,110.0,53.0,14.0,23.0,124.0,92.0,17.0,28.0,3.0,21.0,52.0,,8.0,12.0,324.0,14.0,7.0,14.0,13.0,,2.0,389.0,40.0,2.0,4.0,10.0,336.0,380.0,3.0,919.0,1.0,4.0,72.0,40.0,19.0,156.0,,12.0,2.0,10.0,327.0,2.0,2.0,11.0,11.0,25.0,16.0,63.0,,6.0,546.0,14.0,13.0,12.0,68.0,42.0,,94.0,180.0,10.0,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,1.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,4eaw6l0418q57ktjma0k5lnt,A. Herrera,Defender,22,45.0,34.0,221.0,18.0,,20.0,330.0,173.0,158.0,36.0,49.0,209.0,298.0,11.0,42.0,3.0,36.0,93.0,1.0,2.0,27.0,653.0,20.0,13.0,20.0,53.0,59.0,9.0,885.0,96.0,16.0,14.0,22.0,727.0,858.0,138.0,1796.0,6.0,1.0,116.0,166.0,29.0,326.0,61.0,74.0,9.0,23.0,706.0,7.0,14.0,16.0,10.0,48.0,26.0,163.0,14.0,13.0,1453.0,36.0,62.0,33.0,102.0,71.0,1.0,321.0,416.0,39.0,25.0,0.0,0.0,0.0,42.0,8.0,,,2.0,,,,,,1.0,,,2.0,2.0,,15.0,7.0,,,15.0,,9.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,1z750xyx7stmv6uf51h1y6ehh,E. Holt,Defender,20,39.0,6.0,8.0,6.0,3.0,4.0,51.0,17.0,50.0,,5.0,29.0,114.0,1.0,,,1.0,18.0,,,6.0,172.0,7.0,,7.0,18.0,,1.0,245.0,29.0,3.0,5.0,7.0,195.0,241.0,,383.0,1.0,,11.0,32.0,12.0,57.0,,23.0,2.0,13.0,191.0,1.0,,,6.0,72.0,12.0,18.0,1.0,4.0,280.0,12.0,21.0,5.0,6.0,11.0,,84.0,138.0,9.0,4.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,e07zv7ag985v8lq9sebfi27l5,M. Iloski,Forward,23,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,4pgn22zx8nhg9w3ai86q0f9at,S. Johnson,Forward,50,6.0,6.0,26.0,1.0,7.0,3.0,45.0,22.0,31.0,5.0,2.0,57.0,20.0,2.0,4.0,,3.0,40.0,,2.0,12.0,44.0,10.0,1.0,10.0,5.0,3.0,5.0,75.0,30.0,4.0,9.0,26.0,44.0,67.0,,330.0,3.0,2.0,17.0,29.0,10.0,28.0,3.0,,,3.0,36.0,4.0,,1.0,3.0,28.0,10.0,6.0,5.0,1.0,117.0,35.0,1.0,1.0,8.0,14.0,,23.0,16.0,2.0,16.0,0.0,1.0,0.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,2.0,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,5wwp0vvz3imr7f4gcku1gsjbp,A. Jones,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,2oniw9tmxdoq1lsfhf61i14ut,D. Kreilach,Midfielder,8,289.0,27.0,165.0,3.0,1.0,20.0,217.0,115.0,156.0,19.0,19.0,283.0,195.0,33.0,4.0,3.0,9.0,137.0,1.0,25.0,30.0,641.0,21.0,8.0,21.0,48.0,5.0,36.0,847.0,139.0,13.0,93.0,75.0,691.0,834.0,6.0,1770.0,4.0,5.0,146.0,113.0,29.0,366.0,5.0,50.0,1.0,16.0,678.0,16.0,9.0,8.0,13.0,56.0,26.0,60.0,9.0,16.0,1102.0,168.0,17.0,11.0,53.0,62.0,1.0,198.0,326.0,29.0,58.0,5.0,3.0,2.0,2.0,12.0,,6.0,,6.0,6.0,,,2.0,,8.0,1.0,20.0,,5.0,1.0,3.0,1.0,,1.0,,1.0,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Real Salt Lake,7qla3o405z7168s9y50oigs7p,Z. MacMath,Goalkeeper,18,31.0,,,47.0,,6.0,87.0,2.0,86.0,,,3.0,152.0,1.0,1.0,1.0,,,,,,79.0,6.0,,6.0,14.0,,,212.0,1.0,,1.0,,126.0,137.0,,540.0,,,3.0,72.0,7.0,29.0,,47.0,,4.0,91.0,,,,,56.0,6.0,67.0,,,266.0,1.0,85.0,,2.0,,,29.0,97.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,16.0,,,,,,51.0,,1.0,7.0,7.0,2.0,22.0,4.0,,2.0,15.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
