liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Time Played,Open Play Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Goals Conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Ground Duels won,Backward Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Tackles,Recoveries,Starts,PutThrough/Blocked Distribution,Blocks,Forward Passes,Successful Long Passes,Total Clearances,Tackles Won,Tackles Lost,Throw Ins to Own Player,Successful Crosses & Corners,Unsuccessful Launches,Key Passes (Attempt Assists),Throw Ins to Opposition Player,Successful Crosses open play,Handballs conceded,Interceptions,Unsuccessful Crosses open play,Corners Won,Successful Dribbles,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Successful Launches,Shots Off Target (inc woodwork),Total Shots,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Lay-offs,Right Foot Goals,Shots On Target ( inc goals ),Goals from Inside Box,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Assists (Intentional),Goal Assists,Punches,Catches,Saves made - caught,Successful Corners into Box,Drops,Penalties Faced,Clean Sheets,Penalties Taken,Penalties Conceded,Attempts from Set Pieces,Last Man Tackle,Headed Goals,Goals from Outside Box,Hit Woodwork,Other Goals,Through balls,Left Foot Goals,Own Goal Scored,Goalkeeper Smother,Crosses not Claimed,Clearances Off the Line,Penalties Saved,Saves from Penalty,Penalty Goals,Foul Won Penalty,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,c9tlhc4q94mdlvjwgnl6fono5,J. Acosta,Defender,0.0,12.0,1.0,3.0,,,,,1.0,1069.0,421.0,75.0,98.0,294.0,31.0,443.0,8.0,341.0,6.0,74.0,126.0,53.0,23.0,611.0,12.0,6.0,62.0,56.0,44.0,18.0,4.0,72.0,7.0,22.0,127.0,354.0,369.0,10.0,28.0,40.0,25.0,43.0,5.0,1.0,6.0,21.0,37.0,12.0,9.0,9.0,165.0,28.0,32.0,16.0,5.0,28.0,,21.0,3.0,9.0,,,19.0,2.0,,1.0,2.0,3.0,2.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,374d5vwsh5mshcsia66lve579,E. Alvarado,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,5bstk01n6ztaxsklnka1sl3h1,R. Azofeifa,Midfielder,0.0,9.0,,,,,,2.0,4.0,597.0,241.0,100.0,71.0,111.0,32.0,255.0,6.0,186.0,6.0,50.0,73.0,44.0,10.0,325.0,9.0,5.0,33.0,23.0,18.0,5.0,4.0,39.0,6.0,19.0,66.0,194.0,205.0,6.0,21.0,14.0,27.0,18.0,3.0,,2.0,9.0,29.0,7.0,6.0,1.0,89.0,19.0,9.0,7.0,2.0,,6.0,5.0,7.0,,4.0,,11.0,,2.0,,,1.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,6r7lv7woj3lwr3lynpjkqtwph,C. Bolaños,Midfielder,0.0,12.0,2.0,1.0,,,,4.0,6.0,670.0,211.0,127.0,109.0,71.0,38.0,232.0,10.0,175.0,4.0,49.0,54.0,65.0,5.0,367.0,12.0,5.0,53.0,48.0,25.0,16.0,1.0,64.0,4.0,29.0,39.0,165.0,183.0,11.0,39.0,24.0,77.0,11.0,5.0,,10.0,6.0,36.0,8.0,10.0,,62.0,8.0,2.0,3.0,3.0,3.0,15.0,3.0,16.0,1.0,2.0,1.0,8.0,9.0,4.0,2.0,11.0,3.0,21.0,1.0,2.0,8.0,5.0,26.0,8.0,7.0,1.0,6.0,2.0,,,,,,,,1.0,3.0,3.0,,,,12.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,aau4faihpdv6pyok673ii2yfp,C. Borges,Midfielder,0.0,13.0,1.0,,,,,,1.0,1125.0,548.0,274.0,140.0,193.0,70.0,567.0,14.0,434.0,8.0,101.0,143.0,79.0,25.0,736.0,13.0,7.0,79.0,51.0,60.0,10.0,17.0,108.0,9.0,36.0,127.0,449.0,466.0,29.0,48.0,43.0,75.0,31.0,11.0,1.0,12.0,31.0,69.0,13.0,19.0,2.0,222.0,32.0,23.0,24.0,7.0,1.0,1.0,10.0,9.0,,1.0,,24.0,3.0,4.0,2.0,15.0,3.0,3.0,4.0,8.0,10.0,5.0,,,12.0,,2.0,1.0,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,6epv7s0kj0bd979mil2jvjget,K. Briceño,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,0.0,6.0,1.0,2.0,,,,,1.0,492.0,200.0,49.0,61.0,112.0,17.0,203.0,8.0,142.0,5.0,42.0,67.0,30.0,12.0,297.0,6.0,8.0,32.0,82.0,25.0,3.0,11.0,50.0,6.0,18.0,16.0,158.0,161.0,18.0,25.0,14.0,16.0,25.0,3.0,1.0,7.0,9.0,20.0,6.0,4.0,1.0,104.0,19.0,28.0,4.0,5.0,14.0,,7.0,,10.0,,,8.0,,,2.0,3.0,1.0,,1.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,bzb96y82gcod1quxxvz6csvyt,J. Campbell,Forward,12.0,10.0,2.0,1.0,,,,4.0,4.0,633.0,178.0,113.0,116.0,35.0,35.0,183.0,5.0,133.0,3.0,41.0,21.0,59.0,4.0,340.0,10.0,3.0,64.0,91.0,33.0,13.0,5.0,77.0,4.0,36.0,50.0,138.0,142.0,13.0,44.0,28.0,53.0,6.0,7.0,1.0,8.0,9.0,22.0,6.0,10.0,,59.0,9.0,1.0,8.0,1.0,1.0,6.0,,9.0,,1.0,1.0,4.0,10.0,4.0,6.0,16.0,9.0,22.0,1.0,12.0,21.0,4.0,13.0,6.0,7.0,,9.0,2.0,1.0,,,,,,,4.0,1.0,1.0,,,,5.0,,,1.0,,,,,,,,,4.0,2.0,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,c18kxcijnj6h4hjsmdm38k3x1,D. Carvajal,Goalkeeper,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2018 Russia,Costa Rica,2774gv2jbl9gb9668i81gbi6t,D. Colindres,Midfielder,0.0,2.0,,,,,,2.0,,33.0,15.0,11.0,8.0,2.0,3.0,15.0,1.0,11.0,,3.0,4.0,6.0,,29.0,2.0,,4.0,10.0,3.0,1.0,,6.0,,1.0,4.0,12.0,12.0,2.0,3.0,3.0,1.0,,,,2.0,1.0,2.0,,1.0,,6.0,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,,3.0,,1.0,,1.0,3.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
