liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Portland Timbers,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,1.0,8.0,,6.0,6.0,41.0,10.0,10.0,2.0,4.0,9.0,10.0,50.0,99.0,39.0,6.0,126.0,14.0,,3.0,57.0,15.0,40.0,123.0,2.0,125.0,47.0,,,6.0,166.0,3.0,30.0,41.0,83.0,17.0,5.0,4.0,48.0,32.0,39.0,,6.0,14.0,13.0,10.0,44.0,,330.0,14.0,6.0,108.0,5.0,3.0,14.0,130.0,3.0,655.0,29.0,8.0,16.0,34.0,6.0,6.0,15.0,31.0,1.0,26.0,165.0,7.0,2.0,,89.0,,,,,1.0,1.0,3.0,,3.0,,1.0,1.0,,,6.0,9.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
USA_MLS,2019,Portland Timbers,8u8lde31ao6odpe4xetifykt1,J. Attinella,Goalkeeper,1,,,,1.0,,,,1.0,,,,,36.0,39.0,20.0,,137.0,10.0,,,1.0,4.0,103.0,66.0,1.0,63.0,5.0,,1.0,24.0,240.0,,98.0,4.0,1.0,,1.0,17.0,,1.0,57.0,3.0,,10.0,23.0,,79.0,,397.0,24.0,,109.0,,,,6.0,71.0,900.0,184.0,10.0,,1.0,1.0,102.0,1.0,115.0,,,105.0,,43.0,15.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,42.0,5.0,8.0,4.0,,3.0,6.0,42.0,6.0,3.0,,132.0,34.0,,14.0,,,,,,,,,
USA_MLS,2019,Portland Timbers,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,Midfielder,10,2.0,33.0,11.0,18.0,73.0,185.0,121.0,34.0,9.0,16.0,23.0,139.0,244.0,906.0,633.0,41.0,1136.0,31.0,1.0,4.0,169.0,13.0,400.0,1009.0,14.0,1110.0,126.0,,,48.0,1536.0,6.0,267.0,30.0,186.0,52.0,27.0,9.0,152.0,113.0,76.0,5.0,2.0,31.0,38.0,49.0,491.0,4.0,2249.0,41.0,8.0,727.0,55.0,16.0,74.0,312.0,127.0,2601.0,507.0,29.0,56.0,316.0,27.0,84.0,40.0,141.0,4.0,17.0,1505.0,8.0,6.0,1.0,282.0,,,,23.0,1.0,3.0,37.0,7.0,29.0,2.0,2.0,1.0,9.0,15.0,3.0,36.0,3.0,1.0,4.0,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
USA_MLS,2019,Portland Timbers,4d6cfs28p6vb6q1ijkw3dks7p,J. Cascante,Defender,18,,3.0,1.0,11.0,2.0,16.0,,22.0,4.0,11.0,10.0,,152.0,157.0,177.0,5.0,543.0,22.0,14.0,,40.0,34.0,83.0,502.0,17.0,524.0,65.0,,,27.0,626.0,,386.0,57.0,63.0,5.0,4.0,72.0,32.0,31.0,24.0,4.0,6.0,22.0,23.0,14.0,56.0,2.0,827.0,24.0,3.0,93.0,,9.0,8.0,128.0,41.0,1440.0,265.0,16.0,2.0,45.0,17.0,38.0,28.0,65.0,,23.0,606.0,,13.0,8.0,71.0,,,,,,1.0,,,,,,,1.0,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,2.0,1.0,1.0,52.0,24.0,21.0,3.0,81.0,10.0,29.0,9.0,3.0,597.0,968.0,563.0,4.0,1638.0,31.0,15.0,,128.0,17.0,163.0,1500.0,44.0,1598.0,177.0,,,54.0,1801.0,,672.0,34.0,145.0,25.0,54.0,34.0,117.0,160.0,53.0,6.0,1.0,31.0,41.0,41.0,112.0,4.0,2220.0,45.0,,219.0,6.0,22.0,5.0,322.0,138.0,2696.0,524.0,30.0,7.0,139.0,48.0,24.0,70.0,277.0,,17.0,1759.0,8.0,7.0,2.0,288.0,,,,1.0,,4.0,2.0,,2.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
USA_MLS,2019,Portland Timbers,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,12,,,,,,,,,2.0,,,,172.0,87.0,109.0,,479.0,25.0,,,1.0,14.0,202.0,292.0,1.0,298.0,15.0,,,48.0,681.0,,392.0,15.0,2.0,,2.0,21.0,,1.0,73.0,3.0,,25.0,24.0,1.0,154.0,6.0,996.0,27.0,,209.0,,,,17.0,187.0,2250.0,400.0,25.0,,4.0,,198.0,,238.0,,1.0,374.0,,68.0,28.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,82.0,19.0,10.0,6.0,1.0,4.0,5.0,90.0,37.0,1.0,1.0,308.0,52.0,,31.0,1.0,,,,,,,,
USA_MLS,2019,Portland Timbers,d6vfmln3oxuel34y15hnp8bft,T. Conechny,Forward,19,1.0,5.0,2.0,4.0,4.0,16.0,2.0,6.0,2.0,2.0,2.0,3.0,60.0,136.0,59.0,5.0,167.0,16.0,,1.0,28.0,7.0,48.0,157.0,4.0,163.0,24.0,,,10.0,215.0,1.0,31.0,14.0,35.0,7.0,5.0,1.0,45.0,17.0,86.0,,14.0,16.0,5.0,10.0,41.0,,303.0,5.0,2.0,85.0,1.0,4.0,10.0,59.0,10.0,348.0,51.0,2.0,8.0,40.0,2.0,8.0,5.0,18.0,,7.0,211.0,4.0,1.0,,45.0,,,,3.0,2.0,,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Portland Timbers,7pyr8pgr06dm8leeji7nqp3o5,C. Dielna,Defender,5,,1.0,,12.0,3.0,15.0,6.0,18.0,3.0,6.0,3.0,6.0,101.0,195.0,207.0,11.0,522.0,16.0,2.0,,23.0,29.0,105.0,478.0,12.0,507.0,54.0,,1.0,35.0,627.0,,328.0,45.0,39.0,1.0,7.0,65.0,36.0,25.0,40.0,3.0,4.0,16.0,14.0,7.0,76.0,3.0,781.0,16.0,1.0,120.0,1.0,3.0,12.0,93.0,44.0,1087.0,283.0,12.0,1.0,43.0,11.0,62.0,17.0,79.0,,16.0,609.0,,33.0,10.0,48.0,,,,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Portland Timbers,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17,1.0,21.0,1.0,7.0,20.0,99.0,18.0,13.0,3.0,6.0,,18.0,122.0,326.0,169.0,27.0,428.0,35.0,4.0,11.0,75.0,68.0,153.0,405.0,12.0,417.0,121.0,,,30.0,581.0,11.0,105.0,128.0,135.0,16.0,27.0,20.0,156.0,53.0,92.0,6.0,9.0,35.0,32.0,18.0,141.0,4.0,906.0,36.0,14.0,273.0,10.0,8.0,48.0,256.0,23.0,2373.0,134.0,26.0,14.0,133.0,12.0,20.0,23.0,66.0,4.0,60.0,569.0,31.0,7.0,,128.0,,,,,1.0,4.0,3.0,,3.0,,,,1.0,,12.0,4.0,1.0,5.0,11.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2019,Portland Timbers,4w21suigchse7vkzgbl98dt61,M. Farfan,Defender,32,,,,3.0,1.0,,1.0,3.0,2.0,,16.0,1.0,4.0,22.0,18.0,,42.0,3.0,1.0,,9.0,3.0,16.0,40.0,6.0,42.0,8.0,,,6.0,58.0,,20.0,7.0,13.0,1.0,1.0,9.0,12.0,5.0,23.0,,,3.0,2.0,7.0,11.0,1.0,115.0,2.0,1.0,26.0,,6.0,,21.0,2.0,190.0,24.0,3.0,1.0,11.0,2.0,5.0,3.0,12.0,,4.0,58.0,,4.0,,14.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
