liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Atlético de San Luis,20j8xghlerqel5oanhmz06t3p,O. Benítez,Forward,32,11.0,10.0,1.0,9.0,60.0,5.0,324.0,146.0,391.0,4.0,110.0,17.0,59.0,66.0,14.0,7.0,54.0,8.0,1.0,,533.0,59.0,120.0,17.0,6.0,188.0,,50.0,3.0,134.0,1.0,89.0,16.0,10.0,9.0,23.0,47.0,49.0,12.0,11.0,9.0,383.0,9.0,7.0,332.0,61.0,323.0,109.0,670.0,5.0,15.0,108.0,1.0,25.0,1.0,2.0,,6.0,,15.0,1.0,2.0,17.0,,8.0,,5.0,1.0,11.0,7.0,2.0,2.0,7.0,1.0,15.0,3.0,1.0,,,6.0,,1.0,1.0,,0.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,0,13.0,5.0,,4.0,18.0,17.0,79.0,15.0,108.0,1.0,64.0,6.0,32.0,37.0,10.0,25.0,45.0,4.0,1.0,,201.0,28.0,82.0,12.0,,68.0,,27.0,2.0,32.0,6.0,19.0,3.0,10.0,2.0,9.0,20.0,28.0,42.0,13.0,1.0,106.0,1.0,6.0,80.0,20.0,76.0,25.0,451.0,1.0,6.0,40.0,0.0,9.0,,11.0,1.0,6.0,,3.0,1.0,2.0,5.0,,19.0,1.0,1.0,,6.0,,3.0,3.0,14.0,2.0,9.0,6.0,8.0,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,,2.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,9x4zu1o3adl4otm7wqzqvz6xh,Unai Bilbao,Defender,20,13.0,18.0,26.0,54.0,42.0,18.0,500.0,375.0,624.0,67.0,100.0,28.0,23.0,37.0,21.0,35.0,69.0,2.0,,3.0,797.0,91.0,106.0,25.0,,158.0,1.0,37.0,4.0,270.0,2.0,83.0,2.0,10.0,13.0,8.0,34.0,65.0,53.0,13.0,54.0,587.0,16.0,2.0,533.0,19.0,479.0,248.0,1170.0,3.0,21.0,53.0,0.0,4.0,18.0,,,5.0,1.0,9.0,,,3.0,,12.0,,3.0,,1.0,,,3.0,6.0,,12.0,,1.0,,,,,1.0,,,0.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,90guns09mguhjj0yacn0gsn9x,J. Castro,Forward,2,13.0,9.0,6.0,6.0,36.0,12.0,179.0,61.0,221.0,3.0,84.0,9.0,58.0,41.0,14.0,2.0,50.0,9.0,5.0,,366.0,36.0,91.0,17.0,5.0,128.0,,25.0,3.0,53.0,10.0,36.0,5.0,10.0,7.0,6.0,48.0,38.0,14.0,13.0,11.0,215.0,5.0,11.0,185.0,29.0,179.0,74.0,718.0,1.0,10.0,77.0,2.0,18.0,,6.0,,5.0,,9.0,4.0,1.0,12.0,,12.0,1.0,4.0,,4.0,1.0,4.0,1.0,12.0,7.0,26.0,1.0,7.0,4.0,,,,4.0,1.0,,0.0,4.0,,3.0,1.0,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,3vzhaojt7khed6aejvrhatvx1,M. Catalán,Defender,4,18.0,16.0,30.0,42.0,85.0,24.0,379.0,196.0,525.0,40.0,281.0,31.0,87.0,87.0,26.0,38.0,88.0,23.0,113.0,11.0,941.0,141.0,175.0,31.0,1.0,197.0,20.0,92.0,5.0,192.0,68.0,202.0,9.0,10.0,18.0,20.0,50.0,178.0,62.0,18.0,49.0,520.0,17.0,68.0,384.0,63.0,342.0,44.0,1613.0,14.0,30.0,113.0,1.0,28.0,5.0,,,6.0,2.0,29.0,1.0,7.0,17.0,,23.0,3.0,9.0,1.0,18.0,,9.0,2.0,8.0,18.0,4.0,6.0,2.0,9.0,1.0,,,1.0,1.0,,1.0,0.0,,,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,dfiuizappf530v5mysihfbv11,R. Centurión,Forward,10,9.0,,1.0,,14.0,8.0,59.0,19.0,82.0,,53.0,6.0,17.0,27.0,3.0,2.0,13.0,2.0,1.0,,135.0,22.0,40.0,5.0,2.0,41.0,,20.0,2.0,20.0,7.0,20.0,1.0,10.0,2.0,4.0,11.0,23.0,10.0,9.0,2.0,81.0,1.0,7.0,60.0,19.0,60.0,25.0,278.0,1.0,1.0,30.0,0.0,14.0,,7.0,1.0,5.0,,2.0,,2.0,4.0,,4.0,2.0,,1.0,9.0,,,,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,bijkyq3dfwpy22qabssbvkic5,J. Cortés,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,d707x4y1d06ojf0dul6r17i6t,D. Escalante,Defender,3,8.0,11.0,15.0,16.0,19.0,4.0,118.0,75.0,178.0,15.0,76.0,10.0,25.0,40.0,6.0,17.0,48.0,2.0,38.0,1.0,316.0,52.0,88.0,7.0,2.0,52.0,4.0,29.0,1.0,86.0,5.0,6.0,13.0,10.0,6.0,21.0,31.0,47.0,21.0,8.0,23.0,170.0,3.0,5.0,126.0,36.0,110.0,61.0,522.0,6.0,17.0,67.0,0.0,7.0,5.0,2.0,,3.0,1.0,5.0,,1.0,4.0,,1.0,2.0,3.0,,2.0,,1.0,2.0,3.0,3.0,12.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,44cplnd0k0y93sjrcmybvt42d,F. Gallegos,Forward,0,18.0,21.0,5.0,49.0,116.0,19.0,510.0,239.0,597.0,15.0,128.0,26.0,62.0,80.0,16.0,10.0,75.0,10.0,5.0,,822.0,72.0,155.0,19.0,7.0,287.0,,55.0,3.0,181.0,6.0,142.0,11.0,10.0,18.0,17.0,65.0,52.0,29.0,18.0,17.0,582.0,14.0,6.0,525.0,61.0,476.0,212.0,1501.0,13.0,34.0,126.0,0.0,19.0,5.0,,,9.0,5.0,28.0,2.0,,13.0,,5.0,1.0,18.0,3.0,6.0,,1.0,4.0,14.0,4.0,19.0,7.0,5.0,1.0,1.0,,,4.0,3.0,3.0,1.0,3.0,,1.0,,3.0,,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,859mwci0yh1y8n6r1kprs90wl,Ian González,Forward,22,17.0,6.0,,27.0,30.0,32.0,299.0,118.0,392.0,21.0,131.0,18.0,119.0,73.0,19.0,36.0,74.0,17.0,,,556.0,75.0,147.0,22.0,14.0,199.0,,69.0,3.0,64.0,6.0,97.0,5.0,10.0,17.0,12.0,38.0,63.0,68.0,17.0,6.0,371.0,5.0,6.0,317.0,41.0,290.0,112.0,1290.0,2.0,8.0,79.0,0.0,25.0,1.0,,4.0,4.0,,12.0,5.0,,13.0,1.0,27.0,2.0,4.0,2.0,5.0,,,3.0,12.0,3.0,19.0,17.0,8.0,,6.0,,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,7pllpe90p67chza7qfpqjuv9x,R. González,Defender,5,12.0,8.0,14.0,43.0,44.0,29.0,395.0,289.0,483.0,45.0,64.0,35.0,21.0,48.0,15.0,24.0,47.0,1.0,3.0,10.0,596.0,61.0,95.0,17.0,2.0,133.0,,33.0,2.0,161.0,1.0,180.0,5.0,10.0,11.0,13.0,23.0,27.0,53.0,12.0,28.0,455.0,10.0,1.0,422.0,19.0,379.0,121.0,919.0,3.0,11.0,42.0,0.0,,8.0,1.0,,3.0,1.0,11.0,1.0,,2.0,,8.0,4.0,4.0,,,,,2.0,3.0,,10.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,azjh11myjkof3eve62463bd62,C. Gutiérrez,Midfielder,14,3.0,,2.0,,8.0,5.0,51.0,20.0,66.0,1.0,34.0,5.0,19.0,17.0,6.0,4.0,10.0,1.0,,,115.0,15.0,27.0,6.0,2.0,35.0,,11.0,,13.0,8.0,16.0,3.0,10.0,3.0,5.0,6.0,18.0,9.0,3.0,4.0,66.0,1.0,8.0,51.0,12.0,51.0,18.0,230.0,1.0,1.0,18.0,0.0,6.0,1.0,,,3.0,,6.0,1.0,3.0,4.0,,2.0,,2.0,,2.0,,4.0,,3.0,,1.0,,,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,8g3r4knkrxk8fkf5k1cktstpm,D. Hernández,Forward,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,9ust2jottz8epaowj06jc0u7d,N. Ibáñez,Forward,9,16.0,4.0,2.0,12.0,24.0,53.0,214.0,81.0,303.0,5.0,131.0,10.0,116.0,104.0,21.0,33.0,65.0,8.0,6.0,,497.0,66.0,169.0,26.0,2.0,157.0,1.0,60.0,5.0,48.0,15.0,71.0,8.0,10.0,16.0,25.0,32.0,71.0,86.0,16.0,6.0,279.0,,15.0,237.0,51.0,225.0,68.0,1399.0,5.0,9.0,83.0,2.0,21.0,,,3.0,18.0,1.0,19.0,10.0,7.0,11.0,,63.0,2.0,7.0,2.0,13.0,,1.0,1.0,42.0,13.0,12.0,18.0,24.0,1.0,13.0,,,9.0,,1.0,3.0,6.0,1.0,9.0,6.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,3eouj3u1dcnfl8v3lon06f07p,J. Laso,Defender,25,11.0,15.0,25.0,44.0,72.0,9.0,340.0,263.0,454.0,41.0,106.0,29.0,39.0,40.0,12.0,21.0,51.0,2.0,5.0,4.0,584.0,92.0,91.0,17.0,1.0,100.0,,33.0,5.0,199.0,1.0,140.0,9.0,10.0,11.0,19.0,30.0,64.0,30.0,11.0,59.0,431.0,7.0,1.0,362.0,31.0,318.0,76.0,945.0,5.0,20.0,61.0,0.0,,7.0,,,5.0,2.0,6.0,,,2.0,1.0,8.0,3.0,4.0,2.0,,,1.0,5.0,7.0,,9.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Atlético de San Luis,2wnqoxtt8xlglpndyjb5rb622,Kike Cadete,Defender,0,11.0,2.0,12.0,14.0,32.0,30.0,182.0,149.0,242.0,30.0,61.0,22.0,16.0,50.0,8.0,12.0,20.0,1.0,18.0,3.0,344.0,48.0,70.0,12.0,,45.0,1.0,29.0,4.0,89.0,2.0,50.0,4.0,10.0,7.0,11.0,8.0,28.0,42.0,11.0,19.0,228.0,11.0,2.0,194.0,20.0,180.0,87.0,683.0,2.0,4.0,28.0,0.0,2.0,3.0,4.0,,2.0,3.0,9.0,,,,,4.0,,2.0,,,,,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
