liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Atlanta Silverbacks,dzrt6slcyqx6cg2s9yz8p4pud,Abdulrahman Bangura,Defender,15.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,19.0,6.0,1.0,20.0,39.0,1.0,,10.0,5.0,15.0,16.0,2.0,6.0,,,1.0,4.0,8.0,10.0,,16.0,4.0,5.0,,4.0,4.0,,,7.0,,,10.0,,,,,,3.0,1.0,,,,3.0,1.0,1.0,8.0,4.0,,1.0,5.0,2.0,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,c6n8l1z3vdkwxh8e71us851wp,Adnan Bangura,Defender,6.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,22.0,7.0,,22.0,31.0,2.0,2.0,8.0,7.0,14.0,14.0,,5.0,,,,4.0,9.0,7.0,4.0,12.0,8.0,6.0,,7.0,3.0,1.0,,6.0,,,1.0,,,,,1.0,3.0,1.0,,1.0,,,4.0,2.0,8.0,3.0,3.0,,5.0,,3.0,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,1mdrakj4ttefqo8r6gese2wvd,K. Brown,Defender,72.0,84.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,,,,,,,27.0,11.0,,28.0,37.0,,3.0,6.0,3.0,19.0,19.0,,2.0,,,,6.0,9.0,9.0,3.0,16.0,9.0,3.0,,9.0,4.0,,,19.0,,,3.0,,,,,,3.0,1.0,,,,3.0,2.0,2.0,6.0,4.0,1.0,,2.0,2.0,4.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,atm6b2yr8guhv623qermmdg4p,M. Carr,Goalkeeper,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,3w03n14bsn4w989a2ys6s5vx1,M. Garcia,Defender,18.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,1.0,,,,,,38.0,19.0,,42.0,61.0,2.0,2.0,4.0,2.0,30.0,34.0,1.0,1.0,,,1.0,4.0,16.0,15.0,4.0,32.0,8.0,16.0,1.0,12.0,4.0,,,14.0,,,3.0,,,,,3.0,10.0,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,2.0,3.0,4.0,,1.0,,1.0,2.0,2.0,,,,,2.0,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,84rv5k5sfzi3tzicmrqum69qt,A. Harlley,Midfielder,14.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,1.0,,,,16.0,9.0,3.0,19.0,33.0,5.0,3.0,10.0,3.0,9.0,12.0,3.0,6.0,,,,2.0,14.0,3.0,5.0,9.0,7.0,4.0,2.0,6.0,2.0,1.0,,5.0,,,,,,,,,7.0,,,,,,,,7.0,4.0,3.0,,3.0,,4.0,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,f3hhjzp25ms8qnt0dh1p04q21,D. Harmon,Midfielder,20.0,29.0,,,1.0,10.0,,1.0,,,1.0,,,,,2.0,2.0,,2.0,16.0,1.0,,8.0,,2.0,2.0,,3.0,,,,,3.0,1.0,,2.0,,1.0,,1.0,2.0,,,1.0,,,2.0,,,,,2.0,,,,,1.0,1.0,1.0,,8.0,5.0,1.0,,3.0,1.0,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,8jxpwn0i3akforwkvlo6vaymt,T. Hunter,Goalkeeper,24.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,20.0,3.0,,31.0,41.0,,8.0,,4.0,12.0,17.0,,,1.0,13.0,9.0,14.0,14.0,14.0,,9.0,14.0,7.0,,11.0,14.0,3.0,,20.0,,1.0,,1.0,,,3.0,,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,6bmh8zcxsl7sby8jzjxjbqod1,k. Issahaku,Defender,2.0,6.0,,,1.0,10.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Atlanta Silverbacks,ee6ue12shayc4qubdc28dojbp,J. Johanning,Midfielder,11.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,22.0,11.0,,22.0,39.0,4.0,2.0,7.0,10.0,15.0,15.0,,4.0,,,,,12.0,5.0,7.0,13.0,7.0,6.0,1.0,8.0,,,,2.0,,,,,,,,4.0,4.0,,,,1.0,2.0,1.0,,7.0,3.0,1.0,,4.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,,2.0,,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
