liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Forward Madison FC,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,80,22.0,12.0,10.0,13.0,53.0,72.0,62.0,28.0,34.0,84.0,2.0,13.0,2.0,14.0,13.0,1.0,40.0,16.0,24.0,10.0,72.0,,256.0,1.0,,,34.0,6.0,2.0,23.0,,57.0,4.0,7.0,8.0,8.0,12.0,215.0,129.0,100.0,212.0,6.0,,599.0,8.0,1.0,8.0,5.0,68.0,266.0,10.0,224.0,7.0,22.0,42.0,370.0,5.0,8.0,36.0,34.0,1.0,0.0,2.0,0.0,6.0,1.0,5.0,72.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,6.0,,5.0,,1.0,9.0,,9.0,4.0,1.0,15.0,,,5.0,,1.0,,1.0,6.0,1.0,1.0,,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,11.0,8.0,3.0,17.0,52.0,89.0,69.0,37.0,32.0,81.0,2.0,17.0,1.0,9.0,8.0,1.0,58.0,29.0,29.0,10.0,61.0,1.0,252.0,,,,41.0,8.0,3.0,30.0,,61.0,6.0,7.0,5.0,9.0,8.0,210.0,149.0,67.0,205.0,3.0,1.0,822.0,15.0,1.0,4.0,9.0,87.0,255.0,13.0,213.0,7.0,19.0,42.0,380.0,6.0,6.0,46.0,36.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,11.0,1.0,,2.0,,7.0,,7.0,10.0,,10.0,1.0,,18.0,,9.0,8.0,,5.0,,,2.0,,4.0,,,3.0,,1.0,,3.0,2.0,,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,nf7309x7y9o6bzd3ggpu6r55,L. Bell,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,2pfa25oqak0a20eafqxavppuc,R. Binns,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,842jc9ip6cmresz7ouwhafl04,D. Boltz,Forward,99,12.0,9.0,3.0,5.0,8.0,13.0,27.0,22.0,5.0,11.0,1.0,5.0,,6.0,6.0,,15.0,13.0,2.0,10.0,5.0,1.0,32.0,,,,7.0,7.0,4.0,2.0,,13.0,,3.0,,2.0,1.0,16.0,12.0,9.0,20.0,1.0,,162.0,8.0,,1.0,1.0,34.0,37.0,1.0,21.0,1.0,5.0,16.0,69.0,1.0,2.0,16.0,14.0,,,,0.0,1.0,,,31.0,,,,,2.0,,1.0,2.0,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,8,77.0,50.0,27.0,23.0,134.0,152.0,200.0,117.0,83.0,167.0,12.0,23.0,1.0,16.0,12.0,1.0,123.0,67.0,56.0,10.0,131.0,1.0,499.0,,2.0,1.0,72.0,30.0,17.0,40.0,1.0,74.0,5.0,10.0,5.0,14.0,11.0,386.0,255.0,151.0,381.0,25.0,2.0,1227.0,20.0,1.0,8.0,29.0,211.0,506.0,11.0,392.0,35.0,19.0,114.0,766.0,10.0,19.0,136.0,95.0,8.0,1.0,0.0,0.0,6.0,3.0,6.0,126.0,4.0,,,,17.0,,6.0,13.0,,9.0,3.0,1.0,17.0,,47.0,19.0,9.0,25.0,2.0,,9.0,,10.0,1.0,,30.0,,1.0,,14.0,1.0,2.0,20.0,1.0,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,61.0,23.0,38.0,30.0,321.0,336.0,235.0,101.0,134.0,134.0,11.0,30.0,1.0,31.0,25.0,,174.0,78.0,96.0,10.0,157.0,4.0,702.0,5.0,1.0,,168.0,37.0,18.0,62.0,,98.0,9.0,8.0,17.0,8.0,11.0,595.0,322.0,298.0,592.0,10.0,3.0,2038.0,45.0,,44.0,24.0,278.0,710.0,22.0,603.0,16.0,72.0,107.0,1167.0,31.0,15.0,127.0,92.0,5.0,1.0,0.0,0.0,10.0,11.0,23.0,137.0,6.0,1.0,,1.0,18.0,,13.0,22.0,,8.0,18.0,2.0,66.0,,60.0,59.0,13.0,40.0,3.0,,8.0,3.0,6.0,,2.0,1.0,1.0,2.0,,17.0,17.0,4.0,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,eecchw0xji02pxoauns30bm5l,J. Carrera,Midfielder,21,7.0,6.0,1.0,9.0,48.0,44.0,50.0,27.0,23.0,70.0,5.0,9.0,,6.0,2.0,,43.0,21.0,22.0,10.0,61.0,,225.0,,,,19.0,6.0,5.0,23.0,,63.0,,3.0,2.0,6.0,8.0,179.0,93.0,105.0,188.0,7.0,,551.0,5.0,,11.0,11.0,65.0,242.0,2.0,196.0,11.0,,46.0,325.0,1.0,18.0,42.0,28.0,3.0,,,0.0,,3.0,,,4.0,,1.0,,3.0,,2.0,6.0,,2.0,,,9.0,,9.0,2.0,8.0,13.0,1.0,,8.0,2.0,4.0,1.0,,10.0,,,,2.0,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,5a14hgcyexcxegx7yxswuh562,M. Chilaka,Defender,2,40.0,19.0,21.0,22.0,78.0,291.0,109.0,49.0,60.0,430.0,8.0,22.0,,23.0,17.0,,69.0,30.0,39.0,10.0,393.0,1.0,1062.0,,,,160.0,10.0,5.0,50.0,,191.0,2.0,5.0,5.0,,64.0,967.0,404.0,591.0,930.0,13.0,40.0,1572.0,8.0,,87.0,21.0,169.0,1092.0,3.0,994.0,24.0,16.0,98.0,1404.0,5.0,47.0,69.0,51.0,4.0,,,0.0,1.0,10.0,1.0,10.0,6.0,,2.0,1.0,5.0,,1.0,17.0,,2.0,46.0,1.0,10.0,,4.0,4.0,15.0,33.0,2.0,1.0,16.0,3.0,11.0,,2.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Forward Madison FC,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,114.0,49.0,65.0,29.0,200.0,416.0,230.0,105.0,125.0,855.0,9.0,29.0,1.0,42.0,35.0,,116.0,56.0,60.0,10.0,140.0,,1677.0,4.0,,,216.0,48.0,15.0,95.0,,569.0,3.0,,5.0,1.0,89.0,1360.0,625.0,828.0,1344.0,25.0,62.0,2610.0,18.0,,140.0,22.0,506.0,1764.0,12.0,1433.0,37.0,24.0,331.0,2471.0,9.0,164.0,283.0,167.0,2.0,0.0,1.0,0.0,7.0,13.0,13.0,105.0,7.0,1.0,1.0,,26.0,1.0,9.0,29.0,,,176.0,2.0,21.0,,58.0,39.0,93.0,106.0,7.0,,26.0,15.0,12.0,,,21.0,,1.0,,20.0,13.0,2.0,14.0,2.0,,1.0,,6.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
