liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,Midfielder,8,299.0,,227.0,35.0,1.0,109.0,2.0,7.0,50.0,92.0,3.0,26.0,233.0,,1.0,7.0,189.0,4.0,33.0,,57.0,9.0,34.0,15.0,3.0,6.0,1.0,276.0,,4.0,,27.0,90.0,10.0,13.0,11.0,2.0,1.0,29.0,,4.0,2.0,4.0,,1.0,15.0,51.0,196.0,200.0,2.0,2.0,1.0,,16.0,3.0,,12.0,,1.0,2.0,,1.0,4.0,1.0,5.0,1.0,1.0,,5.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,3oz349uss092g2kxi8adsj4l,M. Borjan,Goalkeeper,18,360.0,,79.0,,,10.0,7.0,23.0,25.0,87.0,1.0,1.0,121.0,,,,75.0,5.0,24.0,,24.0,1.0,19.0,23.0,4.0,,5.0,151.0,,4.0,,3.0,70.0,10.0,1.0,22.0,,,3.0,2.0,6.0,,4.0,,,2.0,27.0,66.0,97.0,,2.0,,1.0,2.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,10.0,40.0,1.0,3.0,4.0,7.0,9.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,2,90.0,10.0,17.0,1.0,,4.0,,,8.0,10.0,2.0,3.0,17.0,,,,14.0,2.0,3.0,,,,3.0,1.0,1.0,2.0,2.0,39.0,,1.0,1.0,4.0,7.0,10.0,2.0,,,,4.0,,3.0,2.0,1.0,,,2.0,9.0,14.0,14.0,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,19,257.0,,39.0,18.0,,18.0,,1.0,25.0,16.0,2.0,13.0,48.0,2.0,11.0,1.0,33.0,5.0,14.0,,12.0,1.0,12.0,7.0,3.0,4.0,2.0,91.0,,4.0,,19.0,6.0,10.0,8.0,1.0,3.0,2.0,26.0,1.0,6.0,,4.0,,,13.0,12.0,26.0,34.0,7.0,,,1.0,18.0,1.0,4.0,6.0,,,3.0,4.0,5.0,12.0,6.0,18.0,1.0,,1.0,2.0,,8.0,,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,5.0,,5.0,4.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,7ujr3n286xjhtwsrckvkbldxx,D. Cornelius,Defender,4,360.0,,205.0,17.0,,34.0,,5.0,27.0,154.0,10.0,21.0,214.0,,7.0,3.0,181.0,5.0,26.0,,76.0,1.0,16.0,23.0,4.0,2.0,10.0,258.0,,4.0,6.0,21.0,72.0,10.0,26.0,7.0,1.0,12.0,41.0,10.0,6.0,,4.0,,,7.0,49.0,179.0,188.0,20.0,2.0,,7.0,15.0,3.0,3.0,14.0,,,1.0,3.0,8.0,4.0,3.0,5.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,Forward,20,303.0,,111.0,23.0,,61.0,1.0,1.0,38.0,36.0,7.0,16.0,114.0,,3.0,2.0,93.0,4.0,17.0,,23.0,3.0,15.0,19.0,3.0,2.0,3.0,178.0,1.0,4.0,1.0,40.0,16.0,10.0,22.0,4.0,11.0,2.0,45.0,,4.0,1.0,4.0,,2.0,20.0,52.0,94.0,97.0,5.0,2.0,2.0,6.0,23.0,1.0,,20.0,,,1.0,5.0,3.0,15.0,1.0,29.0,8.0,1.0,4.0,1.0,,10.0,,1.0,3.0,,,,,,,,,,,1.0,2.0,6.0,,5.0,4.0,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,582uvj0i3dvm0zwbou9q68pgp,A. Davies,Midfielder,12,320.0,15.0,130.0,22.0,3.0,57.0,2.0,5.0,69.0,52.0,5.0,24.0,135.0,2.0,7.0,13.0,101.0,5.0,29.0,2.0,71.0,10.0,23.0,33.0,4.0,6.0,11.0,246.0,4.0,4.0,1.0,59.0,32.0,10.0,34.0,5.0,9.0,7.0,70.0,3.0,6.0,5.0,4.0,1.0,2.0,32.0,10.0,103.0,106.0,11.0,,2.0,2.0,36.0,3.0,5.0,27.0,1.0,,4.0,3.0,4.0,4.0,2.0,20.0,15.0,4.0,4.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,82oq25egie3khgxx0yfbo76jt,M. Godinho,Defender,23,270.0,30.0,121.0,20.0,,36.0,,4.0,47.0,57.0,10.0,27.0,124.0,,2.0,5.0,89.0,3.0,31.0,,4.0,1.0,24.0,23.0,3.0,4.0,11.0,203.0,,3.0,1.0,26.0,53.0,10.0,19.0,4.0,3.0,1.0,29.0,5.0,3.0,4.0,3.0,,,8.0,47.0,90.0,93.0,3.0,2.0,,8.0,10.0,2.0,5.0,18.0,,,1.0,,2.0,,1.0,3.0,2.0,4.0,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Canada,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,15,241.0,,131.0,3.0,,18.0,3.0,11.0,27.0,95.0,2.0,13.0,137.0,1.0,4.0,1.0,105.0,5.0,24.0,,22.0,,13.0,9.0,3.0,,11.0,164.0,,3.0,,9.0,52.0,10.0,12.0,8.0,,9.0,19.0,12.0,6.0,,3.0,,,6.0,60.0,108.0,113.0,10.0,,,1.0,7.0,1.0,6.0,3.0,,1.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
