liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Appearances,Leftside Passes,Total Passes,Unsuccessful Short Passes,Total Losses Of Possession,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Rightside Passes,Successful Passes Own Half,Unsuccessful Long Passes,Open Play Passes,Starts,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Saves Made from Inside Box,Total Clearances,Touches,Index,Penalties Faced,Punches,Recoveries,Unsuccessful Passes Own Half,Goals Conceded,Saves Made from Outside Box,Successful Short Passes,Goals Conceded Inside Box,Saves Made,Unsuccessful Passes Opposition Half,GK Successful Distribution,Unsuccessful Launches,Penalty Goals Conceded,Saves made - parried,Home Goals,Away Goals,Winning Goal,Total Tackles,Foul Attempted Tackle,Ground Duels,Duels,Successful Passes Opposition Half,Times Tackled,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Duels won,Ground Duels won,Duels lost,Successful Dribbles,Tackles Won,Total Fouls Won,Total Fouls Conceded,Ground Duels lost,Backward Passes,PutThrough/Blocked Distribution,Successful Long Passes,Aerial Duels,Interceptions,Aerial Duels lost,Throw Ins to Own Player,Aerial Duels won,Handballs conceded,Unsuccessful lay-offs,Throw Ins to Opposition Player,Tackles Lost,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Total Touches In Opposition Box,Successful Launches,Blocks,Penalties Conceded,Offsides,Blocked Shots,Key Passes (Attempt Assists),Right Foot Goals,Total Shots,Shots On Target ( inc goals ),Goals from Inside Box,GK Unsuccessful Distribution,Successful Crosses & Corners,Successful Lay-offs,Successful Crosses open play,Shots Off Target (inc woodwork),Goals from Outside Box,Assists (Intentional),Attempts from Set Pieces,Corners Won,Left Foot Goals,Overruns,Goal Assists,Clean Sheets,Goalkeeper Smother,Saves made - caught,Goal Kicks,Drops,Catches,Unsuccessful Corners into Box,Corners Taken (incl short corners),Headed Goals,Hit Woodwork,Foul Won Penalty,Successful Corners into Box,Penalties Taken,Penalty Goals,Through balls,Second Goal Assists,Saves from Penalty,Penalties Saved,Goals Conceded Outside Box,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Set Pieces Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,df050vpxeqc9zrp9pb6fzw296,D. Alguera,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,acq081nhaufdedbfzr5abvm51,J. Barahona,Defender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,20.0,1.0,,,,,,1.0,,1.0,,9.0,3.0,4.0,6.0,3.0,6.0,2.0,2.0,,9.0,,6.0,18.0,,1.0,14.0,14.0,,,,1.0,,,6.0,,,3.0,,,,,,,0.0,,,3.0,4.0,4.0,,,,,,4.0,,,,1.0,3.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,9ukxlpvyr4nnr2bkqtrb7ls5x,N. Bonilla,Forward,0.0,6.0,1.0,,,,,3.0,1.0,6.0,20.0,82.0,15.0,33.0,15.0,15.0,64.0,17.0,16.0,,79.0,3.0,67.0,305.0,,,134.0,100.0,,,8.0,1.0,2.0,,66.0,1.0,,16.0,,,,,0.0,1.0,1.0,3.0,3.0,25.0,40.0,51.0,7.0,3.0,1.0,21.0,13.0,19.0,4.0,3.0,7.0,4.0,12.0,30.0,2.0,1.0,15.0,,7.0,2.0,8.0,,1.0,,,2.0,2.0,19.0,,1.0,,2.0,,6.0,1.0,13.0,7.0,1.0,,,4.0,,6.0,,,,5.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,0.0,4.0,,,,,,2.0,2.0,4.0,11.0,71.0,6.0,15.0,9.0,8.0,60.0,24.0,37.0,2.0,68.0,2.0,63.0,203.0,,,90.0,53.0,,,6.0,5.0,2.0,,63.0,2.0,,4.0,,1.0,,,,,0.0,3.0,1.0,12.0,14.0,27.0,,,1.0,7.0,7.0,7.0,1.0,2.0,3.0,3.0,5.0,27.0,2.0,,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,b7s0uzl5uzqqhuhg3ng8lnbvt,K. Carabantes,Goalkeeper,0.0,1.0,,,,,,,,1.0,9.0,30.0,,9.0,13.0,9.0,14.0,8.0,18.0,9.0,17.0,1.0,21.0,90.0,1.0,1.0,37.0,52.0,,1.0,3.0,1.0,2.0,2.0,17.0,1.0,3.0,8.0,7.0,5.0,,1.0,,,0.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,,,,,,1.0,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,9vkgwmwf1dv1i8x50k3vp3xpm,M. Cartagena,Midfielder,23.0,2.0,,,,,,1.0,1.0,2.0,21.0,71.0,9.0,13.0,20.0,11.0,60.0,18.0,37.0,2.0,71.0,1.0,60.0,107.0,,,81.0,23.0,,,10.0,6.0,,,58.0,,,6.0,,,,,,,0.0,4.0,1.0,10.0,13.0,23.0,,,,7.0,5.0,6.0,,1.0,1.0,1.0,5.0,12.0,2.0,2.0,3.0,1.0,1.0,,2.0,,,,3.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,4i0iq31lu0vvjfgk8kqyec72t,D. Cerén,Midfielder,0.0,15.0,2.0,1.0,,,,5.0,7.0,15.0,124.0,499.0,65.0,140.0,169.0,91.0,395.0,141.0,167.0,26.0,484.0,10.0,408.0,860.0,,5.0,657.0,39.0,,,80.0,25.0,9.0,,361.0,9.0,,70.0,,7.0,,,0.0,2.0,0.0,24.0,12.0,93.0,110.0,245.0,16.0,3.0,4.0,58.0,50.0,52.0,8.0,15.0,18.0,20.0,43.0,65.0,10.0,47.0,17.0,13.0,9.0,1.0,8.0,1.0,,,9.0,4.0,3.0,14.0,1.0,7.0,,2.0,1.0,17.0,2.0,7.0,6.0,2.0,,4.0,3.0,3.0,1.0,,,,2.0,,,,2.0,,,,,,1.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,d1973ba700aqelx8u2e03obca,L. Claros,Defender,0.0,2.0,,,,,,2.0,,2.0,19.0,39.0,5.0,10.0,17.0,8.0,30.0,1.0,24.0,3.0,37.0,,31.0,84.0,,2.0,49.0,10.0,,,5.0,3.0,1.0,,31.0,1.0,,6.0,,1.0,1.0,,,,0.0,4.0,,4.0,5.0,7.0,,,,5.0,4.0,,,1.0,,,,2.0,1.0,,1.0,,,1.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2022 Qatar,El Salvador,9pwxnznkg0t5pjvpm3gc7ic45,R. Domínguez,Defender,3.0,10.0,,3.0,,,,4.0,1.0,10.0,56.0,216.0,24.0,57.0,106.0,52.0,153.0,37.0,114.0,28.0,200.0,6.0,164.0,579.0,,33.0,305.0,100.0,,,24.0,18.0,7.0,,148.0,6.0,,34.0,,14.0,1.0,,,,0.0,10.0,6.0,33.0,55.0,51.0,1.0,,3.0,33.0,21.0,22.0,1.0,7.0,11.0,7.0,12.0,17.0,4.0,16.0,22.0,14.0,10.0,,12.0,,,,3.0,,,3.0,2.0,4.0,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
