liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,9nu96uyhtoq565f332lcyhzop,G. Alcalá,Goalkeeper,33,,,83.0,4.0,72.0,160.0,,2.0,1.0,,1.0,23.0,,,,21.0,,3.0,5.0,,,23.0,,,1.0,3.0,,,,1.0,,1.0,,93.0,,,20.0,,,10.0,,,31.0,2.0,,2.0,,,4.0,,48.0,,82.0,,1.0,,14.0,23.0,71.0,,,13.0,69.0,,360.0,18.0,3.0,60.0,,,,,116.0,,4.0,,10.0,1.0,2.0,,,0.0,,,,,11.0,,,,,,,,,,,,,5.0,1.0,3.0,1.0,2.0,,,,,,,1.0,,,3.0,2.0,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,2mcy76o0t3fqqdwtvc0v2n42y,P. Bennevendo,Defender,2,34.0,,245.0,18.0,482.0,1013.0,17.0,83.0,67.0,22.0,42.0,116.0,4.0,26.0,1.0,29.0,24.0,44.0,44.0,,4.0,184.0,5.0,,11.0,7.0,1.0,,9.0,72.0,94.0,20.0,1.0,511.0,7.0,5.0,81.0,5.0,25.0,270.0,,104.0,208.0,11.0,10.0,16.0,14.0,9.0,19.0,9.0,1.0,1.0,612.0,12.0,42.0,,59.0,58.0,266.0,4.0,12.0,41.0,496.0,,1513.0,1.0,150.0,64.0,58.0,1.0,18.0,7.0,627.0,3.0,19.0,3.0,10.0,36.0,114.0,,,0.0,,21.0,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,51gu23f6rpg1j0hs6d8dtpn56,J. Caicedo,Midfielder,8,30.0,4.0,353.0,19.0,753.0,1182.0,17.0,100.0,67.0,25.0,47.0,145.0,6.0,16.0,9.0,65.0,13.0,40.0,19.0,1.0,1.0,180.0,5.0,,25.0,6.0,5.0,1.0,1.0,75.0,118.0,22.0,,818.0,6.0,15.0,106.0,6.0,17.0,466.0,1.0,4.0,309.0,13.0,11.0,19.0,12.0,1.0,19.0,2.0,,5.0,946.0,17.0,50.0,,253.0,42.0,283.0,1.0,11.0,14.0,804.0,1.0,1548.0,,167.0,87.0,103.0,,17.0,9.0,963.0,7.0,19.0,3.0,10.0,42.0,125.0,1.0,0.0,1.0,,,,,3.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,ahinjunz19i5dwwuvg7l65rtg,M. Cásares,Defender,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,8tgmgddqyivjt0eenqik5mwut,Rubén Duarte,Defender,5,22.0,1.0,404.0,16.0,670.0,1123.0,16.0,66.0,36.0,15.0,32.0,122.0,4.0,26.0,2.0,69.0,13.0,38.0,40.0,,6.0,153.0,2.0,1.0,24.0,7.0,1.0,,19.0,42.0,73.0,17.0,,739.0,1.0,6.0,103.0,5.0,12.0,343.0,,67.0,89.0,11.0,10.0,16.0,6.0,16.0,16.0,4.0,,5.0,818.0,2.0,24.0,,342.0,67.0,357.0,8.0,3.0,41.0,702.0,,1422.0,,102.0,75.0,55.0,,7.0,10.0,861.0,3.0,16.0,2.0,10.0,36.0,66.0,,,0.0,,5.0,,,12.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,6v5x7dgivlzvwdv298ctd32ll,R. Ergas,Defender,22,28.0,2.0,125.0,13.0,307.0,738.0,16.0,72.0,71.0,21.0,36.0,78.0,3.0,12.0,5.0,15.0,11.0,25.0,16.0,,10.0,210.0,4.0,2.0,5.0,6.0,3.0,,62.0,67.0,112.0,15.0,,322.0,15.0,8.0,115.0,2.0,7.0,207.0,,51.0,7.0,5.0,13.0,7.0,27.0,61.0,16.0,1.0,,3.0,395.0,28.0,64.0,,193.0,32.0,88.0,10.0,17.0,23.0,317.0,,1109.0,,143.0,44.0,46.0,3.0,14.0,7.0,400.0,15.0,16.0,2.0,10.0,12.0,131.0,,,0.0,,12.0,,,10.0,,1.0,,,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,29,7.0,11.0,35.0,6.0,113.0,245.0,16.0,28.0,48.0,1.0,1.0,41.0,9.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,79.0,6.0,6.0,22.0,,7.0,1.0,2.0,6.0,49.0,,,116.0,4.0,14.0,39.0,3.0,22.0,82.0,5.0,1.0,33.0,5.0,5.0,8.0,33.0,2.0,16.0,,,2.0,144.0,11.0,26.0,1.0,46.0,4.0,29.0,1.0,2.0,1.0,103.0,,639.0,,76.0,15.0,37.0,10.0,3.0,5.0,157.0,3.0,16.0,1.0,10.0,44.0,32.0,1.0,0.0,0.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,3fy0iphvltx8ujfyvm87tno16,R. Galindo,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,d97w83jxuf5xhyeb9oiy375xx,J. González,Goalkeeper,34,,,230.0,15.0,202.0,578.0,,10.0,3.0,,,140.0,,,,85.0,,26.0,26.0,,,144.0,,,8.0,6.0,,,,2.0,,,,287.0,,,114.0,6.0,2.0,57.0,,,62.0,11.0,,17.0,,,15.0,,144.0,,244.0,,1.0,,85.0,135.0,280.0,,,61.0,184.0,,1350.0,125.0,13.0,149.0,5.0,,2.0,,427.0,1.0,15.0,3.0,10.0,10.0,3.0,,,0.0,,,,,28.0,,,,,,,,,,,,3.0,37.0,6.0,19.0,52.0,15.0,,,,,,,3.0,,,11.0,13.0,2.0,,1.0,,,,
Mexico_Liga_MX,2024-2025,Club Universidad Nacional,48anl4qgpl4f13hkdkc2u9jhl,C. Huerta,Forward,12,32.0,11.0,87.0,16.0,355.0,960.0,32.0,127.0,137.0,22.0,33.0,90.0,15.0,3.0,19.0,19.0,14.0,10.0,3.0,5.0,11.0,313.0,4.0,2.0,11.0,5.0,18.0,5.0,74.0,116.0,114.0,11.0,3.0,374.0,46.0,34.0,154.0,6.0,15.0,310.0,2.0,16.0,113.0,12.0,37.0,18.0,127.0,40.0,17.0,1.0,,5.0,439.0,81.0,122.0,3.0,133.0,11.0,104.0,23.0,42.0,3.0,349.0,2.0,1472.0,,264.0,77.0,79.0,1.0,41.0,18.0,464.0,31.0,17.0,3.0,10.0,26.0,238.0,3.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,1.0,,,49.0,28.0,12.0,4.0,4.0,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
