liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Vancouver FC,dccxa27nm03fy0bvqm7377qqc,J. Frank,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,1c8r9cqu11jymw2ir69nvhey1,V. Fry,Midfielder,6,29.0,11.0,18.0,23.0,186.0,17.0,1.0,167.0,2.0,,15.0,188.0,84.0,104.0,54.0,275.0,25.0,,23.0,,2.0,38.0,33.0,5.0,1.0,159.0,73.0,86.0,1.0,10.0,30.0,30.0,,263.0,2.0,880.0,1.0,2.0,80.0,43.0,25.0,121.0,,206.0,10.0,5.0,22.0,9.0,1.0,12.0,6.0,14.0,74.0,735.0,432.0,375.0,701.0,22.0,26.0,3.0,7.0,1847.0,14.0,3.0,1.0,,37.0,39.0,28.0,276.0,930.0,15.0,775.0,48.0,14.0,155.0,1331.0,12.0,14.0,46.0,193.0,36.0,109.0,8.0,0.0,2.0,0.0,32.0,4.0,74.0,26.0,1.0,4.0,60.0,1.0,1.0,3.0,,,21.0,35.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,1qu7igozcqji1b93u23ezh68l,P. Gee,Defender,2,26.0,13.0,13.0,25.0,83.0,3.0,4.0,139.0,1.0,,12.0,122.0,63.0,59.0,66.0,183.0,4.0,,25.0,,1.0,35.0,29.0,6.0,,96.0,50.0,46.0,,10.0,19.0,7.0,,63.0,2.0,425.0,1.0,1.0,92.0,16.0,6.0,45.0,1.0,111.0,3.0,3.0,13.0,5.0,12.0,13.0,4.0,3.0,21.0,337.0,179.0,176.0,326.0,6.0,12.0,,59.0,1234.0,28.0,,,1.0,33.0,9.0,16.0,196.0,440.0,6.0,347.0,18.0,14.0,93.0,754.0,19.0,19.0,34.0,113.0,23.0,59.0,3.0,1.0,0.0,1.0,8.0,7.0,43.0,43.0,,,1.0,,1.0,1.0,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,17aci17kt3ez2g4lpeoy3ieqc,H. Godbout,Forward,24,20.0,9.0,11.0,16.0,55.0,4.0,,58.0,,,4.0,79.0,36.0,43.0,4.0,40.0,3.0,,16.0,,1.0,17.0,14.0,3.0,1.0,59.0,27.0,32.0,,10.0,5.0,4.0,,38.0,5.0,162.0,3.0,1.0,32.0,15.0,8.0,27.0,1.0,29.0,6.0,3.0,5.0,4.0,11.0,5.0,1.0,10.0,1.0,121.0,86.0,35.0,120.0,4.0,10.0,1.0,3.0,588.0,14.0,,2.0,,3.0,3.0,13.0,81.0,162.0,9.0,121.0,14.0,36.0,41.0,279.0,6.0,6.0,8.0,39.0,5.0,33.0,1.0,0.0,1.0,0.0,,,3.0,3.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,dvk85r457e15hg0pw5rig0222,J. Herdman,Forward,11,10.0,6.0,4.0,17.0,39.0,2.0,2.0,83.0,,,5.0,96.0,49.0,47.0,9.0,51.0,5.0,,17.0,,,11.0,10.0,1.0,,86.0,43.0,43.0,,10.0,2.0,4.0,,8.0,3.0,167.0,1.0,1.0,44.0,12.0,7.0,27.0,,71.0,3.0,2.0,8.0,7.0,9.0,7.0,,4.0,11.0,131.0,67.0,69.0,120.0,10.0,9.0,2.0,9.0,650.0,24.0,2.0,1.0,,9.0,7.0,17.0,97.0,169.0,5.0,131.0,19.0,16.0,38.0,324.0,11.0,2.0,4.0,36.0,12.0,34.0,1.0,,,0.0,5.0,3.0,10.0,7.0,1.0,,3.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,exgvhzo1zgo07og3rsnjv13v9,C. Irving,Goalkeeper,1,11.0,,11.0,28.0,,,,135.0,2.0,,,18.0,1.0,17.0,,556.0,,240.0,28.0,207.0,,57.0,46.0,11.0,,7.0,1.0,6.0,,10.0,,,,223.0,,619.0,,2.0,50.0,,,291.0,,199.0,,,28.0,,,2.0,30.0,,219.0,483.0,107.0,555.0,443.0,,,,,2520.0,,,,4.0,33.0,,5.0,324.0,978.0,,662.0,,,316.0,1285.0,,102.0,312.0,266.0,50.0,4.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,24.0,4.0,97.0,3.0,4.0,2.0,15.0,97.0,66.0,29.0,2.0,2.0,27.0,,,,,,,1.0,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,71qfqr1k8rwfhhwxrhalfxuc,F. Jaramillo,Goalkeeper,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,5c8xv17lkmoc9yihpra7u2vis,D. Joseph,Midfielder,32,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,10.0,,,,,,2.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,2.0,2.0,,1.0,,,1.0,3.0,,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,78fhnm4lfslmy4m4046x6u6fo,Juan Batista,Midfielder,10,6.0,2.0,4.0,14.0,20.0,5.0,,49.0,,,5.0,46.0,23.0,23.0,8.0,42.0,5.0,,14.0,,,16.0,13.0,3.0,,40.0,21.0,19.0,1.0,10.0,2.0,4.0,,30.0,,124.0,,1.0,27.0,4.0,1.0,9.0,,36.0,6.0,3.0,3.0,3.0,11.0,3.0,,6.0,3.0,87.0,67.0,26.0,88.0,,5.0,3.0,,487.0,11.0,2.0,,,2.0,7.0,11.0,71.0,128.0,9.0,91.0,5.0,11.0,37.0,213.0,4.0,1.0,6.0,40.0,3.0,31.0,,,,0.0,2.0,,6.0,3.0,,1.0,5.0,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,7oxivwr2b7bq70t35dgsjloiy,H. Mbongue,Forward,9,21.0,14.0,7.0,12.0,73.0,4.0,1.0,61.0,,,7.0,67.0,47.0,20.0,50.0,20.0,2.0,,12.0,,6.0,19.0,15.0,4.0,6.0,46.0,33.0,13.0,,10.0,1.0,12.0,,30.0,2.0,151.0,,1.0,27.0,14.0,3.0,29.0,3.0,46.0,2.0,10.0,11.0,8.0,1.0,3.0,,13.0,6.0,106.0,86.0,38.0,118.0,4.0,2.0,,,900.0,25.0,2.0,1.0,,10.0,5.0,5.0,100.0,169.0,12.0,124.0,6.0,34.0,45.0,286.0,5.0,,1.0,36.0,10.0,44.0,2.0,3.0,3.0,2.0,,,1.0,1.0,2.0,,,2.0,,,,,,,,,5.0,1.0,,6.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0
Canada_Canadian_Premier_League,2025,Vancouver FC,2o1lu71kpaz4xmhspc6y0jaol,N. Mezquida,Midfielder,20,32.0,25.0,7.0,18.0,111.0,8.0,2.0,102.0,,,14.0,132.0,87.0,45.0,30.0,106.0,18.0,,18.0,,5.0,26.0,18.0,8.0,5.0,100.0,62.0,38.0,,10.0,11.0,19.0,,64.0,,350.0,2.0,,36.0,22.0,13.0,51.0,4.0,94.0,7.0,15.0,11.0,5.0,7.0,5.0,4.0,14.0,22.0,274.0,218.0,97.0,277.0,8.0,10.0,,,1116.0,29.0,2.0,1.0,,7.0,28.0,15.0,176.0,375.0,22.0,299.0,18.0,40.0,76.0,613.0,12.0,4.0,12.0,100.0,16.0,64.0,5.0,1.0,4.0,0.0,16.0,3.0,40.0,7.0,1.0,6.0,40.0,1.0,,3.0,,,11.0,26.0,,,4.0,1.0,,4.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,
Canada_Canadian_Premier_League,2025,Vancouver FC,6hy98bnd2ggi62gsklju1zx0,J. Navarro,Forward,19,,,,4.0,4.0,1.0,,7.0,,,,7.0,7.0,,,4.0,3.0,,4.0,,,2.0,1.0,1.0,,7.0,7.0,,,10.0,,,,1.0,1.0,10.0,,,5.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,3.0,,,2.0,,6.0,4.0,5.0,9.0,,,,,67.0,2.0,,,,1.0,5.0,,8.0,13.0,1.0,9.0,,2.0,4.0,21.0,,,,4.0,,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,7qctsydagkbx65ctb9wlw9n1l,D. Norman,Defender,13,29.0,17.0,12.0,23.0,88.0,1.0,6.0,199.0,1.0,,1.0,161.0,82.0,79.0,15.0,311.0,24.0,,23.0,,2.0,42.0,34.0,8.0,1.0,132.0,65.0,67.0,,10.0,13.0,9.0,,193.0,,835.0,,2.0,105.0,20.0,9.0,74.0,,283.0,8.0,3.0,20.0,7.0,3.0,5.0,11.0,7.0,62.0,699.0,293.0,444.0,673.0,17.0,30.0,,5.0,1758.0,11.0,3.0,1.0,,49.0,43.0,15.0,174.0,875.0,11.0,735.0,47.0,20.0,140.0,1097.0,3.0,29.0,65.0,109.0,34.0,75.0,9.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,,2.0,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,
Canada_Canadian_Premier_League,2025,Vancouver FC,e2tuar1frliervcr2mnmvfspg,A. O'Connor,Defender,15,56.0,16.0,40.0,18.0,45.0,3.0,16.0,210.0,1.0,1.0,6.0,119.0,38.0,81.0,1.0,312.0,4.0,2.0,18.0,2.0,,39.0,32.0,7.0,,63.0,22.0,41.0,2.0,10.0,19.0,2.0,,226.0,1.0,796.0,,1.0,118.0,11.0,6.0,72.0,,233.0,4.0,1.0,16.0,,2.0,4.0,8.0,,33.0,649.0,172.0,495.0,634.0,6.0,22.0,2.0,2.0,1468.0,4.0,1.0,1.0,,96.0,10.0,10.0,167.0,816.0,5.0,667.0,28.0,16.0,149.0,1044.0,3.0,42.0,87.0,125.0,24.0,62.0,5.0,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,5llzcn9y768l4erkdja2be1ka,A. Ouattara,Midfielder,23,14.0,6.0,8.0,7.0,19.0,,1.0,41.0,,,,48.0,23.0,25.0,35.0,37.0,7.0,,7.0,,,4.0,2.0,2.0,,34.0,17.0,17.0,,10.0,6.0,2.0,,27.0,,124.0,1.0,,16.0,5.0,2.0,13.0,,43.0,5.0,,4.0,3.0,3.0,3.0,3.0,2.0,7.0,100.0,52.0,50.0,95.0,5.0,4.0,,,306.0,7.0,1.0,,,3.0,7.0,5.0,36.0,126.0,5.0,102.0,9.0,5.0,24.0,183.0,1.0,1.0,5.0,20.0,4.0,19.0,3.0,,,0.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,bxku3xzzxwo3lnj758d2okhlg,N. Pathé,Defender,25,62.0,40.0,22.0,21.0,57.0,7.0,,68.0,,,3.0,149.0,98.0,51.0,72.0,14.0,8.0,,21.0,,6.0,22.0,18.0,4.0,6.0,87.0,58.0,29.0,,10.0,3.0,9.0,,50.0,4.0,133.0,1.0,1.0,32.0,9.0,5.0,21.0,,27.0,8.0,11.0,10.0,8.0,11.0,8.0,,7.0,4.0,100.0,85.0,31.0,111.0,4.0,5.0,2.0,,937.0,33.0,1.0,2.0,,9.0,23.0,13.0,104.0,148.0,19.0,115.0,9.0,42.0,33.0,313.0,14.0,,2.0,25.0,9.0,31.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,5.0,6.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Vancouver FC,e5k7tkxl85vrisn4by90eryms,K. Podgorni,Midfielder,29,5.0,4.0,1.0,7.0,12.0,1.0,1.0,21.0,,,3.0,21.0,13.0,8.0,7.0,13.0,3.0,,7.0,,,5.0,3.0,2.0,,16.0,9.0,7.0,,10.0,3.0,,,5.0,,36.0,,,7.0,7.0,5.0,4.0,,6.0,,,1.0,1.0,6.0,1.0,,2.0,,23.0,17.0,8.0,23.0,3.0,1.0,,1.0,138.0,4.0,,,,4.0,3.0,2.0,23.0,36.0,,23.0,4.0,7.0,13.0,73.0,1.0,2.0,4.0,15.0,1.0,9.0,,,,0.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
