liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Orlando City SC,ac9ebvt008vz5mivsqkroaw2d,D. Acosta,Defender,25,1.0,,,6.0,1.0,3.0,22.0,11.0,1.0,5.0,46.0,22.0,1.0,111.0,108.0,,189.0,8.0,4.0,,19.0,1.0,60.0,182.0,7.0,187.0,21.0,,,20.0,249.0,,81.0,9.0,27.0,5.0,4.0,13.0,56.0,20.0,21.0,,,8.0,12.0,12.0,62.0,1.0,432.0,13.0,3.0,128.0,4.0,3.0,,48.0,7.0,670.0,84.0,8.0,5.0,33.0,,27.0,3.0,39.0,,8.0,247.0,,16.0,2.0,39.0,,,,,18.0,1.0,3.0,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,,21.0,1.0,12.0,27.0,84.0,4.0,22.0,1.0,10.0,1.0,4.0,126.0,297.0,120.0,16.0,437.0,28.0,6.0,9.0,75.0,58.0,142.0,425.0,21.0,417.0,111.0,,,21.0,579.0,10.0,140.0,145.0,162.0,16.0,16.0,15.0,212.0,53.0,53.0,1.0,6.0,28.0,29.0,30.0,125.0,3.0,868.0,36.0,10.0,238.0,8.0,16.0,37.0,273.0,12.0,1880.0,121.0,22.0,13.0,130.0,5.0,12.0,20.0,60.0,9.0,87.0,558.0,32.0,1.0,1.0,128.0,,,,,1.0,7.0,,,,1.0,,1.0,1.0,,12.0,5.0,1.0,,6.0,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2019,Orlando City SC,nf5y7om644176c52n91ptsyd,Nani,Midfielder,17,3.0,26.0,5.0,15.0,64.0,88.0,51.0,23.0,4.0,8.0,42.0,90.0,238.0,751.0,431.0,26.0,1000.0,30.0,2.0,10.0,118.0,28.0,253.0,938.0,11.0,937.0,153.0,,,38.0,1253.0,12.0,277.0,69.0,159.0,66.0,37.0,10.0,226.0,125.0,100.0,1.0,4.0,30.0,33.0,44.0,305.0,2.0,1849.0,40.0,10.0,506.0,36.0,13.0,52.0,312.0,62.0,2277.0,358.0,26.0,33.0,211.0,12.0,42.0,26.0,90.0,8.0,41.0,1178.0,23.0,,,243.0,,,,66.0,,7.0,28.0,18.0,11.0,2.0,7.0,5.0,4.0,31.0,6.0,12.0,1.0,2.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,,1.0,
USA_MLS,2019,Orlando City SC,cgpsk87xuftr4b6nweixd9rkl,C. Ascues,Midfielder,26,1.0,3.0,1.0,20.0,7.0,23.0,3.0,38.0,2.0,18.0,8.0,3.0,125.0,168.0,97.0,5.0,326.0,17.0,8.0,1.0,58.0,17.0,90.0,303.0,14.0,324.0,78.0,,,37.0,416.0,1.0,158.0,23.0,64.0,15.0,9.0,25.0,79.0,61.0,27.0,,3.0,17.0,16.0,20.0,56.0,4.0,616.0,21.0,6.0,127.0,2.0,12.0,8.0,142.0,23.0,1113.0,115.0,14.0,4.0,65.0,17.0,25.0,25.0,64.0,1.0,6.0,414.0,2.0,10.0,2.0,119.0,,,,,1.0,5.0,,,,,,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2019,Orlando City SC,6owku7imlvbqlcsd43apzokid,Robinho,Forward,77,1.0,13.0,2.0,27.0,11.0,86.0,21.0,44.0,,17.0,8.0,26.0,84.0,252.0,138.0,11.0,365.0,25.0,,,137.0,4.0,79.0,361.0,15.0,361.0,120.0,,,17.0,444.0,,118.0,12.0,145.0,54.0,18.0,2.0,153.0,116.0,30.0,1.0,9.0,25.0,16.0,44.0,88.0,1.0,893.0,18.0,12.0,277.0,21.0,24.0,24.0,265.0,4.0,1322.0,69.0,16.0,52.0,76.0,10.0,3.0,20.0,116.0,,8.0,440.0,8.0,,,253.0,,,,6.0,2.0,2.0,5.0,,5.0,,,,2.0,5.0,1.0,15.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,Defender,44,1.0,2.0,2.0,18.0,10.0,27.0,42.0,36.0,1.0,18.0,85.0,42.0,45.0,293.0,242.0,4.0,498.0,16.0,2.0,,58.0,27.0,164.0,475.0,18.0,490.0,82.0,,,48.0,662.0,,213.0,41.0,72.0,9.0,10.0,15.0,111.0,55.0,45.0,,1.0,16.0,13.0,34.0,158.0,4.0,1020.0,15.0,3.0,278.0,10.0,20.0,6.0,154.0,23.0,1221.0,264.0,15.0,10.0,105.0,8.0,59.0,16.0,78.0,,14.0,653.0,1.0,32.0,3.0,113.0,,,,,30.0,2.0,8.0,,8.0,,,1.0,2.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,73jj4h2gzrnpqeir93n3vwfe1,J. Colmán,Midfielder,10,,1.0,1.0,3.0,8.0,4.0,3.0,5.0,,2.0,3.0,6.0,18.0,58.0,28.0,1.0,69.0,8.0,,,10.0,1.0,17.0,59.0,,67.0,12.0,,,2.0,86.0,,16.0,4.0,13.0,5.0,1.0,,17.0,11.0,79.0,,7.0,8.0,3.0,5.0,21.0,,138.0,3.0,1.0,39.0,2.0,2.0,2.0,25.0,10.0,154.0,23.0,1.0,3.0,14.0,,3.0,,8.0,,3.0,84.0,,,,21.0,,,,7.0,,,5.0,4.0,1.0,,,,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,eqaoe97hsczveao8o4tbnj26t,A. De John,Defender,3,,,,,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,43.0,22.0,9.0,1.0,97.0,6.0,2.0,,9.0,13.0,23.0,89.0,5.0,93.0,19.0,,,7.0,120.0,,75.0,18.0,14.0,,3.0,35.0,12.0,6.0,26.0,,,6.0,5.0,,17.0,,183.0,6.0,3.0,27.0,,,1.0,33.0,8.0,406.0,56.0,6.0,,11.0,2.0,12.0,3.0,12.0,,5.0,116.0,,3.0,3.0,15.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,4e3ftvuylhjgw7bxo9dljlo7p,D. Dwyer,Forward,14,,26.0,3.0,,6.0,88.0,12.0,2.0,7.0,2.0,,12.0,74.0,97.0,44.0,26.0,162.0,27.0,1.0,7.0,78.0,45.0,51.0,159.0,,127.0,92.0,,,5.0,213.0,7.0,68.0,123.0,156.0,13.0,33.0,12.0,64.0,47.0,92.0,,11.0,27.0,22.0,13.0,58.0,,491.0,26.0,9.0,154.0,13.0,8.0,52.0,248.0,3.0,1614.0,31.0,16.0,9.0,50.0,19.0,1.0,37.0,24.0,2.0,78.0,178.0,17.0,,,125.0,,,,,,4.0,3.0,,3.0,,2.0,1.0,3.0,,15.0,14.0,,5.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Orlando City SC,42h7dylzuiiyx5k773f1qo6hh,A. Grinwis,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
