liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,North Texas SC,i5wj5hcg2r9934e7gauxtgmi,I. Almaguer,Midfielder,6,2.0,379.0,2.0,,,166.0,2.0,4.0,39.0,61.0,,1.0,1.0,2.0,42.0,85.0,6.0,13.0,,169.0,2.0,5.0,3.0,139.0,6.0,3.0,24.0,30.0,1.0,19.0,,19.0,5.0,4.0,7.0,232.0,,7.0,2.0,27.0,51.0,2.0,10.0,17.0,1.0,5.0,4.0,1.0,33.0,2.0,7.0,2.0,7.0,,14.0,49.0,,142.0,145.0,6.0,3.0,16.0,3.0,13.0,0.0,1.0,11.0,1.0,1.0,14.0,1.0,3.0,2.0,,6.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,9ihudlcsaow2400gntciz2ulm,Pedrinho,Defender,12,1.0,55.0,2.0,,,28.0,,,3.0,14.0,,,,2.0,10.0,8.0,1.0,6.0,,29.0,1.0,1.0,1.0,21.0,1.0,,7.0,1.0,,7.0,,3.0,1.0,1.0,1.0,45.0,,3.0,,6.0,13.0,2.0,10.0,6.0,,3.0,1.0,,9.0,1.0,1.0,1.0,3.0,,1.0,12.0,,21.0,22.0,3.0,,3.0,,5.0,0.0,,1.0,,,6.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,63u9wjzi0aypii7kvy9qt6ne1,C. Ávilez,Goalkeeper,1,,1080.0,,,,197.0,2.0,1.0,,12.0,,,1.0,,53.0,259.0,,5.0,2.0,322.0,,,,215.0,11.0,,51.0,84.0,,32.0,1.0,86.0,12.0,,19.0,426.0,,12.0,,4.0,136.0,,10.0,6.0,,4.0,5.0,1.0,9.0,11.0,12.0,,12.0,,3.0,102.0,,174.0,271.0,5.0,,3.0,2.0,1.0,0.0,,46.0,,,,,19.0,,,56.0,,3.0,,10.0,,,,,,,,,,,,,,,,32.0,126.0,,3.0,,,4.0,19.0,7.0,13.0,2.0,,,16.0,,,,,,97.0,,,,,,,,
USA_USL_League_One,2020,North Texas SC,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,22,1.0,338.0,2.0,,,280.0,,2.0,18.0,65.0,,1.0,1.0,1.0,38.0,192.0,6.0,13.0,,288.0,1.0,3.0,1.0,231.0,7.0,3.0,31.0,94.0,1.0,16.0,1.0,19.0,3.0,4.0,16.0,348.0,,5.0,1.0,15.0,124.0,4.0,10.0,23.0,1.0,4.0,13.0,1.0,29.0,15.0,8.0,1.0,5.0,,5.0,52.0,,250.0,257.0,14.0,6.0,6.0,9.0,10.0,0.0,,18.0,,,3.0,,15.0,2.0,2.0,26.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,dcu9kt3zgx7yxviw8wkmw057u,K. Bonilla,Defender,19,15.0,570.0,4.0,,,228.0,3.0,8.0,53.0,88.0,,4.0,1.0,6.0,98.0,96.0,11.0,35.0,1.0,234.0,1.0,5.0,4.0,169.0,3.0,2.0,53.0,14.0,5.0,48.0,1.0,24.0,5.0,7.0,21.0,404.0,1.0,9.0,2.0,37.0,77.0,10.0,10.0,31.0,1.0,8.0,8.0,4.0,51.0,8.0,4.0,16.0,9.0,1.0,14.0,90.0,,175.0,181.0,14.0,7.0,20.0,14.0,23.0,0.0,3.0,18.0,3.0,1.0,54.0,,12.0,1.0,1.0,12.0,,1.0,4.0,3.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,bcd5xeprff304onvw6mpjjaei,A. Bruce,Forward,28,2.0,662.0,6.0,3.0,3.0,116.0,4.0,10.0,43.0,60.0,1.0,2.0,1.0,7.0,63.0,40.0,3.0,26.0,1.0,130.0,7.0,4.0,2.0,97.0,7.0,12.0,30.0,39.0,7.0,27.0,1.0,19.0,8.0,8.0,5.0,202.0,,14.0,3.0,26.0,21.0,26.0,10.0,16.0,8.0,6.0,5.0,2.0,38.0,2.0,8.0,2.0,14.0,,15.0,27.0,3.0,86.0,100.0,12.0,3.0,22.0,1.0,11.0,0.0,,4.0,,2.0,,5.0,,4.0,1.0,3.0,,,,,,2.0,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,9kjmp5eg60q8bt1na23vs67ai,N. Tafari,Defender,29,,540.0,,1.0,1.0,333.0,2.0,1.0,9.0,52.0,2.0,2.0,1.0,9.0,58.0,235.0,5.0,26.0,2.0,338.0,,5.0,,258.0,3.0,3.0,51.0,125.0,2.0,28.0,1.0,25.0,6.0,3.0,23.0,394.0,,6.0,3.0,14.0,143.0,8.0,10.0,26.0,2.0,2.0,19.0,1.0,42.0,20.0,4.0,,6.0,,7.0,61.0,1.0,284.0,287.0,28.0,2.0,16.0,5.0,7.0,1.0,,25.0,,1.0,,,6.0,1.0,5.0,29.0,,2.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,dtj5zjdur2d1of2ip3ar4r88a,E. Cerrillo,Midfielder,33,4.0,508.0,,1.0,1.0,369.0,2.0,3.0,56.0,128.0,,7.0,1.0,12.0,63.0,207.0,11.0,28.0,1.0,384.0,4.0,10.0,3.0,287.0,4.0,4.0,49.0,85.0,3.0,40.0,3.0,36.0,7.0,11.0,14.0,457.0,,7.0,4.0,38.0,129.0,3.0,10.0,21.0,1.0,3.0,4.0,,54.0,8.0,5.0,5.0,7.0,,21.0,114.0,,321.0,335.0,16.0,5.0,33.0,12.0,17.0,0.0,,21.0,,,1.0,1.0,6.0,3.0,1.0,48.0,,,6.0,4.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,0.0,,,1.0,,,1.0,,,
USA_USL_League_One,2020,North Texas SC,64ux2tbb35i36qf6oij2263qi,J. Che,Defender,46,11.0,1427.0,,,,828.0,9.0,17.0,96.0,194.0,2.0,11.0,2.0,31.0,210.0,500.0,23.0,87.0,2.0,848.0,1.0,22.0,9.0,621.0,17.0,4.0,157.0,126.0,5.0,101.0,6.0,94.0,16.0,26.0,67.0,1147.0,,16.0,9.0,83.0,321.0,20.0,10.0,73.0,,7.0,34.0,8.0,148.0,39.0,19.0,11.0,16.0,,44.0,305.0,,676.0,691.0,65.0,13.0,75.0,29.0,39.0,0.0,3.0,70.0,3.0,4.0,78.0,,19.0,4.0,10.0,70.0,,3.0,10.0,8.0,,1.0,,1.0,,7.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,North Texas SC,2rsduabh7r8i29f9i6znwbfu1,R. Damus,Forward,11,5.0,951.0,3.0,5.0,3.0,126.0,7.0,35.0,40.0,68.0,,7.0,1.0,25.0,114.0,36.0,10.0,36.0,1.0,140.0,1.0,20.0,8.0,101.0,13.0,20.0,37.0,28.0,5.0,38.0,7.0,32.0,10.0,11.0,4.0,316.0,,13.0,10.0,102.0,21.0,51.0,10.0,52.0,11.0,27.0,7.0,13.0,134.0,4.0,14.0,5.0,13.0,,57.0,51.0,5.0,89.0,103.0,32.0,8.0,82.0,2.0,45.0,3.0,1.0,1.0,1.0,18.0,1.0,3.0,,9.0,,2.0,1.0,2.0,2.0,,1.0,2.0,3.0,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,4.0,1.0,,,1.0,,,1.0,,,
