liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,FC Tulsa,1ntf3x9ay255qut54al2mt0q,T. Amann,Forward,19,23.0,23.0,10.0,20.0,396.0,0.0,46.0,27.0,19.0,,19.0,,18.0,,7.0,83.0,48.0,35.0,34.0,20.0,2.0,,6.0,4.0,2.0,37.0,21.0,16.0,3.0,2.0,13.0,69.0,,12.0,8.0,3.0,11.0,18.0,7.0,3.0,2.0,,,,3.0,,27.0,19.0,9.0,28.0,1.0,1.0,,,10.0,1.0,2.0,5.0,12.0,11.0,63.0,70.0,11.0,28.0,2.0,30.0,42.0,144.0,,,,6.0,2.0,2.0,36.0,6.0,40.0,3.0,,2.0,1.0,2.0,1.0,,4.0,,1.0,2.0,2.0,0.0,5.0,,1.0,1.0,,4.0,1.0,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,15,28.0,28.0,10.0,2.0,2384.0,0.0,138.0,49.0,89.0,,67.0,21.0,219.0,,1.0,348.0,129.0,219.0,42.0,485.0,21.0,1.0,18.0,16.0,2.0,210.0,80.0,130.0,27.0,7.0,118.0,836.0,2.0,102.0,27.0,9.0,117.0,251.0,7.0,26.0,3.0,,,,21.0,66.0,577.0,266.0,372.0,572.0,17.0,24.0,40.0,62.0,13.0,4.0,1.0,203.0,61.0,69.0,361.0,921.0,12.0,638.0,41.0,44.0,283.0,1519.0,,4.0,4.0,7.0,90.0,167.0,224.0,63.0,116.0,10.0,12.0,2.0,1.0,2.0,1.0,1.0,5.0,22.0,,2.0,1.0,1.0,4.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,
USA_USL_Championship,2025,FC Tulsa,cdyrj15oxu3l5sgzgwof8ohgq,F. Bettache,Midfielder,77,18.0,18.0,10.0,7.0,964.0,0.0,2.0,2.0,,3.0,91.0,3.0,129.0,1.0,3.0,64.0,43.0,21.0,116.0,149.0,8.0,4.0,19.0,16.0,3.0,62.0,41.0,21.0,9.0,12.0,99.0,434.0,2.0,66.0,14.0,6.0,52.0,117.0,8.0,11.0,9.0,,5.0,5.0,8.0,26.0,372.0,252.0,146.0,367.0,1.0,6.0,,3.0,17.0,3.0,1.0,8.0,17.0,6.0,117.0,456.0,10.0,393.0,7.0,11.0,63.0,594.0,,10.0,9.0,9.0,5.0,20.0,62.0,11.0,43.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0,,,1.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,ckefp96qi7xs4yt9n329paajt,A. Booth,Midfielder,7,2.0,2.0,10.0,2.0,4.0,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,2.0,3.0,,1.0,,,2.0,4.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,1d20nyyvmp0doobj6heejkowk,T. Calheira,Forward,9,32.0,32.0,10.0,2.0,2742.0,5.0,318.0,213.0,105.0,2.0,122.0,4.0,188.0,,22.0,526.0,341.0,185.0,235.0,139.0,16.0,2.0,25.0,21.0,4.0,208.0,128.0,80.0,9.0,38.0,144.0,530.0,3.0,89.0,50.0,25.0,66.0,125.0,27.0,30.0,11.0,,3.0,3.0,23.0,6.0,333.0,260.0,76.0,327.0,5.0,15.0,,1.0,79.0,10.0,14.0,17.0,46.0,38.0,366.0,530.0,62.0,333.0,20.0,174.0,197.0,1017.0,,17.0,17.0,40.0,1.0,7.0,180.0,34.0,190.0,5.0,8.0,17.0,8.0,17.0,1.0,5.0,35.0,,5.0,15.0,10.0,7.0,28.0,,3.0,3.0,4.0,7.0,6.0,6.0,12.0,46.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,FC Tulsa,d99eakp27bro9g50wpzti8rca,A. Cissoko,Defender,91,27.0,27.0,10.0,4.0,2013.0,0.0,134.0,55.0,79.0,,30.0,21.0,125.0,,6.0,248.0,107.0,141.0,12.0,254.0,10.0,,23.0,18.0,5.0,114.0,52.0,62.0,28.0,4.0,196.0,633.0,3.0,60.0,6.0,3.0,63.0,209.0,10.0,23.0,6.0,,,,2.0,38.0,516.0,157.0,405.0,524.0,8.0,14.0,,3.0,4.0,1.0,3.0,131.0,39.0,39.0,137.0,689.0,10.0,562.0,22.0,43.0,127.0,1003.0,,,,2.0,41.0,65.0,93.0,34.0,62.0,11.0,6.0,,,,,,,10.0,,,,,7.0,,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,Midfielder,26,33.0,33.0,10.0,8.0,2383.0,1.0,77.0,51.0,26.0,2.0,147.0,3.0,166.0,51.0,20.0,235.0,140.0,95.0,190.0,306.0,15.0,3.0,20.0,17.0,3.0,158.0,89.0,69.0,15.0,34.0,157.0,716.0,3.0,85.0,53.0,17.0,96.0,177.0,8.0,25.0,10.0,19.0,39.0,12.0,5.0,34.0,495.0,413.0,181.0,521.0,19.0,23.0,1.0,,31.0,11.0,3.0,32.0,40.0,24.0,368.0,787.0,19.0,555.0,42.0,36.0,232.0,1186.0,19.0,63.0,30.0,10.0,35.0,59.0,250.0,45.0,173.0,6.0,10.0,2.0,1.0,1.0,,,11.0,8.0,4.0,,2.0,0.0,14.0,1.0,3.0,,,3.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,3us4v9maph23fe71alg2f2jh0,M. Creek,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,Forward,21,31.0,31.0,10.0,9.0,1788.0,1.0,68.0,43.0,25.0,3.0,115.0,2.0,168.0,1.0,6.0,244.0,146.0,98.0,143.0,144.0,13.0,4.0,15.0,13.0,2.0,176.0,103.0,73.0,11.0,27.0,91.0,431.0,3.0,85.0,43.0,26.0,74.0,92.0,9.0,22.0,21.0,,6.0,6.0,26.0,10.0,300.0,229.0,88.0,301.0,10.0,16.0,2.0,4.0,47.0,5.0,2.0,15.0,38.0,21.0,268.0,442.0,21.0,311.0,26.0,70.0,131.0,789.0,,21.0,21.0,32.0,6.0,23.0,134.0,18.0,108.0,7.0,1.0,4.0,4.0,3.0,,6.0,12.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,,,1.0,,,4.0,21.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,FC Tulsa,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,2,33.0,33.0,10.0,9.0,2097.0,0.0,71.0,34.0,37.0,3.0,117.0,6.0,240.0,,21.0,254.0,119.0,135.0,100.0,242.0,16.0,4.0,24.0,20.0,4.0,183.0,85.0,98.0,21.0,13.0,49.0,525.0,3.0,140.0,50.0,17.0,92.0,122.0,15.0,24.0,11.0,,17.0,17.0,16.0,26.0,349.0,222.0,149.0,328.0,14.0,29.0,38.0,80.0,38.0,6.0,1.0,72.0,31.0,42.0,344.0,530.0,17.0,354.0,43.0,43.0,176.0,1085.0,,52.0,52.0,18.0,48.0,61.0,185.0,43.0,115.0,6.0,3.0,1.0,1.0,,,1.0,2.0,11.0,,,1.0,0.0,12.0,1.0,1.0,1.0,,6.0,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,
