equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats,equipo_folder
Anguilla,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/anguilla/a8qocq8ic1q8zme3s7d3icrmd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a8qocq8ic1q8zme3s7d3icrmd,a8qocq8ic1q8zme3s7d3icrmd,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=a8qocq8ic1q8zme3s7d3icrmd&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W369c88767a6ed514f2779006e8594646af22e24a2,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a8qocq8ic1q8zme3s7d3icrmd&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e1828aface069f174671ab6e1ccd64ce282d1a17,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a8qocq8ic1q8zme3s7d3icrmd&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W361126ca2e3b66cebb536f9c341bbd17e91ca8d51,Anguilla
Antigua and Barbuda,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/antigua-and-barbuda/a90m8z0sazz6fn3swvghc3sut,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a90m8z0sazz6fn3swvghc3sut,a90m8z0sazz6fn3swvghc3sut,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=a90m8z0sazz6fn3swvghc3sut&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W381b3cdfd662db384eba5d881f7ede6f109a77231,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a90m8z0sazz6fn3swvghc3sut&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fc9455e9da3f2d8263834d324af2862c35b04e9f,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a90m8z0sazz6fn3swvghc3sut&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f3ba0a90a7eae4dceb03c52ec42bc1877973042b,Antigua_and_Barbuda
Aruba,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/aruba/a7r9j0ovrdvpxpmmy71dq904r,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a7r9j0ovrdvpxpmmy71dq904r,a7r9j0ovrdvpxpmmy71dq904r,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=a7r9j0ovrdvpxpmmy71dq904r&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d72c997e92ef626dffd2d1131c6c48575d415785,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a7r9j0ovrdvpxpmmy71dq904r&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ac12d01fffd84b9758b8ca4a101de1c949780adf,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=a7r9j0ovrdvpxpmmy71dq904r&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30a20883a108bdd05561dea6fd7e6fb268f4c6877,Aruba
Bahamas,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/bahamas/64le7lqb2ork2odjnft2lcf6d,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=64le7lqb2ork2odjnft2lcf6d,64le7lqb2ork2odjnft2lcf6d,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=64le7lqb2ork2odjnft2lcf6d&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b81533bfebb34f30b936444260963b15640208e8,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=64le7lqb2ork2odjnft2lcf6d&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37612ecbc1597fc43749f9df55e59fbc38696329c,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=64le7lqb2ork2odjnft2lcf6d&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fd28baa0cd564134a886ddddf78d133b8f89edaf,Bahamas
Barbados,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/barbados/6raiahlhb99i9rzr6sj4nm7qh,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6raiahlhb99i9rzr6sj4nm7qh,6raiahlhb99i9rzr6sj4nm7qh,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=6raiahlhb99i9rzr6sj4nm7qh&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3adc33e5807a6b8ae9433fc1f5534b24f00d6af0e,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=6raiahlhb99i9rzr6sj4nm7qh&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W348218e18820bdad8feb59f4b68b67b8e4c258c12,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=6raiahlhb99i9rzr6sj4nm7qh&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32a56419fb144495f49ca5d72d7af6316189043da,Barbados
Belize,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/belize/ad06y2rz0lcrn6dsone4cl4g5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ad06y2rz0lcrn6dsone4cl4g5,ad06y2rz0lcrn6dsone4cl4g5,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ad06y2rz0lcrn6dsone4cl4g5&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36ae85abc30287af2313fef8ce1f2f2175164f8f0,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=ad06y2rz0lcrn6dsone4cl4g5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cb9143b1f04cb5308808cacd1bd2aed411de8f80,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=ad06y2rz0lcrn6dsone4cl4g5&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3afa04c12265132017aa772da0beb4cf0a0e86a43,Belize
Bermuda,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/bermuda/88ca766nh0ae9i9kpvwubxpzp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=88ca766nh0ae9i9kpvwubxpzp,88ca766nh0ae9i9kpvwubxpzp,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=88ca766nh0ae9i9kpvwubxpzp&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32b920a8be2a2474e8f762fed1c5d02324e6cd3dd,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=88ca766nh0ae9i9kpvwubxpzp&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f03436ada2fa15d8da4b5a64321a5c85f6c1c8fb,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=88ca766nh0ae9i9kpvwubxpzp&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e63bcb4571e1303fe0fa237f4552ffd89ee5e470,Bermuda
British Virgin Islands,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/british-virgin-islands/9u425psmj98quzjm5ekozmeyb,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9u425psmj98quzjm5ekozmeyb,9u425psmj98quzjm5ekozmeyb,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=9u425psmj98quzjm5ekozmeyb&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W330f5f0a22c7c662812dede1f3ad88b0aa2fa9071,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=9u425psmj98quzjm5ekozmeyb&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W368384a92b63d065b851fe5b06c6ed362df1c0200,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=9u425psmj98quzjm5ekozmeyb&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32553f3b11f609d5859554ac336fa8920407df7a5,British_Virgin_Islands
Canada,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/canada/eg7vduna0h3vis1wd47s41za7,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=eg7vduna0h3vis1wd47s41za7,eg7vduna0h3vis1wd47s41za7,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=eg7vduna0h3vis1wd47s41za7&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34a1b3ef1b091b398e1aa5ce950f116982bbd98a8,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=eg7vduna0h3vis1wd47s41za7&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c57de5e6ccce4e8ad303baf358b02a147841ff68,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=eg7vduna0h3vis1wd47s41za7&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30b4d16a7aa5897d205cbd93e9f5b92866b11c24a,Canada
Cayman Islands,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/teams/cayman-islands/ckypeadymrd2akaqkumu3w6ol,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ckypeadymrd2akaqkumu3w6ol,ckypeadymrd2akaqkumu3w6ol,7uo9ksdq9qhtldj1zr86sbi6t,concacaf-world-cup-qualifiers-2018-russia,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ckypeadymrd2akaqkumu3w6ol&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3116a6d802cf6c084b026f09990bd16aa7b1e3f28,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=ckypeadymrd2akaqkumu3w6ol&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31f4c0e341503f8447594370d3bba1ab25ccb8527,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&ctst=ckypeadymrd2akaqkumu3w6ol&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30b727790a645aa7b036557dad05b38286dbf0883,Cayman_Islands
