root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Open Play Passes,Goals from Inside Box,Successful Open Play Passes,Leftside Passes,Ground Duels lost,Unsuccessful Short Passes,Successful Lay-offs,Unsuccessful Passes Own Half,Aerial Duels won,Penalty Goals Conceded,Goals Conceded Inside Box,Successful Passes Opposition Half,Appearances,Goals Conceded,Goals from Outside Box,Aerial Duels,Left Foot Goals,Total Fouls Won,Index,Backward Passes,Touches,Total Passes,Substitute Off,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Substitute On,Successful Passes Own Half,Foul Attempted Tackle,Goals Conceded Outside Box,Times Tackled,Offsides,Total Losses Of Possession,Unsuccessful Dribbles,Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Starts,Ground Duels,PutThrough/Blocked Distribution Won,Goals,Shots On Target ( inc goals ),Ground Duels won,Right Foot Goals,Total Touches In Opposition Box,Unsuccessful Passes Opposition Half,Rightside Passes,PutThrough/Blocked Distribution,Overruns,Total Fouls Conceded,Aerial Duels lost,Forward Passes,Time Played,Recoveries,Games Played,Duels won,Shots Off Target (inc woodwork),Successful Short Passes,Successful Dribbles,Yellow Cards,Duels,Home Goals,Away Goals,Winning Goal,Key Passes (Attempt Assists),Through balls,Successful Crosses & Corners,Corners Won,Unsuccessful Launches,Successful Launches,Successful Long Passes,Unsuccessful Long Passes,Interceptions,Total Clearances,Blocked Shots,Tackles Lost,Corners Taken (incl short corners),Unsuccessful Crosses open play,Attempts from Set Pieces,Unsuccessful Corners into Box,Successful Corners into Box,Tackles Won,Unsuccessful Crosses & Corners,Throw Ins to Own Player,Total Tackles,Clean Sheets,Successful Crosses open play,Blocks,Goal Assists,Unsuccessful lay-offs,Goal Kicks,GK Successful Distribution,Throw Ins to Opposition Player,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - parried,Drops,Saves Made,Catches,Penalties Faced,Penalties Conceded,Straight Red Cards,Total Red Cards,Foul Won Penalty,Assists (Intentional),Hit Woodwork,Headed Goals,Punches,Penalty Goals,Penalties Taken,Set Pieces Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Own Goal Scored,Saves made - caught,Goalkeeper Smother,Clearances Off the Line,Saves from Penalty,Penalties Saved,Last Player Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,6nlto0h5xlbaamn0klso7ieh,V. Allen,Defender,0,126.0,,108.0,34.0,2.0,8.0,,5.0,4.0,,2.0,31.0,3.0,3.0,,10.0,,1.0,10.0,4.0,164.0,138.0,,,120.0,,90.0,2.0,1.0,,,21.0,,8.0,18.0,,3.0,3.0,,,,1.0,,2.0,15.0,36.0,2.0,,2.0,6.0,64.0,269.0,4.0,3.0,5.0,,107.0,,,13.0,,,0.0,1.0,,1.0,,4.0,7.0,13.0,10.0,2.0,10.0,,,,2.0,,,,,2.0,3.0,,1.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,d7vj4tlniqa5n2x1qfi1z2wa,D. Bishop,Forward,0,49.0,,35.0,14.0,15.0,8.0,,4.0,1.0,1.0,6.0,24.0,5.0,7.0,,2.0,,8.0,10.0,12.0,97.0,49.0,3.0,1.0,35.0,2.0,12.0,5.0,1.0,8.0,,37.0,4.0,16.0,14.0,2.0,3.0,31.0,1.0,,1.0,16.0,,9.0,14.0,10.0,2.0,1.0,6.0,1.0,13.0,233.0,12.0,5.0,17.0,1.0,32.0,,,33.0,,,0.0,1.0,,1.0,2.0,3.0,,3.0,6.0,1.0,1.0,,1.0,3.0,2.0,,2.0,1.0,7.0,4.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,3w8bdjhj8iruudryesgqxqwyy,D. Bowry,Defender,0,76.0,,69.0,9.0,3.0,3.0,,,1.0,2.0,10.0,12.0,2.0,10.0,,3.0,,1.0,10.0,7.0,101.0,76.0,,,69.0,,57.0,2.0,,1.0,,9.0,,5.0,7.0,,2.0,5.0,,,,2.0,,,7.0,31.0,,,2.0,2.0,29.0,180.0,1.0,2.0,3.0,,64.0,,,8.0,,,0.0,,,,,2.0,2.0,5.0,4.0,,12.0,,,,,,,,1.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,hmu39lmlpd599eqfu6q7vsru,T. Bramble,Midfielder,10,85.0,,71.0,17.0,5.0,10.0,,5.0,2.0,,2.0,37.0,2.0,2.0,,8.0,,2.0,10.0,10.0,111.0,90.0,,,76.0,,39.0,2.0,,2.0,,20.0,2.0,11.0,14.0,2.0,2.0,12.0,1.0,,,7.0,,1.0,9.0,35.0,1.0,,2.0,6.0,28.0,180.0,4.0,2.0,9.0,2.0,68.0,2.0,,20.0,,,0.0,1.0,,,,2.0,,8.0,4.0,1.0,1.0,,1.0,,,,,,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,e7dh8dgy0lw2mkkncnrj3jxt5,K. Challenger,Midfielder,0,85.0,,68.0,16.0,12.0,14.0,2.0,7.0,1.0,1.0,11.0,27.0,5.0,12.0,,3.0,,5.0,10.0,19.0,112.0,86.0,5.0,,69.0,,42.0,4.0,1.0,5.0,,26.0,3.0,14.0,17.0,1.0,5.0,21.0,2.0,,,9.0,,2.0,10.0,25.0,3.0,,4.0,2.0,26.0,352.0,7.0,5.0,10.0,1.0,67.0,1.0,1.0,24.0,,,0.0,1.0,,,,1.0,,2.0,3.0,5.0,,,1.0,,,,,,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,826qdrf1xe9uvsqlws0sfsnpw,R. Cordice,Defender,0,74.0,,60.0,7.0,3.0,6.0,,6.0,3.0,,2.0,20.0,2.0,2.0,,7.0,,2.0,10.0,3.0,101.0,77.0,,1.0,63.0,,43.0,,,1.0,,16.0,1.0,7.0,14.0,2.0,2.0,6.0,2.0,,,3.0,,3.0,8.0,26.0,2.0,,2.0,4.0,41.0,180.0,5.0,2.0,6.0,2.0,50.0,,,13.0,,,0.0,,,,2.0,5.0,1.0,13.0,8.0,,7.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,5l98mfry68wf27ib98rdjhpii,R. Deterville,Midfielder,0,71.0,,49.0,14.0,24.0,20.0,,7.0,2.0,2.0,11.0,44.0,6.0,12.0,,6.0,,5.0,10.0,26.0,180.0,80.0,2.0,1.0,58.0,1.0,23.0,7.0,1.0,16.0,3.0,72.0,5.0,28.0,22.0,9.0,5.0,44.0,,,4.0,20.0,,12.0,36.0,21.0,7.0,,8.0,4.0,19.0,424.0,18.0,6.0,22.0,5.0,53.0,8.0,1.0,50.0,,,0.0,9.0,,9.0,10.0,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,16.0,14.0,,7.0,3.0,6.0,21.0,2.0,7.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,at652uj763mte740tbuzkla1g,S. Dorsett,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,f0wvkrva0aderzrf2xf2nyw44,Z. Drew,Defender,0,109.0,,90.0,47.0,12.0,15.0,,7.0,6.0,2.0,11.0,28.0,4.0,11.0,,7.0,,15.0,10.0,21.0,186.0,113.0,1.0,,94.0,,67.0,7.0,,1.0,,36.0,,13.0,19.0,2.0,4.0,33.0,1.0,,1.0,21.0,,1.0,15.0,3.0,3.0,,10.0,1.0,42.0,343.0,12.0,4.0,27.0,1.0,86.0,1.0,2.0,40.0,,,0.0,2.0,,1.0,,2.0,2.0,8.0,4.0,6.0,4.0,,,,3.0,1.0,,,5.0,3.0,16.0,5.0,1.0,1.0,3.0,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2024-2025,Antigua and Barbuda,Antigua_and_Barbuda,1qbfl5p253tmh6t5aps4jblsk,D. Francis,Forward,0,29.0,,20.0,12.0,6.0,8.0,1.0,1.0,2.0,,,10.0,2.0,,,3.0,,1.0,10.0,7.0,62.0,29.0,1.0,,20.0,1.0,10.0,,,5.0,,24.0,3.0,7.0,9.0,2.0,1.0,14.0,2.0,,2.0,8.0,,7.0,16.0,5.0,6.0,,1.0,1.0,5.0,120.0,1.0,2.0,10.0,,19.0,3.0,,17.0,,,0.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,7.0,,1.0,,3.0,8.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
