root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,16urgb7afqtu6qscxbz1hex91,R. Ardón,Midfielder,8,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,ajdhaoszidads5il1gn60q579,V. Armas,Midfielder,23,1.0,156.0,6.0,,1.0,38.0,,6.0,1.0,18.0,,2.0,1.0,15.0,12.0,1.0,7.0,38.0,,23.0,,9.0,3.0,8.0,2.0,4.0,2.0,4.0,2.0,64.0,2.0,,2.0,22.0,22.0,3.0,6.0,1.0,,5.0,1.0,,1.0,2.0,1.0,2.0,29.0,29.0,3.0,1.0,2.0,,5.0,1.0,,,,1.0,8.0,,,,,,,,,,3.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,b015kxbt3hdlvbstcwl7ku7d,C. Barillas,Forward,9,,17.0,,1.0,,10.0,,3.0,,4.0,,,,5.0,3.0,2.0,3.0,10.0,,7.0,,3.0,,3.0,,4.0,,1.0,,18.0,1.0,,6.0,3.0,93.0,3.0,,,1.0,6.0,,,,1.0,3.0,3.0,7.0,7.0,,2.0,3.0,,,3.0,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,dvmg7nujuja6wzxxixbotiqqd,M. Bonilla,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,5qd27zhcombsbo9rzwj2j6ac5,E. Cabrera,Defender,6,1.0,21.0,3.0,1.0,,8.0,,2.0,,2.0,,1.0,,5.0,5.0,3.0,1.0,9.0,,7.0,1.0,2.0,,3.0,1.0,2.0,,,,22.0,1.0,,7.0,3.0,1.0,4.0,,,1.0,7.0,,2.0,1.0,1.0,3.0,,6.0,7.0,,3.0,3.0,,2.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,9m9bimyr4jrl7qmvew50uau39,J. Cardona,Midfielder,16,4.0,344.0,,,,151.0,,18.0,,46.0,2.0,8.0,1.0,64.0,65.0,3.0,35.0,154.0,3.0,108.0,5.0,43.0,7.0,38.0,,20.0,4.0,3.0,10.0,198.0,4.0,1.0,23.0,50.0,29.0,13.0,3.0,,3.0,28.0,2.0,6.0,5.0,4.0,14.0,55.0,110.0,111.0,5.0,2.0,15.0,1.0,5.0,9.0,,,,5.0,31.0,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,d5v66qyfnyed52vg60c8xblxx,A. Escoto,Forward,10,,251.0,,,1.0,47.0,3.0,9.0,2.0,22.0,,1.0,3.0,38.0,12.0,4.0,14.0,47.0,4.0,31.0,1.0,15.0,3.0,18.0,,7.0,3.0,2.0,2.0,101.0,3.0,1.0,31.0,13.0,52.0,15.0,1.0,,5.0,36.0,4.0,1.0,5.0,3.0,18.0,12.0,32.0,32.0,5.0,2.0,21.0,2.0,,13.0,,,,7.0,13.0,,,,,,,,,,1.0,2.0,6.0,3.0,2.0,1.0,,1.0,5.0,4.0,4.0,,,,1.0,1.0,4.0,,,1.0,,2.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,aaq3f3ivd3ygny5x8nzmooyj9,G. Esquivel,Midfielder,26,1.0,121.0,,1.0,1.0,42.0,,8.0,,25.0,,1.0,1.0,12.0,12.0,2.0,5.0,43.0,,35.0,1.0,6.0,1.0,8.0,,4.0,1.0,3.0,,53.0,2.0,,6.0,18.0,18.0,3.0,2.0,,,8.0,1.0,2.0,2.0,2.0,4.0,8.0,36.0,37.0,2.0,2.0,5.0,,,2.0,,,,2.0,9.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,92f6stqemqimr0iwm0yl0mx1x,J. García,Midfielder,14,,249.0,1.0,,3.0,93.0,1.0,8.0,,35.0,2.0,8.0,,32.0,37.0,7.0,15.0,95.0,2.0,65.0,4.0,23.0,1.0,18.0,,12.0,3.0,,6.0,145.0,3.0,3.0,22.0,46.0,31.0,17.0,7.0,,7.0,24.0,6.0,4.0,1.0,3.0,7.0,23.0,71.0,72.0,2.0,7.0,7.0,,12.0,15.0,,,,7.0,18.0,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Suchitepéquez,CD_Suchitepéquez,65ce0xbojonp2y6kn6qpkwjx1,M. Germi,Forward,21,,91.0,,1.0,,8.0,,1.0,,4.0,,,,6.0,,1.0,4.0,8.0,,4.0,4.0,4.0,1.0,4.0,,,1.0,,,21.0,2.0,,8.0,4.0,100.0,7.0,,,5.0,9.0,1.0,5.0,,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,,1.0,6.0,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
