root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,es44tnpmydm4r0odba8myegpg,J. Arroyo,Midfielder,14,,24.0,3.0,18.0,,3.0,,,27.0,1.0,10.0,6.0,7.0,5.0,40.0,2.0,7.0,2.0,10.0,1.0,16.0,2.0,16.0,17.0,15.0,12.0,1.0,6.0,64.0,36.0,7.0,47.0,12.0,12.0,1.0,,1.0,109.0,46.0,17.0,,25.0,2.0,1.0,63.0,,46.0,7.0,1.0,227.0,1.0,,12.0,14.0,4.0,0.0,1.0,8.0,2.0,5.0,3.0,1.0,,1.0,2.0,6.0,13.0,1.0,1.0,,1.0,1.0,,,,1.0,0.0,,,,7.0,,,,,,,,,,,,,4.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,71mx0aiojy61plj5dzo61fitw,Y. Azcárate,Midfielder,20,,15.0,8.0,24.0,,10.0,,,25.0,1.0,10.0,8.0,6.0,5.0,34.0,1.0,4.0,1.0,,2.0,6.0,3.0,20.0,16.0,20.0,3.0,,14.0,78.0,35.0,4.0,48.0,12.0,5.0,5.0,,7.0,108.0,41.0,30.0,2.0,42.0,2.0,2.0,76.0,,46.0,2.0,2.0,194.0,10.0,,14.0,14.0,6.0,0.0,1.0,,2.0,3.0,1.0,2.0,,,,6.0,4.0,4.0,1.0,,1.0,1.0,,,,1.0,0.0,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,11,,44.0,3.0,56.0,,8.0,,,52.0,6.0,10.0,8.0,7.0,3.0,96.0,4.0,7.0,7.0,16.0,2.0,38.0,6.0,29.0,20.0,24.0,23.0,11.0,56.0,166.0,118.0,7.0,127.0,21.0,28.0,3.0,,5.0,297.0,122.0,39.0,5.0,52.0,15.0,3.0,151.0,,114.0,25.0,2.0,556.0,10.0,2.0,25.0,23.0,3.0,1.0,16.0,11.0,5.0,,19.0,4.0,,,3.0,6.0,30.0,3.0,9.0,1.0,6.0,3.0,,2.0,4.0,2.0,1.0,,23.0,7.0,14.0,,,,,,,,,,,,,7.0,5.0,,,5.0,,,,3.0,,,,,1.0,2.0,,9.0,,1.0,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,8wzlc99znjt7cvbzwqlc5a0ic,N. Bedolla,Goalkeeper,1,,,2.0,19.0,,2.0,,,2.0,,10.0,5.0,,,24.0,,6.0,6.0,,1.0,,,,59.0,2.0,,,33.0,149.0,10.0,6.0,125.0,,,11.0,,21.0,181.0,104.0,24.0,,57.0,,5.0,108.0,,95.0,,1.0,540.0,24.0,2.0,115.0,27.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,38.0,5.0,8.0,3.0,5.0,30.0,,3.0,,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,ealbewi58py5p8xqb3m77f47o,S. Carrillo,Forward,9,,43.0,6.0,30.0,,12.0,,,55.0,11.0,10.0,6.0,,,74.0,,6.0,6.0,18.0,1.0,20.0,,31.0,21.0,23.0,26.0,1.0,35.0,104.0,58.0,6.0,70.0,17.0,32.0,3.0,,3.0,188.0,67.0,34.0,6.0,28.0,18.0,1.0,96.0,,62.0,2.0,1.0,401.0,3.0,1.0,12.0,11.0,16.0,3.0,,7.0,9.0,,7.0,4.0,,1.0,6.0,3.0,29.0,,7.0,,,8.0,,3.0,2.0,7.0,1.0,,,,2.0,,,,,,,,,,,,,5.0,1.0,3.0,,1.0,,,,,,,,1.0,4.0,8.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,2ig362xub2syd45v3usgymbkk,F. Delgado,Goalkeeper,12,,1.0,1.0,8.0,,1.0,,,2.0,,10.0,3.0,,,11.0,,1.0,1.0,,1.0,,,1.0,6.0,1.0,1.0,,6.0,22.0,1.0,1.0,11.0,,1.0,1.0,,3.0,35.0,8.0,11.0,,10.0,,,13.0,,9.0,,1.0,90.0,10.0,2.0,10.0,9.0,,0.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,4.0,1.0,7.0,1.0,4.0,1.0,,5.0,1.0,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,bxueyqowttzb7c5dft8181wd0,J. Flores,Defender,15,12.0,15.0,1.0,8.0,,1.0,1.0,,16.0,1.0,10.0,5.0,5.0,4.0,23.0,1.0,5.0,,3.0,,12.0,2.0,7.0,4.0,11.0,5.0,4.0,27.0,75.0,35.0,5.0,64.0,10.0,5.0,1.0,,8.0,118.0,56.0,11.0,,32.0,1.0,4.0,75.0,1.0,64.0,2.0,,125.0,4.0,1.0,31.0,13.0,1.0,0.0,2.0,2.0,2.0,5.0,,,,1.0,,1.0,5.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,9hvws0ne797tauscynghhkaac,K. García,Defender,3,,11.0,11.0,62.0,,17.0,1.0,,28.0,3.0,10.0,12.0,5.0,4.0,79.0,1.0,7.0,7.0,1.0,2.0,28.0,7.0,24.0,120.0,18.0,4.0,2.0,59.0,322.0,66.0,7.0,248.0,7.0,10.0,19.0,,36.0,374.0,212.0,74.0,6.0,115.0,4.0,6.0,308.0,,239.0,,2.0,618.0,50.0,22.0,182.0,10.0,,0.0,,,3.0,,5.0,,,,1.0,3.0,5.0,,1.0,,,1.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,4.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,amtt7sdacpvdjshgql2mpri8k,S. Inda,Midfielder,18,,15.0,1.0,19.0,1.0,2.0,1.0,,17.0,,10.0,3.0,6.0,3.0,25.0,3.0,6.0,,,1.0,12.0,1.0,11.0,12.0,9.0,7.0,1.0,26.0,69.0,40.0,6.0,53.0,8.0,8.0,2.0,,5.0,105.0,48.0,16.0,1.0,19.0,6.0,4.0,68.0,,52.0,6.0,1.0,170.0,5.0,1.0,17.0,12.0,1.0,0.0,4.0,,5.0,6.0,5.0,2.0,,1.0,,1.0,3.0,,6.0,,2.0,,,,1.0,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Mexico Under 17,Mexico_Under_17,eny4r2vplrrz0bd69c4msmc4,B. Lomelí,Midfielder,7,,59.0,2.0,35.0,,4.0,,,63.0,4.0,10.0,8.0,12.0,10.0,83.0,2.0,5.0,5.0,28.0,1.0,9.0,3.0,23.0,24.0,28.0,33.0,10.0,10.0,77.0,42.0,5.0,46.0,26.0,35.0,4.0,,8.0,187.0,38.0,31.0,2.0,34.0,12.0,4.0,77.0,,46.0,12.0,1.0,366.0,8.0,,7.0,22.0,4.0,0.0,3.0,15.0,1.0,,7.0,1.0,,,4.0,9.0,27.0,6.0,8.0,,3.0,1.0,,,2.0,1.0,0.0,,,,12.0,,,,,,,,,,,,,10.0,2.0,1.0,,1.0,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
