liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,San Antonio FC,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,17,23.0,12.0,11.0,8.0,30.0,1.0,2.0,96.0,3.0,45.0,22.0,23.0,32.0,142.0,2.0,8.0,6.0,5.0,22.0,10.0,12.0,4.0,3.0,27.0,362.0,1.0,46.0,8.0,6.0,18.0,169.0,3.0,7.0,2.0,7.0,,26.0,309.0,93.0,223.0,289.0,,6.0,604.0,3.0,38.0,8.0,7.0,59.0,368.0,315.0,6.0,5.0,53.0,451.0,,,11.0,28.0,34.0,19.0,25.0,2.0,1.0,,,1.0,,2.0,,,1.0,,,1.0,3.0,1.0,,1.0,,,,1.0,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,
USA_USL_Championship,2026,San Antonio FC,911gmybcrlxhc682o73kibxwq,J. Batrouni,Goalkeeper,98,4.0,1.0,3.0,9.0,,,,20.0,4.0,9.0,1.0,8.0,,147.0,,9.0,9.0,7.0,5.0,,5.0,,,78.0,143.0,1.0,5.0,,,90.0,32.0,,9.0,,8.0,,36.0,119.0,26.0,133.0,123.0,,1.0,810.0,,14.0,,4.0,99.0,257.0,159.0,1.0,,98.0,373.0,,,36.0,95.0,86.0,12.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,82.0,4.0,,6.0,3.0,55.0,1.0,6.0,28.0,19.0,9.0,1.0,8.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,
USA_USL_Championship,2026,San Antonio FC,8gxutqok71ycyk3ojmudrqtck,L. Berrón,Midfielder,14,1.0,,1.0,1.0,1.0,,,2.0,,5.0,1.0,4.0,2.0,4.0,,1.0,1.0,1.0,4.0,1.0,3.0,,1.0,4.0,12.0,,1.0,,,1.0,3.0,1.0,,,,,1.0,12.0,7.0,5.0,11.0,,2.0,20.0,,2.0,1.0,1.0,1.0,12.0,12.0,2.0,,,19.0,,,,,,,,,0.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,Defender,23,,,,2.0,10.0,,,8.0,,11.0,3.0,8.0,23.0,3.0,1.0,2.0,,,11.0,3.0,8.0,2.0,2.0,18.0,33.0,,5.0,,,1.0,4.0,2.0,2.0,2.0,,,,28.0,15.0,15.0,30.0,2.0,,117.0,,3.0,1.0,5.0,12.0,35.0,30.0,2.0,5.0,5.0,62.0,2.0,2.0,,,7.0,,5.0,,0.0,1.0,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,axq8237svjgfs0aljdfkgerfu,C. Calov,Midfielder,6,12.0,5.0,7.0,10.0,39.0,2.0,2.0,74.0,,45.0,18.0,27.0,77.0,54.0,1.0,10.0,1.0,1.0,33.0,13.0,20.0,1.0,5.0,62.0,216.0,,43.0,9.0,5.0,24.0,65.0,5.0,4.0,4.0,,4.0,21.0,176.0,88.0,92.0,159.0,3.0,5.0,390.0,6.0,3.0,6.0,6.0,67.0,220.0,180.0,8.0,6.0,40.0,300.0,7.0,3.0,2.0,11.0,37.0,10.0,29.0,1.0,0.0,3.0,,6.0,6.0,3.0,,,,,5.0,5.0,3.0,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,Defender,21,28.0,11.0,17.0,10.0,26.0,2.0,6.0,94.0,3.0,56.0,23.0,33.0,40.0,165.0,5.0,10.0,8.0,6.0,28.0,12.0,16.0,17.0,,153.0,358.0,1.0,49.0,12.0,5.0,29.0,27.0,,8.0,1.0,3.0,,25.0,294.0,88.0,217.0,280.0,6.0,2.0,742.0,2.0,39.0,10.0,4.0,77.0,371.0,305.0,8.0,11.0,66.0,489.0,4.0,4.0,15.0,29.0,47.0,23.0,37.0,4.0,1.0,2.0,,2.0,4.0,2.0,,,,,4.0,11.0,2.0,3.0,3.0,,,,3.0,7.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,Defender,22,18.0,6.0,12.0,6.0,55.0,2.0,1.0,55.0,1.0,62.0,25.0,37.0,80.0,51.0,6.0,6.0,7.0,5.0,44.0,19.0,25.0,10.0,3.0,4.0,165.0,,37.0,13.0,9.0,22.0,63.0,4.0,6.0,3.0,,,3.0,125.0,57.0,80.0,130.0,4.0,10.0,483.0,7.0,8.0,9.0,8.0,75.0,173.0,133.0,14.0,8.0,40.0,315.0,10.0,10.0,6.0,11.0,38.0,12.0,29.0,1.0,0.0,3.0,,,3.0,30.0,1.0,2.0,,,5.0,7.0,6.0,,,,,1.0,,2.0,,,,,1.0,,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,Forward,70,10.0,5.0,5.0,4.0,10.0,1.0,,9.0,,15.0,9.0,6.0,17.0,4.0,,4.0,2.0,2.0,5.0,4.0,1.0,,1.0,8.0,25.0,,5.0,2.0,1.0,2.0,5.0,1.0,,,,1.0,,12.0,10.0,4.0,14.0,,,79.0,4.0,1.0,,1.0,20.0,27.0,14.0,,7.0,13.0,44.0,,,,,10.0,3.0,13.0,1.0,0.0,1.0,,4.0,,,,,,,2.0,3.0,3.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,1le9ot9v8ql9q57huwmu4vu38,D. Erofeev,Midfielder,55,14.0,9.0,5.0,10.0,57.0,1.0,1.0,64.0,1.0,43.0,27.0,16.0,56.0,55.0,6.0,10.0,7.0,5.0,29.0,18.0,11.0,2.0,4.0,67.0,220.0,1.0,29.0,2.0,1.0,18.0,50.0,4.0,7.0,7.0,4.0,3.0,16.0,183.0,72.0,120.0,176.0,3.0,2.0,614.0,6.0,6.0,8.0,4.0,56.0,229.0,192.0,5.0,9.0,37.0,289.0,5.0,4.0,4.0,10.0,32.0,10.0,27.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,,,,,7.0,11.0,3.0,2.0,2.0,2.0,,,,4.0,,1.0,1.0,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,San Antonio FC,c481wk3de3opu190d8z99w8yy,N. Flores,Defender,4,14.0,7.0,7.0,10.0,49.0,1.0,3.0,49.0,3.0,44.0,22.0,22.0,89.0,42.0,5.0,10.0,2.0,2.0,30.0,15.0,15.0,3.0,4.0,4.0,140.0,1.0,28.0,7.0,4.0,17.0,50.0,4.0,4.0,,2.0,2.0,6.0,113.0,59.0,64.0,112.0,3.0,2.0,420.0,5.0,17.0,9.0,10.0,60.0,145.0,118.0,5.0,7.0,27.0,263.0,15.0,15.0,6.0,8.0,35.0,7.0,19.0,2.0,0.0,2.0,,6.0,,27.0,,1.0,,,2.0,2.0,3.0,,,,,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
