liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,Valour FC,7v7c25arh4yqd7tz8demrxa6t,B. Levis,Midfielder,17,1.0,6.0,16.0,180.0,27.0,757.0,53.0,60.0,23.0,,150.0,1926.0,22.0,144.0,33.0,,240.0,32.0,3.0,54.0,10.0,39.0,977.0,945.0,313.0,19.0,54.0,1.0,311.0,328.0,30.0,8.0,38.0,782.0,10.0,398.0,2.0,35.0,2.0,40.0,808.0,6.0,56.0,259.0,1.0,,133.0,52.0,7.0,373.0,33.0,1645.0,22.0,35.0,412.0,35.0,1.0,51.0,169.0,22.0,25.0,2.0,8.0,65.0,2.0,22.0,115.0,46.0,166.0,8.0,113.0,18.0,12.0,169.0,6.0,36.0,18.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,Defender,5,1.0,3.0,5.0,53.0,16.0,251.0,66.0,4.0,6.0,1.0,62.0,724.0,10.0,27.0,39.0,2.0,17.0,2.0,1.0,33.0,10.0,9.0,384.0,375.0,77.0,1.0,35.0,,107.0,105.0,1.0,,2.0,283.0,3.0,99.0,,2.0,,10.0,291.0,1.0,49.0,42.0,,1.0,24.0,19.0,,194.0,2.0,500.0,6.0,3.0,192.0,4.0,,40.0,29.0,10.0,4.0,,,14.0,,8.0,15.0,11.0,5.0,5.0,44.0,1.0,4.0,93.0,4.0,26.0,9.0,,,0.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,7zclpaca3ogbr2cpcy4a1i8t0,Anthony Mikhael,Defender,4,,,2.0,8.0,2.0,69.0,20.0,,1.0,,13.0,173.0,5.0,2.0,5.0,3.0,7.0,1.0,1.0,6.0,10.0,2.0,95.0,95.0,14.0,,9.0,,27.0,22.0,,,1.0,77.0,1.0,33.0,1.0,1.0,,1.0,77.0,2.0,5.0,5.0,,,6.0,1.0,1.0,41.0,1.0,116.0,4.0,,44.0,2.0,,8.0,7.0,5.0,,,,1.0,,2.0,3.0,1.0,5.0,,13.0,,,18.0,1.0,6.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,dl4wkt9bhput0z1sikhu15562,F. Peña,Defender,77,,1.0,15.0,59.0,13.0,250.0,43.0,14.0,8.0,1.0,61.0,810.0,21.0,56.0,13.0,13.0,66.0,14.0,1.0,21.0,10.0,18.0,336.0,328.0,112.0,13.0,10.0,,94.0,124.0,8.0,2.0,16.0,261.0,3.0,128.0,2.0,14.0,,19.0,268.0,2.0,25.0,102.0,,,53.0,7.0,,133.0,3.0,563.0,17.0,20.0,142.0,4.0,,18.0,47.0,21.0,17.0,2.0,2.0,36.0,2.0,8.0,46.0,17.0,55.0,1.0,43.0,4.0,3.0,68.0,6.0,3.0,7.0,,,0.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,77bwgkpu6tylbyfvuwdzoek15,W. Ponce,Forward,0,1.0,3.0,15.0,86.0,,232.0,67.0,27.0,9.0,1.0,87.0,1111.0,20.0,52.0,7.0,7.0,122.0,10.0,2.0,8.0,10.0,26.0,322.0,291.0,184.0,5.0,72.0,1.0,72.0,158.0,14.0,13.0,,207.0,9.0,147.0,10.0,10.0,2.0,14.0,237.0,4.0,4.0,112.0,2.0,1.0,98.0,2.0,8.0,61.0,7.0,530.0,19.0,12.0,91.0,58.0,,5.0,27.0,20.0,6.0,1.0,6.0,20.0,1.0,13.0,60.0,25.0,,,81.0,22.0,1.0,85.0,,34.0,38.0,1.0,1.0,0.0,,,24.0,1.0,5.0,16.0,,,,,,1.0,,,,,1.0,,,1.0,,6.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,4le816q3ac1isre8sala3iwyy,S. Rea,Midfielder,24,9.0,3.0,24.0,107.0,1.0,521.0,120.0,97.0,15.0,8.0,236.0,2273.0,27.0,102.0,2.0,1.0,176.0,42.0,4.0,35.0,10.0,22.0,698.0,682.0,253.0,14.0,16.0,4.0,185.0,449.0,55.0,23.0,,526.0,62.0,442.0,9.0,113.0,5.0,19.0,540.0,7.0,14.0,237.0,3.0,7.0,146.0,4.0,15.0,217.0,41.0,1270.0,31.0,48.0,160.0,50.0,,19.0,118.0,27.0,9.0,62.0,11.0,28.0,15.0,26.0,135.0,33.0,11.0,1.0,144.0,31.0,1.0,158.0,,5.0,11.0,3.0,2.0,2.0,2.0,94.0,16.0,1.0,6.0,20.0,39.0,47.0,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,2js282vjcudwck84w18f2h8t1,K. Rendón,Midfielder,0,,3.0,9.0,13.0,8.0,134.0,42.0,4.0,4.0,1.0,34.0,643.0,12.0,12.0,7.0,4.0,34.0,2.0,3.0,10.0,10.0,8.0,180.0,174.0,34.0,4.0,5.0,,52.0,58.0,1.0,2.0,1.0,138.0,6.0,71.0,7.0,7.0,,4.0,143.0,2.0,15.0,29.0,,,21.0,8.0,1.0,52.0,,250.0,11.0,9.0,75.0,8.0,,9.0,30.0,12.0,6.0,3.0,1.0,10.0,,8.0,17.0,2.0,2.0,,22.0,6.0,,37.0,3.0,1.0,4.0,,,0.0,,7.0,1.0,,,5.0,3.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,ezibxuzirgqnb5enkgvdk5ot1,A. Riggi,Forward,11,1.0,4.0,11.0,57.0,7.0,231.0,38.0,26.0,10.0,4.0,75.0,909.0,22.0,53.0,5.0,12.0,79.0,15.0,1.0,14.0,10.0,17.0,310.0,308.0,119.0,7.0,8.0,2.0,93.0,140.0,15.0,8.0,,236.0,9.0,155.0,10.0,17.0,3.0,11.0,238.0,3.0,18.0,111.0,3.0,1.0,62.0,5.0,3.0,100.0,16.0,502.0,14.0,17.0,85.0,28.0,,7.0,45.0,22.0,13.0,2.0,7.0,24.0,1.0,10.0,58.0,13.0,11.0,,54.0,11.0,,72.0,1.0,4.0,4.0,0.0,3.0,1.0,,2.0,4.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,cusim5b0lb4yc0sz00d7is73d,R. Romeo,Defender,3,,6.0,23.0,83.0,26.0,855.0,331.0,3.0,8.0,,135.0,1926.0,23.0,43.0,76.0,2.0,48.0,,3.0,59.0,10.0,19.0,1184.0,1142.0,135.0,3.0,57.0,1.0,358.0,207.0,2.0,1.0,1.0,956.0,6.0,276.0,,,2.0,21.0,990.0,6.0,100.0,78.0,2.0,,52.0,24.0,2.0,447.0,3.0,1401.0,29.0,7.0,714.0,21.0,1.0,135.0,129.0,23.0,12.0,,4.0,33.0,,21.0,35.0,7.0,4.0,5.0,94.0,11.0,11.0,194.0,7.0,40.0,17.0,1.0,1.0,1.0,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,1.0,,,,
Canada_Canadian_Premier_League,2022,Valour FC,771ibrtevbxi05tgsof9r5gmi,J. Sirois,Goalkeeper,1,,1.0,21.0,12.0,58.0,252.0,117.0,,,,106.0,1710.0,19.0,4.0,28.0,,,,3.0,56.0,10.0,,500.0,297.0,16.0,,10.0,,112.0,166.0,,1.0,,223.0,,43.0,,,,,338.0,5.0,158.0,6.0,,,4.0,,,271.0,,699.0,26.0,1.0,295.0,,,86.0,141.0,19.0,,,,,,19.0,2.0,5.0,,5.0,4.0,,,162.0,10.0,8.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,59.0,,,,2.0,,181.0,29.0,6.0,,12.0,13.0,20.0,49.0,11.0,5.0,1.0,,,1.0,3.0,3.0
Canada_Canadian_Premier_League,2022,Valour FC,dbqcata2hskqhcvjkjhagy4bu,R. Yesli,Goalkeeper,0,,,6.0,3.0,40.0,76.0,37.0,,,,89.0,810.0,9.0,1.0,5.0,,,,1.0,20.0,10.0,,227.0,114.0,3.0,,2.0,,30.0,110.0,,,,71.0,,30.0,,,,,118.0,2.0,104.0,1.0,,,,,,160.0,,292.0,8.0,,88.0,,,42.0,60.0,9.0,,,,,,9.0,,1.0,,4.0,5.0,,,109.0,9.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,39.0,,,,,,65.0,15.0,1.0,,6.0,3.0,10.0,26.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2022,Valour FC,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,Midfielder,0,,4.0,6.0,53.0,5.0,155.0,49.0,18.0,9.0,1.0,57.0,888.0,22.0,40.0,4.0,12.0,69.0,11.0,1.0,17.0,10.0,14.0,233.0,230.0,120.0,13.0,39.0,1.0,62.0,125.0,11.0,6.0,1.0,167.0,10.0,106.0,10.0,11.0,3.0,8.0,170.0,3.0,8.0,81.0,3.0,,67.0,7.0,4.0,53.0,11.0,398.0,9.0,20.0,65.0,31.0,,15.0,35.0,22.0,10.0,1.0,9.0,18.0,,10.0,41.0,11.0,2.0,,55.0,14.0,2.0,63.0,1.0,13.0,26.0,3.0,0.0,1.0,,1.0,4.0,1.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
