liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,DC United,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10.0,8.0,,,1.0,10.0,,1.0,,,1.0,,,,,4.0,2.0,,4.0,8.0,1.0,,2.0,,2.0,2.0,,,,,,,2.0,,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,7ftzvsdtanjzae4acqwp5r0lx,S. Birnbaum,Defender,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,7auanavbq7kbs26yjhr4z8yqd,B. Boswell,Defender,32.0,88.0,,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,51.0,15.0,2.0,51.0,60.0,2.0,3.0,7.0,13.0,41.0,41.0,5.0,2.0,,,2.0,2.0,10.0,26.0,8.0,38.0,10.0,13.0,1.0,8.0,6.0,2.0,,22.0,,,4.0,,,,,,3.0,2.0,,,,2.0,,,2.0,5.0,,3.0,,,2.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,ar6i26vtb7c9tjfrlul7pp3v9,J. Büscher,Midfielder,33.0,172.0,1.0,2.0,2.0,10.0,3.0,2.0,1.0,,,2.0,,,,103.0,75.0,3.0,108.0,163.0,15.0,5.0,28.0,23.0,81.0,85.0,3.0,15.0,,,,6.0,44.0,16.0,17.0,80.0,23.0,28.0,9.0,31.0,11.0,1.0,,28.0,,,,,,,,2.0,29.0,2.0,,,4.0,3.0,2.0,2.0,25.0,13.0,4.0,,12.0,3.0,13.0,4.0,9.0,,5.0,,2.0,1.0,5.0,,6.0,5.0,3.0,13.0,4.0,5.0,,1.0,6.0,,2.0,1.0,3.0,2.0,,,,,,,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,21.0,57.0,,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,52.0,26.0,,52.0,57.0,,8.0,8.0,15.0,46.0,46.0,1.0,5.0,,,,2.0,8.0,20.0,4.0,38.0,6.0,13.0,,4.0,5.0,2.0,,14.0,,,,,,,,,10.0,,,1.0,,2.0,4.0,3.0,7.0,3.0,,1.0,5.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,emwrx80ilu9sjb5ailgvny5sl,S. Franklin,Defender,5.0,90.0,1.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,58.0,19.0,3.0,58.0,65.0,1.0,4.0,11.0,14.0,48.0,48.0,6.0,8.0,,,3.0,4.0,12.0,29.0,6.0,44.0,10.0,5.0,,4.0,5.0,6.0,,37.0,,,2.0,,,,,,2.0,2.0,,2.0,,,3.0,2.0,5.0,3.0,,3.0,5.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,Midfielder,23.0,93.0,1.0,1.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,54.0,25.0,,54.0,61.0,5.0,4.0,7.0,11.0,46.0,46.0,1.0,5.0,,,1.0,4.0,11.0,22.0,4.0,42.0,8.0,15.0,2.0,6.0,4.0,2.0,,18.0,,,,,,,,,10.0,,,,,1.0,2.0,2.0,6.0,2.0,,1.0,5.0,,1.0,,,1.0,,,,1.0,2.0,,1.0,,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,84glcl7l5zbb8dkjauon561h,J. Jeffrey,Midfielder,25.0,90.0,1.0,1.0,1.0,10.0,2.0,1.0,,1.0,,,,,,61.0,24.0,1.0,63.0,78.0,,10.0,11.0,19.0,50.0,52.0,1.0,4.0,,,2.0,5.0,12.0,28.0,6.0,42.0,11.0,14.0,1.0,6.0,9.0,5.0,,20.0,,,,,,,,1.0,10.0,3.0,,,,6.0,2.0,2.0,10.0,7.0,1.0,,3.0,5.0,7.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,dclvq3jjhpa50eps83wrz168l,T. Kemp,Defender,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,DC United,1k73nm8njbq3xjf2iwuqanp49,E. Klenofsky,Goalkeeper,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
