liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,FC Dallas,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Defender,23.0,,66.0,1.0,21.0,,3.0,,10.0,,1.0,12.0,6.0,5.0,21.0,,15.0,1.0,2.0,5.0,,4.0,1.0,7.0,5.0,1.0,,37.0,2.0,2.0,,5.0,6.0,2.0,10.0,1.0,7.0,1.0,3.0,2.0,2.0,3.0,8.0,16.0,16.0,4.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,2.0,,,2.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13.0,1.0,102.0,,27.0,1.0,9.0,,13.0,1.0,,12.0,7.0,6.0,27.0,2.0,18.0,,2.0,7.0,,6.0,3.0,7.0,3.0,1.0,1.0,39.0,,2.0,1.0,7.0,10.0,2.0,10.0,,11.0,1.0,1.0,2.0,,5.0,2.0,20.0,20.0,6.0,,1.0,2.0,,1.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,0.0,1.0,1.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21.0,1.0,131.0,,35.0,,9.0,,22.0,1.0,1.0,17.0,5.0,7.0,35.0,2.0,27.0,2.0,2.0,8.0,,9.0,2.0,8.0,6.0,1.0,,55.0,,2.0,1.0,8.0,9.0,6.0,10.0,2.0,10.0,2.0,1.0,2.0,,6.0,8.0,27.0,27.0,8.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,1.0,2.0,,,,1.0,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2.0,,180.0,,51.0,,9.0,2.0,22.0,4.0,,16.0,20.0,7.0,51.0,3.0,39.0,2.0,,11.0,,1.0,1.0,7.0,5.0,2.0,1.0,88.0,,2.0,2.0,14.0,12.0,2.0,10.0,,15.0,3.0,,2.0,,4.0,29.0,40.0,40.0,4.0,13.0,,5.0,1.0,4.0,11.0,,1.0,3.0,1.0,4.0,2.0,10.0,,,,,,1.0,1.0,2.0,4.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,c95z0g8bgfspg3819r8c9zj6d,J. Cano,Defender,34.0,,90.0,,41.0,1.0,1.0,,9.0,2.0,,9.0,27.0,6.0,44.0,,33.0,,,8.0,,2.0,,2.0,1.0,1.0,1.0,59.0,,1.0,,,20.0,,10.0,,1.0,,,1.0,,,21.0,33.0,36.0,1.0,,1.0,,,6.0,,,,4.0,1.0,,5.0,,,,,,,,3.0,,,,,,,,1.0,,,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,egv32cai8dzoconq0xug5d61h,C. Colmán,Forward,9.0,,43.0,1.0,7.0,,2.0,,3.0,,,5.0,1.0,3.0,7.0,2.0,4.0,,,3.0,,2.0,1.0,3.0,,1.0,,9.0,,1.0,1.0,3.0,3.0,1.0,10.0,1.0,5.0,,,1.0,,3.0,,4.0,4.0,3.0,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,5wttdjpftd57c2t5959sm2yg9,J. Ferreira,Forward,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,31.0,,180.0,,85.0,3.0,8.0,1.0,28.0,12.0,1.0,38.0,36.0,12.0,87.0,,55.0,2.0,2.0,24.0,,25.0,2.0,20.0,11.0,2.0,,125.0,,2.0,,6.0,48.0,3.0,10.0,,15.0,3.0,,2.0,,2.0,6.0,61.0,63.0,6.0,9.0,4.0,4.0,,4.0,9.0,1.0,5.0,5.0,9.0,3.0,2.0,4.0,,,,,,11.0,8.0,1.0,,,,,,,,,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,
USA_US_Open_Cup,2018,FC Dallas,83fa3xeia5zzfl19tk08vy3f9,J. Gonzalez,Goalkeeper,1.0,,90.0,,9.0,,,,4.0,11.0,,12.0,11.0,,26.0,,10.0,2.0,,11.0,,2.0,,8.0,8.0,1.0,,38.0,,1.0,,1.0,21.0,,10.0,,1.0,3.0,,1.0,,,3.0,6.0,15.0,,,,,,3.0,1.0,,,1.0,,,,1.0,,,,,,,5.0,,1.0,,,,,,1.0,,,,,,,,5.0,7.0,,1.0,1.0,4.0,5.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,0.0,,8.0,,,,,,
USA_US_Open_Cup,2018,FC Dallas,8ls8npa774mbrxje10ff46sb9,C. Gruezo,Midfielder,7.0,,71.0,2.0,16.0,,4.0,,7.0,1.0,2.0,6.0,6.0,2.0,16.0,,12.0,2.0,3.0,3.0,,6.0,,,4.0,1.0,1.0,32.0,,1.0,,7.0,4.0,2.0,10.0,1.0,8.0,2.0,,1.0,,3.0,2.0,13.0,13.0,4.0,,1.0,3.0,,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,,,,,,,,
