liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,aj5gzasyqzf8z5of5qi8gdpii,R. Abreu,Midfielder,7,104.0,1.0,25.0,10.0,,7.0,,,16.0,12.0,,6.0,25.0,,,1.0,19.0,8.0,6.0,,1.0,1.0,4.0,7.0,1.0,2.0,2.0,44.0,,2.0,,10.0,4.0,10.0,4.0,,3.0,,11.0,,8.0,,2.0,,,6.0,10.0,19.0,19.0,1.0,,,,7.0,,1.0,4.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,98ajoa650l9wzwuur2ibzo6ad,A. Baquero,Defender,2,270.0,5.0,89.0,18.0,,29.0,1.0,5.0,39.0,48.0,7.0,15.0,97.0,,5.0,3.0,63.0,16.0,20.0,,17.0,,17.0,11.0,3.0,6.0,10.0,150.0,2.0,3.0,,30.0,27.0,10.0,15.0,14.0,5.0,1.0,31.0,2.0,17.0,7.0,3.0,1.0,,16.0,35.0,69.0,77.0,1.0,,,5.0,16.0,2.0,2.0,14.0,,,3.0,,,1.0,2.0,1.0,2.0,4.0,3.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,cos0ju2hjw5a7d39dvyavgqg9,R. Caballero,Midfielder,22,156.0,,25.0,9.0,,10.0,,1.0,25.0,10.0,3.0,6.0,27.0,1.0,1.0,,20.0,7.0,7.0,,7.0,1.0,8.0,8.0,2.0,2.0,2.0,62.0,1.0,2.0,,16.0,5.0,10.0,8.0,,5.0,,17.0,1.0,8.0,3.0,2.0,,,8.0,6.0,19.0,20.0,1.0,,,1.0,9.0,2.0,1.0,8.0,,,,,1.0,2.0,,2.0,2.0,3.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,6v01v59k36zdru896ewmxmyg9,K. Espino,Defender,14,167.0,,64.0,6.0,,8.0,,1.0,20.0,45.0,3.0,12.0,66.0,2.0,3.0,1.0,48.0,8.0,13.0,,21.0,1.0,8.0,13.0,2.0,2.0,5.0,88.0,,3.0,,15.0,19.0,10.0,5.0,5.0,,1.0,18.0,7.0,9.0,,3.0,,,11.0,20.0,51.0,53.0,3.0,,,3.0,13.0,,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,cjgy5h2ctd4b0i41mteixkcet,A. Hernández,Midfielder,10,270.0,1.0,107.0,21.0,2.0,46.0,,6.0,43.0,44.0,6.0,21.0,115.0,,1.0,1.0,84.0,16.0,27.0,2.0,32.0,4.0,29.0,12.0,3.0,3.0,1.0,154.0,7.0,3.0,,22.0,43.0,10.0,16.0,4.0,5.0,5.0,35.0,,17.0,3.0,3.0,3.0,,11.0,19.0,80.0,88.0,13.0,,,2.0,19.0,4.0,2.0,11.0,,,1.0,2.0,8.0,3.0,,1.0,1.0,,1.0,,,1.0,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,3314p7lxcs50nqhucj2rxjc2x,N. Johnston,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,cmp4arf8zcpcmlhrx410syz56,J. Kindelán,Midfielder,19,90.0,,32.0,2.0,,5.0,2.0,2.0,5.0,23.0,3.0,3.0,33.0,,,,26.0,6.0,5.0,,12.0,1.0,3.0,9.0,1.0,1.0,2.0,49.0,,1.0,,3.0,13.0,10.0,3.0,2.0,,,3.0,5.0,7.0,,1.0,,,,6.0,28.0,28.0,,,,1.0,,2.0,6.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,99q5k10knmzbu5f8k3ua933dh,D. Sáez,Midfielder,16,123.0,,65.0,5.0,,8.0,,3.0,11.0,48.0,,6.0,65.0,,2.0,2.0,53.0,6.0,9.0,,18.0,,5.0,7.0,1.0,1.0,4.0,80.0,,2.0,1.0,8.0,33.0,10.0,5.0,3.0,1.0,2.0,10.0,3.0,6.0,,2.0,,,5.0,9.0,56.0,56.0,2.0,,,,5.0,,3.0,3.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,a2waxsva4y5dfyn9l9vo3ivv9,Y. López,Defender,4,90.0,,21.0,1.0,,2.0,1.0,2.0,9.0,11.0,,6.0,21.0,,,,11.0,7.0,8.0,,,,1.0,4.0,1.0,,7.0,29.0,,1.0,,2.0,16.0,10.0,,2.0,,,2.0,1.0,7.0,,1.0,,,2.0,4.0,13.0,13.0,,,,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Cuba,7az7t9uyk01ojdyf3xgm237x1,L. Martínez,Defender,15,90.0,7.0,29.0,7.0,,4.0,1.0,2.0,11.0,19.0,2.0,5.0,30.0,,1.0,,22.0,7.0,7.0,,1.0,1.0,2.0,3.0,1.0,2.0,5.0,58.0,,1.0,1.0,8.0,16.0,10.0,4.0,1.0,2.0,,9.0,5.0,7.0,,1.0,,,4.0,6.0,22.0,23.0,1.0,,,1.0,5.0,1.0,3.0,4.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
