root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,7q8yzcaejglf2h1ho7iukqtxw,A. Kayondo,Defender,53,39.0,376.0,57.0,17.0,19.0,129.0,149.0,16.0,66.0,49.0,98.0,3.0,2.0,157.0,1.0,5.0,23.0,36.0,4.0,474.0,1.0,12.0,19.0,160.0,82.0,10.0,7.0,28.0,4.0,31.0,,23.0,191.0,24.0,26.0,8.0,28.0,208.0,185.0,73.0,216.0,174.0,10.0,8.0,1.0,3.0,,858.0,2.0,17.0,15.0,70.0,25.0,15.0,385.0,88.0,1168.0,354.0,4.0,19.0,15.0,117.0,7.0,483.0,11.0,21.0,25.0,,15.0,22.0,5.0,62.0,13.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,929ogu77f1e7edncwll3wv4t0,I. Amparo,Midfielder,72,8.0,50.0,11.0,3.0,2.0,13.0,8.0,,,5.0,16.0,,4.0,26.0,,2.0,,,,66.0,,1.0,3.0,14.0,8.0,2.0,,8.0,1.0,9.0,,,26.0,3.0,8.0,,5.0,24.0,28.0,13.0,27.0,23.0,10.0,,,,,95.0,,20.0,3.0,5.0,3.0,7.0,52.0,8.0,234.0,43.0,,1.0,7.0,12.0,1.0,68.0,2.0,,,1.0,1.0,6.0,,13.0,3.0,0.0,0.0,0.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,844k9wmnxkk24xsjd4fdb4rca,G. Beavers,Goalkeeper,35,62.0,229.0,1.0,,,3.0,,,,,159.0,,,234.0,,,,,,308.0,,,1.0,133.0,97.0,,,30.0,,62.0,,,4.0,1.0,29.0,1.0,2.0,306.0,25.0,11.0,164.0,4.0,10.0,,1.0,4.0,,623.0,1.0,123.0,,1.0,148.0,15.0,331.0,104.0,1350.0,269.0,,,15.0,3.0,,490.0,10.0,1.0,2.0,,59.0,,,1.0,15.0,0.0,0.0,0.0,,,11.0,,,,,,,,,,,,,,,,4.0,1.0,150.0,10.0,5.0,29.0,,3.0,40.0,,12.0,11.0,,,56.0,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,dppygy8o0csc5z6w5phgpiy38,J. Benitez,Midfielder,33,6.0,79.0,10.0,2.0,,7.0,22.0,,,4.0,13.0,1.0,2.0,20.0,,2.0,,,,92.0,,,4.0,22.0,7.0,1.0,,8.0,,7.0,,,19.0,5.0,8.0,1.0,2.0,57.0,26.0,11.0,22.0,17.0,10.0,,,1.0,1.0,127.0,,32.0,,5.0,2.0,5.0,83.0,16.0,293.0,76.0,2.0,4.0,5.0,7.0,1.0,96.0,1.0,1.0,3.0,,1.0,3.0,2.0,12.0,3.0,0.0,0.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,akl6kso1e1wtr4sdvplwn8nop,N. Besler,Midfielder,13,1.0,29.0,1.0,,,5.0,4.0,,,1.0,4.0,,,10.0,,,,,,33.0,,,,6.0,3.0,,,,,4.0,,,6.0,1.0,,,4.0,25.0,7.0,1.0,4.0,6.0,10.0,,,,,47.0,,16.0,,1.0,3.0,1.0,32.0,4.0,71.0,28.0,,,1.0,5.0,,36.0,2.0,,3.0,,,,,1.0,1.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,5tuhsstzfsgr1dxoz9ki36tjo,A. Bikyeombe,Midfielder,48,13.0,226.0,18.0,6.0,3.0,26.0,46.0,3.0,,10.0,44.0,1.0,8.0,79.0,1.0,5.0,1.0,,,269.0,,1.0,7.0,76.0,32.0,1.0,,15.0,1.0,23.0,,1.0,49.0,7.0,14.0,2.0,8.0,118.0,112.0,33.0,57.0,43.0,10.0,,,,,360.0,1.0,73.0,1.0,14.0,11.0,16.0,230.0,46.0,750.0,207.0,6.0,10.0,16.0,25.0,2.0,274.0,9.0,4.0,12.0,,2.0,2.0,3.0,23.0,8.0,1.0,0.0,1.0,,1.0,3.0,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,elcx49e05vbwsnmi4us4oqi38,A. Carmona,Defender,58,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,2ig362xub2syd45v3usgymbkk,F. Delgado,Goalkeeper,46,3.0,16.0,,,,,,,,,7.0,,,16.0,,,,,,18.0,,,,7.0,4.0,,,2.0,,8.0,,,,,2.0,,,23.0,5.0,,7.0,,10.0,,,,,42.0,,12.0,,,7.0,1.0,28.0,12.0,90.0,20.0,,,1.0,,,35.0,,,1.0,,2.0,,,,1.0,0.0,0.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,5gg2mxmy9ff40oku3s09gavl6,Z. Farnsworth,Defender,32,19.0,218.0,14.0,8.0,1.0,21.0,12.0,2.0,5.0,6.0,46.0,,5.0,117.0,,3.0,1.0,,,262.0,,5.0,5.0,113.0,28.0,1.0,,10.0,1.0,29.0,,1.0,38.0,10.0,9.0,4.0,6.0,138.0,94.0,22.0,53.0,30.0,10.0,,,1.0,,351.0,1.0,36.0,2.0,9.0,24.0,8.0,232.0,13.0,455.0,203.0,3.0,4.0,8.0,16.0,1.0,278.0,12.0,3.0,15.0,,12.0,2.0,6.0,17.0,3.0,0.0,0.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Real Monarchs SLC,Real_Monarchs_SLC,8pl795qg2d886vtq8trzsucfe,B. Pierre,Defender,44,36.0,414.0,27.0,19.0,3.0,37.0,50.0,,7.0,7.0,80.0,1.0,2.0,181.0,2.0,3.0,1.0,1.0,1.0,493.0,1.0,16.0,5.0,216.0,45.0,3.0,,22.0,,26.0,,1.0,67.0,19.0,20.0,3.0,6.0,360.0,82.0,40.0,94.0,48.0,10.0,,,1.0,,650.0,2.0,75.0,6.0,13.0,40.0,13.0,442.0,44.0,904.0,416.0,9.0,11.0,13.0,21.0,1.0,522.0,44.0,6.0,12.0,,11.0,6.0,6.0,30.0,11.0,1.0,0.0,0.0,,,1.0,3.0,,1.0,1.0,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
