liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Flatirons FC,26z7k3a0rhycsrs460i2wr11w,B. Adan,Midfielder,0,7.0,11.0,62.0,1.0,,4.0,,8.0,,3.0,1.0,,,,6.0,,7.0,2.0,5.0,1.0,,,5.0,3.0,,5.0,1.0,2.0,,,,,1.0,,4.0,11.0,,6.0,3.0,2.0,,,1.0,,1.0,,1.0,,7.0,18.0,,3.0,,10.0,,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,7b6a0wt7e8y9e38emtmicbc44,A. Amarouche,Midfielder,0,3.0,4.0,9.0,,,,,,2.0,,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,,,1.0,2.0,1.0,2.0,,,,,1.0,,2.0,1.0,,3.0,,1.0,,1.0,,,,,,,,,4.0,5.0,,1.0,,10.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,967j8ldil3e0u39750q19b0us,S. Andrews,Defender,0,42.0,45.0,90.0,2.0,,1.0,1.0,4.0,3.0,,1.0,,,,33.0,,42.0,1.0,2.0,1.0,15.0,,15.0,,,2.0,1.0,1.0,,,,1.0,9.0,,3.0,45.0,4.0,12.0,2.0,2.0,,,3.0,,2.0,1.0,,,39.0,54.0,,,,10.0,,2.0,0.0,1.0,1.0,1.0,,,,,1.0,3.0,1.0,,,,2.0,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,dhkm7qzt5myjtw1d3bxbnzhm,D. Barajas,Midfielder,0,1.0,1.0,28.0,1.0,1.0,,,3.0,,2.0,1.0,,,1.0,,,1.0,,4.0,1.0,1.0,,,3.0,1.0,4.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,1.0,7.0,,3.0,,10.0,,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,eej37t44v3es3u0eg0p1r3mz8,M. Conci,Goalkeeper,0,5.0,23.0,90.0,2.0,,9.0,,12.0,,,1.0,,,,6.0,,12.0,,,1.0,1.0,,20.0,,,,1.0,,,,,,6.0,,11.0,14.0,,2.0,,,,,4.0,,2.0,,,,3.0,27.0,,,,10.0,,,0.0,,,11.0,,,4.0,,,9.0,,,,,2.0,,,,,,,7.0,,,,,,,,,,,,,,,,7.0,3.0,6.0,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,ag7r3tn7qxymp8c3ohzzlx6nd,S. Hamilton,Midfielder,0,49.0,58.0,90.0,2.0,,3.0,,6.0,5.0,1.0,1.0,3.0,1.0,,26.0,4.0,53.0,2.0,10.0,1.0,22.0,1.0,17.0,2.0,,6.0,1.0,2.0,,,,,27.0,,5.0,54.0,,14.0,5.0,5.0,,,7.0,,2.0,,,2.0,50.0,67.0,,1.0,,10.0,,8.0,0.0,,1.0,,,,,,,3.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,b7uv30xfty92mkg3652256zh0,O. Hernandez,Midfielder,0,20.0,22.0,62.0,1.0,1.0,1.0,1.0,5.0,7.0,,1.0,,2.0,2.0,6.0,2.0,20.0,1.0,6.0,1.0,7.0,,4.0,4.0,,4.0,1.0,1.0,,,2.0,1.0,14.0,,2.0,22.0,,4.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,,17.0,31.0,,2.0,,10.0,,2.0,0.0,,1.0,,1.0,,1.0,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,eevdff7ex0ory4hcpgmw7okr8,R. Jackson,Defender,0,37.0,48.0,77.0,2.0,,5.0,,12.0,5.0,1.0,1.0,,1.0,,21.0,1.0,40.0,3.0,6.0,1.0,3.0,1.0,22.0,2.0,,5.0,1.0,2.0,,,,,19.0,1.0,8.0,44.0,5.0,18.0,5.0,4.0,,,2.0,,2.0,,1.0,1.0,38.0,67.0,,1.0,,10.0,,4.0,0.0,,1.0,3.0,,,,,,2.0,3.0,,,,3.0,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,9y7ma7c0iqdhplwoaoadbw650,C. Johnson,Forward,0,3.0,4.0,19.0,1.0,2.0,,,2.0,3.0,,1.0,,,,,,3.0,,,1.0,,,,,1.0,,,,,,,,3.0,,1.0,4.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,3.0,8.0,,,,10.0,,,0.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Flatirons FC,dnyv7co3rud5xchfe4rj6sahg,J. Joiner,Forward,0,28.0,35.0,90.0,2.0,1.0,5.0,,8.0,16.0,1.0,1.0,,3.0,1.0,10.0,3.0,31.0,,7.0,1.0,5.0,,4.0,5.0,,4.0,1.0,,,,1.0,,21.0,,4.0,32.0,,10.0,3.0,2.0,,,5.0,,2.0,1.0,,,30.0,43.0,,2.0,,10.0,1.0,2.0,0.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
