equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
Antelope Valley Alta FC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/antelope-valley-alta-fc/5k28tjopifu9juvvzrvyh29lg,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5k28tjopifu9juvvzrvyh29lg,5k28tjopifu9juvvzrvyh29lg,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5k28tjopifu9juvvzrvyh29lg&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d581f36e0d9256d34ddeaa3b88d7d44235640b4c,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=5k28tjopifu9juvvzrvyh29lg&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32d2d7b90a7fdd07ceed597fb5fc54a4d23434fe0,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=5k28tjopifu9juvvzrvyh29lg&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a731c3ce92bd7237b7a3dad0bd44db5e56232704
Athletic Club Boise,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/athletic-club-boise/dximpkrem1plgw2j8utr6sn4k,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=dximpkrem1plgw2j8utr6sn4k,dximpkrem1plgw2j8utr6sn4k,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=dximpkrem1plgw2j8utr6sn4k&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e446530c9866140ad29ed8c2f18d8fcd4917e7f9,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=dximpkrem1plgw2j8utr6sn4k&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d532a0a9587bc40e8c1d9216a533f7f900525b7d,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=dximpkrem1plgw2j8utr6sn4k&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37208fff0276fd90575e2fd5dddaed93c74913e6b
Charlotte Independence,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/charlotte-independence/1jonibkcr7qa3eozzxh0dcxd5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1jonibkcr7qa3eozzxh0dcxd5,1jonibkcr7qa3eozzxh0dcxd5,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1jonibkcr7qa3eozzxh0dcxd5&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W384e3895b15f966ddfe5fec00113f9a0a56ecbae8,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=1jonibkcr7qa3eozzxh0dcxd5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W305e31be8387bcfd6e3499f4001c35813f0cdde1a,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=1jonibkcr7qa3eozzxh0dcxd5&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e783b5801a39803f3e836e843b327f2d9f2d36c6
Chattanooga Red Wolves SC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/chattanooga-red-wolves-sc/f4x0hx78zcbx4hgnf6w65z8fe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=f4x0hx78zcbx4hgnf6w65z8fe,f4x0hx78zcbx4hgnf6w65z8fe,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=f4x0hx78zcbx4hgnf6w65z8fe&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34d031861c0ae2d43050f97b7fd51073fa63fa696,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=f4x0hx78zcbx4hgnf6w65z8fe&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W346e1ade4ad0a66aca0601b31fb8c267c376059ca,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=f4x0hx78zcbx4hgnf6w65z8fe&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b3338bc09bd35c04a62be63947d6fb829974397d
Corpus Christi FC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/corpus-christi-fc/5hba9dcu2fos2x1aiio2fp2zu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5hba9dcu2fos2x1aiio2fp2zu,5hba9dcu2fos2x1aiio2fp2zu,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5hba9dcu2fos2x1aiio2fp2zu&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31d7e94458343c17f05515ea04472bff1884cb2e7,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=5hba9dcu2fos2x1aiio2fp2zu&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d7e89dcb617d4789185a3db00fde797b3a520a66,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=5hba9dcu2fos2x1aiio2fp2zu&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3532c5a2a5750f968f418c37a6e709c6225bd981b
FC Naples,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/fc-naples/81zwbmxqrp7syzbg24sqcce1g,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=81zwbmxqrp7syzbg24sqcce1g,81zwbmxqrp7syzbg24sqcce1g,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=81zwbmxqrp7syzbg24sqcce1g&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37a48ca04e2d1e26d29f0174f5c492805f5a8bf33,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=81zwbmxqrp7syzbg24sqcce1g&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W372840409babf8633f32c76e20d9a89d3714fb6b3,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=81zwbmxqrp7syzbg24sqcce1g&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30cf29becb117eb9161805e4b2f7d722b4e3fde82
Fort Wayne FC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/fort-wayne-fc/ceqeyeiwtvt38eclzcy88wpre,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ceqeyeiwtvt38eclzcy88wpre,ceqeyeiwtvt38eclzcy88wpre,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ceqeyeiwtvt38eclzcy88wpre&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a0a8d5d0566cf3b44ee54749c20a7b9b05ed5b89,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=ceqeyeiwtvt38eclzcy88wpre&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W303c1a5d78c7103ef5f8105528e538febd608d5d5,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=ceqeyeiwtvt38eclzcy88wpre&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30fcaabe0359df484869bab32212b1ebdaf0096be
Forward Madison FC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/forward-madison-fc/bg197i7zlh6jejajyccrcff56,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bg197i7zlh6jejajyccrcff56,bg197i7zlh6jejajyccrcff56,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=bg197i7zlh6jejajyccrcff56&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35210a2b9211682207162990143f544e7c45ae7d9,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=bg197i7zlh6jejajyccrcff56&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ce8ac0024924e8e2cdb66053403bf71506ca261c,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=bg197i7zlh6jejajyccrcff56&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3081ce6654c6f08e2e602024c5a29f0298f849ce9
Greenville Triumph SC,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/greenville-triumph-sc/9feqf3iawhgmv76pzwdebdv8q,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9feqf3iawhgmv76pzwdebdv8q,9feqf3iawhgmv76pzwdebdv8q,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=9feqf3iawhgmv76pzwdebdv8q&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3936581539a9e665a6f4a7809223b3e3ccbd91a27,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=9feqf3iawhgmv76pzwdebdv8q&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W337a0dbe4b543d55e2d193e66a3a8a355ce8a587e,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=9feqf3iawhgmv76pzwdebdv8q&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3425ade67afa3320c8bcdfd8f09aa17a5a4d245aa
New York Cosmos,https://www.scoresway.com/en_GB/soccer/usl-league-one-2026/aaqxopxxof8k6ao4qagu5yzo4/teams/new-york-cosmos/cci6r1n6tuhoxd5rghdy0usyc,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=cci6r1n6tuhoxd5rghdy0usyc,cci6r1n6tuhoxd5rghdy0usyc,aaqxopxxof8k6ao4qagu5yzo4,usl-league-one-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=cci6r1n6tuhoxd5rghdy0usyc&tmcl=aaqxopxxof8k6ao4qagu5yzo4&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3251322741c29f880afc4c362c7eb9cbfb1bd4c17,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=cci6r1n6tuhoxd5rghdy0usyc&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W382e5ad02d54bb9b8069ef2e500373a0b955e0304,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=aaqxopxxof8k6ao4qagu5yzo4&ctst=cci6r1n6tuhoxd5rghdy0usyc&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b965f8459f1f3af971e1bf87dc9bfb1fb8d1ad75
