liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Ballard FC,bcz69tohequp39f75t6q6szjd,S. Adekoya,Forward,4,2.0,14.0,1.0,,2.0,,3.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,2.0,,1.0,4.0,,1.0,10.0,3.0,,,,1.0,3.0,,,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,,0.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,7ipt1o8cyzxwgy8sutlms3itw,D. Alvarez,Defender,21,27.0,90.0,5.0,7.0,7.0,20.0,38.0,,1.0,,6.0,1.0,1.0,,2.0,5.0,1.0,6.0,1.0,3.0,1.0,27.0,26.0,,2.0,12.0,6.0,1.0,10.0,35.0,1.0,,,9.0,4.0,,,11.0,46.0,4.0,1.0,,4.0,,13.0,2.0,0.0,,1.0,,1.0,10.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,kee0v2vxwolzjumwxhz2ub8q,R. Aman,Midfielder,11,21.0,90.0,6.0,2.0,19.0,6.0,31.0,4.0,1.0,1.0,,8.0,1.0,1.0,,8.0,1.0,,1.0,1.0,12.0,23.0,22.0,,9.0,18.0,9.0,1.0,10.0,29.0,1.0,,1.0,14.0,8.0,,,8.0,49.0,,1.0,2.0,13.0,2.0,5.0,4.0,0.0,7.0,1.0,,1.0,3.0,,,,,5.0,,,,3.0,,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,6tepl80lbuqctt80k964uolt6,K. Brisco,Defender,24,19.0,90.0,11.0,3.0,13.0,6.0,31.0,7.0,1.0,6.0,3.0,2.0,2.0,3.0,4.0,9.0,1.0,3.0,1.0,6.0,9.0,19.0,17.0,,4.0,29.0,3.0,1.0,10.0,31.0,2.0,1.0,1.0,1.0,9.0,1.0,11.0,12.0,75.0,3.0,1.0,,15.0,,17.0,11.0,0.0,1.0,1.0,,1.0,10.0,,2.0,,6.0,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,7v9ftrz7nxwd2hohv30usnvca,A. Brummett,Forward,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,9rpbbengo5oqgvrxn1181f1g4,J. Buck,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,dsxyr00tn4bdrci2ar4egrqc4,J. Dale,Midfielder,8,15.0,76.0,3.0,,11.0,5.0,22.0,3.0,1.0,,,2.0,4.0,1.0,1.0,7.0,,,1.0,5.0,5.0,15.0,15.0,1.0,6.0,15.0,2.0,1.0,10.0,22.0,,2.0,4.0,4.0,9.0,,,7.0,38.0,,,2.0,10.0,2.0,10.0,4.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,f2nt9l86284tqnjflu1q7b622,C. Engmann,Defender,2,5.0,28.0,,,1.0,4.0,12.0,1.0,,,,1.0,1.0,,4.0,7.0,1.0,,1.0,5.0,2.0,5.0,4.0,,2.0,7.0,,1.0,10.0,12.0,1.0,,,,7.0,,,7.0,22.0,6.0,1.0,,7.0,,10.0,5.0,0.0,,1.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,cxdtc2x3dniz66wud0hpqy710,I. Ketcham,Defender,20,23.0,62.0,2.0,4.0,7.0,16.0,33.0,1.0,1.0,,5.0,,1.0,,2.0,2.0,,8.0,1.0,3.0,1.0,23.0,20.0,1.0,1.0,11.0,4.0,1.0,10.0,32.0,3.0,,,6.0,6.0,,,10.0,42.0,4.0,,,4.0,,14.0,3.0,0.0,,,1.0,,9.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Ballard FC,103jal6mncou8a85jz8ceqg6i,P. Kingston,Midfielder,10,22.0,90.0,2.0,2.0,20.0,5.0,32.0,1.0,1.0,,2.0,3.0,1.0,1.0,,4.0,1.0,4.0,1.0,1.0,4.0,24.0,22.0,,4.0,24.0,8.0,1.0,10.0,30.0,2.0,1.0,2.0,7.0,15.0,,,8.0,60.0,3.0,1.0,9.0,5.0,6.0,11.0,1.0,0.0,2.0,1.0,,1.0,6.0,,,1.0,,2.0,,,2.0,,2.0,,2.0,3.0,,,,,,,,,8.0,,,,1.0,,,,,,,,1.0,4.0,3.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
