root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,bqc9q35pmfzele2x6xb9z6tm2,D. Aguirre,Midfielder,37,10.0,9.0,2.0,3.0,19.0,18.0,3.0,51.0,2.0,,2.0,9.0,6.0,131.0,,111.0,1.0,2.0,5.0,2.0,2.0,43.0,99.0,111.0,1.0,164.0,,27.0,48.0,99.0,96.0,10.0,,3.0,8.0,5.0,,3.0,22.0,12.0,3.0,10.0,4.0,2.0,2.0,5.0,0.0,1.0,,,,,,1.0,,,,1.0,,3.0,,,,,1.0,,,,,,,2.0,,3.0,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,93,3.0,11.0,3.0,3.0,58.0,9.0,5.0,102.0,3.0,,5.0,19.0,1.0,137.0,,126.0,3.0,2.0,5.0,2.0,2.0,13.0,118.0,120.0,1.0,180.0,,11.0,16.0,112.0,113.0,10.0,2.0,3.0,8.0,1.0,2.0,5.0,44.0,8.0,3.0,3.0,4.0,,2.0,7.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,3.0,,,,,3.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,3hha4o7giozmt7zpcnc83icfe,J. Aude,Defender,3,5.0,9.0,,2.0,25.0,9.0,3.0,24.0,,,,6.0,2.0,86.0,1.0,63.0,2.0,1.0,2.0,2.0,2.0,,58.0,60.0,,91.0,4.0,25.0,35.0,55.0,58.0,10.0,2.0,5.0,7.0,5.0,2.0,,13.0,5.0,1.0,4.0,5.0,,2.0,4.0,0.0,2.0,,,,,,,,3.0,,1.0,,1.0,1.0,3.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,3i4sy9l1lwawjm73tv9o4ugut,J. Bond,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,eypyejxr4xry8cwm51ex77c9h,T. Boyd,Forward,11,8.0,19.0,1.0,,7.0,23.0,2.0,11.0,1.0,1.0,1.0,6.0,2.0,85.0,4.0,49.0,1.0,2.0,11.0,,2.0,11.0,40.0,47.0,,166.0,2.0,20.0,29.0,38.0,39.0,10.0,,7.0,18.0,9.0,1.0,1.0,11.0,9.0,,9.0,7.0,,2.0,12.0,0.0,2.0,,,,,,,,3.0,,3.0,,7.0,2.0,1.0,4.0,4.0,,,,3.0,,,,1.0,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,2obg72y50zdf473u28eie0yj9,G. Brugman,Midfielder,5,3.0,6.0,,1.0,6.0,7.0,1.0,12.0,,,,3.0,,35.0,,25.0,,1.0,3.0,2.0,1.0,13.0,22.0,23.0,,45.0,,2.0,10.0,20.0,22.0,10.0,1.0,3.0,6.0,,,,4.0,3.0,,2.0,3.0,,1.0,3.0,0.0,,,,,,,,,2.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,ui1momncqb3rg5hvwmtn4fhm,Calegari,Defender,2,8.0,11.0,3.0,4.0,7.0,12.0,7.0,49.0,3.0,,2.0,11.0,2.0,133.0,1.0,105.0,1.0,2.0,5.0,2.0,2.0,49.0,95.0,104.0,,165.0,12.0,17.0,46.0,94.0,94.0,10.0,1.0,5.0,10.0,4.0,1.0,1.0,32.0,10.0,2.0,4.0,5.0,1.0,2.0,6.0,0.0,1.0,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,,1.0,,,,1.0,,3.0,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,eyg1es7a38gntkcel3cylu2fp,Douglas Costa,Midfielder,10,20.0,27.0,3.0,3.0,29.0,33.0,2.0,25.0,3.0,,,8.0,5.0,155.0,,118.0,,2.0,10.0,,2.0,33.0,98.0,115.0,,180.0,1.0,24.0,73.0,95.0,93.0,10.0,2.0,17.0,27.0,5.0,,5.0,32.0,20.0,,21.0,17.0,,2.0,10.0,0.0,3.0,,,,,,1.0,,4.0,3.0,3.0,1.0,4.0,1.0,7.0,2.0,10.0,1.0,,,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,7x3sqcf8wtq2qwyqcbv2itw8a,M. Cuevas,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,Los Angeles Galaxy,Los_Angeles_Galaxy,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,44,4.0,16.0,3.0,2.0,9.0,10.0,3.0,18.0,3.0,,,4.0,1.0,60.0,,30.0,2.0,1.0,7.0,1.0,2.0,1.0,26.0,30.0,1.0,89.0,7.0,5.0,9.0,26.0,25.0,10.0,1.0,7.0,14.0,,1.0,1.0,15.0,4.0,2.0,2.0,8.0,1.0,2.0,8.0,0.0,1.0,,1.0,,,,,,2.0,,1.0,,3.0,,1.0,1.0,3.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
