liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Passes Opposition Half,Successful Long Passes,Forward Passes,Starts,Saves Made from Outside Box,Open Play Passes,Goals Conceded Inside Box,Successful Passes Own Half,Successful Open Play Passes,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,GK Unsuccessful Distribution,Appearances,Recoveries,Catches,Total Passes,Saves Made from Inside Box,Goals Conceded,Unsuccessful Passes Own Half,Saves Made,Games Played,Index,Unsuccessful Long Passes,Time Played,Goal Kicks,Crosses not Claimed,Total Successful Passes ( Excl Crosses & Corners ) ,GK Successful Distribution,Leftside Passes,Total Losses Of Possession,Saves made - parried,Touches,Winning Goal,Headed Goals,Penalty Goals,Aerial Duels won,Successful Crosses & Corners,Through balls,Corners Won,Times Tackled,Tackles Lost,Blocks,Unsuccessful Crosses open play,Goals Conceded Outside Box,Successful Crosses open play,Backward Passes,Goals from Inside Box,Hit Woodwork,Duels lost,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Interceptions,Throw Ins to Own Player,Ground Duels lost,Goals,Ground Duels,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Successful Corners into Box,Unsuccessful Short Passes,Foul Attempted Tackle,Substitute Off,Successful Lay-offs,Right Foot Goals,Total Tackles,Aerial Duels lost,Successful Dribbles,Aerial Duels,Penalties Taken,Shots On Target ( inc goals ),Total Shots,Penalty Goals Conceded,Duels,Overruns,Substitute On,Duels won,Unsuccessful Dribbles,Handballs conceded,Unsuccessful Crosses & Corners,Attempts from Set Pieces,Total Fouls Won,Corners Taken (incl short corners),Shots Off Target (inc woodwork),Blocked Shots,Ground Duels won,Unsuccessful Corners into Box,Total Touches In Opposition Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Total Clearances,Offsides,Total Fouls Conceded,Key Passes (Attempt Assists),Home Goals,Away Goals,Left Foot Goals,Straight Red Cards,Goals from Outside Box,Successful Launches,Total Red Cards,Yellow Cards,Clearances Off the Line,Assists (Intentional),Goal Assists,Penalties Conceded,Clean Sheets,Penalties Faced,Punches,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Own Goal Scored,Red Cards - 2nd Yellow,Last Man Tackle,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Penalties Off Target,Other Goals
USA_USL_League_One,2023,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,435.0,343.0,28.0,175.0,27.0,,582.0,28.0,131.0,457.0,145.0,125.0,127.0,,31.0,69.0,,588.0,,33.0,18.0,,31.0,10.0,23.0,2153.0,,,463.0,,123.0,260.0,,921.0,1.0,,,7.0,11.0,5.0,15.0,52.0,6.0,2.0,18.0,5.0,8.0,145.0,4.0,2.0,122.0,8.0,13.0,10.0,6.0,104.0,5.0,173.0,28.0,,18.0,2.0,102.0,14.0,21.0,18.0,3.0,24.0,18.0,12.0,25.0,,16.0,31.0,4.0,198.0,5.0,4.0,76.0,28.0,2.0,20.0,2.0,33.0,6.0,15.0,15.0,69.0,2.0,63.0,2.0,,2.0,5.0,31.0,21.0,2.0,3.0,2.0,,1.0,1.0,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,dppygy8o0csc5z6w5phgpiy38,J. Benitez,Midfielder,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,8uimwt8vwnzb1ryvvlsh8b74l,S. Brotherton,Defender,12,535.0,121.0,56.0,215.0,13.0,,623.0,13.0,470.0,539.0,234.0,87.0,54.0,,16.0,46.0,,678.0,,18.0,33.0,,16.0,10.0,46.0,1215.0,33.0,,591.0,33.0,200.0,92.0,,808.0,0.0,,,26.0,,,1.0,2.0,3.0,11.0,,5.0,,29.0,,,26.0,13.0,5.0,8.0,,16.0,,38.0,7.0,,10.0,,41.0,3.0,4.0,,,13.0,10.0,3.0,36.0,,,3.0,4.0,74.0,,3.0,48.0,,1.0,,,6.0,,3.0,2.0,22.0,,9.0,,,57.0,,11.0,,,,,1.0,,3.0,1.0,3.0,1.0,,,,4.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,9,394.0,254.0,6.0,118.0,25.0,,524.0,33.0,148.0,342.0,137.0,182.0,162.0,,31.0,52.0,,582.0,,41.0,28.0,,31.0,10.0,8.0,2452.0,,,400.0,,164.0,378.0,,1123.0,2.0,2.0,1.0,113.0,2.0,4.0,18.0,94.0,8.0,8.0,8.0,8.0,2.0,163.0,10.0,1.0,265.0,2.0,15.0,6.0,1.0,162.0,11.0,257.0,29.0,1.0,3.0,,174.0,13.0,1.0,26.0,6.0,11.0,103.0,33.0,216.0,1.0,38.0,89.0,5.0,473.0,6.0,6.0,208.0,40.0,9.0,8.0,5.0,52.0,,51.0,21.0,95.0,,172.0,,13.0,43.0,23.0,64.0,33.0,5.0,6.0,3.0,,1.0,,1.0,10.0,1.0,1.0,1.0,,6.0,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,1411z65yde6upoofkxdpymmp6,M. Cichero,Midfielder,14,306.0,198.0,23.0,138.0,15.0,,441.0,18.0,135.0,316.0,111.0,125.0,104.0,,28.0,57.0,,454.0,,24.0,38.0,,28.0,10.0,15.0,1341.0,,,329.0,,93.0,180.0,,647.0,1.0,2.0,,27.0,4.0,2.0,6.0,16.0,3.0,5.0,13.0,6.0,3.0,112.0,2.0,3.0,90.0,3.0,9.0,11.0,12.0,62.0,2.0,97.0,26.0,,5.0,,110.0,16.0,13.0,7.0,,8.0,28.0,5.0,55.0,,9.0,30.0,2.0,152.0,,13.0,62.0,7.0,,17.0,2.0,22.0,2.0,21.0,5.0,35.0,2.0,37.0,,1.0,6.0,4.0,30.0,17.0,2.0,0.0,,2.0,,1.0,2.0,5.0,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,az5cbu4lip5n2y7jxk0do07l6,E. Conerty,Forward,8,102.0,61.0,4.0,32.0,2.0,,126.0,8.0,45.0,103.0,51.0,23.0,26.0,,21.0,22.0,,129.0,,9.0,3.0,,21.0,10.0,7.0,362.0,,,106.0,,23.0,42.0,,201.0,0.0,,,3.0,,,2.0,5.0,6.0,3.0,2.0,1.0,,23.0,,,22.0,1.0,4.0,3.0,3.0,21.0,,42.0,7.0,,3.0,,16.0,9.0,1.0,3.0,,9.0,1.0,3.0,4.0,,1.0,6.0,3.0,46.0,1.0,19.0,24.0,2.0,3.0,6.0,,9.0,3.0,5.0,4.0,21.0,3.0,10.0,,,4.0,,14.0,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,1512.0,700.0,124.0,832.0,33.0,,1891.0,36.0,954.0,1569.0,751.0,332.0,241.0,,33.0,191.0,,1968.0,,44.0,141.0,,33.0,10.0,141.0,2933.0,,,1636.0,,136.0,487.0,,2657.0,0.0,,,61.0,18.0,2.0,8.0,21.0,21.0,17.0,50.0,8.0,18.0,249.0,2.0,1.0,119.0,45.0,26.0,41.0,154.0,71.0,2.0,170.0,58.0,,44.0,,191.0,5.0,,,,65.0,48.0,16.0,109.0,,11.0,20.0,6.0,279.0,2.0,,160.0,12.0,,50.0,,18.0,,9.0,5.0,99.0,,47.0,54.0,,88.0,1.0,16.0,35.0,2.0,0.0,2.0,,,11.0,1.0,1.0,1.0,,1.0,2.0,12.0,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,dfyyn9gd8jlfs0krwucne5hbd,P. da Silva,Midfielder,44,163.0,124.0,6.0,62.0,4.0,,207.0,9.0,57.0,165.0,43.0,45.0,59.0,,13.0,19.0,,214.0,,10.0,13.0,,13.0,10.0,8.0,482.0,,,169.0,,54.0,89.0,,329.0,0.0,,,6.0,12.0,2.0,8.0,10.0,1.0,1.0,11.0,1.0,3.0,55.0,,,38.0,,3.0,2.0,3.0,29.0,1.0,57.0,10.0,1.0,4.0,8.0,37.0,7.0,4.0,3.0,,5.0,9.0,6.0,15.0,,1.0,5.0,1.0,72.0,1.0,9.0,34.0,5.0,,27.0,2.0,17.0,23.0,4.0,3.0,28.0,13.0,10.0,,,6.0,,15.0,10.0,0.0,1.0,1.0,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
USA_USL_League_One,2023,Forward Madison FC,ltoddlfbimoyb6xgae4b2ktl,D. Gebhard,Forward,17,620.0,375.0,15.0,127.0,28.0,,730.0,25.0,264.0,632.0,289.0,98.0,86.0,,33.0,114.0,,733.0,,31.0,29.0,,33.0,10.0,11.0,2387.0,,,635.0,,46.0,265.0,,1245.0,2.0,1.0,,15.0,4.0,2.0,14.0,85.0,16.0,4.0,17.0,6.0,4.0,271.0,6.0,2.0,141.0,3.0,28.0,25.0,62.0,116.0,6.0,238.0,48.0,1.0,19.0,,87.0,11.0,17.0,9.0,3.0,35.0,25.0,39.0,40.0,,16.0,24.0,4.0,278.0,4.0,5.0,137.0,51.0,,17.0,,48.0,,8.0,11.0,122.0,,98.0,1.0,,15.0,3.0,20.0,21.0,4.0,2.0,2.0,,,1.0,,3.0,,3.0,3.0,,6.0,,,,,,,,,,,,,,,
USA_USL_League_One,2023,Forward Madison FC,5ifl9eohtjv7k67yxppget2zu,F. Jno-Baptiste,Forward,18,49.0,35.0,1.0,8.0,4.0,,56.0,4.0,15.0,44.0,18.0,12.0,10.0,,14.0,8.0,,62.0,,4.0,2.0,,14.0,10.0,1.0,336.0,,,50.0,,13.0,42.0,,126.0,0.0,,,4.0,,,1.0,6.0,3.0,,,,,23.0,,1.0,21.0,,2.0,3.0,,13.0,,24.0,4.0,,,,11.0,3.0,4.0,4.0,,3.0,8.0,5.0,12.0,,3.0,7.0,1.0,36.0,,10.0,15.0,4.0,,,,3.0,,4.0,2.0,11.0,,20.0,,2.0,1.0,,6.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
