liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,,11.0,,,2.0,,,7.0,5.0,5.0,,,,,,3.0,1.0,,,1.0,7.0,,6.0,,,1.0,,,1.0,2.0,,,,9.0,1.0,,,2.0,,1.0,1.0,18.0,,,,,,,2.0,,,,,1.0,,,2.0,1.0,,6.0,6.0,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21,6.0,180.0,,3.0,,,,50.0,15.0,32.0,,,3.0,1.0,,37.0,8.0,2.0,,14.0,52.0,,38.0,3.0,1.0,14.0,6.0,6.0,19.0,7.0,2.0,3.0,1.0,96.0,2.0,,,17.0,,12.0,12.0,47.0,10.0,,,,4.0,1.0,18.0,,3.0,,6.0,2.0,,,8.0,19.0,,36.0,38.0,1.0,,1.0,8.0,1.0,1.0,9.0,3.0,,,2.0,2.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2,3.0,157.0,,11.0,,1.0,,76.0,18.0,35.0,1.0,3.0,2.0,1.0,,22.0,29.0,10.0,,12.0,78.0,1.0,61.0,3.0,1.0,15.0,1.0,2.0,12.0,12.0,2.0,2.0,6.0,120.0,2.0,1.0,,16.0,,29.0,4.0,56.0,14.0,,,2.0,2.0,1.0,17.0,3.0,3.0,,3.0,2.0,,,3.0,30.0,,61.0,63.0,1.0,,8.0,3.0,2.0,4.0,13.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,egv32cai8dzoconq0xug5d61h,C. Colmán,Forward,9,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,1.0,,,1.0,100.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,d5hgq9en54sht3iy363fe2imt,M. Díaz,Midfielder,10,2.0,169.0,,1.0,11.0,,1.0,126.0,26.0,76.0,1.0,6.0,2.0,4.0,1.0,42.0,47.0,7.0,,15.0,140.0,1.0,108.0,3.0,5.0,21.0,26.0,9.0,32.0,8.0,2.0,4.0,1.0,195.0,2.0,1.0,,24.0,,52.0,5.0,87.0,18.0,1.0,1.0,11.0,9.0,,25.0,1.0,3.0,,12.0,2.0,,,6.0,36.0,1.0,108.0,119.0,1.0,,4.0,7.0,3.0,2.0,18.0,2.0,,,4.0,,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,3.0,10.0,7.0,,,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,15pxobn91cyrhdzpshwwmzjrp,M. Figueroa,Defender,31,2.0,120.0,,5.0,,,,93.0,9.0,41.0,,2.0,,1.0,4.0,16.0,43.0,2.0,,9.0,95.0,4.0,74.0,3.0,1.0,11.0,49.0,,10.0,5.0,1.0,,3.0,120.0,2.0,2.0,3.0,9.0,,34.0,1.0,81.0,6.0,,,10.0,3.0,1.0,14.0,1.0,3.0,,2.0,2.0,,,4.0,3.0,,82.0,84.0,5.0,,1.0,8.0,1.0,3.0,5.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,83fa3xeia5zzfl19tk08vy3f9,J. Gonzalez,Goalkeeper,1,,180.0,18.0,,,2.0,,25.0,,4.0,3.0,9.0,,,,12.0,30.0,1.0,,2.0,45.0,,23.0,3.0,,11.0,9.0,,8.0,10.0,2.0,,3.0,55.0,2.0,,,1.0,,26.0,,13.0,2.0,,,11.0,,1.0,2.0,1.0,3.0,,,2.0,,5.0,,10.0,,19.0,34.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,8ls8npa774mbrxje10ff46sb9,C. Gruezo,Midfielder,7,1.0,180.0,,,2.0,,,133.0,9.0,61.0,,2.0,1.0,1.0,2.0,21.0,58.0,10.0,,18.0,139.0,4.0,103.0,3.0,1.0,20.0,38.0,1.0,14.0,14.0,2.0,2.0,7.0,165.0,2.0,3.0,,19.0,,37.0,1.0,58.0,16.0,,,16.0,2.0,3.0,24.0,2.0,3.0,,1.0,2.0,,,6.0,55.0,,113.0,119.0,5.0,,8.0,8.0,2.0,2.0,13.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,abmg1ps5i7uo3p08vpnvqdr6x,J. Hayes,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Dallas,cmz985xi3gvv1mdwb10r5ijmd,M. Hedges,Defender,24,,180.0,,,,2.0,,138.0,7.0,46.0,2.0,8.0,,5.0,1.0,23.0,79.0,3.0,,14.0,147.0,7.0,115.0,3.0,5.0,22.0,17.0,,14.0,8.0,2.0,,8.0,174.0,2.0,2.0,,20.0,,53.0,7.0,62.0,13.0,,,10.0,4.0,5.0,26.0,9.0,3.0,,,2.0,,,12.0,70.0,,116.0,125.0,6.0,,3.0,13.0,,4.0,8.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
