liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,Inter Toronto FC,dfnus4g6zypd1xcec6x7p85ey,L. Accettola,Midfielder,13,5.0,4.0,1.0,5.0,22.0,,23.0,,37.0,21.0,16.0,36.0,30.0,1.0,,5.0,,1.0,1.0,32.0,17.0,15.0,4.0,22.0,92.0,,9.0,3.0,19.0,19.0,3.0,3.0,2.0,1.0,6.0,78.0,38.0,42.0,73.0,3.0,4.0,268.0,10.0,4.0,3.0,6.0,33.0,93.0,6.0,79.0,7.0,4.0,14.0,150.0,1.0,3.0,12.0,3.0,11.0,0.0,,,2.0,,5.0,2.0,5.0,3.0,2.0,,1.0,1.0,,,,,1.0,1.0,6.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,7a9j19hjx3wtilx8j5vj2wiz8,A. Almagro,Forward,11,,,,1.0,4.0,,3.0,,3.0,3.0,,8.0,2.0,1.0,,1.0,,,,3.0,3.0,,,,10.0,,3.0,1.0,,4.0,1.0,,,,1.0,8.0,7.0,2.0,7.0,,,27.0,,1.0,1.0,,3.0,10.0,2.0,8.0,,2.0,2.0,16.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,Forward,18,14.0,9.0,5.0,5.0,20.0,,29.0,1.0,33.0,22.0,11.0,56.0,14.0,4.0,,5.0,,1.0,1.0,19.0,13.0,6.0,1.0,14.0,72.0,,14.0,3.0,10.0,26.0,7.0,4.0,3.0,,1.0,56.0,38.0,20.0,56.0,1.0,,344.0,6.0,1.0,6.0,3.0,38.0,74.0,13.0,57.0,1.0,13.0,17.0,124.0,,2.0,20.0,1.0,15.0,0.0,,1.0,2.0,,2.0,2.0,2.0,6.0,1.0,,1.0,4.0,,,,1.0,4.0,3.0,5.0,2.0,2.0,,2.0,,1.0,,,,,,,,,,,,3.0,3.0,3.0,2.0,,2.0,3.0,0.0,2.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,dmahdc9bw6dscs7avd4dgf65l,B. Badibanga,Forward,39,3.0,3.0,,3.0,17.0,,18.0,,17.0,5.0,12.0,32.0,11.0,,,3.0,,2.0,2.0,14.0,2.0,12.0,,4.0,40.0,,11.0,5.0,5.0,11.0,,1.0,1.0,,2.0,31.0,17.0,18.0,32.0,2.0,3.0,108.0,1.0,2.0,,6.0,22.0,43.0,,34.0,5.0,,9.0,77.0,,2.0,10.0,4.0,7.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,5.0,,,5.0,5.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,7ao58e6608lb8eu3dmk17jisp,O. Bassett,Midfielder,10,,,,5.0,15.0,,12.0,,6.0,4.0,2.0,23.0,12.0,1.0,,5.0,,2.0,2.0,6.0,4.0,2.0,,15.0,55.0,,6.0,3.0,7.0,17.0,2.0,,,,,42.0,25.0,22.0,46.0,,1.0,106.0,3.0,1.0,1.0,1.0,20.0,59.0,2.0,46.0,1.0,3.0,13.0,78.0,,1.0,8.0,6.0,12.0,0.0,,1.0,1.0,,2.0,,2.0,,5.0,1.0,1.0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,7e15uia6fbxxmmuakyerdp6hg,A. Bergman,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,3nl1g8edlc1plexgx2ynx2bys,J. Cabral,Midfielder,30,,,,1.0,2.0,,2.0,,2.0,2.0,,1.0,,,,1.0,,1.0,1.0,2.0,2.0,,,,2.0,,1.0,,,,,,,,,2.0,1.0,1.0,2.0,,,9.0,2.0,,,,2.0,2.0,,2.0,,1.0,,6.0,,,,,,0.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,11f71loyqb6m7x0aqy9ezjac4,K. Campos,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,brygiblt5qpvwqyxp8plebc9h,J. Córdova,Defender,23,7.0,3.0,4.0,5.0,38.0,1.0,23.0,1.0,32.0,17.0,15.0,76.0,57.0,3.0,,5.0,,3.0,3.0,25.0,14.0,11.0,8.0,33.0,188.0,,9.0,5.0,26.0,64.0,3.0,4.0,2.0,2.0,8.0,151.0,90.0,67.0,147.0,1.0,4.0,379.0,5.0,8.0,4.0,6.0,65.0,192.0,6.0,155.0,5.0,7.0,37.0,288.0,11.0,14.0,31.0,10.0,23.0,0.0,1.0,1.0,,1.0,3.0,3.0,4.0,3.0,1.0,,2.0,,11.0,20.0,1.0,,4.0,4.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Inter Toronto FC,6v3jzhrpgs47rzoyw6b8lz6ui,M. Ferrari,Midfielder,16,15.0,10.0,5.0,5.0,25.0,2.0,51.0,1.0,44.0,23.0,21.0,60.0,58.0,4.0,,5.0,,4.0,4.0,29.0,13.0,16.0,1.0,66.0,156.0,,26.0,5.0,11.0,9.0,1.0,5.0,1.0,4.0,7.0,121.0,73.0,55.0,116.0,1.0,8.0,423.0,4.0,12.0,10.0,7.0,57.0,158.0,1.0,123.0,9.0,3.0,35.0,238.0,8.0,11.0,28.0,13.0,24.0,0.0,1.0,,,1.0,1.0,4.0,2.0,,,,5.0,,1.0,4.0,1.0,,6.0,6.0,1.0,2.0,,2.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
