liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,Philadelphia Union,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,Midfielder,22,146.0,37.0,131.0,3.0,,24.0,263.0,225.0,99.0,81.0,32.0,263.0,129.0,30.0,36.0,7.0,10.0,150.0,4.0,7.0,17.0,418.0,24.0,38.0,24.0,27.0,14.0,27.0,526.0,86.0,14.0,16.0,22.0,427.0,513.0,6.0,1975.0,,16.0,113.0,94.0,19.0,301.0,22.0,9.0,4.0,7.0,415.0,11.0,19.0,16.0,9.0,62.0,12.0,99.0,27.0,36.0,959.0,38.0,13.0,16.0,97.0,128.0,3.0,120.0,131.0,49.0,104.0,2.0,2.0,1.0,,9.0,3.0,,16.0,4.0,3.0,,2.0,1.0,2.0,4.0,,16.0,6.0,4.0,5.0,3.0,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,6761vkpm5baaimcyxq3y5r2z9,A. Bedoya,Midfielder,11,138.0,37.0,154.0,9.0,,22.0,265.0,121.0,195.0,20.0,43.0,216.0,310.0,13.0,3.0,6.0,31.0,111.0,2.0,3.0,29.0,801.0,22.0,7.0,22.0,33.0,26.0,20.0,1028.0,174.0,19.0,47.0,48.0,833.0,1017.0,39.0,1922.0,9.0,7.0,105.0,188.0,21.0,559.0,26.0,32.0,8.0,18.0,823.0,8.0,10.0,24.0,22.0,53.0,15.0,101.0,29.0,15.0,1348.0,95.0,21.0,19.0,58.0,63.0,1.0,426.0,278.0,42.0,63.0,1.0,2.0,1.0,3.0,12.0,1.0,,,2.0,3.0,,,,1.0,3.0,,12.0,,8.0,4.0,4.0,1.0,,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,12,2.0,,,8.0,1.0,1.0,15.0,,15.0,,,,22.0,,,1.0,,,,,,4.0,2.0,,2.0,2.0,,,25.0,,,,,10.0,12.0,,91.0,,,,13.0,2.0,5.0,,6.0,,2.0,5.0,,,,,100.0,1.0,6.0,,,30.0,,15.0,,,,,1.0,5.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,,1.0,1.0,,,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,18,66.0,,,122.0,,22.0,264.0,6.0,262.0,,1.0,10.0,425.0,3.0,,6.0,,1.0,,,1.0,139.0,22.0,,22.0,52.0,,,560.0,1.0,,4.0,,298.0,294.0,,1979.0,1.0,1.0,9.0,210.0,20.0,103.0,,159.0,,22.0,177.0,,,,1.0,61.0,14.0,201.0,1.0,,759.0,4.0,261.0,1.0,5.0,1.0,,69.0,195.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,52.0,,,,,,176.0,,9.0,23.0,42.0,4.0,87.0,23.0,2.0,8.0,65.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,19,15.0,6.0,8.0,,6.0,,23.0,13.0,19.0,3.0,2.0,34.0,16.0,,2.0,1.0,,16.0,,1.0,5.0,27.0,6.0,1.0,6.0,2.0,,9.0,46.0,19.0,1.0,14.0,7.0,27.0,45.0,,137.0,,,18.0,17.0,2.0,23.0,,,,3.0,26.0,3.0,,2.0,3.0,100.0,1.0,6.0,,1.0,76.0,21.0,,,4.0,9.0,,7.0,4.0,2.0,13.0,2.0,0.0,1.0,,2.0,,1.0,,,2.0,,,,1.0,2.0,,6.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,6p163a141a95x53qat9wers2d,A. Collin,Defender,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,esar6s7x5ldt5uhhseyj2nnit,W. Creavalle,Midfielder,2,44.0,5.0,18.0,6.0,7.0,4.0,45.0,43.0,26.0,9.0,9.0,47.0,39.0,6.0,3.0,2.0,22.0,28.0,,1.0,6.0,111.0,11.0,3.0,11.0,8.0,1.0,1.0,146.0,15.0,3.0,1.0,3.0,120.0,144.0,,379.0,2.0,4.0,19.0,19.0,4.0,72.0,1.0,9.0,1.0,9.0,118.0,1.0,,,5.0,20.0,2.0,25.0,3.0,8.0,233.0,4.0,11.0,9.0,18.0,25.0,,45.0,49.0,9.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,2rrt0ya9hvxu58vd0y5zoh756,J. De Vries,Midfielder,14,,,1.0,,4.0,,2.0,5.0,,,2.0,5.0,,,1.0,,,2.0,,,1.0,1.0,4.0,,4.0,,2.0,,1.0,,,,,1.0,1.0,,13.0,,,3.0,2.0,,,2.0,,,,1.0,,,1.0,1.0,46.0,,,,,6.0,,,1.0,3.0,2.0,,,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,b4e6lsrz4cmr2q50235620qnd,J. Elliott,Defender,3,141.0,17.0,35.0,27.0,8.0,10.0,124.0,64.0,101.0,6.0,27.0,100.0,214.0,7.0,2.0,4.0,17.0,45.0,,2.0,19.0,368.0,18.0,2.0,18.0,30.0,1.0,8.0,518.0,51.0,12.0,19.0,17.0,417.0,500.0,,1009.0,2.0,,55.0,72.0,11.0,176.0,1.0,49.0,7.0,39.0,402.0,2.0,1.0,7.0,8.0,100.0,7.0,63.0,3.0,15.0,691.0,36.0,50.0,20.0,36.0,28.0,,128.0,241.0,23.0,16.0,1.0,0.0,0.0,,3.0,,,,,1.0,,,,1.0,1.0,,6.0,,,,2.0,,,,,6.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,Philadelphia Union,cnqxbvy77blk2ulx06t65it49,A. Fontana,Midfielder,21,36.0,15.0,44.0,2.0,13.0,5.0,73.0,87.0,42.0,15.0,19.0,96.0,58.0,12.0,9.0,,2.0,54.0,,4.0,18.0,135.0,18.0,7.0,18.0,10.0,3.0,14.0,179.0,37.0,7.0,2.0,7.0,137.0,176.0,,524.0,4.0,5.0,42.0,35.0,4.0,89.0,3.0,2.0,,,134.0,,4.0,7.0,16.0,98.0,4.0,21.0,4.0,4.0,282.0,9.0,5.0,12.0,40.0,47.0,,41.0,50.0,8.0,27.0,3.0,3.0,3.0,,3.0,,,2.0,5.0,4.0,,,2.0,,6.0,,14.0,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
