liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,6cdhdb44atdm9b3n7swgi002y,M. Anchor,Goalkeeper,50,9.0,194.0,,157.0,37.0,49.0,,,540.0,1.0,,,11.0,,,7.0,144.0,10.0,,2.0,6.0,,7.0,,6.0,3.0,,1.0,3.0,40.0,132.0,,,60.0,,37.0,146.0,6.0,15.0,6.0,,115.0,105.0,6.0,1.0,274.0,23.0,0.0,,,,25.0,,,,,,,4.0,,4.0,4.0,39.0,,,,6.0,,,71.0,,,,,,,30.0,,,,,,,14.0,,,,,,18.0,,,,,,,,,,,,15.0,27.0,,3.0,12.0,8.0,4.0,4.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,21.0,,5.0,,,,3.0,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,bhzjqo4qidpkmh7lqqir9h4ic,J. Badwal,Midfielder,59,3.0,187.0,1.0,168.0,32.0,41.0,1.0,1.0,270.0,8.0,5.0,3.0,70.0,,10.0,11.0,174.0,10.0,8.0,22.0,3.0,,30.0,3.0,5.0,12.0,1.0,1.0,30.0,55.0,160.0,3.0,,22.0,3.0,19.0,99.0,3.0,4.0,3.0,3.0,155.0,48.0,22.0,8.0,244.0,14.0,0.0,1.0,1.0,,8.0,,,,,,,,,1.0,,,1.0,,2.0,1.0,,,,1.0,4.0,,,2.0,,8.0,,3.0,,2.0,43.0,,8.0,,1.0,,5.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,18.0,1.0,1.0,,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,722j495zlngu7t4tibmmuyoes,L. Banovic,Defender,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,32,8.0,190.0,,141.0,52.0,54.0,,3.0,540.0,,,,11.0,,,3.0,141.0,10.0,,2.0,6.0,2.0,5.0,,8.0,1.0,,,2.0,48.0,116.0,,,71.0,,49.0,130.0,6.0,8.0,6.0,,109.0,88.0,5.0,,291.0,33.0,0.0,,,,25.0,,,,,,,3.0,,11.0,3.0,34.0,1.0,,,,,,78.0,,,,,,,46.0,,,,,,,16.0,,,,,,27.0,,,,,,,,,,,,16.0,22.0,,5.0,6.0,3.0,11.0,8.0,2.0,1.0,3.0,,,,,,,,,,,,18.0,,3.0,,,,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,5k3ijtizx5ten8jeqlji4mvpw,G. Bovalina,Defender,27,6.0,106.0,2.0,91.0,38.0,52.0,,2.0,295.0,13.0,5.0,11.0,38.0,2.0,6.0,11.0,104.0,10.0,5.0,10.0,4.0,2.0,31.0,5.0,4.0,2.0,1.0,18.0,23.0,3.0,84.0,10.0,3.0,16.0,13.0,15.0,57.0,4.0,6.0,4.0,4.0,89.0,32.0,14.0,17.0,183.0,24.0,0.0,3.0,,,7.0,1.0,1.0,1.0,1.0,,,8.0,,1.0,4.0,,1.0,,1.0,,,,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,19.0,,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,,4.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,19.0,2.0,,1.0,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,6afa2fdgljic5fflfrfclpjx0,T. Brown,Forward,89,,2.0,,1.0,2.0,1.0,,,5.0,,,,1.0,,,1.0,2.0,10.0,,,1.0,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,1.0,,,,3.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,63mwxq1ir6k4hm20ua1zrx5re,J. Castro,Midfielder,44,45.0,1346.0,25.0,1061.0,470.0,308.0,19.0,8.0,2487.0,99.0,35.0,106.0,624.0,,69.0,169.0,1278.0,10.0,35.0,125.0,29.0,19.0,241.0,27.0,39.0,37.0,7.0,1.0,224.0,306.0,953.0,43.0,,126.0,39.0,285.0,492.0,29.0,52.0,27.0,14.0,1005.0,482.0,134.0,107.0,1908.0,319.0,1.0,21.0,,6.0,108.0,9.0,46.0,5.0,9.0,,3.0,17.0,,11.0,9.0,,4.0,3.0,36.0,7.0,1.0,6.0,,15.0,66.0,76.0,12.0,34.0,2.0,116.0,4.0,62.0,8.0,32.0,250.0,2.0,72.0,1.0,55.0,5.0,40.0,2.0,38.0,13.0,23.0,17.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,315.0,92.0,147.0,13.0,1.0,4.0,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,9gktbx1ux7xxmjklqxjr84844,L. Chen,Defender,62,13.0,192.0,,162.0,46.0,62.0,,2.0,559.0,10.0,4.0,,60.0,5.0,18.0,19.0,187.0,10.0,13.0,20.0,11.0,1.0,36.0,,15.0,1.0,2.0,12.0,30.0,26.0,150.0,,2.0,20.0,,30.0,102.0,11.0,13.0,7.0,,157.0,74.0,23.0,13.0,283.0,21.0,0.0,,,,12.0,,,,,,,6.0,,2.0,3.0,,,,2.0,,,,,2.0,2.0,,1.0,5.0,,11.0,,8.0,3.0,7.0,30.0,,9.0,,,,7.0,,7.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,8.0,,,,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,2mdvkj8gcfmn6wve50ewfi7mc,M. Clark,Midfielder,64,28.0,489.0,20.0,398.0,183.0,80.0,13.0,3.0,1493.0,68.0,33.0,27.0,209.0,10.0,22.0,73.0,441.0,10.0,18.0,52.0,24.0,10.0,127.0,22.0,15.0,20.0,3.0,7.0,120.0,115.0,382.0,21.0,1.0,51.0,21.0,91.0,195.0,24.0,32.0,16.0,9.0,351.0,134.0,53.0,74.0,736.0,94.0,0.0,5.0,2.0,1.0,16.0,1.0,6.0,3.0,1.0,,,7.0,,1.0,1.0,,1.0,,11.0,4.0,,7.0,,13.0,7.0,7.0,4.0,4.0,,18.0,2.0,21.0,6.0,9.0,160.0,,24.0,2.0,6.0,3.0,8.0,1.0,10.0,13.0,1.0,5.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,129.0,34.0,54.0,2.0,2.0,1.0,,,
USA_MLS_Next_Pro,2025,Vancouver Whitecaps FC II,bh7fb8v7o5wynmapdhlth594a,A. Coupland,Midfielder,43,25.0,395.0,32.0,330.0,219.0,80.0,18.0,4.0,1472.0,98.0,52.0,64.0,226.0,11.0,52.0,56.0,377.0,10.0,39.0,109.0,22.0,26.0,220.0,29.0,3.0,33.0,1.0,23.0,207.0,76.0,312.0,40.0,2.0,76.0,86.0,65.0,127.0,22.0,33.0,16.0,14.0,313.0,98.0,114.0,106.0,803.0,119.0,0.0,18.0,3.0,1.0,18.0,3.0,21.0,3.0,4.0,,,13.0,2.0,2.0,5.0,,,,9.0,8.0,1.0,4.0,,28.0,18.0,29.0,13.0,13.0,1.0,9.0,3.0,29.0,8.0,10.0,141.0,1.0,10.0,3.0,23.0,1.0,21.0,,,15.0,8.0,11.0,6.0,3.0,0.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,245.0,157.0,131.0,4.0,1.0,2.0,,,
