liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,CF Monterrey,7qdipko1ne61sibspp3qc4kid,L. Albertengo,Forward,9,2.0,422.0,1.0,6.0,,114.0,4.0,40.0,,58.0,1.0,1.0,2.0,3.0,7.0,1.0,26.0,67.0,26.0,8.0,32.0,118.0,,16.0,3.0,83.0,,9.0,34.0,33.0,7.0,32.0,2.0,14.0,3.0,7.0,5.0,207.0,1.0,8.0,3.0,44.0,18.0,23.0,10.0,42.0,2.0,,1.0,,7.0,24.0,5.0,94.0,3.0,1.0,3.0,8.0,,26.0,27.0,81.0,84.0,50.0,2.0,1.0,1.0,,3.0,52.0,5.0,3.0,18.0,5.0,2.0,,1.0,,,,,1.0,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,algbhkns08ibwpdc4sehpem6t,J. Basanta,Defender,15,2.0,1350.0,13.0,,6.0,490.0,4.0,39.0,1.0,136.0,43.0,4.0,65.0,9.0,5.0,3.0,27.0,123.0,281.0,39.0,42.0,523.0,,16.0,8.0,373.0,14.0,7.0,107.0,179.0,1.0,81.0,3.0,62.0,15.0,16.0,28.0,721.0,,15.0,8.0,89.0,227.0,15.0,10.0,81.0,2.0,,43.0,1.0,13.0,22.0,1.0,138.0,54.0,17.0,2.0,15.0,,30.0,78.0,389.0,416.0,49.0,5.0,,1.0,,28.0,57.0,11.0,12.0,59.0,,,1.0,1.0,,,,,9.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,11n67yqbyrtjbupvquahzb1sl,J. Benítez,Forward,27,,150.0,,2.0,,25.0,1.0,5.0,,12.0,,,,1.0,2.0,,1.0,14.0,3.0,,10.0,25.0,,6.0,3.0,15.0,5.0,2.0,10.0,9.0,,6.0,2.0,4.0,1.0,2.0,4.0,42.0,,5.0,4.0,15.0,6.0,8.0,10.0,9.0,,,,,3.0,4.0,2.0,20.0,,5.0,,5.0,,10.0,5.0,15.0,15.0,5.0,,,,,,11.0,,,5.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,dyvaiyl178toh3exww7qz0nl6,É. Cantú,Midfielder,282,2.0,126.0,4.0,,,41.0,,6.0,,25.0,,,,4.0,,,1.0,12.0,11.0,5.0,6.0,42.0,1.0,3.0,1.0,32.0,4.0,,6.0,2.0,2.0,6.0,2.0,5.0,1.0,6.0,2.0,69.0,,3.0,2.0,12.0,13.0,4.0,10.0,7.0,,,4.0,,1.0,,1.0,13.0,2.0,4.0,2.0,3.0,,5.0,21.0,35.0,36.0,1.0,,,,,4.0,6.0,1.0,1.0,7.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,76gjivenm6wud6wc6c4vox9zp,J. Carrizo,Goalkeeper,22,,340.0,,,4.0,39.0,,,,8.0,11.0,,23.0,,,,,24.0,40.0,1.0,1.0,72.0,,,,37.0,4.0,,24.0,16.0,,21.0,,22.0,3.0,,3.0,98.0,,4.0,,1.0,40.0,,10.0,1.0,,,11.0,,,,,1.0,1.0,4.0,,4.0,,,16.0,28.0,48.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,9.0,22.0,,,1.0,3.0,2.0,6.0,,,7.0,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,dlinhzd1ai2db49p83uygwwk5,J. Cruz,Forward,30,1.0,31.0,,,,5.0,2.0,,,3.0,,,,,1.0,,2.0,5.0,,,2.0,5.0,,3.0,1.0,3.0,1.0,1.0,2.0,1.0,,2.0,,2.0,,1.0,1.0,12.0,,3.0,1.0,7.0,,1.0,10.0,4.0,,,,,2.0,1.0,,10.0,,1.0,1.0,3.0,,4.0,4.0,3.0,3.0,3.0,,,,,,6.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,8urkitc19yftx182gfaa8may1,M. Domínguez,Midfielder,295,,33.0,1.0,,,21.0,1.0,3.0,,14.0,,,1.0,,,,1.0,13.0,2.0,4.0,4.0,21.0,,1.0,6.0,16.0,1.0,,5.0,6.0,,5.0,,4.0,,,,43.0,,5.0,1.0,17.0,8.0,4.0,10.0,11.0,,,,,1.0,,2.0,18.0,,1.0,,5.0,,6.0,4.0,16.0,16.0,1.0,,,1.0,,2.0,7.0,2.0,,11.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,7,,1043.0,1.0,25.0,,229.0,2.0,78.0,,151.0,1.0,1.0,5.0,2.0,9.0,1.0,35.0,137.0,40.0,2.0,60.0,256.0,3.0,10.0,9.0,186.0,15.0,18.0,65.0,90.0,14.0,58.0,5.0,34.0,12.0,7.0,7.0,412.0,,12.0,3.0,91.0,51.0,40.0,10.0,61.0,9.0,,5.0,,27.0,26.0,8.0,152.0,5.0,16.0,,12.0,,56.0,37.0,169.0,191.0,61.0,3.0,3.0,2.0,,2.0,91.0,,2.0,35.0,,9.0,,5.0,,,,,,2.0,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Monterrey,dj0mnh206bmg6g2980038frp,A. González,Midfielder,14,9.0,1271.0,4.0,14.0,2.0,525.0,18.0,116.0,15.0,305.0,10.0,1.0,22.0,23.0,8.0,3.0,23.0,267.0,118.0,36.0,123.0,553.0,11.0,15.0,20.0,383.0,12.0,21.0,145.0,137.0,32.0,158.0,10.0,75.0,16.0,45.0,29.0,877.0,38.0,18.0,9.0,163.0,183.0,44.0,10.0,102.0,13.0,,25.0,3.0,26.0,21.0,19.0,207.0,6.0,15.0,42.0,18.0,,82.0,117.0,389.0,408.0,44.0,1.0,2.0,,1.0,25.0,105.0,11.0,18.0,81.0,2.0,1.0,,6.0,7.0,,1.0,,1.0,5.0,26.0,1.0,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
