liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,3hqyl61z7yssettsjoqpboclx,É. Alvarado,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,cdc3cml4jluafzeodp5p4yu39,D. Castillo,Defender,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,6qtrfvr137xo8gmu17jn3d42d,M. Chirinos,Forward,33,2.0,180.0,,2.0,,,,50.0,13.0,28.0,,4.0,2.0,,,30.0,11.0,2.0,,11.0,53.0,6.0,36.0,1.0,2.0,15.0,15.0,2.0,14.0,8.0,2.0,5.0,3.0,94.0,2.0,4.0,,26.0,,15.0,6.0,50.0,13.0,2.0,,2.0,6.0,,26.0,1.0,3.0,,2.0,2.0,,,13.0,10.0,,35.0,38.0,,,1.0,13.0,1.0,,13.0,5.0,1.0,,1.0,1.0,4.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,39sx731u7gxopgif4sbw2d9sl,C. Costly,Forward,13,,111.0,,,1.0,,,20.0,5.0,9.0,,,1.0,,11.0,15.0,6.0,,,6.0,21.0,3.0,15.0,1.0,1.0,6.0,8.0,,6.0,5.0,1.0,1.0,,38.0,2.0,1.0,,8.0,,3.0,3.0,22.0,6.0,1.0,,,4.0,2.0,21.0,,3.0,,,2.0,,,4.0,5.0,,14.0,15.0,13.0,,,15.0,,,4.0,,,1.0,,,4.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,9nmiil8whu5ggno69zu7ji11x,D. Escober,Goalkeeper,28,,180.0,20.0,,1.0,1.0,,16.0,,3.0,9.0,19.0,,,1.0,21.0,27.0,,,1.0,50.0,,21.0,1.0,,20.0,6.0,,18.0,19.0,2.0,,2.0,71.0,2.0,,,,,37.0,,45.0,,,,9.0,,,1.0,4.0,3.0,,,2.0,,7.0,,7.0,,13.0,30.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,6.0,1.0,,1.0,1.0,2.0,1.0,4.0,,,,,,,2.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,c4ccgu6tldo279neojnyof6x,J. García,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,a3wz397zpvjy2g544rkv3igut,R. Martínez,Forward,12,,172.0,,,,,,28.0,10.0,19.0,,1.0,1.0,,5.0,16.0,5.0,1.0,,6.0,31.0,5.0,24.0,1.0,,7.0,7.0,5.0,4.0,4.0,2.0,2.0,3.0,49.0,2.0,3.0,,10.0,,3.0,6.0,19.0,7.0,,,,4.0,2.0,17.0,,3.0,,,2.0,,,5.0,11.0,,22.0,24.0,7.0,,,10.0,1.0,1.0,5.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,du3hkqgrxfd38l4q981alldjp,C. Mejía,Midfielder,7,,45.0,,,,,,14.0,3.0,7.0,,1.0,,1.0,1.0,7.0,4.0,,,3.0,14.0,,9.0,,1.0,4.0,1.0,1.0,3.0,7.0,1.0,,1.0,21.0,1.0,,,2.0,,7.0,1.0,22.0,2.0,,,1.0,,1.0,4.0,,,,,1.0,,,1.0,3.0,,10.0,10.0,2.0,,,2.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,8ovxrmf0eie8xbad5xoaclc5x,G. Mejía,Midfielder,29,,180.0,,1.0,,,,82.0,13.0,25.0,2.0,5.0,,,3.0,35.0,34.0,9.0,,23.0,87.0,3.0,53.0,1.0,,28.0,23.0,3.0,20.0,14.0,2.0,1.0,8.0,118.0,2.0,3.0,,24.0,,30.0,,46.0,20.0,,,6.0,5.0,4.0,31.0,1.0,3.0,,,2.0,,,8.0,21.0,,54.0,59.0,7.0,,6.0,11.0,3.0,3.0,16.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,CD Olimpia,1xsjvdcc3ev6d9nj6f9b0omol,E. Menjívar,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
