liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Richmond Kickers,7sd6cylt5tpmzjyxknhu9mrbp,S. Asante,Midfielder,28,4.0,1225.0,3.0,2.0,576.0,101.0,255.0,6.0,22.0,7.0,4.0,10.0,128.0,246.0,24.0,62.0,581.0,16.0,427.0,9.0,84.0,170.0,10.0,62.0,,107.0,16.0,10.0,26.0,764.0,17.0,1.0,111.0,166.0,10.0,82.0,70.0,35.0,6.0,127.0,5.0,13.0,4.0,17.0,35.0,144.0,492.0,497.0,16.0,2.0,18.0,45.0,6.0,17.0,76.0,,1.0,5.0,1.0,1.0,4.0,4.0,5.0,10.0,19.0,7.0,,2.0,,11.0,9.0,2.0,4.0,6.0,3.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,4qofik4taju14sucl0yuuvkrt,M. Bolduc,Midfielder,11,12.0,993.0,8.0,,263.0,74.0,128.0,,3.0,10.0,,15.0,140.0,91.0,17.0,49.0,264.0,17.0,207.0,9.0,52.0,36.0,16.0,70.0,,59.0,11.0,18.0,6.0,445.0,14.0,,92.0,73.0,10.0,38.0,5.0,10.0,17.0,110.0,3.0,9.0,24.0,14.0,57.0,81.0,212.0,212.0,18.0,2.0,10.0,72.0,7.0,7.0,35.0,,3.0,22.0,2.0,1.0,7.0,2.0,4.0,3.0,9.0,8.0,,8.0,,6.0,22.0,4.0,,3.0,,,2.0,1.0,2.0,5.0,6.0,6.0,15.0,,1.0,9.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,8z4a6q2gamk4wsha4shbm2qj9,M. DeBellis,Goalkeeper,0,,180.0,,4.0,18.0,,10.0,12.0,30.0,,,,30.0,11.0,,,51.0,,9.0,4.0,30.0,5.0,,25.0,,26.0,2.0,,5.0,75.0,2.0,,,40.0,10.0,,12.0,,,,2.0,4.0,,2.0,,6.0,10.0,21.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,,1.0,7.0,4.0,4.0,,9.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,
USA_USL_Championship,2017,Richmond Kickers,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,21,6.0,990.0,4.0,6.0,550.0,89.0,233.0,14.0,45.0,7.0,2.0,16.0,153.0,243.0,23.0,61.0,579.0,21.0,411.0,15.0,106.0,156.0,12.0,90.0,3.0,75.0,11.0,15.0,22.0,748.0,11.0,4.0,95.0,205.0,10.0,62.0,62.0,19.0,9.0,125.0,16.0,17.0,6.0,11.0,47.0,129.0,445.0,473.0,30.0,2.0,19.0,63.0,4.0,17.0,48.0,,,7.0,,,3.0,6.0,7.0,,7.0,11.0,,6.0,,10.0,5.0,4.0,1.0,14.0,2.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,867s9blcop3abx7p14j9jccfd,B. Eaton,Midfielder,0,,90.0,11.0,,31.0,4.0,10.0,1.0,3.0,1.0,,1.0,8.0,16.0,,3.0,32.0,,24.0,2.0,6.0,,1.0,5.0,,4.0,1.0,2.0,1.0,51.0,1.0,,2.0,10.0,10.0,1.0,2.0,1.0,,3.0,1.0,2.0,,1.0,1.0,18.0,25.0,26.0,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,dxsrsbw1o3cg6jpv399ytrw89,J. Eskay,Midfielder,24,3.0,325.0,1.0,,104.0,19.0,59.0,2.0,4.0,4.0,1.0,12.0,46.0,28.0,8.0,15.0,104.0,9.0,76.0,6.0,19.0,27.0,2.0,16.0,,12.0,3.0,7.0,6.0,172.0,8.0,,32.0,27.0,10.0,18.0,9.0,5.0,5.0,48.0,2.0,7.0,3.0,8.0,18.0,31.0,85.0,85.0,16.0,,7.0,30.0,1.0,4.0,14.0,,5.0,4.0,,,2.0,2.0,5.0,3.0,2.0,6.0,,1.0,,5.0,14.0,1.0,2.0,4.0,,,,,1.0,1.0,3.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,8m1j0anc3y4blgvqdeiajknvt,R. Gonzalez III,Midfielder,27,34.0,1842.0,57.0,4.0,572.0,136.0,308.0,19.0,39.0,9.0,5.0,35.0,382.0,164.0,34.0,122.0,606.0,24.0,420.0,22.0,161.0,107.0,28.0,189.0,27.0,111.0,20.0,28.0,47.0,1114.0,24.0,2.0,189.0,188.0,10.0,112.0,25.0,38.0,33.0,247.0,17.0,27.0,75.0,24.0,100.0,175.0,422.0,445.0,58.0,4.0,27.0,135.0,7.0,25.0,89.0,,4.0,5.0,2.0,2.0,27.0,1.0,8.0,2.0,18.0,19.0,,19.0,,11.0,33.0,11.0,11.0,23.0,2.0,,1.0,2.0,2.0,13.0,14.0,12.0,43.0,1.0,,25.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,7.0,,,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,454nfduokm3f5ygmmv5wbso9h,A. Grant,Forward,11,5.0,517.0,1.0,,89.0,36.0,41.0,,3.0,1.0,1.0,16.0,73.0,30.0,5.0,23.0,97.0,10.0,65.0,5.0,26.0,20.0,6.0,25.0,,21.0,4.0,2.0,6.0,180.0,15.0,1.0,43.0,20.0,10.0,17.0,6.0,6.0,2.0,64.0,6.0,6.0,5.0,15.0,31.0,21.0,63.0,71.0,21.0,1.0,2.0,47.0,3.0,3.0,12.0,,11.0,7.0,,,,,2.0,3.0,1.0,4.0,,2.0,,4.0,14.0,2.0,,5.0,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,5uzzhh8nqaeovf5h22hpjxxwp,Y. Imura,Midfielder,14,5.0,1631.0,2.0,5.0,757.0,174.0,356.0,12.0,32.0,9.0,2.0,11.0,184.0,291.0,32.0,93.0,764.0,11.0,603.0,19.0,125.0,197.0,15.0,113.0,,67.0,18.0,18.0,27.0,965.0,23.0,,85.0,203.0,10.0,51.0,36.0,13.0,7.0,100.0,13.0,21.0,15.0,23.0,38.0,190.0,635.0,639.0,15.0,3.0,24.0,49.0,8.0,21.0,47.0,,5.0,31.0,1.0,1.0,8.0,1.0,7.0,8.0,2.0,10.0,,8.0,,7.0,25.0,3.0,4.0,4.0,1.0,1.0,,3.0,4.0,7.0,6.0,4.0,12.0,1.0,,8.0,,,1.0,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Richmond Kickers,22aiesec7kunjtetq332yr3kl,S. Jane,Forward,10,12.0,1452.0,3.0,2.0,541.0,136.0,305.0,1.0,17.0,10.0,3.0,27.0,266.0,170.0,12.0,83.0,567.0,18.0,417.0,12.0,100.0,142.0,22.0,110.0,,74.0,18.0,22.0,16.0,887.0,24.0,1.0,150.0,127.0,10.0,66.0,50.0,36.0,30.0,180.0,4.0,15.0,26.0,24.0,87.0,162.0,447.0,467.0,30.0,1.0,9.0,114.0,3.0,8.0,63.0,,6.0,35.0,3.0,,8.0,3.0,23.0,11.0,15.0,35.0,,12.0,,8.0,35.0,12.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,13.0,5.0,14.0,1.0,2.0,9.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,8.0,,,,,,,,,,,,,,,,,
