liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Richmond Kickers,bkdyfrz2tu9bormhwz3y70x04,A. Aldana Gallegos,Defender,44,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,7cwhgbq3ui2w0vfrw22zg92sq,A. Amer,Midfielder,18,2.0,1.0,8.0,1.0,1.0,,9.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,26.0,4.0,,,1.0,15.0,,,,,,,24.0,15.0,13.0,23.0,,44.0,,,,4.0,30.0,28.0,,,2.0,38.0,3.0,1.0,0.0,,,,1.0,9.0,3.0,1.0,,,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,5sjyqe4344kkdx6v15jbb0is4,H. Anderson,Defender,3,2.0,5.0,19.0,13.0,7.0,6.0,25.0,36.0,2.0,5.0,5.0,9.0,4.0,5.0,5.0,1.0,71.0,9.0,5.0,1.0,17.0,27.0,1.0,2.0,1.0,,,,52.0,29.0,25.0,51.0,2.0,160.0,2.0,,3.0,34.0,73.0,54.0,2.0,1.0,19.0,121.0,18.0,10.0,0.0,4.0,3.0,,1.0,5.0,8.0,2.0,4.0,1.0,3.0,3.0,1.0,,,9.0,,,9.0,,,,2.0,,,,,2.0,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,3h4klx76chahvxu5t810fze21,D. Barnathan,Defender,2,2.0,7.0,16.0,16.0,5.0,11.0,7.0,57.0,2.0,6.0,6.0,5.0,,5.0,3.0,1.0,94.0,10.0,1.0,,12.0,23.0,1.0,2.0,,,,,73.0,23.0,58.0,70.0,3.0,180.0,,1.0,2.0,26.0,102.0,81.0,3.0,4.0,21.0,131.0,16.0,13.0,0.0,11.0,5.0,2.0,,15.0,6.0,,5.0,,,,,1.0,,2.0,,2.0,8.0,,,,,,,,,5.0,,,,,,,,,,,2.0,11.0,6.0,4.0,4.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,7xmkuf6t0h8n9dirv85jx25n8,J. Erlandson,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,e1jyf71bxxp4zr4d0a04fjxt5,D. Espinal,Forward,19,2.0,15.0,12.0,8.0,7.0,1.0,28.0,17.0,2.0,6.0,6.0,6.0,5.0,1.0,2.0,,49.0,5.0,3.0,2.0,5.0,14.0,,2.0,1.0,,,,33.0,21.0,13.0,33.0,1.0,143.0,2.0,,,25.0,50.0,34.0,1.0,4.0,16.0,71.0,14.0,12.0,0.0,2.0,2.0,1.0,2.0,4.0,,3.0,3.0,,1.0,1.0,,,,,,2.0,4.0,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,donr4l8zz4x3who55mji62dwp,Y. Fillion,Goalkeeper,1,1.0,,,1.0,1.0,,,14.0,1.0,4.0,4.0,1.0,1.0,,,,15.0,,,,7.0,5.0,,1.0,,,,,8.0,,10.0,9.0,,90.0,,,,12.0,22.0,10.0,,,12.0,30.0,10.0,,0.0,,,,,3.0,,,2.0,,,,,,,,,,12.0,,,,,,,,,8.0,,,,,,,,,,,,1.0,,3.0,4.0,2.0,3.0,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,f003m28ypvpm2b2kiwgxzvrx0,B. Howell,Defender,34,1.0,,,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,6.0,,,,,4.0,,,,,,,6.0,2.0,4.0,6.0,,20.0,2.0,,,3.0,6.0,6.0,,1.0,,12.0,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,873vix8k05fstj7ttt2qf0fmc,L. Johnson,Forward,7,2.0,5.0,1.0,6.0,4.0,2.0,10.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,,10.0,,,,,1.0,,1.0,1.0,,,,6.0,4.0,2.0,6.0,1.0,72.0,1.0,,1.0,9.0,10.0,6.0,1.0,3.0,4.0,20.0,4.0,4.0,0.0,2.0,2.0,,1.0,3.0,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Richmond Kickers,1hi5w6b0xmslivj0l7sjrto2c,J. Kirkland,Forward,9,1.0,4.0,15.0,15.0,11.0,4.0,23.0,5.0,1.0,2.0,2.0,7.0,5.0,2.0,,1.0,20.0,9.0,,,4.0,7.0,1.0,1.0,,1.0,1.0,,15.0,12.0,4.0,15.0,1.0,90.0,3.0,,1.0,14.0,20.0,15.0,1.0,12.0,5.0,38.0,6.0,4.0,0.0,8.0,6.0,,1.0,4.0,,2.0,,,1.0,1.0,2.0,1.0,,,2.0,2.0,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
