equipo,link,logo,cod_equipo,cod_liga,liga
Atlanta Silverbacks,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/atlanta-silverbacks/c5oqwovshxanfm4kwanle7j8l,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c5oqwovshxanfm4kwanle7j8l,c5oqwovshxanfm4kwanle7j8l,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Austin Aztex FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/austin-aztex-fc/9o68s6rb17rzaksk81qanwchm,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9o68s6rb17rzaksk81qanwchm,9o68s6rb17rzaksk81qanwchm,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Baltimore Bohemians,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/baltimore-bohemians/dsvol70r5lzpb2dcgk4ktndyv,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=dsvol70r5lzpb2dcgk4ktndyv,dsvol70r5lzpb2dcgk4ktndyv,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Brooklyn Italians,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/brooklyn-italians/3shxifr1px969vi99pjbuuphr,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3shxifr1px969vi99pjbuuphr,3shxifr1px969vi99pjbuuphr,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
CD Aguiluchos,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/cd-aguiluchos/bs4pavcefvu78nfrre7h0vlvd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bs4pavcefvu78nfrre7h0vlvd,bs4pavcefvu78nfrre7h0vlvd,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
CD Chivas USA,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/cd-chivas-usa/102ne1lkblqutcbmt9047b783,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=102ne1lkblqutcbmt9047b783,102ne1lkblqutcbmt9047b783,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Cal,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/cal/3d2i15hl2xycub6aev2d34dhi,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3d2i15hl2xycub6aev2d34dhi,3d2i15hl2xycub6aev2d34dhi,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Charleston Battery,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/charleston-battery/e3k8yw2rbmphyfu5htn4yi5jk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e3k8yw2rbmphyfu5htn4yi5jk,e3k8yw2rbmphyfu5htn4yi5jk,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Charlotte Eagles,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/charlotte-eagles/owr9rzdw3sya03gqji66l63q,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=owr9rzdw3sya03gqji66l63q,owr9rzdw3sya03gqji66l63q,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
Chattanooga FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2014/9dix6hbqctygcjh4rk65f7qda/teams/chattanooga-fc/cwnjxlibb02fuh0vwgvac6h45,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=cwnjxlibb02fuh0vwgvac6h45,cwnjxlibb02fuh0vwgvac6h45,9dix6hbqctygcjh4rk65f7qda,us-open-cup-2014
