liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Reno 1868 FC,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,5,,1.0,786.0,,2.0,,9.0,,473.0,,4.0,21.0,,97.0,22.0,4.0,45.0,5.0,3.0,4.0,7.0,78.0,320.0,19.0,27.0,1.0,489.0,4.0,16.0,1.0,369.0,8.0,3.0,72.0,,136.0,3.0,,51.0,,49.0,9.0,12.0,21.0,600.0,,11.0,9.0,20.0,43.0,192.0,5.0,10.0,31.0,,48.0,,1.0,,10.0,1.0,60.0,31.0,12.0,,,11.0,,2.0,,,22.0,140.0,,403.0,417.0,17.0,,1.0,7.0,29.0,12.0,11.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,dxfxrbvl0452fu9o033carm22,A. Apodaca,Forward,13,,1.0,218.0,,13.0,,,3.0,40.0,5.0,4.0,11.0,,19.0,,2.0,1.0,2.0,1.0,2.0,7.0,31.0,10.0,1.0,12.0,,42.0,,5.0,3.0,26.0,3.0,8.0,13.0,,15.0,3.0,,13.0,,4.0,,3.0,,83.0,,13.0,5.0,1.0,17.0,7.0,18.0,10.0,10.0,7.0,3.0,,3.0,,3.0,1.0,27.0,,5.0,,,13.0,,,,,10.0,9.0,3.0,27.0,29.0,10.0,,,1.0,17.0,,,7.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,dq943thd990jdfpso5wh6gjjd,B. Beaury,Goalkeeper,31,,,1110.0,,,,8.0,,191.0,,,,,18.0,40.0,1.0,88.0,1.0,,2.0,1.0,95.0,219.0,1.0,3.0,2.0,328.0,,,,184.0,15.0,,91.0,,63.0,,,62.0,,124.0,12.0,1.0,29.0,491.0,,12.0,,,3.0,179.0,,10.0,7.0,,53.0,,2.0,,4.0,,8.0,8.0,17.0,,,12.0,,,,,,86.0,,146.0,237.0,5.0,,,,1.0,1.0,,3.0,0.0,,,,,,,,,,169.0,,49.0,,2.0,,,1.0,4.0,25.0,18.0,23.0,2.0,,1.0,37.0,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,7vgltok5i59csbj4tr104bqw9,A. Berkolds,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,9id87jsxyiklltokxnwdtlffu,T. Bone,Midfielder,7,19.0,2.0,1396.0,7.0,,4.0,1.0,4.0,429.0,11.0,52.0,131.0,5.0,216.0,4.0,1.0,13.0,14.0,4.0,4.0,16.0,220.0,113.0,21.0,92.0,1.0,429.0,3.0,34.0,28.0,318.0,16.0,17.0,105.0,,36.0,24.0,,94.0,6.0,61.0,16.0,31.0,31.0,705.0,1.0,16.0,16.0,3.0,165.0,146.0,48.0,10.0,79.0,13.0,6.0,5.0,19.0,,11.0,19.0,192.0,7.0,20.0,,20.0,16.0,1.0,1.0,1.0,1.0,97.0,116.0,3.0,324.0,324.0,27.0,1.0,2.0,10.0,113.0,11.0,6.0,68.0,3.0,4.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,Defender,2,8.0,1.0,263.0,29.0,5.0,,2.0,,151.0,2.0,2.0,28.0,5.0,63.0,3.0,1.0,9.0,1.0,,3.0,,45.0,69.0,7.0,21.0,1.0,157.0,,,6.0,114.0,2.0,,30.0,,13.0,2.0,,26.0,1.0,13.0,2.0,3.0,12.0,241.0,,7.0,,1.0,22.0,66.0,6.0,10.0,24.0,,13.0,5.0,6.0,,5.0,1.0,27.0,5.0,5.0,,8.0,7.0,,,,2.0,3.0,50.0,,123.0,127.0,5.0,2.0,1.0,5.0,3.0,2.0,5.0,19.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,26,,,90.0,,,,,,57.0,,2.0,14.0,,26.0,,,3.0,,,,,9.0,30.0,2.0,3.0,,62.0,,3.0,1.0,45.0,1.0,,6.0,,16.0,,,3.0,1.0,11.0,1.0,,3.0,75.0,,1.0,2.0,,11.0,15.0,,10.0,6.0,,11.0,,3.0,,,1.0,11.0,1.0,1.0,,,1.0,,,,1.0,5.0,17.0,,51.0,56.0,,1.0,2.0,2.0,5.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,a1bd7ilb6cy1lv3i90e34oesp,D. Casillas,Midfielder,22,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,10.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,4mrcwdc6kac651lpgxt14g44p,M. Dabo,Midfielder,17,,,195.0,,8.0,,1.0,,143.0,,,16.0,,62.0,2.0,2.0,3.0,1.0,1.0,,5.0,18.0,68.0,7.0,11.0,1.0,144.0,,8.0,,122.0,3.0,1.0,14.0,,34.0,,,9.0,,23.0,1.0,2.0,5.0,166.0,,9.0,6.0,,20.0,43.0,,10.0,11.0,,8.0,,4.0,,,,25.0,1.0,3.0,,,9.0,,,,,9.0,51.0,,129.0,130.0,5.0,,,1.0,14.0,6.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Reno 1868 FC,tovg87rxcrz5i06ubaq99nxm,E. De La Cerda,Goalkeeper,40,,,450.0,,,,5.0,,111.0,,,,,13.0,15.0,,40.0,,,3.0,1.0,44.0,124.0,,1.0,,178.0,,,,102.0,3.0,,41.0,,43.0,,,37.0,,57.0,5.0,1.0,4.0,246.0,,5.0,,,2.0,91.0,,10.0,4.0,,35.0,,2.0,,2.0,,5.0,4.0,6.0,,,5.0,,,,,,44.0,,95.0,137.0,3.0,,,,1.0,,1.0,2.0,0.0,,,,,,,,,,66.0,,20.0,,1.0,1.0,1.0,1.0,2.0,5.0,5.0,15.0,1.0,1.0,4.0,18.0,1.0,,,,,,,,,,
