liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Inter Miami CF,4o6f3mnd39fx700o3jvj0wct1,Jordi Alba,Defender,18,14.0,7.0,111.0,898.0,35.0,239.0,34.0,,11.0,88.0,7.0,18.0,4.0,21.0,185.0,519.0,27.0,9.0,12.0,990.0,6.0,31.0,24.0,8.0,29.0,18.0,307.0,79.0,80.0,1576.0,13.0,1894.0,318.0,66.0,,71.0,12.0,49.0,40.0,706.0,54.0,9.0,4.0,2.0,104.0,2458.0,19.0,18.0,114.0,98.0,14.0,,55.0,13.0,340.0,2.0,31.0,28.0,57.0,10.0,5.0,4.0,3.0,1846.0,78.0,40.0,2502.0,1462.0,464.0,1534.0,164.0,6.0,15.0,3.0,11.0,4.0,5.0,2.0,7.0,5.0,3.0,5.0,6.0,,,10.0,7.0,,,,,1.0,,22.0,15.0,4.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,2.0,5.0,82.0,180.0,43.0,43.0,17.0,,9.0,5.0,19.0,9.0,1.0,,12.0,231.0,9.0,8.0,,288.0,8.0,20.0,,8.0,24.0,15.0,58.0,41.0,5.0,635.0,12.0,719.0,84.0,38.0,,21.0,10.0,27.0,17.0,455.0,39.0,,1.0,,63.0,880.0,26.0,9.0,30.0,4.0,10.0,,36.0,2.0,51.0,7.0,20.0,,43.0,12.0,12.0,11.0,3.0,707.0,142.0,4.0,1003.0,605.0,111.0,623.0,59.0,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,eyks55tzqu6xmvgvhypzhlwr8,T. Avilés,Defender,6,8.0,12.0,152.0,403.0,70.0,90.0,31.0,1.0,22.0,1.0,28.0,8.0,2.0,6.0,6.0,555.0,29.0,15.0,2.0,287.0,22.0,30.0,2.0,21.0,55.0,33.0,117.0,80.0,1.0,1719.0,13.0,1889.0,170.0,72.0,1.0,25.0,4.0,57.0,36.0,1318.0,70.0,4.0,2.0,4.0,124.0,2192.0,43.0,42.0,107.0,19.0,13.0,1.0,67.0,5.0,99.0,15.0,30.0,2.0,82.0,30.0,13.0,1.0,3.0,1846.0,930.0,4.0,2449.0,1612.0,201.0,1678.0,126.0,5.0,,0.0,,,,,,,,,,,,,,,,,1.0,9.0,,,1.0,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,Defender,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,ju24rgwcctj5yizl54o91gfe,S. Borgelin,Forward,49,,,28.0,8.0,3.0,10.0,2.0,,,4.0,11.0,3.0,2.0,1.0,,4.0,1.0,,,3.0,2.0,6.0,,,2.0,2.0,14.0,1.0,4.0,16.0,8.0,27.0,11.0,1.0,,2.0,6.0,9.0,2.0,8.0,15.0,1.0,,,17.0,55.0,,,,7.0,,,8.0,1.0,14.0,5.0,6.0,,13.0,6.0,6.0,5.0,1.0,25.0,6.0,,133.0,16.0,24.0,14.0,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,bmuuex6k6mwfnqmvvq4ai0f10,Y. Bright,Midfielder,42,10.0,4.0,209.0,327.0,36.0,78.0,24.0,,17.0,,30.0,29.0,,3.0,1.0,206.0,16.0,14.0,,246.0,26.0,25.0,,,52.0,35.0,140.0,25.0,,753.0,13.0,856.0,103.0,33.0,,30.0,28.0,90.0,25.0,426.0,101.0,3.0,1.0,,179.0,1147.0,11.0,34.0,19.0,5.0,18.0,,89.0,14.0,70.0,19.0,25.0,,108.0,35.0,11.0,9.0,4.0,847.0,264.0,6.0,1538.0,734.0,156.0,744.0,111.0,1.0,,0.0,2.0,1.0,,,12.0,1.0,,,,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,calrbl0kagr6zgnw2l8k626s5,Sergio Busquets,Midfielder,5,14.0,6.0,280.0,858.0,46.0,178.0,38.0,3.0,29.0,1.0,59.0,15.0,,3.0,7.0,738.0,28.0,15.0,2.0,674.0,22.0,32.0,,2.0,74.0,45.0,182.0,58.0,1.0,1979.0,13.0,2215.0,236.0,71.0,,51.0,53.0,82.0,42.0,1121.0,108.0,1.0,4.0,2.0,221.0,2582.0,8.0,32.0,130.0,17.0,31.0,3.0,139.0,4.0,166.0,33.0,32.0,,172.0,29.0,26.0,4.0,3.0,2095.0,621.0,18.0,2585.0,1849.0,280.0,1871.0,176.0,4.0,,1.0,4.0,6.0,,1.0,28.0,2.0,,1.0,,,,2.0,,,1.0,,,1.0,,,2.0,1.0,0.0,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
USA_MLS,2024,Inter Miami CF,29rxabx4plofa06zgwuxlejca,D. Callender,Goalkeeper,1,,,20.0,43.0,26.0,9.0,45.0,406.0,1.0,,12.0,,,,,468.0,35.0,,,215.0,,35.0,,40.0,2.0,1.0,,209.0,,772.0,12.0,990.0,218.0,93.0,,,7.0,1.0,51.0,729.0,1.0,,5.0,,8.0,1373.0,100.0,1.0,138.0,,,265.0,7.0,,125.0,12.0,35.0,,19.0,,,,5.0,643.0,307.0,,3150.0,634.0,223.0,514.0,282.0,6.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,48.0,68.0,34.0,108.0,40.0,10.0,,,,,,,21.0,,3.0,2.0,9.0,7.0,2.0,1.0,,,,
USA_MLS,2024,Inter Miami CF,cill28qniq1r7s5xy7eli31wq,L. Campana,Forward,8,5.0,5.0,166.0,187.0,11.0,87.0,26.0,,6.0,6.0,66.0,27.0,8.0,27.0,2.0,53.0,14.0,2.0,17.0,103.0,18.0,30.0,3.0,1.0,14.0,8.0,142.0,3.0,6.0,296.0,12.0,386.0,90.0,18.0,,22.0,17.0,65.0,27.0,112.0,106.0,10.0,1.0,,100.0,596.0,1.0,2.0,11.0,58.0,10.0,,35.0,8.0,78.0,25.0,30.0,3.0,60.0,33.0,41.0,16.0,3.0,359.0,88.0,8.0,1312.0,285.0,169.0,269.0,33.0,1.0,,4.0,2.0,2.0,5.0,7.0,38.0,1.0,1.0,8.0,,,2.0,2.0,,,9.0,2.0,,8.0,1.0,,13.0,3.0,5.0,9.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0
USA_MLS,2024,Inter Miami CF,cliiemf1ih37qhh1wi1olk9ka,R. Carmichael,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
