equipo,link,logo,cod_equipo,cod_liga,liga
Anguilla,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/anguilla/a8qocq8ic1q8zme3s7d3icrmd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a8qocq8ic1q8zme3s7d3icrmd,a8qocq8ic1q8zme3s7d3icrmd,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Antigua and Barbuda,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/antigua-and-barbuda/a90m8z0sazz6fn3swvghc3sut,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a90m8z0sazz6fn3swvghc3sut,a90m8z0sazz6fn3swvghc3sut,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Aruba,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/aruba/a7r9j0ovrdvpxpmmy71dq904r,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=a7r9j0ovrdvpxpmmy71dq904r,a7r9j0ovrdvpxpmmy71dq904r,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Bahamas,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/bahamas/64le7lqb2ork2odjnft2lcf6d,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=64le7lqb2ork2odjnft2lcf6d,64le7lqb2ork2odjnft2lcf6d,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Barbados,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/barbados/6raiahlhb99i9rzr6sj4nm7qh,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6raiahlhb99i9rzr6sj4nm7qh,6raiahlhb99i9rzr6sj4nm7qh,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Belize,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/belize/ad06y2rz0lcrn6dsone4cl4g5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ad06y2rz0lcrn6dsone4cl4g5,ad06y2rz0lcrn6dsone4cl4g5,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Bermuda,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/bermuda/88ca766nh0ae9i9kpvwubxpzp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=88ca766nh0ae9i9kpvwubxpzp,88ca766nh0ae9i9kpvwubxpzp,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
British Virgin Islands,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/british-virgin-islands/9u425psmj98quzjm5ekozmeyb,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9u425psmj98quzjm5ekozmeyb,9u425psmj98quzjm5ekozmeyb,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Canada,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/canada/eg7vduna0h3vis1wd47s41za7,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=eg7vduna0h3vis1wd47s41za7,eg7vduna0h3vis1wd47s41za7,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Cayman Islands,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/cayman-islands/ckypeadymrd2akaqkumu3w6ol,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ckypeadymrd2akaqkumu3w6ol,ckypeadymrd2akaqkumu3w6ol,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/costa-rica/bfgqfm4qa3mal7fll74wd04mu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bfgqfm4qa3mal7fll74wd04mu,bfgqfm4qa3mal7fll74wd04mu,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/cuba/m49kr6rapkqh6zbqdm01w3sj,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=m49kr6rapkqh6zbqdm01w3sj,m49kr6rapkqh6zbqdm01w3sj,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Curaçao,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/curaçao/3csexoalt9hfesmo2p4619ga4,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3csexoalt9hfesmo2p4619ga4,3csexoalt9hfesmo2p4619ga4,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Dominica,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/dominica/1vfo4jep2v606lou5a90mwwow,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1vfo4jep2v606lou5a90mwwow,1vfo4jep2v606lou5a90mwwow,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
Dominican Republic,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/teams/dominican-republic/2uq1ocokdg5b95fmc6m7sp6md,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2uq1ocokdg5b95fmc6m7sp6md,2uq1ocokdg5b95fmc6m7sp6md,8atuetifgnlt3q6oprwn7x9pm,concacaf-world-cup-qualifiers-2022-qatar
