liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Forward Passes,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Successful Short Passes,Unsuccessful Passes Own Half,Duels,Touches,Duels won,Corners Won,Unsuccessful Long Passes,Successful Passes Opposition Half,Ground Duels won,Times Tackled,Duels lost,Recoveries,Unsuccessful Short Passes,Total Tackles,Tackles Won,Total Passes,Leftside Passes,Ground Duels,Throw Ins to Own Player,Ground Duels lost,Total Losses Of Possession,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Home Goals,Away Goals,Winning Goal,Aerial Duels lost,Shots On Target ( inc goals ),Foul Won Penalty,Successful Lay-offs,Unsuccessful Crosses open play,Successful Passes Own Half,Unsuccessful Crosses & Corners,Unsuccessful Dribbles,Successful Open Play Passes,Goals Conceded,Right Foot Goals,Rightside Passes,Unsuccessful lay-offs,Interceptions,Offsides,Successful Dribbles,Shots Off Target (inc woodwork),Penalty Goals Conceded,Goals from Inside Box,Total Fouls Won,Goals Conceded Inside Box,Open Play Passes,Through balls,Starts,Aerial Duels won,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded Outside Box,Total Shots,Successful Long Passes,Total Clearances,Total Fouls Conceded,Backward Passes,Aerial Duels,Handballs conceded,Attempts from Set Pieces,Successful Crosses & Corners,Corners Taken (incl short corners),Unsuccessful Launches,Second Goal Assists,Successful Crosses open play,Penalties Taken,Throw Ins to Opposition Player,Penalty Goals,Tackles Lost,Headed Goals,Goals from Outside Box,Left Foot Goals,Clean Sheets,Successful Launches,Blocks,Goal Assists,Assists (Intentional),Hit Woodwork,Total Touches In Opposition Box,Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Set Pieces Goals,Last Man Tackle,Own Goal Scored,Catches,Saves made - parried,Goalkeeper Smother,Saves Made from Outside Box,GK Successful Distribution,GK Unsuccessful Distribution,Drops,Saves Made from Inside Box,Saves Made,Crosses not Claimed,Punches,Penalties Faced,Saves made - caught,Clearances Off the Line,Penalties Off Target,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2011,Real Salt Lake,a8hjru7rf27pq4l011xgq1djp,A. Aghasyan,Forward,14.0,4.0,,,,,,3.0,1.0,7.0,8.0,7.0,98.0,28.0,,16.0,57.0,6.0,,1.0,22.0,6.0,4.0,10.0,6.0,6.0,3.0,3.0,35.0,4.0,15.0,,9.0,18.0,100.0,28.0,4.0,0.0,0.0,0.0,1.0,,,3.0,1.0,8.0,1.0,1.0,8.0,1.0,,5.0,,,1.0,1.0,3.0,1.0,,2.0,1.0,8.0,,1.0,,,1.0,,3.0,,,5.0,19.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,6tq7m6nmh6qf0iio8xuubexn9,C. Agorsor,Forward,13.0,1.0,,,,,,1.0,,,1.0,1.0,10.0,1.0,,1.0,6.0,,,,2.0,,1.0,1.0,,1.0,,,2.0,1.0,1.0,,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,8ky9v6cbmusfkwewdidespadx,J. Alexandre,Midfielder,12.0,19.0,1.0,3.0,,,,10.0,8.0,55.0,48.0,55.0,703.0,147.0,10.0,72.0,302.0,26.0,5.0,6.0,88.0,21.0,21.0,46.0,16.0,49.0,7.0,6.0,207.0,41.0,61.0,,40.0,107.0,77.0,152.0,19.0,1.0,0.0,1.0,6.0,4.0,,9.0,3.0,64.0,3.0,3.0,23.0,11.0,1.0,49.0,5.0,5.0,8.0,5.0,6.0,2.0,1.0,9.0,8.0,32.0,4.0,9.0,5.0,2.0,7.0,3.0,10.0,5.0,4.0,19.0,62.0,11.0,,,,,3.0,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,cqmtnpcyiai3p83yol1fmbff9,Y. Alvarez,Midfielder,0.0,6.0,,4.0,,,,2.0,1.0,68.0,25.0,38.0,433.0,200.0,14.0,45.0,301.0,20.0,,7.0,85.0,18.0,2.0,25.0,33.0,31.0,13.0,9.0,255.0,77.0,42.0,,24.0,54.0,18.0,217.0,6.0,0.0,0.0,0.0,1.0,,,4.0,1.0,132.0,1.0,,,6.0,,83.0,,2.0,,1.0,,,,4.0,6.0,,1.0,4.0,2.0,,2.0,,,17.0,11.0,21.0,27.0,3.0,1.0,,,,11.0,,,,,,4.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,87vqaza86do6arirqjw2oqd3p,C. Arnoux,Forward,27.0,2.0,,,,,,2.0,,5.0,4.0,5.0,69.0,10.0,1.0,6.0,21.0,1.0,,,7.0,1.0,1.0,5.0,1.0,5.0,,,15.0,1.0,3.0,,2.0,8.0,45.0,10.0,2.0,0.0,0.0,0.0,3.0,,,1.0,,4.0,,,,2.0,,3.0,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,6.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,6grvi28hzez37brwuct4wzo45,K. Beckerman,Midfielder,5.0,32.0,3.0,6.0,1.0,1.0,,2.0,,756.0,313.0,337.0,2693.0,1496.0,71.0,179.0,2462.0,99.0,15.0,73.0,873.0,92.0,32.0,80.0,228.0,264.0,57.0,44.0,2010.0,594.0,170.0,2.0,78.0,494.0,57.0,1673.0,32.0,2.0,1.0,1.0,2.0,13.0,,32.0,13.0,824.0,47.0,3.0,221.0,30.0,3.0,463.0,1.0,77.0,1.0,12.0,14.0,4.0,1.0,23.0,23.0,264.0,14.0,30.0,7.0,10.0,49.0,7.0,27.0,177.0,54.0,39.0,197.0,9.0,3.0,4.0,24.0,42.0,53.0,2.0,3.0,,,,13.0,,2.0,,13.0,14.0,7.0,7.0,7.0,2.0,,19.0,,21.0,,,,,,,,,1.0,,,,,,,,1.0,,,,
USA_MLS,2011,Real Salt Lake,eauhubbodki4io4oeyaxmdr6d,A. Beltran,Defender,2.0,24.0,,1.0,1.0,,1.0,4.0,2.0,393.0,154.0,177.0,1829.0,657.0,56.0,161.0,1458.0,83.0,10.0,51.0,323.0,78.0,42.0,78.0,80.0,126.0,46.0,36.0,885.0,173.0,139.0,197.0,61.0,342.0,50.0,708.0,24.0,0.0,0.0,0.0,17.0,3.0,,1.0,33.0,389.0,33.0,11.0,120.0,20.0,,219.0,,41.0,1.0,10.0,1.0,4.0,,22.0,15.0,148.0,1.0,20.0,5.0,1.0,17.0,5.0,4.0,51.0,69.0,17.0,100.0,22.0,3.0,,4.0,,53.0,1.0,4.0,,32.0,,10.0,,,,9.0,16.0,4.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,
USA_MLS,2011,Real Salt Lake,czs553xsz7b0exjf8rqikd7th,N. Borchers,Defender,6.0,31.0,3.0,1.0,2.0,2.0,,,1.0,493.0,95.0,161.0,2631.0,996.0,68.0,120.0,1603.0,89.0,3.0,37.0,216.0,51.0,1.0,31.0,111.0,124.0,36.0,28.0,1265.0,383.0,66.0,5.0,15.0,227.0,53.0,1104.0,31.0,3.0,0.0,2.0,16.0,6.0,,2.0,2.0,888.0,2.0,,158.0,30.0,1.0,320.0,1.0,53.0,5.0,,8.0,3.0,3.0,15.0,23.0,177.0,,31.0,38.0,5.0,3.0,7.0,14.0,108.0,160.0,14.0,69.0,54.0,2.0,,,,50.0,,,,,,8.0,2.0,,,11.0,11.0,19.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,b0k8q4kf5jgte9i2yan1px51x,C. Chinn,Forward,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2011,Real Salt Lake,e0c1m7r6qimsyqhrxb3hpd4gl,F. Espíndola,Forward,7.0,30.0,10.0,7.0,,,,2.0,8.0,138.0,242.0,176.0,2366.0,434.0,17.0,344.0,1211.0,111.0,39.0,11.0,371.0,98.0,168.0,233.0,67.0,165.0,32.0,30.0,625.0,168.0,311.0,3.0,213.0,549.0,70.0,449.0,30.0,5.0,5.0,2.0,20.0,33.0,,36.0,83.0,94.0,83.0,57.0,59.0,25.0,1.0,158.0,5.0,15.0,40.0,30.0,24.0,3.0,8.0,36.0,22.0,78.0,10.0,28.0,13.0,12.0,27.0,3.0,57.0,15.0,11.0,45.0,161.0,33.0,3.0,,16.0,1.0,6.0,,16.0,1.0,,1.0,2.0,1.0,2.0,8.0,7.0,1.0,,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
