liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,New York City FC II,1kuo66geyyz9gu2n39w0bvr4k,J. Arroyave,Midfielder,20,2.0,56.0,,4.0,44.0,7.0,,6.0,3.0,14.0,4.0,6.0,,6.0,1.0,14.0,,141.0,1.0,18.0,9.0,25.0,3.0,21.0,24.0,12.0,,6.0,5.0,3.0,,68.0,,12.0,224.0,7.0,1.0,172.0,78.0,224.0,10.0,3.0,231.0,291.0,2.0,8.0,,10.0,27.0,,2.0,,7.0,2.0,3.0,19.0,14.0,12.0,45.0,67.0,,53.0,,9.0,12.0,51.0,64.0,96.0,475.0,15.0,2.0,11.0,,21.0,298.0,69.0,21.0,11.0,67.0,1.0,3.0,870.0,104.0,7.0,4.0,8.0,,,,89.0,27.0,0.0,2.0,0.0,,,,,,,,,,,,,,5.0,3.0,1.0,,2.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,1p4rbf4wumfagv2ntlewdxey,R. Arévalo,Forward,74,2.0,65.0,1.0,4.0,140.0,29.0,5.0,29.0,16.0,23.0,5.0,14.0,,7.0,1.0,21.0,,275.0,2.0,28.0,18.0,12.0,3.0,48.0,58.0,25.0,,10.0,18.0,9.0,6.0,170.0,1.0,28.0,422.0,11.0,1.0,361.0,145.0,416.0,10.0,1.0,433.0,498.0,3.0,21.0,,30.0,78.0,2.0,8.0,5.0,46.0,5.0,14.0,43.0,70.0,25.0,100.0,84.0,1.0,141.0,4.0,1.0,27.0,107.0,75.0,137.0,983.0,8.0,6.0,13.0,1.0,33.0,517.0,145.0,99.0,27.0,89.0,1.0,3.0,1514.0,248.0,15.0,15.0,17.0,,2.0,,240.0,73.0,4.0,2.0,0.0,,,,,,,,,,,,,2.0,12.0,7.0,1.0,,,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,a0do5kh5akr89kst2p1hohixg,Camil Azzam Ruiz,Forward,83,,32.0,,12.0,20.0,25.0,2.0,1.0,1.0,14.0,1.0,2.0,,8.0,,12.0,,81.0,4.0,2.0,7.0,2.0,1.0,3.0,23.0,20.0,2.0,7.0,6.0,2.0,4.0,26.0,1.0,3.0,108.0,2.0,2.0,70.0,49.0,91.0,10.0,1.0,110.0,124.0,1.0,6.0,,10.0,18.0,2.0,,2.0,5.0,7.0,17.0,3.0,8.0,20.0,33.0,33.0,,25.0,2.0,5.0,7.0,41.0,31.0,36.0,273.0,13.0,7.0,3.0,,10.0,143.0,34.0,53.0,9.0,41.0,,1.0,600.0,66.0,,8.0,1.0,,1.0,,53.0,3.0,5.0,2.0,2.0,,,,,,,,,,,,1.0,,7.0,13.0,,,2.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,6sf0pdlzomnt3e1hlc4twyv4k,D. Baiera,Defender,38,6.0,40.0,,5.0,71.0,15.0,,21.0,1.0,36.0,4.0,4.0,,23.0,8.0,34.0,,247.0,3.0,,23.0,52.0,51.0,1.0,37.0,23.0,1.0,1.0,13.0,26.0,3.0,273.0,,23.0,622.0,27.0,2.0,347.0,196.0,635.0,10.0,5.0,649.0,778.0,,15.0,,23.0,76.0,2.0,140.0,7.0,14.0,3.0,8.0,33.0,18.0,23.0,66.0,144.0,,89.0,,18.0,8.0,89.0,118.0,284.0,1257.0,41.0,3.0,25.0,,39.0,793.0,114.0,59.0,21.0,309.0,3.0,21.0,1999.0,178.0,10.0,7.0,7.0,,,,137.0,22.0,2.0,1.0,2.0,,,,,,,,,,,,,,6.0,,12.0,,,1.0,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,26.0,,,,,,,,2.0,,,,,2.0,2.0,,26.0,,,2.0,5.0,1.0,,,2.0,,,,26.0,,32.0,,,69.0,7.0,,2.0,,63.0,10.0,,76.0,79.0,,,23.0,,22.0,,,,,,,,,2.0,,26.0,,1.0,,1.0,,,,44.0,123.0,1.0,,,,,102.0,21.0,,,74.0,1.0,15.0,180.0,1.0,,,,14.0,,,,,,,0.0,3.0,,4.0,1.0,1.0,5.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,8qkw6bkxcucb5jnsfotm816ac,A. Basse,Defender,67,,,,,,,,,,2.0,,,,3.0,,2.0,,3.0,1.0,,,1.0,,,,4.0,,1.0,,,,2.0,,,4.0,,,1.0,4.0,2.0,10.0,,4.0,4.0,,,,,,,,,,,,,,4.0,,2.0,,1.0,,1.0,,3.0,2.0,,8.0,4.0,,,,,6.0,1.0,2.0,,3.0,,,13.0,4.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,4k6c9nnzytq9qhc9uol64wg7o,S. Bednarsky,Midfielder,37,,127.0,,3.0,67.0,4.0,,11.0,,19.0,,9.0,,12.0,,19.0,,125.0,3.0,,11.0,34.0,18.0,,13.0,22.0,1.0,3.0,18.0,24.0,,117.0,,21.0,411.0,15.0,7.0,238.0,92.0,417.0,10.0,1.0,426.0,502.0,,1.0,,6.0,48.0,,38.0,,4.0,,1.0,39.0,21.0,22.0,47.0,85.0,,90.0,,23.0,18.0,59.0,61.0,175.0,765.0,35.0,,27.0,,33.0,511.0,62.0,12.0,7.0,188.0,,15.0,1066.0,149.0,18.0,3.0,,,,,114.0,11.0,,,0.0,,,,,,,,,,,,,,6.0,11.0,2.0,,,1.0,,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,1d20nyyvmp0doobj6heejkowk,T. Calheira,Forward,99,3.0,190.0,,23.0,85.0,57.0,5.0,11.0,,37.0,6.0,18.0,,43.0,,37.0,,332.0,4.0,,24.0,36.0,14.0,1.0,76.0,25.0,6.0,36.0,20.0,11.0,12.0,183.0,1.0,20.0,543.0,24.0,2.0,385.0,179.0,539.0,10.0,5.0,567.0,715.0,8.0,23.0,,43.0,102.0,,3.0,8.0,31.0,11.0,34.0,25.0,26.0,25.0,113.0,176.0,3.0,109.0,5.0,24.0,27.0,156.0,165.0,191.0,1172.0,67.0,14.0,5.0,1.0,58.0,743.0,151.0,154.0,35.0,185.0,4.0,4.0,2177.0,265.0,5.0,23.0,3.0,,,1.0,198.0,11.0,6.0,8.0,2.0,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,,7.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,29,2.0,100.0,,12.0,85.0,19.0,3.0,5.0,9.0,31.0,2.0,13.0,,10.0,,29.0,,255.0,3.0,23.0,22.0,25.0,4.0,39.0,75.0,25.0,5.0,21.0,5.0,15.0,,293.0,,9.0,586.0,33.0,,464.0,184.0,585.0,10.0,5.0,619.0,694.0,1.0,5.0,,40.0,91.0,2.0,14.0,3.0,25.0,,10.0,17.0,28.0,25.0,110.0,109.0,2.0,89.0,3.0,4.0,22.0,120.0,94.0,151.0,1065.0,14.0,2.0,6.0,,29.0,728.0,113.0,42.0,40.0,166.0,,3.0,1727.0,209.0,8.0,9.0,11.0,,1.0,,195.0,29.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,16.0,3.0,1.0,,2.0,,5.0,,,,,,,,,
USA_MLS_Next_Pro,2024,New York City FC II,2a2b3vmmk7z5h7xyxojl8bdp0,D. Duque,Midfielder,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
