liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots On Target ( inc goals ),Substitute On,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Throw Ins to Opposition Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocked Shots,Blocks,Corners Won,Final Third Touches,Goals Conceded Outside Box,Goals Openplay,Handballs conceded,Hit Woodwork,Key Passes (Attempt Assists),Penalty Goals Conceded,Shots Off Target (inc woodwork),Starts,Straight Red Cards,Substitute Off,Throw Ins to Own Player,Total Big Chances Missed,Total Fouls Won,Total Red Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Passes Own Half,Clean Sheets,Clearances Off the Line,Interceptions,Successful Launches,Tackles Lost,Unsuccessful lay-offs,Assists (Intentional),Corners Taken (incl short corners),Foul Won Penalty,Goal Assists,Second Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Unsuccessful Corners into Box,Attempts from Set Pieces,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Successful Corners into Box,Through balls,GK Successful Distribution,Goal Kicks,Left Foot Goals,Headed Goals,Penalties Conceded,Total Big Chances Saved,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Own Goal Scored,Last Player Tackle,Red Cards - 2nd Yellow,Crosses not Claimed,Penalties Off Target,Direct Corner Goals
USA_USL_League_One,2025,Portland Hearts of Pine SC,ati1tcjovp2p0b7z4d0sk2zmd,S. Coulibaly,Defender,45,31.0,10.0,21.0,10.0,22.0,63.0,57.0,23.0,34.0,93.0,1.0,10.0,,10.0,5.0,,26.0,13.0,13.0,10.0,88.0,,237.0,,,,30.0,1.0,1.0,22.0,,44.0,,3.0,3.0,,18.0,194.0,67.0,134.0,183.0,2.0,,628.0,2.0,,48.0,8.0,51.0,247.0,1.0,201.0,3.0,1.0,46.0,332.0,2.0,27.0,32.0,19.0,1.0,,,0.0,,6.0,,4.0,5.0,,,,,1.0,1.0,7.0,,5.0,,,7.0,,,,16.0,14.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,208io2neq09rtpsvbpnhc54ic,Walter Varela,Midfielder,22,41.0,30.0,11.0,26.0,104.0,229.0,215.0,130.0,85.0,167.0,13.0,26.0,2.0,21.0,17.0,2.0,174.0,100.0,74.0,10.0,128.0,,464.0,7.0,,,119.0,45.0,20.0,105.0,2.0,67.0,8.0,9.0,21.0,7.0,19.0,342.0,245.0,99.0,324.0,24.0,5.0,1397.0,48.0,,14.0,33.0,242.0,466.0,17.0,343.0,32.0,49.0,123.0,811.0,34.0,29.0,120.0,94.0,5.0,1.0,1.0,1.0,11.0,2.0,19.0,98.0,4.0,,,2.0,12.0,4.0,9.0,17.0,,14.0,21.0,1.0,22.0,,22.0,22.0,14.0,25.0,1.0,,20.0,2.0,8.0,1.0,2.0,,,2.0,,1.0,1.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,7vbkgx432w9lz60z7ov4a6puy,K. Green,Defender,66,74.0,38.0,36.0,24.0,40.0,153.0,125.0,60.0,65.0,399.0,5.0,24.0,1.0,28.0,22.0,1.0,51.0,22.0,29.0,10.0,206.0,,844.0,,,,71.0,14.0,8.0,60.0,,264.0,1.0,,1.0,,54.0,739.0,236.0,557.0,739.0,10.0,,2135.0,1.0,1.0,140.0,19.0,129.0,909.0,4.0,793.0,21.0,8.0,116.0,1155.0,1.0,77.0,88.0,39.0,7.0,1.0,0.0,0.0,2.0,13.0,,7.0,6.0,,1.0,,1.0,3.0,3.0,24.0,,2.0,4.0,,7.0,,1.0,1.0,48.0,29.0,6.0,,6.0,16.0,11.0,,,,,1.0,,,,,,,,,,,,28.0,29.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,f1ccrahr4o4a5ogeltjx94ys4,K. Hersi,Forward,90,,,,1.0,,,,,,1.0,,1.0,,,,,,,,10.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,8e5h9dhbn6tt8daewp760uyju,N. James,Forward,47,13.0,8.0,5.0,17.0,35.0,65.0,90.0,55.0,35.0,49.0,8.0,17.0,3.0,9.0,5.0,1.0,77.0,47.0,30.0,10.0,29.0,1.0,131.0,,,,39.0,10.0,6.0,20.0,1.0,21.0,6.0,11.0,10.0,8.0,6.0,101.0,80.0,27.0,98.0,4.0,,579.0,31.0,1.0,1.0,12.0,94.0,134.0,13.0,104.0,5.0,22.0,30.0,279.0,15.0,6.0,44.0,24.0,2.0,2.0,1.0,0.0,6.0,,4.0,96.0,4.0,3.0,,,7.0,,7.0,6.0,,5.0,2.0,,15.0,,18.0,10.0,1.0,4.0,,,3.0,,1.0,,,9.0,1.0,,,3.0,1.0,1.0,6.0,2.0,,2.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,5nykil6w1bxfevpp2c5rr32fo,J. Jones-Riley,Defender,2,8.0,4.0,4.0,3.0,9.0,23.0,23.0,10.0,13.0,38.0,,3.0,,2.0,1.0,,15.0,6.0,9.0,10.0,14.0,,61.0,,,,13.0,5.0,2.0,9.0,,4.0,,1.0,1.0,,7.0,37.0,26.0,14.0,33.0,3.0,9.0,193.0,5.0,,7.0,,50.0,65.0,,40.0,5.0,1.0,25.0,128.0,3.0,7.0,25.0,18.0,1.0,,,0.0,,,,,1.0,,,,3.0,,,2.0,,,16.0,,3.0,,6.0,6.0,3.0,6.0,1.0,,3.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,2jbcmz368q7694p3hju1r4ydw,J. Kamara,Forward,80,6.0,5.0,1.0,25.0,50.0,200.0,181.0,89.0,92.0,100.0,15.0,25.0,6.0,12.0,10.0,5.0,175.0,84.0,91.0,10.0,176.0,,333.0,6.0,,,113.0,29.0,12.0,50.0,,13.0,16.0,13.0,51.0,12.0,23.0,247.0,188.0,71.0,230.0,14.0,,1204.0,56.0,2.0,1.0,23.0,242.0,339.0,20.0,253.0,24.0,69.0,86.0,671.0,40.0,10.0,120.0,76.0,3.0,4.0,2.0,1.0,10.0,,9.0,111.0,2.0,6.0,,,15.0,1.0,4.0,12.0,1.0,9.0,12.0,1.0,16.0,1.0,47.0,29.0,2.0,13.0,1.0,,4.0,,10.0,1.0,4.0,20.0,,4.0,1.0,6.0,5.0,4.0,17.0,3.0,,1.0,,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,5y3ffas67ufbxhtmjmbq3e9xx,J. Keegan,Forward,12,41.0,31.0,10.0,18.0,35.0,32.0,77.0,49.0,28.0,39.0,3.0,18.0,2.0,9.0,7.0,2.0,36.0,18.0,18.0,10.0,31.0,1.0,129.0,,,,11.0,9.0,5.0,18.0,1.0,27.0,4.0,13.0,,9.0,1.0,93.0,58.0,39.0,95.0,4.0,,537.0,7.0,2.0,2.0,8.0,63.0,132.0,6.0,96.0,5.0,19.0,36.0,213.0,1.0,11.0,34.0,25.0,1.0,1.0,1.0,0.0,6.0,,3.0,55.0,2.0,2.0,,,2.0,,2.0,5.0,,4.0,2.0,2.0,13.0,,6.0,6.0,8.0,8.0,,,5.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,5q8rjfpupfdagc0b0kwuzvnys,N. Kvifte,Forward,99,44.0,29.0,15.0,11.0,19.0,24.0,80.0,52.0,28.0,13.0,3.0,11.0,,6.0,6.0,,36.0,23.0,13.0,10.0,12.0,,62.0,,,,7.0,4.0,3.0,11.0,,19.0,1.0,7.0,6.0,5.0,1.0,35.0,23.0,13.0,35.0,2.0,,388.0,10.0,,4.0,8.0,58.0,63.0,3.0,36.0,5.0,5.0,27.0,131.0,3.0,3.0,20.0,24.0,,,,0.0,2.0,1.0,,27.0,,,,,,1.0,2.0,4.0,,4.0,,,2.0,,,,1.0,7.0,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,9n8idci7b4kq83rbepum6ub8q,P. Langlois,Midfielder,6,71.0,43.0,28.0,29.0,60.0,97.0,156.0,90.0,66.0,240.0,15.0,29.0,1.0,25.0,18.0,1.0,85.0,47.0,38.0,10.0,149.0,,598.0,,,,43.0,21.0,14.0,45.0,1.0,172.0,2.0,14.0,6.0,10.0,28.0,476.0,256.0,243.0,470.0,15.0,,1351.0,9.0,1.0,41.0,20.0,151.0,621.0,10.0,498.0,27.0,11.0,123.0,810.0,4.0,38.0,93.0,85.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,30.0,7.0,,,,6.0,2.0,8.0,15.0,,8.0,2.0,2.0,5.0,,1.0,1.0,18.0,31.0,1.0,,15.0,3.0,12.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,75ya8t62q1sp6ew1nlanfdduy,A. Liadi,Forward,9,95.0,48.0,47.0,14.0,31.0,56.0,193.0,100.0,93.0,43.0,8.0,14.0,3.0,10.0,9.0,3.0,98.0,52.0,46.0,10.0,41.0,4.0,139.0,1.0,1.0,,31.0,15.0,8.0,24.0,3.0,27.0,8.0,6.0,6.0,7.0,7.0,81.0,64.0,20.0,77.0,5.0,,845.0,26.0,3.0,13.0,27.0,130.0,142.0,21.0,84.0,8.0,42.0,58.0,347.0,14.0,6.0,51.0,52.0,2.0,0.0,3.0,0.0,2.0,2.0,5.0,11.0,1.0,1.0,1.0,1.0,8.0,,13.0,8.0,,5.0,1.0,6.0,34.0,,1.0,1.0,4.0,8.0,,,5.0,,3.0,3.0,,,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,f1kd9zklc9noursfsqv7qrk5x,M. Lopez,Defender,5,97.0,45.0,52.0,31.0,108.0,230.0,314.0,153.0,161.0,452.0,36.0,31.0,,34.0,25.0,,217.0,108.0,109.0,10.0,359.0,1.0,1076.0,1.0,,,103.0,43.0,27.0,124.0,,194.0,,4.0,12.0,10.0,63.0,847.0,470.0,411.0,814.0,52.0,9.0,2411.0,20.0,,73.0,57.0,297.0,1113.0,11.0,877.0,72.0,20.0,236.0,1580.0,9.0,87.0,184.0,149.0,13.0,,,0.0,6.0,13.0,6.0,67.0,9.0,,,1.0,15.0,5.0,11.0,27.0,,4.0,66.0,1.0,25.0,,9.0,9.0,48.0,61.0,5.0,,43.0,10.0,20.0,1.0,1.0,,,2.0,,4.0,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,7gaubftxflgt75eohs3ms9jvt,S. Mahlamäki,Defender,4,12.0,7.0,5.0,4.0,7.0,10.0,18.0,10.0,8.0,31.0,,4.0,,3.0,3.0,,6.0,3.0,3.0,10.0,19.0,,81.0,,,,5.0,1.0,1.0,6.0,,27.0,1.0,1.0,,1.0,1.0,62.0,14.0,51.0,64.0,2.0,1.0,209.0,,,8.0,4.0,24.0,84.0,1.0,65.0,2.0,1.0,19.0,110.0,,13.0,15.0,6.0,,,,0.0,,1.0,,,,,,,,1.0,,3.0,,2.0,2.0,,1.0,,,,12.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2025,Portland Hearts of Pine SC,5ba5vm3lf2ua6mzmphhf8p15g,N. Messer,Forward,3,106.0,53.0,53.0,32.0,214.0,425.0,284.0,134.0,150.0,591.0,14.0,32.0,6.0,39.0,30.0,4.0,178.0,81.0,97.0,10.0,69.0,3.0,1210.0,2.0,,,290.0,74.0,18.0,125.0,,375.0,10.0,1.0,24.0,7.0,75.0,903.0,604.0,381.0,865.0,36.0,27.0,2848.0,40.0,1.0,132.0,26.0,615.0,1249.0,24.0,940.0,49.0,49.0,309.0,2263.0,24.0,143.0,404.0,166.0,7.0,3.0,3.0,2.0,10.0,7.0,43.0,282.0,9.0,6.0,3.0,4.0,40.0,5.0,14.0,31.0,,3.0,251.0,2.0,26.0,,192.0,154.0,87.0,97.0,7.0,1.0,29.0,17.0,13.0,1.0,4.0,53.0,,4.0,1.0,45.0,31.0,8.0,29.0,7.0,,2.0,,11.0,,4.0,4.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
