root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Duels,Goals Conceded,Total Tackles,Rightside Passes,Total Losses Of Possession,Unsuccessful Passes Own Half,Successful Passes Own Half,Goals Conceded Inside Box,Shots On Target ( inc goals ),Unsuccessful Long Passes,Recoveries,PutThrough/Blocked Distribution,Touches,Total Shots,Total Passes,Aerial Duels,Starts,Ground Duels lost,Interceptions,Appearances,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Aerial Duels won,Time Played,Throw Ins to Own Player,Backward Passes,Successful Passes Opposition Half,Successful Open Play Passes,Successful Short Passes,Index,Tackles Won,Ground Duels won,Ground Duels,Total Touches In Opposition Box,Aerial Duels lost,Successful Long Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Clearances,Unsuccessful Passes Opposition Half,Duels won,Corners Won,Games Played,Duels lost,Winning Goal,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Penalties Taken,Unsuccessful lay-offs,Goals,Successful Lay-offs,Successful Corners into Box,Total Fouls Won,Corners Taken (incl short corners),Total Fouls Conceded,Unsuccessful Corners into Box,Times Tackled,Blocked Shots,Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Dribbles,Through balls,Goals from Outside Box,Attempts from Set Pieces,Shots Off Target (inc woodwork),Successful Crosses & Corners,Home Goals,Away Goals,PutThrough/Blocked Distribution Won,Substitute On,Tackles Lost,Foul Attempted Tackle,Foul Won Penalty,Unsuccessful Crosses open play,Yellow Cards,Substitute Off,Offsides,Goal Kicks,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Saves made - parried,GK Successful Distribution,GK Unsuccessful Distribution,Blocks,Successful Crosses open play,Hit Woodwork,Unsuccessful Launches,Clean Sheets,Successful Launches,Overruns,Handballs conceded,Goals from Inside Box,Headed Goals,Left Foot Goals,Second Goal Assists,Goal Assists,Assists (Intentional),Penalties Conceded,Red Cards - 2nd Yellow,Clearances Off the Line,Total Red Cards,Penalties Saved,Saves from Penalty,Catches,Punches,Penalties Faced,Goalkeeper Smother,Own Goal Scored,Goals Conceded Outside Box,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Saves made - caught,Crosses not Claimed,Other Goals,Last Man Tackle,Drops,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Forward,43,7.0,17.0,1.0,2.0,14.0,18.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,72.0,2.0,46.0,6.0,1.0,4.0,1.0,3.0,5.0,37.0,46.0,3.0,115.0,,15.0,31.0,37.0,37.0,10.0,1.0,7.0,11.0,6.0,3.0,,12.0,9.0,,8.0,10.0,,3.0,7.0,0.0,,,,,,,4.0,,1.0,,1.0,,3.0,,1.0,2.0,4.0,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,9pq2wn44lj2euuol8x42qrl78,M. Bakrar,Forward,9,6.0,23.0,1.0,1.0,2.0,20.0,1.0,6.0,1.0,4.0,1.0,7.0,3.0,54.0,4.0,23.0,7.0,2.0,11.0,,3.0,5.0,16.0,20.0,4.0,155.0,,9.0,10.0,13.0,16.0,10.0,1.0,5.0,16.0,10.0,3.0,,7.0,7.0,,6.0,9.0,1.0,3.0,14.0,0.0,,1.0,,,,1.0,3.0,,4.0,,1.0,,8.0,,2.0,4.0,1.0,,,,,,1.0,0.0,2.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,1,,,1.0,,4.0,5.0,2.0,14.0,1.0,,4.0,5.0,,29.0,,20.0,,1.0,,,1.0,6.0,16.0,18.0,,90.0,,,2.0,14.0,13.0,10.0,,,,,,3.0,10.0,4.0,,2.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,3.0,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,8sydisziijh84elb8dprtlduy,N. Benalcázar,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,12.0,31.0,2.0,5.0,86.0,27.0,10.0,127.0,2.0,1.0,12.0,19.0,3.0,236.0,2.0,198.0,12.0,3.0,7.0,2.0,3.0,41.0,174.0,186.0,9.0,238.0,2.0,12.0,47.0,164.0,160.0,10.0,3.0,12.0,19.0,2.0,3.0,14.0,59.0,24.0,8.0,14.0,21.0,,3.0,10.0,1.0,,,,,,1.0,,,3.0,,4.0,,2.0,,,,4.0,,,,1.0,,1.0,0.0,2.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,3.0,,,4.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,esk1w6ycz34w1r3te22shohrd,B. Cufré,Defender,3,13.0,35.0,2.0,7.0,27.0,37.0,4.0,30.0,2.0,1.0,2.0,11.0,8.0,145.0,3.0,80.0,7.0,3.0,19.0,1.0,3.0,5.0,65.0,79.0,3.0,238.0,16.0,27.0,35.0,64.0,63.0,10.0,3.0,9.0,28.0,6.0,4.0,2.0,21.0,15.0,1.0,18.0,12.0,3.0,3.0,23.0,0.0,7.0,,1.0,,,,,,2.0,,6.0,,9.0,2.0,1.0,5.0,1.0,,,2.0,2.0,,,,5.0,,4.0,4.0,,7.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,8jcyfhvczj2dw1gmxrmna2609,M. Freese,Goalkeeper,49,,,1.0,,30.0,13.0,4.0,77.0,1.0,,13.0,11.0,,105.0,,92.0,,2.0,,,2.0,31.0,79.0,81.0,,180.0,,,2.0,70.0,77.0,10.0,,,,,,2.0,31.0,13.0,,9.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,,2.0,13.0,2.0,,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,15.0,34.0,2.0,9.0,21.0,35.0,12.0,83.0,2.0,1.0,9.0,17.0,8.0,228.0,1.0,169.0,7.0,3.0,11.0,1.0,3.0,56.0,145.0,166.0,6.0,269.0,16.0,34.0,62.0,142.0,139.0,10.0,5.0,16.0,27.0,2.0,1.0,6.0,58.0,24.0,4.0,13.0,22.0,,3.0,12.0,0.0,1.0,,3.0,,,,,,4.0,,4.0,,4.0,,1.0,3.0,3.0,,,,,,,,3.0,,4.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,6.0,7.0,,2.0,21.0,13.0,7.0,29.0,,,3.0,7.0,2.0,67.0,,53.0,1.0,,3.0,,3.0,6.0,44.0,51.0,1.0,86.0,2.0,4.0,15.0,42.0,43.0,10.0,1.0,3.0,6.0,,,1.0,22.0,9.0,2.0,2.0,4.0,,3.0,3.0,0.0,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2023,New York City Football Club,New_York_City_Football_Club,9z6j3662jvnhse83i6p1vekiy,M. Ilenič,Defender,35,6.0,9.0,1.0,,1.0,16.0,5.0,11.0,1.0,,3.0,7.0,3.0,41.0,,24.0,3.0,1.0,6.0,,2.0,11.0,15.0,24.0,1.0,68.0,6.0,6.0,4.0,15.0,15.0,10.0,,,6.0,1.0,2.0,,6.0,9.0,1.0,6.0,1.0,1.0,2.0,8.0,0.0,2.0,,,,,,,,,,2.0,,4.0,,,4.0,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
