liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Corners Won,Goal Assists,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Shots Created,Shots On Target ( inc goals ),Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Lay-offs,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Yellow Cards,Blocked Shots,Overruns,Successful Dribbles,Successful Crosses open play,Unsuccessful lay-offs,Own Goal Scored,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Conceded,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals,Goals Openplay,Goals from Inside Box,Offsides,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Left Foot Goals,Catches,Clearances Off the Line,Penalties Taken,Total Big Chances Missed,Foul Won Penalty,Handballs conceded,Headed Goals,Through balls,Attempts from Set Pieces,Hit Woodwork,Saves made - caught,Penalty Goals,Second Goal Assists,Goals Conceded Outside Box,Straight Red Cards,Total Red Cards,Last Player Tackle,Drops,Goals from Outside Box,Red Cards - 2nd Yellow,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Canada_Canadian_Premier_League,2026,Cavalry FC,2wu0t979tuh0b63hs2j90o1nu,O. Antoniuk,Forward,19,,,,1.0,2.0,,,,3.0,2.0,1.0,,,,,1.0,,,,3.0,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,2.0,,2.0,2.0,,1.0,21.0,1.0,,1.0,,1.0,2.0,,2.0,1.0,,,6.0,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,2jwbnsl7zicnbgutmpop29d61,M. Baldisimo,Midfielder,6,,,,4.0,1.0,,8.0,,7.0,4.0,3.0,4.0,3.0,,,4.0,,1.0,1.0,7.0,4.0,3.0,,4.0,14.0,,3.0,2.0,2.0,6.0,,,,,2.0,13.0,8.0,5.0,11.0,,,26.0,,2.0,1.0,1.0,4.0,14.0,,13.0,,1.0,1.0,23.0,,,,1.0,1.0,0.0,,,,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,6re26cen7xbrynezb3rerst05,S. Camargo,Midfielder,10,5.0,1.0,4.0,6.0,54.0,1.0,47.0,,34.0,19.0,15.0,77.0,56.0,1.0,,6.0,,2.0,2.0,29.0,18.0,11.0,7.0,28.0,185.0,,18.0,9.0,26.0,51.0,5.0,6.0,5.0,,11.0,148.0,94.0,58.0,141.0,1.0,4.0,481.0,13.0,3.0,3.0,,64.0,189.0,6.0,152.0,5.0,18.0,37.0,261.0,3.0,4.0,26.0,12.0,33.0,0.0,1.0,,3.0,1.0,4.0,4.0,5.0,1.0,,,,3.0,,,1.0,,1.0,1.0,5.0,2.0,1.0,,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,11.0,3.0,8.0,4.0,9.0,2.0,41.0,2.0,18.0,7.0,11.0,5.0,64.0,,4.0,4.0,4.0,2.0,2.0,7.0,4.0,3.0,2.0,73.0,204.0,,16.0,,10.0,71.0,2.0,4.0,,3.0,17.0,181.0,65.0,128.0,176.0,1.0,1.0,360.0,,18.0,3.0,,25.0,217.0,3.0,193.0,2.0,4.0,24.0,249.0,8.0,10.0,19.0,5.0,14.0,0.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,5qfwg7j8xrfv19ouu4gvrs00k,N. Edwards,Midfielder,17,4.0,4.0,,5.0,22.0,,25.0,,18.0,14.0,4.0,40.0,11.0,,,5.0,,2.0,2.0,14.0,10.0,4.0,1.0,13.0,58.0,,13.0,2.0,13.0,14.0,,2.0,1.0,,2.0,45.0,28.0,19.0,45.0,,1.0,218.0,8.0,1.0,1.0,1.0,26.0,60.0,4.0,47.0,1.0,13.0,13.0,90.0,2.0,3.0,11.0,2.0,10.0,0.0,,,1.0,,1.0,,1.0,4.0,3.0,,,2.0,,2.0,,,,,6.0,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,9r4k86cagxlk8og4ewuh98stl,C. Elva,Forward,14,7.0,2.0,5.0,6.0,15.0,,4.0,,16.0,7.0,9.0,32.0,16.0,1.0,,6.0,,1.0,1.0,9.0,5.0,4.0,2.0,14.0,53.0,,2.0,1.0,2.0,9.0,,1.0,1.0,,2.0,45.0,37.0,9.0,44.0,,2.0,142.0,3.0,2.0,1.0,1.0,14.0,54.0,,46.0,2.0,4.0,8.0,75.0,,1.0,7.0,1.0,7.0,0.0,,,,,6.0,,6.0,,5.0,,,3.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,dvk85r457e15hg0pw5rig0222,J. Herdman,Forward,11,2.0,,2.0,3.0,14.0,2.0,13.0,,14.0,5.0,9.0,33.0,8.0,,,3.0,,,,12.0,5.0,7.0,1.0,15.0,35.0,,4.0,2.0,2.0,,2.0,1.0,1.0,,,22.0,17.0,8.0,24.0,1.0,3.0,95.0,2.0,,,2.0,22.0,37.0,2.0,24.0,4.0,5.0,13.0,61.0,2.0,3.0,15.0,2.0,10.0,0.0,,1.0,4.0,1.0,1.0,1.0,2.0,,2.0,,1.0,,2.0,1.0,,,4.0,4.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,20nun88umv5313rqiqfilzyfo,J. Holliday,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,ex7za2yvl9xrcdtr60ake2bit,N. Ingham,Goalkeeper,29,,,,6.0,,,16.0,3.0,,,,,79.0,,44.0,6.0,31.0,3.0,3.0,,,,,21.0,80.0,,7.0,,39.0,30.0,,6.0,,8.0,23.0,63.0,11.0,81.0,69.0,,,540.0,,2.0,,,38.0,130.0,,92.0,,,38.0,182.0,14.0,38.0,31.0,7.0,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,12.0,1.0,,,1.0,17.0,12.0,5.0,1.0,4.0,,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,5y0x6mck3zl8cio425q1uli3t,B. Kamdem,Defender,5,5.0,4.0,1.0,6.0,53.0,3.0,58.0,3.0,32.0,17.0,15.0,61.0,120.0,2.0,,6.0,,3.0,3.0,27.0,13.0,14.0,6.0,10.0,259.0,,45.0,15.0,17.0,81.0,,6.0,1.0,5.0,14.0,212.0,91.0,128.0,203.0,3.0,6.0,529.0,5.0,11.0,5.0,4.0,80.0,264.0,1.0,217.0,9.0,2.0,47.0,406.0,8.0,14.0,43.0,14.0,33.0,0.0,,,5.0,,2.0,8.0,2.0,1.0,,,2.0,,15.0,48.0,1.0,,10.0,10.0,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,246l8ttdytxycwsbi5sg12ei,D. Klomp,Defender,4,16.0,7.0,9.0,6.0,14.0,4.0,83.0,3.0,34.0,16.0,18.0,31.0,110.0,1.0,6.0,6.0,7.0,3.0,3.0,18.0,9.0,9.0,5.0,123.0,289.0,,55.0,4.0,15.0,61.0,1.0,6.0,,1.0,24.0,262.0,110.0,169.0,255.0,3.0,4.0,540.0,2.0,28.0,5.0,1.0,32.0,308.0,3.0,279.0,7.0,5.0,29.0,368.0,4.0,10.0,20.0,9.0,19.0,0.0,,,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,,2.0,,,2.0,2.0,0.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,nska6xtrvs8qgob92syv0296,E. Kobza,Defender,24,15.0,4.0,11.0,6.0,23.0,3.0,60.0,3.0,68.0,34.0,34.0,55.0,96.0,9.0,,6.0,,3.0,3.0,53.0,30.0,23.0,9.0,63.0,256.0,,20.0,11.0,30.0,77.0,3.0,6.0,,2.0,18.0,218.0,126.0,95.0,203.0,2.0,10.0,540.0,4.0,14.0,18.0,10.0,50.0,259.0,3.0,221.0,12.0,4.0,38.0,347.0,5.0,12.0,33.0,8.0,26.0,0.0,,,,,3.0,9.0,3.0,,,,,4.0,,,,,3.0,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,7801mkswdj7hjudn0r0cnotii,L. Laing,Defender,15,3.0,2.0,1.0,4.0,5.0,2.0,23.0,1.0,13.0,7.0,6.0,9.0,33.0,1.0,,4.0,,2.0,2.0,10.0,5.0,5.0,2.0,23.0,96.0,,13.0,1.0,6.0,36.0,,2.0,,,4.0,89.0,25.0,65.0,86.0,1.0,2.0,199.0,,4.0,4.0,,8.0,97.0,3.0,90.0,3.0,4.0,7.0,116.0,4.0,4.0,6.0,1.0,3.0,0.0,,,1.0,,,,,3.0,2.0,,,,1.0,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,cbw3da3l9qi13ludkt9181z9x,A. Musse,Forward,7,5.0,3.0,2.0,6.0,26.0,,20.0,,35.0,21.0,14.0,93.0,15.0,1.0,,6.0,,3.0,3.0,30.0,18.0,12.0,4.0,29.0,78.0,,13.0,6.0,8.0,11.0,4.0,3.0,3.0,,2.0,58.0,53.0,15.0,58.0,4.0,1.0,245.0,13.0,1.0,2.0,5.0,58.0,81.0,5.0,60.0,5.0,8.0,21.0,162.0,,,27.0,4.0,21.0,0.0,1.0,10.0,2.0,1.0,6.0,3.0,7.0,1.0,3.0,2.0,8.0,1.0,,1.0,1.0,6.0,10.0,1.0,8.0,,1.0,,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,4nvf04b997gxvn5gozwgln9qs,N. Myroniuk,Midfielder,28,,,,3.0,9.0,,11.0,,17.0,12.0,5.0,19.0,2.0,3.0,,3.0,,1.0,1.0,17.0,12.0,5.0,2.0,13.0,32.0,,7.0,,9.0,8.0,1.0,,,,3.0,28.0,13.0,15.0,25.0,2.0,1.0,66.0,5.0,1.0,3.0,1.0,15.0,32.0,1.0,28.0,3.0,4.0,4.0,58.0,,,6.0,,4.0,0.0,,,1.0,,,,,,3.0,,,,,,,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,3niwormbgvkj2x3pt0paovwgk,G. Ntignee,Forward,20,4.0,1.0,3.0,6.0,31.0,2.0,66.0,2.0,79.0,41.0,38.0,125.0,26.0,8.0,,6.0,,2.0,2.0,75.0,40.0,35.0,4.0,17.0,113.0,,41.0,11.0,21.0,39.0,2.0,6.0,4.0,,4.0,91.0,66.0,27.0,87.0,2.0,6.0,494.0,21.0,4.0,15.0,14.0,73.0,113.0,5.0,91.0,8.0,29.0,22.0,240.0,1.0,1.0,27.0,3.0,21.0,0.0,1.0,,2.0,1.0,7.0,8.0,8.0,3.0,,,2.0,1.0,,,2.0,,8.0,8.0,10.0,2.0,5.0,4.0,13.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,nhhmltlm3ayn7vqmp6etck5w,C. Ofori,Defender,3,2.0,1.0,1.0,2.0,1.0,,4.0,,4.0,2.0,2.0,5.0,7.0,,,2.0,,,,2.0,1.0,1.0,,,8.0,,4.0,1.0,3.0,1.0,,,,,,4.0,2.0,2.0,4.0,1.0,,16.0,,1.0,,,9.0,9.0,,4.0,1.0,,5.0,20.0,2.0,3.0,5.0,,2.0,0.0,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2026,Cavalry FC,5tm8klhjq7d3u6u5sppnaducp,H. Paton,Midfielder,8,4.0,3.0,1.0,6.0,23.0,2.0,59.0,,56.0,27.0,29.0,78.0,56.0,5.0,,6.0,,2.0,2.0,52.0,24.0,28.0,4.0,39.0,151.0,,30.0,5.0,31.0,35.0,1.0,5.0,4.0,1.0,9.0,128.0,85.0,47.0,121.0,3.0,12.0,402.0,8.0,5.0,10.0,6.0,42.0,153.0,5.0,130.0,15.0,13.0,23.0,235.0,3.0,5.0,18.0,6.0,18.0,2.0,,,,,7.0,4.0,7.0,4.0,1.0,,2.0,2.0,,,,,1.0,1.0,5.0,2.0,2.0,2.0,7.0,2.0,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
