liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Sacramento Republic FC,14mioehew12zyrf4ncpzbqe3t,A. Apollon,Defender,14,24.0,,938.0,65.0,1.0,,1.0,,321.0,8.0,22.0,71.0,8.0,148.0,15.0,1.0,22.0,5.0,3.0,1.0,11.0,148.0,120.0,28.0,47.0,,329.0,3.0,7.0,13.0,246.0,8.0,6.0,69.0,,126.0,9.0,,71.0,2.0,72.0,11.0,14.0,22.0,607.0,,12.0,3.0,2.0,93.0,124.0,14.0,10.0,66.0,3.0,14.0,8.0,12.0,,13.0,12.0,117.0,20.0,9.0,,24.0,12.0,,,,1.0,40.0,8.0,,253.0,260.0,24.0,1.0,,19.0,51.0,9.0,14.0,53.0,0.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,acq081nhaufdedbfzr5abvm51,J. Barahona,Defender,15,8.0,,360.0,39.0,,,1.0,,172.0,2.0,4.0,34.0,9.0,78.0,6.0,2.0,16.0,3.0,3.0,,8.0,79.0,69.0,8.0,32.0,,186.0,,7.0,2.0,123.0,5.0,5.0,48.0,6.0,58.0,7.0,,48.0,1.0,30.0,4.0,11.0,14.0,303.0,11.0,4.0,4.0,,30.0,87.0,5.0,10.0,27.0,2.0,15.0,2.0,7.0,,10.0,2.0,48.0,2.0,5.0,,14.0,4.0,5.0,,,1.0,13.0,7.0,,126.0,138.0,18.0,2.0,,6.0,21.0,2.0,3.0,17.0,0.0,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,5ulmvt2y2v42prk4kdadcdyp5,K. Belmar,Forward,9,22.0,9.0,966.0,5.0,4.0,16.0,1.0,1.0,256.0,15.0,28.0,103.0,8.0,139.0,3.0,3.0,6.0,5.0,12.0,,46.0,138.0,65.0,9.0,57.0,1.0,259.0,6.0,14.0,8.0,190.0,12.0,15.0,63.0,,45.0,10.0,,74.0,6.0,37.0,10.0,17.0,11.0,433.0,,14.0,7.0,,77.0,61.0,40.0,10.0,63.0,3.0,6.0,8.0,17.0,,31.0,10.0,154.0,7.0,12.0,,22.0,14.0,,1.0,,3.0,45.0,50.0,1.0,193.0,196.0,77.0,4.0,,7.0,91.0,2.0,2.0,32.0,0.0,1.0,,,,,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,a2qsmjnfnjm3uwu86k85ek7h1,V. Bijev,Forward,20,22.0,3.0,1028.0,5.0,6.0,2.0,,4.0,303.0,15.0,25.0,80.0,10.0,147.0,5.0,1.0,13.0,20.0,11.0,,13.0,188.0,81.0,23.0,82.0,1.0,313.0,8.0,29.0,23.0,207.0,12.0,21.0,95.0,4.0,65.0,22.0,,107.0,10.0,65.0,11.0,35.0,19.0,586.0,12.0,17.0,18.0,3.0,136.0,97.0,46.0,10.0,82.0,10.0,11.0,7.0,22.0,,15.0,15.0,164.0,14.0,12.0,1.0,31.0,17.0,7.0,3.0,1.0,2.0,69.0,71.0,3.0,209.0,218.0,28.0,2.0,2.0,17.0,82.0,6.0,10.0,67.0,2.0,3.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,acd78enllnvzevc7w5oqx20a,J. Chavez,Forward,22,1.0,,82.0,,4.0,,,1.0,33.0,2.0,2.0,17.0,3.0,24.0,1.0,1.0,1.0,1.0,,,2.0,11.0,7.0,1.0,4.0,,33.0,1.0,4.0,,28.0,1.0,1.0,5.0,2.0,3.0,,,5.0,,2.0,1.0,2.0,1.0,48.0,2.0,5.0,4.0,,9.0,4.0,6.0,10.0,4.0,1.0,,1.0,1.0,,2.0,1.0,13.0,1.0,1.0,1.0,1.0,5.0,,,,,7.0,9.0,1.0,28.0,28.0,4.0,,,,9.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,9v8qnmn62jhl03e49cfxn4pg5,R. Diaz,Goalkeeper,18,,,1020.0,,,,26.0,,148.0,,,,,36.0,42.0,,96.0,,,,,99.0,141.0,1.0,1.0,1.0,274.0,,,,122.0,9.0,,97.0,,35.0,,,74.0,,72.0,11.0,,23.0,365.0,,11.0,,,2.0,184.0,,10.0,3.0,,55.0,,1.0,,1.0,,3.0,8.0,9.0,,,11.0,,,,,,55.0,,105.0,177.0,1.0,,,1.0,,,,2.0,0.0,,,,,,,,,,97.0,,28.0,,2.0,,,,8.0,8.0,8.0,19.0,1.0,,,41.0,4.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,6naqq6f6acfec3zh2msuxrmqd,D. Formella,Forward,10,14.0,2.0,1213.0,3.0,1.0,19.0,,8.0,424.0,10.0,37.0,142.0,10.0,227.0,4.0,3.0,10.0,11.0,14.0,1.0,18.0,163.0,140.0,12.0,69.0,1.0,436.0,7.0,19.0,15.0,340.0,12.0,28.0,79.0,1.0,126.0,23.0,,85.0,10.0,73.0,14.0,24.0,10.0,671.0,3.0,15.0,10.0,2.0,111.0,103.0,63.0,10.0,55.0,14.0,17.0,9.0,19.0,,10.0,18.0,139.0,8.0,13.0,2.0,16.0,15.0,2.0,2.0,2.0,1.0,66.0,65.0,8.0,345.0,357.0,28.0,1.0,3.0,7.0,84.0,5.0,13.0,45.0,1.0,6.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,aigpzkjyja6ksrcl8dteylqs5,S. Gómez,Defender,2,4.0,1.0,338.0,34.0,4.0,,2.0,,148.0,1.0,5.0,42.0,3.0,52.0,5.0,1.0,8.0,4.0,,,5.0,38.0,77.0,13.0,16.0,1.0,150.0,1.0,6.0,4.0,116.0,5.0,,24.0,,39.0,1.0,,17.0,1.0,24.0,3.0,6.0,11.0,243.0,,7.0,4.0,3.0,31.0,45.0,4.0,10.0,24.0,,10.0,3.0,4.0,,3.0,2.0,39.0,4.0,5.0,,4.0,7.0,,,,,10.0,24.0,,124.0,126.0,8.0,,,9.0,15.0,4.0,4.0,21.0,0.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,42h7dylzuiiyx5k773f1qo6hh,A. Grinwis,Goalkeeper,99,,,360.0,,,,6.0,,47.0,,,,,11.0,12.0,,27.0,,,1.0,,29.0,41.0,,1.0,,80.0,,,,30.0,4.0,,28.0,,16.0,,,18.0,,23.0,4.0,,10.0,106.0,,4.0,,,1.0,56.0,,10.0,2.0,,22.0,,1.0,,1.0,,2.0,5.0,5.0,,,4.0,,,,,,8.0,,31.0,52.0,1.0,,,,,,,1.0,0.0,,,,,,,,,,26.0,,8.0,,3.0,,,,,2.0,3.0,6.0,,,,5.0,1.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,q6oknwwfzuwntfpan8cbrp0q,T. Hillard-Arce,Defender,4,2.0,1.0,996.0,1.0,2.0,,5.0,1.0,486.0,,3.0,23.0,,138.0,20.0,3.0,48.0,4.0,3.0,1.0,28.0,109.0,269.0,7.0,50.0,,505.0,1.0,14.0,3.0,377.0,8.0,6.0,98.0,,100.0,3.0,,74.0,3.0,37.0,11.0,8.0,26.0,618.0,,13.0,3.0,3.0,30.0,252.0,12.0,10.0,50.0,3.0,30.0,,3.0,,37.0,2.0,95.0,35.0,9.0,,2.0,13.0,,,,,17.0,130.0,1.0,393.0,407.0,65.0,,,5.0,45.0,2.0,22.0,13.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
USA_USL_Championship,2020,Sacramento Republic FC,bvrqfmzxunzzg8rmc03vfeml1,C. Iwasa,Forward,31,9.0,6.0,974.0,2.0,6.0,15.0,,3.0,278.0,7.0,25.0,115.0,2.0,130.0,2.0,2.0,5.0,7.0,13.0,1.0,22.0,140.0,98.0,5.0,62.0,,293.0,4.0,10.0,9.0,218.0,9.0,23.0,67.0,,53.0,14.0,,67.0,13.0,41.0,10.0,17.0,9.0,480.0,1.0,16.0,3.0,1.0,73.0,50.0,67.0,10.0,48.0,10.0,8.0,2.0,16.0,,18.0,9.0,113.0,7.0,10.0,,9.0,16.0,,,1.0,2.0,43.0,75.0,3.0,212.0,226.0,40.0,2.0,,,65.0,5.0,7.0,30.0,3.0,3.0,,,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
